Quarter,Time,Tm,Detail,SDG,OAK
1.0,13:03,Raiders,Rod Streater 44 yard pass from Terrelle Pryor (Sebastian Janikowski kick),0,7
,1:28,Raiders,Denarius Moore 2 yard pass from Terrelle Pryor (Sebastian Janikowski kick),0,14
2.0,4:13,Raiders,Sebastian Janikowski 47 yard field goal,0,17
3.0,4:51,Chargers,Nick Novak 35 yard field goal,3,17
,2:37,Raiders,Charles Woodson 25 yard defensive fumble return (Sebastian Janikowski kick),3,24
4.0,14:57,Chargers,Danny Woodhead 5 yard pass from Philip Rivers (Nick Novak kick),10,24
,10:17,Chargers,Keenan Allen 7 yard pass from Philip Rivers (Nick Novak kick),17,24
,4:24,Raiders,Sebastian Janikowski 50 yard field goal,17,27
