Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,OAK 35,0,0,"Sebastian Janikowski kicks off 67 yards, returned by Danny Woodhead for 22 yards (tackle by Kaelin Burnett)",0.000,-0.280
1,14:55,1,10,SDG 20,0,0,Danny Woodhead up the middle for 2 yards (tackle by Lamarr Houston and Pat Sims),0.280,0.000
1,14:16,2,8,SDG 22,0,0,Philip Rivers pass complete short left to Danny Woodhead for -2 yards (tackle by Lamarr Houston and Vance Walker),0.000,-0.960
1,13:30,3,10,SDG 20,0,0,"Philip Rivers pass incomplete deep middle intended for Eddie Royal is intercepted by Usama Young at OAK-30 and returned for 23 yards (tackle by Eddie Royal). Usama Young fumbles (forced by Eddie Royal), recovered by Usama Young at SDG-44",-0.960,-2.650
1,13:11,1,10,SDG 44,0,6,"Terrelle Pryor pass complete deep right to Rod Streater for 44 yards, touchdown",2.650,7.000
1,13:11,,,SDG 2,0,7,Sebastian Janikowski kicks extra point good,0.000,0.000
1,13:11,,,OAK 35,0,7,"Sebastian Janikowski kicks off 66 yards, returned by Danny Woodhead for 24 yards (tackle by Taiwan Jones)",0.000,-0.480
1,12:58,1,10,SDG 23,0,7,Ryan Mathews left guard for 2 yards (tackle by Kevin Burnett and Nick Roach),0.480,0.200
1,12:21,2,8,SDG 25,0,7,Philip Rivers pass incomplete deep left intended for Vincent Brown,0.200,-0.490
1,12:16,3,8,SDG 25,0,7,Philip Rivers pass complete short right to Eddie Royal for 13 yards (tackle by Brandian Ross and Nick Roach),-0.490,1.470
1,11:50,1,10,SDG 38,0,7,Ronnie Brown right guard for 2 yards (tackle by Jason Hunter and Nick Roach),1.470,1.190
1,11:15,2,8,SDG 40,0,7,Philip Rivers pass complete short right to Vincent Brown for 12 yards (tackle by Brandian Ross),1.190,2.390
1,10:57,1,10,OAK 48,0,7,Danny Woodhead up the middle for 4 yards (tackle by Lamarr Houston and Nick Roach),2.390,2.390
1,10:20,2,6,OAK 44,0,7,Philip Rivers pass incomplete short left intended for Keenan Allen,2.390,1.690
1,10:16,3,6,OAK 44,0,7,Philip Rivers pass complete short middle to Antonio Gates for 4 yards (tackle by Kevin Burnett),1.690,0.590
1,9:44,4,2,OAK 40,0,7,"Mike Scifres punts 28 yards, fair catch by Phillip Adams",0.590,0.350
1,9:36,1,10,OAK 12,0,7,"Penalty on Andre Gurode: False Start, 5 yards (no play)",-0.350,-0.570
1,9:36,1,15,OAK 7,0,7,Terrelle Pryor left end for 8 yards (tackle by Richard Marshall),-0.570,-0.500
1,9:11,2,7,OAK 15,0,7,Rashad Jennings up the middle for 4 yards (tackle by Donald Butler),-0.500,-0.600
1,8:32,3,3,OAK 19,0,7,Terrelle Pryor pass complete short left to Denarius Moore for 11 yards (tackle by Richard Marshall and Derek Cox),-0.600,0.940
1,7:50,1,10,OAK 30,0,7,Terrelle Pryor pass complete short middle to Denarius Moore for 17 yards (tackle by Eric Weddle),0.940,2.060
1,7:08,1,10,OAK 47,0,7,Rashad Jennings up the middle for 3 yards (tackle by Jarret Johnson),2.060,1.920
1,6:31,2,7,,0,7,Terrelle Pryor pass complete short left to Jacoby Ford for 10 yards (tackle by Donald Butler and Derek Cox),1.920,2.920
1,5:43,1,10,SDG 40,0,7,Terrelle Pryor pass complete short left to Marcel Reece for 8 yards (tackle by Donald Butler),2.920,3.450
1,5:12,2,2,SDG 32,0,7,Rashad Jennings left tackle for 3 yards (tackle by Jarret Johnson and Manti Te'o),3.450,3.640
1,4:32,1,10,SDG 29,0,7,"Terrelle Pryor pass complete short right to Rod Streater for 8 yards (tackle by Derek Cox and Jarret Johnson). Penalty on Manti Te'o: Defensive Holding, 5 yards (no play)",3.640,3.970
1,3:59,1,10,SDG 24,0,7,Terrelle Pryor right end for 6 yards (tackle by Richard Marshall),3.970,4.290
1,3:16,2,4,SDG 18,0,7,Terrelle Pryor pass complete short middle to Mychal Rivera for 5 yards (tackle by Donald Butler). Penalty on Kendall Reyes: Defensive Offside (Declined),4.290,4.710
1,2:57,1,10,SDG 13,0,7,Terrelle Pryor pass complete short middle to Marcel Reece for 8 yards (tackle by Eric Weddle),4.710,5.540
1,2:17,2,2,SDG 5,0,7,Rashad Jennings up the middle for 3 yards (tackle by Cam Thomas and Sean Lissemore),5.540,6.740
1,1:35,1,2,SDG 2,0,13,"Terrelle Pryor pass complete short right to Denarius Moore for 2 yards, touchdown",6.740,7.000
1,1:35,,,SDG 2,0,14,Sebastian Janikowski kicks extra point good,0.000,0.000
1,1:35,,,OAK 35,0,14,"Sebastian Janikowski kicks off 73 yards, touchback",0.000,-0.280
1,1:28,1,10,SDG 20,0,14,Ryan Mathews left tackle for 1 yard (tackle by Vance Walker and Tracy Porter),0.280,-0.130
1,0:53,2,9,SDG 21,0,14,Philip Rivers pass complete short left to Vincent Brown for 13 yards (tackle by Charles Woodson),-0.130,1.200
1,0:26,1,10,SDG 34,0,14,Danny Woodhead left guard for 1 yard (tackle by Vance Walker),1.200,0.790
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,SDG 35,0,14,Philip Rivers pass complete short right to Antonio Gates for 11 yards (tackle by Tracy Porter and Kevin Burnett),0.790,1.990
2,14:20,1,10,SDG 46,0,14,"Danny Woodhead right guard for 5 yards (tackle by Lamarr Houston). Penalty on Tracy Porter: Personal Foul, 15 yards",1.990,3.310
2,13:53,1,10,OAK 34,0,14,Ryan Mathews right end for 5 yards (tackle by Mike Jenkins and Nick Roach),3.310,3.450
2,13:16,2,5,OAK 29,0,14,Philip Rivers pass complete short left to Eddie Royal for 7 yards (tackle by D.J. Hayden and Tracy Porter),3.450,4.110
2,12:39,1,10,OAK 22,0,14,Philip Rivers pass complete short left to Danny Woodhead for 7 yards (tackle by Nick Roach),4.110,4.650
2,12:20,2,3,OAK 15,0,14,Danny Woodhead left end for 2 yards (tackle by Kevin Burnett),4.650,4.390
2,11:58,3,1,OAK 13,0,14,Ronnie Brown up the middle for 3 yards,4.390,4.910
2,11:14,1,10,OAK 10,0,14,Philip Rivers pass complete short left to Danny Woodhead for 6 yards (tackle by Kevin Burnett and Tracy Porter),4.910,5.340
2,10:39,2,4,OAK 4,0,14,Danny Woodhead up the middle for 3 yards (tackle by Nick Roach),5.340,5.170
2,10:08,3,1,OAK 1,0,14,Philip Rivers pass incomplete short right intended for Antonio Gates,5.170,5.170
2,10:04,3,1,OAK 1,0,14,Timeout #1 by San Diego Chargers,5.170,3.550
2,10:04,4,1,OAK 1,0,14,Danny Woodhead up the middle for no gain,3.550,0.380
2,9:58,1,10,OAK 1,0,14,Terrelle Pryor pass complete short right to Jamize Olawale for 4 yards (tackle by Richard Marshall and Eric Weddle),-0.380,-0.490
2,9:27,2,6,OAK 5,0,14,Rashad Jennings left guard for no gain (tackle by Sean Lissemore),-0.490,-0.950
2,8:45,3,6,OAK 5,0,14,Terrelle Pryor pass complete short right to Rod Streater for 6 yards (tackle by Derek Cox),-0.950,-0.370
2,8:18,1,10,OAK 11,0,14,Rashad Jennings left guard for 6 yards (tackle by Marcus Gilchrist),-0.370,-0.160
2,7:39,2,4,OAK 17,0,14,Terrelle Pryor right end for 5 yards (tackle by Larry English),-0.160,0.410
2,7:03,1,10,OAK 22,0,14,Terrelle Pryor pass incomplete short right intended for Mychal Rivera,0.410,-0.130
2,6:58,2,10,OAK 22,0,14,Rashad Jennings up the middle for 5 yards (tackle by Jarret Johnson and Donald Butler),-0.130,-0.160
2,6:15,3,5,OAK 27,0,14,Terrelle Pryor pass complete short right to Jeremy Stewart for 1 yard (tackle by Jahleel Addae). Penalty on Matt McCants: Illegal Formation (Declined),-0.160,-1.500
2,5:58,4,4,OAK 28,0,14,"Marquette King punts 50 yards, muffed catch by Eddie Royal, recovered by Chimdi Chekwa and returned for no gain. Penalty on OAK: Unsportsmanlike Conduct (Declined), Penalty on Kaelin Burnett: Unnecessary Roughness, 15 yards",-1.500,3.120
2,5:47,1,10,SDG 37,0,14,Rashad Jennings up the middle for 6 yards (tackle by Cam Thomas and Donald Butler),3.120,3.380
2,5:09,2,4,SDG 31,0,14,Rashad Jennings left guard for 2 yards (tackle by Jarret Johnson and Cam Thomas),3.380,2.940
2,4:27,3,2,SDG 29,0,14,Terrelle Pryor pass incomplete deep right intended for Mychal Rivera,2.940,1.600
2,4:18,4,2,SDG 29,0,17,Sebastian Janikowski 47 yard field goal good,1.600,3.000
2,4:18,,,OAK 35,0,17,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
2,4:13,1,10,SDG 20,0,17,Philip Rivers pass complete short right to Antonio Gates for 10 yards (tackle by Kevin Burnett),0.280,0.940
2,3:42,1,10,SDG 30,0,17,Philip Rivers pass complete short right to Danny Woodhead for 8 yards (tackle by Kevin Burnett),0.940,1.470
2,3:10,2,2,SDG 38,0,17,Danny Woodhead left guard for 2 yards (tackle by Lamarr Houston),1.470,1.600
2,2:39,1,10,SDG 40,0,17,Philip Rivers pass complete short right to Ronnie Brown for 6 yards (tackle by Mike Jenkins),1.600,1.860
2,2:06,2,4,SDG 46,0,17,Philip Rivers pass incomplete short middle intended for Eddie Royal (defended by Tracy Porter),1.860,1.160
2,2:03,3,4,SDG 46,0,17,Philip Rivers sacked by Lamarr Houston for -9 yards,1.160,-0.910
2,1:58,4,13,SDG 37,0,17,"Mike Scifres punts 49 yards, fair catch by Phillip Adams",-0.910,0.280
2,1:51,1,10,OAK 14,0,17,Terrelle Pryor left end for 11 yards (tackle by Jahleel Addae),-0.280,0.610
2,1:44,1,10,OAK 25,0,17,"Penalty on Khalif Barnes: False Start, 5 yards (no play)",0.610,0.280
2,1:44,1,15,OAK 20,0,17,Rashad Jennings up the middle for 9 yards (tackle by Donald Butler and Marcus Gilchrist),0.280,0.600
2,1:19,2,6,OAK 29,0,17,Terrelle Pryor pass incomplete short left intended for Denarius Moore,0.600,-0.100
2,1:16,3,6,OAK 29,0,17,Terrelle Pryor pass complete deep right to Denarius Moore for 19 yards (tackle by Derek Cox),-0.100,2.130
2,1:08,1,10,OAK 48,0,17,Terrelle Pryor pass incomplete short right intended for Denarius Moore,2.130,1.580
2,1:03,2,10,OAK 48,0,17,Terrelle Pryor pass complete short middle to Rod Streater for 6 yards (tackle by Corey Liuget),1.580,1.580
2,0:48,2,10,OAK 48,0,17,Timeout #1 by Oakland Raiders,1.580,1.680
2,0:48,3,4,SDG 46,0,17,Terrelle Pryor pass incomplete short left intended for Denarius Moore (defended by Richard Marshall),1.680,0.200
2,0:48,4,4,SDG 46,0,17,"Marquette King punts 46 yards, touchback",0.200,-0.280
2,0:41,1,10,SDG 20,0,17,Philip Rivers pass complete short right to Ronnie Brown for 1 yard (tackle by Mike Jenkins),0.280,-0.130
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,0,17,"Nick Novak kicks off 66 yards, returned by Jacoby Ford for 30 yards (tackle by Seyi Ajirotutu)",0.000,-0.870
3,14:53,1,10,OAK 29,0,17,Terrelle Pryor pass complete deep right to Denarius Moore for 35 yards (tackle by Richard Marshall). Penalty on Richard Marshall: Defensive Pass Interference (Declined),0.870,3.180
3,14:22,1,10,SDG 36,0,17,Marcel Reece right guard for 3 yards (tackle by Corey Liuget and Marcus Gilchrist),3.180,3.040
3,13:42,2,7,SDG 33,0,17,"Terrelle Pryor pass complete deep right to Denarius Moore for 33 yards. Penalty on Denarius Moore: Illegal Touch Pass, 5 yards (no play)",3.040,2.370
3,13:35,2,12,SDG 38,0,17,Marcel Reece right guard for 2 yards (tackle by Corey Liuget and Manti Te'o),2.370,1.950
3,12:56,3,10,SDG 36,0,17,Terrelle Pryor sacked by Johnny Patrick for -7 yards,1.950,0.400
3,12:16,4,17,SDG 43,0,17,Marquette King punts 34 yards,0.400,0.380
3,12:06,1,10,SDG 9,0,17,Ronnie Brown left end for 3 yards (tackle by Tracy Porter),-0.380,-0.560
3,11:36,2,7,SDG 12,0,17,Philip Rivers pass complete short left to Vincent Brown for 11 yards (tackle by D.J. Hayden),-0.560,0.480
3,11:10,1,10,SDG 23,0,17,Ronnie Brown left guard for 2 yards (tackle by Vance Walker and Lamarr Houston),0.480,0.200
3,10:42,2,8,SDG 25,0,17,Philip Rivers pass complete short middle to Antonio Gates for 11 yards (tackle by Brandian Ross),0.200,1.330
3,10:11,1,10,SDG 36,0,17,Philip Rivers sacked by Kevin Burnett for -11 yards,1.330,1.330
3,9:35,1,10,SDG 36,0,17,Timeout #1 by Oakland Raiders,1.330,-0.700
3,9:35,2,21,SDG 25,0,17,Philip Rivers pass complete short middle to Vincent Brown for 9 yards (tackle by Kevin Burnett and Nick Roach),-0.700,-0.160
3,8:57,3,12,SDG 34,0,17,Philip Rivers pass complete deep left to Keenan Allen for 25 yards (tackle by D.J. Hayden),-0.160,2.850
3,8:19,1,10,OAK 41,0,17,Philip Rivers pass complete short right to Vincent Brown for 14 yards (tackle by Mike Jenkins),2.850,3.780
3,8:13,1,10,OAK 27,0,17,"Penalty on Johnnie Troutman: False Start, 5 yards (no play)",3.780,3.450
3,7:38,1,15,OAK 32,0,17,Philip Rivers pass incomplete short left intended for Eddie Royal,3.450,2.560
