Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jamycal Hasty,JAX,10,33,1,2,33,3.3,0,0.0,0,
Travis Etienne,JAX,9,108,1,2,89,9.9,19,2.1,1,9.0
Snoop Conner,JAX,5,17,1,1,15,3.0,2,0.4,0,
Jamal Agnew,JAX,2,-6,0,,-6,-3.0,0,0.0,0,
Trevor Lawrence,JAX,2,4,0,1,4,2.0,0,0.0,0,
Evan Engram,JAX,1,13,0,1,13,13.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Royce Freeman,HOU,7,19,0,1,17,2.4,2,0.3,0,
Dare Ogunbowale,HOU,7,21,0,1,17,2.4,4,0.6,0,
Davis Mills,HOU,4,33,0,1,33,8.3,0,0.0,0,
Jeff Driskel,HOU,2,7,0,,7,3.5,0,0.0,0,
Amari Rodgers,HOU,1,4,0,0,4,4.0,0,0.0,0,
