Quarter,Time,Tm,Detail,JAX,HOU
1.0,8:24,Jaguars,Jamycal Hasty 5 yard rush (Riley Patterson kick),7,0
2.0,12:21,Jaguars,Travis Etienne 62 yard rush (Riley Patterson kick),14,0
,11:35,Jaguars,Tyson Campbell 12 yard fumble return (Riley Patterson kick),21,0
3.0,9:28,Jaguars,Snoop Conner 3 yard rush (Riley Patterson kick),28,0
,5:49,Texans,Ka'imi Fairbairn 56 yard field goal,28,3
4.0,6:06,Jaguars,Riley Patterson 53 yard field goal,31,3
