Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
1,8:46,4,20,TAM 35,0,0,"Michael Koenen punts 40 yards, fair catch by Micah Hyde",-1.040,-0.610
1,8:37,1,10,GNB 25,0,0,Eddie Lacy left guard for 1 yard (tackle by Bradley McDougald and Mason Foster),0.610,0.200
1,8:08,2,9,GNB 26,0,0,Eddie Lacy left end for 20 yards (tackle by Mason Foster),0.200,1.990
1,7:33,1,10,GNB 46,0,0,"Eddie Lacy left tackle for 15 yards (tackle by Lavonte David and Alterraun Verner). Penalty on Corey Linsley: Offensive Holding, 10 yards (no play)",1.990,1.330
1,7:00,1,20,GNB 36,0,0,Aaron Rodgers pass complete short left to James Starks for 8 yards (tackle by Lavonte David and Michael Johnson),1.330,1.180
1,6:27,2,12,GNB 44,0,0,Aaron Rodgers pass complete short right to Andrew Quarless for 1 yard (tackle by Dashon Goldson),1.180,0.630
1,5:49,3,11,GNB 45,0,0,Aaron Rodgers pass incomplete deep left intended for Davante Adams,0.630,-0.390
1,5:39,4,11,GNB 45,0,0,Tim Masthay punts 26 yards,-0.390,-0.870
1,5:29,1,10,TAM 29,0,0,Charles Sims right tackle for 1 yard (tackle by Morgan Burnett),0.870,0.460
1,4:47,2,9,TAM 30,0,0,Josh McCown pass complete short middle to Vincent Jackson for 5 yards (tackle by Sam Shields),0.460,0.430
1,4:07,3,4,TAM 35,0,0,Josh McCown pass incomplete short left intended for Vincent Jackson,0.430,-1.040
1,4:02,4,4,TAM 35,0,0,"Michael Koenen punts 51 yards, returned by Randall Cobb for 4 yards (tackle by Russell Shepard)",-1.040,-0.040
1,3:48,1,10,GNB 18,0,0,Eddie Lacy right guard for 2 yards (tackle by Larry English),0.040,-0.130
1,3:20,2,8,GNB 20,0,0,"Aaron Rodgers pass complete short right to Eddie Lacy for 5 yards (tackle by Alterraun Verner). Penalty on J.C. Tretter: Illegal Formation, 5 yards (no play)",-0.130,-0.930
1,2:53,2,13,GNB 15,0,0,Aaron Rodgers pass incomplete deep left intended for Jarrett Boykin,-0.930,-1.660
1,2:45,3,13,GNB 15,0,0,Aaron Rodgers pass complete deep middle to Jordy Nelson for 24 yards (tackle by Bradley McDougald). Penalty on TAM: Defensive 12 On-field (Declined),-1.660,1.530
1,2:32,1,10,GNB 39,0,0,Aaron Rodgers pass complete short right to Randall Cobb for 9 yards (tackle by Dashon Goldson),1.530,2.200
1,2:08,2,1,GNB 48,0,0,Aaron Rodgers pass complete short right to Jordy Nelson for 3 yards (tackle by Alterraun Verner),2.200,2.320
1,1:43,1,10,TAM 49,0,0,Aaron Rodgers pass complete short left to Randall Cobb for 5 yards (tackle by Leonard Johnson),2.320,2.460
1,1:00,2,5,TAM 44,6,0,"Eddie Lacy left end for 44 yards, touchdown",2.460,7.000
1,1:00,,,TAM 2,7,0,Mason Crosby kicks extra point good,0.000,0.000
1,1:00,,,GNB 35,7,0,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
1,0:49,1,10,TAM 20,7,0,Doug Martin up the middle for 4 yards (tackle by A.J. Hawk),0.280,0.270
1,0:14,2,6,TAM 24,7,0,Charles Sims left end for no gain (tackle by Ha Ha Clinton-Dix),0.270,-0.430
Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,TAM 24,7,0,Josh McCown pass incomplete deep right intended for Mike Evans,-0.430,-1.770
2,14:55,4,6,TAM 24,7,0,"Michael Koenen punts 39 yards, returned by Micah Hyde for 2 yards (tackle by Russell Shepard)",-1.770,-1.530
2,14:46,1,10,GNB 39,7,0,Aaron Rodgers pass complete short middle to James Starks for 3 yards (tackle by Bradley McDougald),1.530,1.390
2,14:12,2,7,GNB 42,7,0,Aaron Rodgers pass complete short right to Davante Adams for 8 yards (tackle by Leonard Johnson and Alterraun Verner),1.390,2.260
2,13:39,1,10,,7,0,James Starks right end for -1 yards (tackle by Da'Quan Bowers),2.260,1.580
2,12:57,2,11,GNB 49,7,0,Aaron Rodgers pass complete short left to Randall Cobb for 3 yards (tackle by Leonard Johnson),1.580,1.290
2,12:15,3,8,TAM 48,7,0,Aaron Rodgers pass complete short middle to Jordy Nelson for 12 yards (tackle by Leonard Johnson),1.290,3.180
2,11:33,1,10,TAM 36,7,0,Aaron Rodgers pass complete short middle to James Starks for 9 yards (tackle by Dane Fletcher and Alterraun Verner),3.180,3.850
2,11:00,2,1,TAM 27,7,0,James Starks left end for -3 yards (tackle by Alterraun Verner),3.850,3.850
2,10:12,2,1,TAM 27,7,0,Timeout #1 by Green Bay Packers,3.850,2.740
2,10:12,3,4,TAM 30,7,0,Aaron Rodgers pass incomplete deep right intended for Randall Cobb,2.740,1.460
2,10:05,4,4,TAM 30,7,0,Mason Crosby 48 yard field goal no good,1.460,-1.470
2,10:00,1,10,TAM 38,7,0,Josh McCown sacked by Clay Matthews for -6 yards,1.470,0.110
2,9:19,2,16,TAM 32,7,0,Josh McCown pass incomplete short right intended for Luke Stocker,0.110,-0.560
2,9:14,3,16,TAM 32,7,0,Josh McCown pass incomplete deep left intended for Mike Evans (defended by Sam Shields),-0.560,-1.240
2,9:05,4,16,TAM 32,7,0,"Michael Koenen punts 43 yards, out of bounds",-1.240,-0.610
2,8:57,1,10,GNB 25,7,0,Aaron Rodgers pass complete short middle to Randall Cobb for 24 yards (tackle by Bradley McDougald),0.610,2.190
2,8:16,1,10,GNB 49,7,0,Eddie Lacy right guard for 4 yards (tackle by Clinton McDonald and T.J. Fatinikun),2.190,2.190
2,7:53,2,6,TAM 47,7,0,Eddie Lacy right end for 6 yards (tackle by Clinton McDonald),2.190,2.850
2,7:16,1,10,TAM 41,7,0,Aaron Rodgers pass complete short right to Richard Rodgers for 5 yards (tackle by Keith Tandy),2.850,2.980
2,6:45,2,5,TAM 36,7,0,Aaron Rodgers pass complete short left to Randall Cobb for 9 yards (tackle by Leonard Johnson),2.980,3.780
2,6:22,1,10,TAM 27,7,0,Eddie Lacy left end for -2 yards (tackle by Lavonte David),3.780,2.960
2,5:48,2,12,TAM 29,7,0,Aaron Rodgers pass complete short middle to Eddie Lacy for 5 yards (tackle by Dane Fletcher),2.960,2.940
2,5:14,3,7,TAM 24,7,0,Aaron Rodgers pass incomplete short middle intended for Davante Adams (defended by Dashon Goldson),2.940,1.870
2,5:00,4,7,TAM 24,10,0,Mason Crosby 42 yard field goal good,1.870,3.000
2,5:00,,,GNB 35,10,0,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,4:55,1,10,TAM 20,10,0,"Charles Sims right tackle for 5 yards (tackle by Mike Daniels). Penalty on Oniel Cousins: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,4:35,1,20,TAM 10,10,0,Charles Sims up the middle for -1 yards (tackle by Morgan Burnett),-0.760,-1.580
2,3:55,2,21,TAM 9,10,0,Josh McCown pass complete short left to Mike Evans for 22 yards (tackle by Sam Barrington),-1.580,1.000
2,3:14,1,10,TAM 31,10,0,Charles Sims up the middle for -1 yards (tackle by Clay Matthews),1.000,1.000
2,3:07,1,10,TAM 31,10,0,Timeout #2 by Green Bay Packers,1.000,0.320
2,3:07,2,11,TAM 30,10,0,Josh McCown pass incomplete deep left intended for Vincent Jackson,0.320,-0.360
2,3:01,3,11,TAM 30,10,0,Josh McCown pass complete deep left to Vincent Jackson for 40 yards (tackle by Ha Ha Clinton-Dix),-0.360,3.580
2,2:14,1,10,GNB 30,10,0,"Josh McCown pass incomplete deep right intended for Mike Evans. Penalty on Mike Evans: Offensive Pass Interference, 10 yards (no play)",3.580,2.920
2,2:08,1,20,GNB 40,10,0,Josh McCown pass complete short right to Charles Sims for 18 yards (tackle by Ha Ha Clinton-Dix),2.920,4.110
2,1:58,2,2,GNB 22,10,0,Doug Martin up the middle for no gain (tackle by Morgan Burnett and Clay Matthews),4.110,3.400
2,1:21,3,2,GNB 22,10,0,Doug Martin right guard for 1 yard (tackle by Morgan Burnett),3.400,3.400
2,1:06,3,2,GNB 22,10,0,Timeout #1 by Tampa Bay Buccaneers,3.400,2.210
2,1:06,4,1,GNB 21,10,0,Doug Martin up the middle for 1 yard (tackle by A.J. Hawk),2.210,4.240
2,0:31,1,10,GNB 20,10,0,Josh McCown pass incomplete deep right intended for Brandon Myers,4.240,3.690
2,0:24,2,10,GNB 20,10,0,Josh McCown pass incomplete deep right intended for Mike Evans,3.690,3.010
2,0:17,3,10,GNB 20,10,0,Josh McCown sacked by Julius Peppers for -4 yards,3.010,3.010
2,0:04,3,10,GNB 20,10,0,Timeout #2 by Tampa Bay Buccaneers,3.010,3.010
2,0:04,3,10,GNB 20,10,0,Timeout #3 by Green Bay Packers,3.010,1.870
2,0:04,4,14,GNB 24,10,3,Patrick Murray 43 yard field goal good,1.870,3.000
Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,10,3,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,10,3,Doug Martin up the middle for 2 yards (tackle by Nick Perry),0.280,0.000
3,14:28,2,8,TAM 22,10,3,Josh McCown pass complete short right to Luke Stocker for 4 yards (tackle by Morgan Burnett and Sam Barrington),0.000,-0.160
3,13:48,3,4,TAM 26,10,3,Josh McCown pass incomplete short middle intended for Charles Sims,-0.160,-1.630
3,13:43,4,4,TAM 26,10,3,"Michael Koenen punts 41 yards, fair catch by Randall Cobb",-1.630,-1.140
3,13:35,1,10,GNB 33,10,3,Eddie Lacy right tackle for no gain (tackle by Da'Quan Bowers and Alterraun Verner),1.140,0.590
3,13:02,2,10,GNB 33,10,3,Eddie Lacy left guard for 1 yard (tackle by Clinton McDonald and Leonard Johnson),0.590,0.040
3,12:19,3,9,GNB 34,10,3,Aaron Rodgers pass complete short middle to Jordy Nelson for 13 yards (tackle by Dane Fletcher),0.040,2.060
3,11:39,1,10,GNB 47,10,3,Eddie Lacy right guard for 1 yard (tackle by Akeem Spence and Bradley McDougald),2.060,1.650
3,11:06,2,9,GNB 48,10,3,Aaron Rodgers pass complete short right to Randall Cobb for 12 yards (tackle by Alterraun Verner),1.650,2.920
3,10:32,1,10,TAM 40,10,3,Eddie Lacy left end for 2 yards (tackle by Clinton McDonald),2.920,2.640
3,9:55,2,8,TAM 38,10,3,Aaron Rodgers pass complete short right to Randall Cobb for 15 yards (tackle by Dane Fletcher),2.640,4.040
3,9:14,1,10,TAM 23,10,3,James Starks right tackle for 2 yards (tackle by Alterraun Verner),4.040,3.770
3,8:42,2,8,TAM 21,10,3,Aaron Rodgers pass complete short right to Randall Cobb for 15 yards (tackle by Brandon Dixon),3.770,5.830
3,8:01,1,6,TAM 6,10,3,Eddie Lacy up the middle for 5 yards (tackle by Dashon Goldson),5.830,5.910
3,7:18,2,1,TAM 1,10,3,Eddie Lacy right guard for no gain (tackle by Akeem Spence),5.910,5.170
3,6:31,3,1,TAM 1,10,3,John Kuhn right tackle for no gain (tackle by Lavonte David and Da'Quan Bowers),5.170,3.550
3,6:31,4,1,TAM 1,10,3,Aaron Rodgers pass incomplete short right intended for Randall Cobb (defended by Leonard Johnson),3.550,0.380
3,5:49,1,10,TAM 1,10,3,Doug Martin right tackle for 1 yard (tackle by Sam Barrington and Ha Ha Clinton-Dix),-0.380,-0.710
3,5:07,2,9,TAM 2,10,3,Doug Martin left guard for no gain (tackle by Morgan Burnett),-0.710,-1.300
3,4:24,3,9,TAM 2,10,3,Josh McCown pass complete short right to Mike Evans for 15 yards (tackle by Morgan Burnett),-1.300,-0.060
3,3:56,1,10,TAM 17,10,3,Doug Martin up the middle for 2 yards (tackle by Morgan Burnett),-0.060,-0.250
3,3:16,2,8,TAM 19,10,3,Josh McCown pass complete short left to Luke Stocker for 4 yards (tackle by Clay Matthews),-0.250,-0.490
3,2:32,3,4,TAM 23,10,3,Josh McCown sacked by Mike Neal for -9 yards,-0.490,-2.470
3,1:56,4,13,TAM 14,10,3,"Michael Koenen punts 39 yards, returned by Micah Hyde for no gain. Penalty on Sam Shields: Offensive Holding, 10 yards",-2.470,-1.400
3,1:45,1,10,GNB 37,10,3,Aaron Rodgers pass complete short left to Randall Cobb for 3 yards (tackle by Bradley McDougald),1.400,1.260
3,1:14,2,7,GNB 40,10,3,Aaron Rodgers pass complete short right to Jordy Nelson for 7 yards (tackle by Alterraun Verner),1.260,2.060
3,0:27,1,10,GNB 47,10,3,Aaron Rodgers pass complete short left to Jordy Nelson for 6 yards (tackle by Dashon Goldson),2.060,2.330
Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,TAM 47,10,3,Aaron Rodgers pass complete short left to Randall Cobb for 6 yards (tackle by Johnthan Banks),2.330,2.850
4,14:28,1,10,TAM 41,10,3,Aaron Rodgers pass complete short right to Davante Adams for 9 yards (tackle by Leonard Johnson),2.850,3.520
4,13:53,2,1,TAM 32,10,3,Aaron Rodgers pass incomplete short middle intended for Randall Cobb (defended by Bradley McDougald),3.520,2.810
4,13:49,3,1,TAM 32,10,3,Eddie Lacy right guard for 6 yards (tackle by Johnthan Banks),2.810,3.840
4,13:07,1,10,TAM 26,10,3,John Kuhn right guard for 11 yards (tackle by Danny Lansanah),3.840,4.580
4,12:28,1,10,TAM 15,10,3,James Starks right tackle for 4 yards (tackle by Lavonte David and Michael Johnson),4.580,4.640
4,11:48,2,6,TAM 11,10,3,James Starks left guard for 2 yards (tackle by Clinton McDonald),4.640,4.220
4,11:04,3,4,TAM 9,10,3,Aaron Rodgers pass complete short middle to James Starks for 2 yards (tackle by Lavonte David and Dane Fletcher),4.220,3.000
4,10:23,4,2,TAM 7,13,3,Mason Crosby 25 yard field goal good,3.000,3.000
4,10:23,,,GNB 35,13,3,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,10:19,1,10,TAM 20,13,3,Josh McCown pass complete short right to Mike Evans for 2 yards (tackle by Tramon Williams),0.280,0.000
4,9:46,2,8,TAM 22,13,3,Josh McCown pass incomplete deep middle intended for Vincent Jackson,0.000,-0.690
4,9:39,3,8,TAM 22,13,3,Josh McCown pass complete short middle to Vincent Jackson for 15 yards (tackle by Tramon Williams),-0.690,1.400
4,8:56,1,10,TAM 37,13,3,Josh McCown pass complete short right to Charles Sims for 5 yards (tackle by Tramon Williams and Sam Barrington),1.400,1.530
4,8:14,2,5,TAM 42,13,3,"Josh McCown sacked by Julius Peppers for -10 yards. Josh McCown fumbles (forced by Julius Peppers), recovered by Josh Allen at TAM-29",1.530,-0.890
4,7:28,3,18,TAM 29,13,3,Josh McCown sacked by Clay Matthews for -5 yards,-0.890,-1.770
4,6:55,4,23,TAM 24,13,3,"Michael Koenen punts 37 yards, fair catch by Micah Hyde. Penalty on Chris Banjo: Offensive Holding, 10 yards",-1.770,-0.870
4,6:47,1,10,GNB 29,13,3,John Kuhn up the middle for 11 yards (tackle by Dashon Goldson),0.870,1.600
4,6:05,1,10,GNB 40,13,3,Aaron Rodgers pass complete short right to Andrew Quarless for 16 yards (tackle by Bradley McDougald),1.600,2.650
4,5:23,1,10,TAM 44,13,3,James Starks up the middle for -1 yards (tackle by Danny Lansanah),2.650,1.980
4,4:33,2,11,TAM 45,13,3,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",1.980,1.300
4,4:33,2,16,,13,3,Aaron Rodgers pass complete short middle to Randall Cobb for 30 yards (tackle by Dane Fletcher),1.300,4.240
4,3:46,1,10,TAM 20,13,3,John Kuhn up the middle for no gain (tackle by Da'Quan Bowers),4.240,3.690
4,3:09,2,10,TAM 20,13,3,Aaron Rodgers pass complete deep left to Jordy Nelson for 19 yards (tackle by Johnthan Banks),3.690,3.690
4,3:03,2,10,TAM 20,13,3,Timeout #1 by Green Bay Packers,3.690,6.970
4,3:03,1,1,TAM 1,13,3,Aaron Rodgers pass incomplete short left intended for Andrew Quarless (defended by Danny Lansanah),6.970,5.910
4,2:56,2,1,TAM 1,13,3,Aaron Rodgers pass incomplete short left intended for Richard Rodgers,5.910,5.170
4,2:51,3,1,TAM 1,19,3,"Aaron Rodgers pass complete short right to Jordy Nelson for 1 yard, touchdown",5.170,7.000
4,2:51,,,TAM 2,20,3,Mason Crosby kicks extra point good,0.000,0.000
4,2:51,,,GNB 35,20,3,"Mason Crosby kicks off 74 yards, returned by Bobby Rainey for 29 yards (tackle by Chris Banjo)",0.000,-0.280
4,2:40,1,10,TAM 20,20,3,Josh McCown sacked by Clay Matthews and Datone Jones for -7 yards,0.280,-1.280
4,2:13,2,17,TAM 13,20,3,Josh McCown pass complete short middle to Charles Sims for 7 yards (tackle by Casey Hayward and Brad Jones),-1.280,-1.280
4,2:04,2,17,TAM 13,20,3,Timeout #1 by Tampa Bay Buccaneers,-1.280,-0.960
4,2:04,3,10,TAM 20,20,3,Josh McCown pass complete short left to Mike Evans for 10 yards (tackle by Casey Hayward),-0.960,0.940
4,1:58,1,10,TAM 30,20,3,Josh McCown pass incomplete deep middle intended for Russell Shepard,0.940,0.390
4,1:48,2,10,TAM 30,20,3,Josh McCown pass incomplete short middle intended for Charles Sims is intercepted by Datone Jones at TAM-31 and returned for 18 yards,0.390,-4.710
4,1:38,1,10,TAM 13,20,3,Matt Flynn kneels for -1 yards,4.710,3.900
4,0:57,2,11,TAM 14,20,3,Matt Flynn kneels for -1 yards,3.900,3.030
4,0:31,3,12,TAM 15,20,3,Matt Flynn kneels for -1 yards,3.030,2.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
