Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
LeSean McCoy,BUF,7,22,0,1,16,2.3,6,0.9,0,
Marcus Murphy,BUF,6,31,0,,9,1.5,22,3.7,1,6.0
Josh Allen,BUF,4,26,0,2,18,4.5,8,2.0,0,
Chris Ivory,BUF,3,3,0,,-2,-0.7,5,1.7,1,3.0
Corey Bojorquez,BUF,1,0,0,,0,0.0,0,0.0,0,
Nathan Peterman,BUF,1,1,0,,-1,-1.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kenneth Dixon,BAL,13,44,1,3,10,0.8,34,2.6,3,4.3
Alex Collins,BAL,7,13,1,2,-1,-0.1,14,2.0,3,2.3
Lamar Jackson,BAL,7,39,0,3,24,3.4,15,2.1,0,
Javorius Allen,BAL,4,17,1,2,4,1.0,13,3.3,0,
Joe Flacco,BAL,2,3,0,1,1,0.5,2,1.0,0,
John Brown,BAL,1,1,0,0,1,1.0,0,0.0,0,
