Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Zay Jones,BUF,6,3,26,0,2,25,8.3,1,0.3,9.5,0,,0,0.0,0,61.8
Jason Croom,BUF,3,2,18,0,1,6,3.0,12,6.0,9.0,0,,0,0.0,0,82.6
Jeremy Kerley,BUF,4,2,7,0,,-8,-4.0,15,7.5,3.8,0,,1,25.0,0,56.2
Kelvin Benjamin,BUF,7,1,10,0,,9,9.0,1,1.0,16.1,0,,0,0.0,2,0.0
Logan Thomas,BUF,2,1,24,0,1,24,24.0,0,0.0,19.5,0,,0,0.0,0,93.7
LeSean McCoy,BUF,3,1,-1,0,0,-5,-5.0,4,4.0,-3.7,0,,1,33.3,0,42.4
Andre Holmes,BUF,1,1,14,0,1,14,14.0,0,0.0,14.0,0,,0,0.0,0,118.7
Charles Clay,BUF,2,0,0,0,,0,,0,,14.0,0,,0,0.0,0,39.6
Marcus Murphy,BUF,2,0,0,0,,0,,0,,2.0,0,,1,50.0,0,39.6
Robert Foster,BUF,2,0,0,0,,0,,0,,32.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Javorius Allen,BAL,6,5,15,0,1,5,1.0,10,2.0,2.5,1,5.0,0,0.0,0,79.2
Willie Snead,BAL,6,4,49,1,3,25,6.3,24,6.0,8.2,0,,0,0.0,0,131.2
Maxx Williams,BAL,3,3,32,0,1,16,5.3,16,5.3,5.3,0,,0,0.0,0,111.1
Michael Crabtree,BAL,6,3,38,1,2,32,10.7,6,2.0,10.2,0,,1,16.7,0,109.7
John Brown,BAL,4,3,44,1,2,42,14.0,2,0.7,11.8,0,,0,0.0,0,150.0
Nick Boyle,BAL,6,3,40,0,2,14,4.7,26,8.7,3.0,0,,1,16.7,0,71.5
Mark Andrews,BAL,4,3,31,0,2,21,7.0,10,3.3,8.8,0,,0,0.0,0,96.9
Chris Moore,BAL,1,1,5,0,,2,2.0,3,3.0,2.0,0,,0,0.0,0,87.5
Alex Collins,BAL,1,1,6,0,0,-1,-1.0,7,7.0,-1.0,0,,0,0.0,0,91.7
