Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,MIA 20,0,0,Ryan Tannehill pass complete short left to Jarvis Landry for 11 yards (tackle by Patrick Chung),0.280,1.000
1,14:47,1,10,MIA 31,0,0,Lamar Miller middle for 3 yards (tackle by Alan Branch),1.000,0.870
1,14:22,2,7,MIA 34,0,0,Ryan Tannehill pass incomplete short left intended for Jarvis Landry (defended by Jamie Collins),0.870,0.170
1,14:15,3,7,MIA 34,0,0,Ryan Tannehill pass incomplete deep left intended for Kenny Stills,0.170,-1.110
1,14:09,4,7,MIA 34,0,0,"Matt Darr punts 51 yards, fair catch by Keshawn Martin",-1.110,0.140
1,14:01,1,10,NWE 16,0,0,Steven Jackson left guard for 3 yards (tackle by Michael Thomas),-0.140,-0.180
1,13:20,2,7,NWE 19,0,0,Steven Jackson right guard for -1 yards (tackle by Kelvin Sheppard),-0.180,-1.070
1,12:40,3,8,NWE 18,0,0,Tom Brady pass complete short middle to Brandon Bolden for 6 yards (tackle by Neville Hewitt),-1.070,-1.770
1,12:02,4,2,NWE 24,0,0,"Ryan Allen punts 50 yards, fair catch by Jarvis Landry",-1.770,-0.670
1,11:50,1,10,MIA 26,0,0,Lamar Miller left guard for 29 yards (tackle by Devin McCourty),0.670,2.590
1,11:30,1,10,NWE 45,0,0,Lamar Miller middle for 2 yards (tackle by Akiem Hicks and Patrick Chung),2.590,2.310
1,11:04,2,8,NWE 43,0,0,Ryan Tannehill pass incomplete deep left intended for Jarvis Landry,2.310,1.620
1,10:57,3,8,NWE 43,0,0,Ryan Tannehill pass complete short left to Damien Williams for 9 yards (tackle by Devin McCourty),1.620,3.310
1,10:27,1,10,NWE 34,0,0,Damien Williams middle for 8 yards (tackle by Jerod Mayo),3.310,3.850
1,10:08,2,2,NWE 26,0,0,Damien Williams middle for 3 yards (tackle by Alan Branch),3.850,4.040
1,9:42,1,10,NWE 23,0,0,Lamar Miller left tackle for 5 yards (tackle by Malcom Brown),4.040,4.210
1,9:14,2,5,NWE 18,0,0,"Penalty on Jarvis Landry: False Start, 5 yards (no play)",4.210,3.500
1,8:53,2,10,NWE 23,0,0,Ryan Tannehill pass complete short right to Lamar Miller for 3 yards (tackle by Logan Ryan),3.500,3.200
1,8:16,3,7,NWE 20,0,0,Ryan Tannehill pass incomplete short right intended for Kenny Stills,3.200,2.120
1,8:10,4,7,NWE 20,0,3,Andrew Franks 38 yard field goal good,2.120,3.000
1,8:10,,,MIA 35,0,3,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
1,8:07,1,10,NWE 20,0,3,Steven Jackson left tackle for 6 yards (tackle by Brice McCain),0.280,0.540
1,7:46,2,4,NWE 26,0,3,Steven Jackson middle for 2 yards (tackle by Olivier Vernon),0.540,0.100
1,7:08,3,2,NWE 28,0,3,Steven Jackson middle for 3 yards (tackle by Derrick Shelby),0.100,1.000
1,6:34,1,10,NWE 31,0,3,Brandon Bolden left guard for -1 yards (tackle by Michael Thomas and Neville Hewitt),1.000,0.320
1,6:04,2,11,NWE 30,0,3,Brandon Bolden middle for 3 yards (tackle by Reshad Jones),0.320,0.040
1,5:18,3,8,NWE 33,0,3,Brandon Bolden right guard for 6 yards (tackle by Reshad Jones),0.040,-0.780
1,4:41,4,2,NWE 39,0,3,"Ryan Allen punts 61 yards, touchback",-0.780,-0.280
1,4:30,1,10,MIA 20,0,3,Jarvis Landry right end for 5 yards (tackle by Malcolm Butler),0.280,0.410
1,4:01,2,5,MIA 25,0,3,"Lamar Miller right end for 4 yards (tackle by Jerod Mayo). Penalty on Alan Branch: Defensive Offside, 4 yards (no play)",0.410,0.950
1,3:43,2,1,MIA 29,0,3,Ryan Tannehill pass complete short right to Greg Jennings for 23 yards (tackle by Devin McCourty),0.950,2.390
1,3:16,1,10,NWE 48,0,3,Ryan Tannehill sacked by Geneo Grissom for -8 yards,2.390,0.770
1,2:42,2,18,MIA 44,0,3,Lamar Miller left tackle for 6 yards (tackle by Malcom Brown),0.770,0.890
1,1:59,3,12,NWE 50,0,3,Ryan Tannehill pass complete short right to DeVante Parker for 14 yards,0.890,3.180
1,1:44,1,10,NWE 36,0,3,Lamar Miller right end for 2 yards (tackle by Logan Ryan),3.180,2.910
1,1:24,2,8,NWE 34,0,3,Lamar Miller middle for -2 yards (tackle by Patrick Chung),2.910,1.950
1,1:01,3,10,NWE 36,0,3,Ryan Tannehill pass complete short middle to Kenny Stills for 11 yards (tackle by Leonard Johnson),1.950,3.910
1,0:15,1,10,NWE 25,0,3,Damien Williams right guard for no gain (tackle by Jordan Richards and Akiem Hicks),3.910,3.360
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,NWE 25,0,3,Jay Ajayi left end for -3 yards (tackle by Jamie Collins),3.360,2.280
2,14:30,3,13,NWE 28,0,3,Ryan Tannehill pass incomplete deep right intended for Kenny Stills (defended by Leonard Johnson),2.280,1.590
2,14:11,4,13,NWE 28,0,3,Andrew Franks 46 yard field goal no good,1.590,-1.330
2,14:07,1,10,NWE 36,0,3,Steven Jackson left tackle for 5 yards (tackle by Neville Hewitt and Damontre Moore),1.330,1.470
2,13:51,2,5,NWE 41,0,3,"Steven Jackson left tackle for no gain (tackle by Neville Hewitt and Kelvin Sheppard). Penalty on Josh Kline: Offensive Holding, 10 yards (no play)",1.470,0.120
2,13:37,2,15,NWE 31,0,3,Tom Brady pass complete short left to Steven Jackson for 20 yards (tackle by Ndamukong Suh),0.120,2.320
2,13:07,1,10,MIA 49,0,3,Brandon Bolden left tackle for 5 yards (tackle by Jordan Phillips),2.320,2.460
2,12:25,2,5,MIA 44,0,3,Brandon Bolden left tackle for 10 yards (tackle by Reshad Jones),2.460,3.310
2,12:02,1,10,MIA 34,0,3,Steven Jackson right guard for 2 yards (tackle by Michael Thomas),3.310,3.040
2,11:30,2,8,MIA 32,0,3,"Penalty on Ndamukong Suh: Encroachment, 5 yards (no play)",3.040,3.720
2,10:54,2,3,MIA 27,0,3,Steven Jackson left tackle for 2 yards (tackle by Brice McCain),3.720,3.270
2,10:07,3,1,MIA 25,0,3,Steven Jackson left tackle for 5 yards (tackle by Shamiel Gary and Brice McCain),3.270,4.240
2,9:36,1,10,MIA 20,0,3,Brandon Bolden right tackle for 1 yard (tackle by Brent Grimes),4.240,3.820
2,9:00,2,9,MIA 19,0,3,Brandon Bolden right guard for 3 yards (tackle by Ndamukong Suh and Olivier Vernon),3.820,3.520
2,8:25,3,6,MIA 16,0,3,Tom Brady pass incomplete short left intended for Danny Amendola. Penalty on Marcus Cannon: Illegal Use of Hands (Declined),3.520,2.400
2,8:10,4,6,MIA 16,3,3,Stephen Gostkowski 34 yard field goal good,2.400,3.000
2,8:10,,,NWE 35,3,3,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,8:06,1,10,MIA 20,3,3,Ryan Tannehill pass complete short middle to Jordan Cameron for 4 yards (tackle by Jerod Mayo),0.280,0.270
2,7:30,2,6,MIA 24,3,3,Lamar Miller right tackle for 1 yard (tackle by Alan Branch),0.270,-0.300
2,6:52,3,5,MIA 25,3,3,Ryan Tannehill pass complete short left to Jarvis Landry for 3 yards (tackle by Patrick Chung),-0.300,-1.500
2,6:11,4,2,MIA 28,3,3,"Matt Darr punts 54 yards, returned by Keshawn Martin for 17 yards (tackle by James-Michael Johnson)",-1.500,-1.270
2,5:55,1,10,NWE 35,3,3,Tom Brady pass complete short left to Brandon LaFell for -1 yards (tackle by Kelvin Sheppard and Olivier Vernon),1.270,0.590
2,5:24,2,11,NWE 34,3,3,"Tom Brady pass incomplete short left intended for Keshawn Martin. Penalty on Brice McCain: Defensive Holding, 5 yards (no play)",0.590,1.530
2,5:18,1,10,NWE 39,3,3,James White left guard for 4 yards (tackle by Neville Hewitt),1.530,1.530
2,4:46,2,6,NWE 43,3,3,Brandon Bolden middle for 4 yards (tackle by Derrick Shelby),1.530,1.360
2,4:18,3,2,NWE 47,3,3,"Penalty on Ndamukong Suh: Neutral Zone Infraction, 5 yards (no play)",1.360,2.390
2,3:53,1,10,MIA 48,3,3,"Tom Brady pass incomplete deep left intended for Scott Chandler. Penalty on Reshad Jones: Defensive Pass Interference, 24 yards (no play)",2.390,3.970
2,3:43,1,10,MIA 24,3,3,Steven Jackson middle for 1 yard (tackle by Derrick Shelby),3.970,3.570
2,3:05,2,9,MIA 23,3,3,Tom Brady pass complete short right to James White for -5 yards (tackle by Kelvin Sheppard),3.570,2.210
2,2:30,3,14,MIA 28,3,3,James White left guard for no gain (tackle by Olivier Vernon),2.210,1.590
2,2:00,4,14,MIA 28,3,3,Stephen Gostkowski 46 yard field goal no good,1.590,-1.330
2,1:56,1,10,MIA 36,3,3,Ryan Tannehill pass complete short middle to Damien Williams for 7 yards (tackle by Rob Ninkovich),1.330,1.740
2,1:32,2,3,MIA 43,3,3,Ryan Tannehill pass incomplete deep right intended for Greg Jennings,1.740,1.030
2,1:23,3,3,MIA 43,3,3,Ryan Tannehill pass complete short middle to Jarvis Landry for 9 yards (tackle by Jerod Mayo),1.030,2.390
2,0:59,1,10,NWE 48,3,3,Ryan Tannehill pass incomplete deep right intended for DeVante Parker,2.390,1.850
2,0:57,2,10,NWE 48,3,3,Ryan Tannehill pass complete short left to DeVante Parker for 2 yards (tackle by Leonard Johnson),1.850,1.420
2,0:52,3,8,NWE 46,3,3,Ryan Tannehill pass complete deep left to Greg Jennings for 31 yards,1.420,4.580
2,0:46,1,10,NWE 15,3,3,Ryan Tannehill pass incomplete short right intended for Jarvis Landry,4.580,3.950
2,0:40,2,10,NWE 15,3,9,"Ryan Tannehill pass complete short left to DeVante Parker for 15 yards, touchdown",3.950,7.000
2,0:40,,,NWE 15,3,10,Andrew Franks kicks extra point good,0.000,0.000
2,0:40,,,MIA 35,3,10,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.280
2,0:36,1,10,NWE 20,3,10,Tom Brady kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,3,10,"Andrew Franks kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NWE 20,3,10,Tom Brady pass complete short right to Keshawn Martin for 4 yards (tackle by Michael Thomas),0.280,0.270
3,14:33,2,6,NWE 24,3,10,Steven Jackson right tackle for 2 yards (tackle by Deandre Coleman),0.270,-0.160
3,13:46,3,4,NWE 26,3,10,Tom Brady pass complete short middle to James White for 68 yards (tackle by Tony Lippett),-0.160,5.830
3,12:59,1,6,MIA 6,3,10,"Steven Jackson left tackle for 3 yards (tackle by Brice McCain). Penalty on Deandre Coleman: Illegal Use of Hands, 4 yards (no play)",5.830,6.740
3,12:37,1,2,MIA 2,9,10,"Steven Jackson left tackle for 2 yards, touchdown",6.740,7.000
3,12:37,,,MIA 2,10,10,Stephen Gostkowski kicks extra point good,0.000,0.000
3,12:37,,,NWE 35,10,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
