Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
2,11:47,4,6,JAX 49,3,7,"Penalty on Baron Browning: False Start, 5 yards (accepted) (no play)",,
2,11:47,4,11,DEN 46,3,7,Sam Martin punts 41 yards downed by Mike Ford,,
2,11:35,1,10,JAX 13,3,7,"Penalty on Mike Ford: Unsportsmanlike Conduct / Defense, 15 yards (accepted) (no play)",,
2,11:35,1,10,JAX 28,3,7,James Robinson up the middle for 6 yards (tackle by Alexander Johnson and Shelby Harris),,
2,10:55,2,4,JAX 34,3,7,James Robinson up the middle for 2 yards (tackle by Mike Purcell and Shelby Harris),,
2,10:15,3,2,JAX 36,3,7,"Trevor Lawrence pass incomplete intended for DJ Chark. Penalty on Patrick Surtain: Defensive Pass Interference, 36 yards (accepted) (no play)",,
2,10:08,1,10,DEN 28,3,7,Trevor Lawrence pass complete short right to Laviska Shenault for -8 yards (tackle by Josey Jewell),,
2,9:25,2,18,DEN 36,3,7,James Robinson right end for 2 yards (tackle by Shamar Stephen and Alexander Johnson),,
2,8:44,3,16,DEN 34,3,7,Trevor Lawrence pass incomplete deep right intended for DJ Chark,,
2,8:39,4,16,DEN 34,3,7,Josh Lambo 52 yard field goal no good,,
2,8:34,1,10,DEN 42,3,7,Melvin Gordon left end for 1 yard (tackle by Taven Bryan and C.J. Henderson),,
2,7:47,2,9,DEN 43,3,7,Teddy Bridgewater pass incomplete deep right intended for Courtland Sutton (defended by Shaquill Griffin),,
2,7:38,3,9,DEN 43,3,7,Teddy Bridgewater pass incomplete deep left intended for KJ Hamler (defended by Rayshawn Jenkins),,
2,7:34,4,9,DEN 43,3,7,"Sam Martin punts 45 yards, returned by Jamal Agnew for 2 yards (tackle by Josey Jewell)",,
2,7:25,1,10,JAX 14,3,7,Carlos Hyde up the middle for 1 yard (tackle by Alexander Johnson),,
2,6:48,2,9,JAX 15,3,7,Carlos Hyde up the middle for 6 yards (tackle by Mike Purcell),,
2,6:08,3,3,JAX 21,3,7,Trevor Lawrence pass incomplete short middle intended for Laviska Shenault,,
2,6:05,4,3,JAX 21,3,7,"Logan Cooke punts 63 yards, returned by Diontae Spencer for 4 yards (tackle by Ross Matiscik)",,
2,5:56,1,10,DEN 20,3,7,Javonte Williams left end for -6 yards (tackle by C.J. Henderson and K'Lavon Chaisson),,
2,5:14,2,16,DEN 14,3,7,Teddy Bridgewater pass complete short right to Javonte Williams for 10 yards (tackle by Rudy Ford),,
2,4:26,3,6,DEN 24,3,7,Teddy Bridgewater pass complete short middle to Courtland Sutton for 16 yards (tackle by Andrew Wingard),,
2,3:50,1,10,DEN 40,3,7,Melvin Gordon up the middle for no gain (tackle by Andrew Wingard),,
2,3:03,2,10,DEN 40,3,7,Teddy Bridgewater pass complete deep right to Courtland Sutton for 33 yards (tackle by Rayshawn Jenkins),,
2,2:17,1,10,JAX 27,3,7,Teddy Bridgewater pass incomplete short right intended for Noah Fant,,
2,2:13,2,10,JAX 27,3,7,Teddy Bridgewater pass complete short left to Kendall Hinton for 15 yards (tackle by C.J. Henderson),,
2,2:00,1,10,JAX 12,9,7,"Teddy Bridgewater pass complete short left to Tim Patrick for 12 yards, touchdown",,
2,1:54,,,JAX 15,10,7,Brandon McManus kicks extra point good,,
2,1:54,,,DEN 35,10,7,"Brandon McManus kicks off 65 yards, touchback.",,
2,1:54,1,10,JAX 25,10,7,Trevor Lawrence pass complete short right to Luke Farrell for 6 yards (tackle by Justin Strnad),,
2,1:34,2,4,JAX 31,10,7,Trevor Lawrence pass incomplete short right intended for Marvin Jones,,
2,1:30,3,4,JAX 31,10,7,Trevor Lawrence pass complete short left to Laviska Shenault for 5 yards (tackle by Bryce Callahan),,
2,1:09,1,10,JAX 36,10,7,Trevor Lawrence pass complete deep middle to DJ Chark for 19 yards (tackle by Justin Strnad and Patrick Surtain),,
2,1:04,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:04,1,10,DEN 45,10,7,"Carlos Hyde up the middle for no gain. Penalty on Bradley Chubb: Defensive Offside, 5 yards (accepted) (no play)",,
2,1:00,1,5,DEN 40,10,7,Trevor Lawrence pass incomplete short right intended for Carlos Hyde,,
2,0:55,,,,,,Timeout #1 by Denver Broncos,,
2,0:55,2,5,DEN 40,10,7,Trevor Lawrence pass incomplete deep right intended for Marvin Jones,,
2,0:50,3,5,DEN 40,10,7,Trevor Lawrence pass incomplete short right intended for Laviska Shenault,,
2,0:46,4,5,DEN 40,10,7,Trevor Lawrence scrambles up the middle for 10 yards (tackle by Kareem Jackson),,
2,0:39,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:39,1,10,DEN 30,10,7,Trevor Lawrence pass incomplete short middle intended for Carlos Hyde (defended by Caden Sterns),,
2,0:33,2,10,DEN 30,10,7,Trevor Lawrence pass incomplete short right intended for Marvin Jones (defended by Bryce Callahan),,
2,0:30,3,10,DEN 30,10,7,Trevor Lawrence pass incomplete short left intended for DJ Chark,,
2,0:23,4,10,DEN 30,10,7,Josh Lambo 48 yard field goal no good,,
2,0:19,1,10,DEN 38,10,7,Teddy Bridgewater pass incomplete short left intended for Noah Fant,,
2,0:14,2,10,DEN 38,10,7,Teddy Bridgewater pass complete short right to Noah Fant for 9 yards (tackle by Shaquill Griffin),,
2,0:07,3,1,DEN 47,10,7,Teddy Bridgewater pass incomplete deep left intended for KJ Hamler,,
2,0:02,,,,,,Timeout #2 by Denver Broncos,,
2,0:02,4,1,DEN 47,10,7,Teddy Bridgewater pass complete short left to Melvin Gordon for 30 yards (tackle by Rudy Ford),,
Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,10,7,"Josh Lambo kicks off 65 yards, touchback.",,
3,15:00,1,10,DEN 25,10,7,Melvin Gordon right end for 3 yards (tackle by DaVon Hamilton and Andrew Wingard),,
3,14:17,2,7,DEN 28,10,7,Teddy Bridgewater pass complete deep middle to Courtland Sutton for 55 yards (tackle by Chris Claybrooks),,
3,13:26,1,10,JAX 17,10,7,Melvin Gordon up the middle for 3 yards (tackle by Damien Wilson and DaVon Hamilton),,
3,12:41,2,7,JAX 14,16,7,"Teddy Bridgewater pass complete short right to Noah Fant for 14 yards, touchdown",,
3,12:35,,,JAX 15,17,7,Brandon McManus kicks extra point good,,
3,12:35,,,DEN 35,17,7,"Brandon McManus kicks off 65 yards, touchback.",,
3,12:35,1,10,JAX 25,17,7,Trevor Lawrence pass complete short right to Marvin Jones for no gain (tackle by Justin Strnad),,
3,11:56,2,10,JAX 25,17,7,James Robinson left end for 4 yards (tackle by Kareem Jackson),,
3,11:14,3,6,JAX 29,17,7,Trevor Lawrence sacked by Von Miller for -4 yards,,
3,10:39,4,10,JAX 25,17,7,Logan Cooke punts 56 yards downed by Rudy Ford,,
3,10:30,1,10,DEN 19,17,7,Teddy Bridgewater sacked by Andrew Wingard for -1 yards,,
3,9:48,2,11,DEN 18,17,7,Javonte Williams up the middle for 16 yards (tackle by Myles Jack),,
3,9:04,1,10,DEN 34,17,7,Teddy Bridgewater sacked by Adam Gotsis for -9 yards,,
3,8:20,2,19,DEN 25,17,7,Teddy Bridgewater pass complete short right to KJ Hamler for 5 yards (tackle by Andrew Wingard),,
3,7:38,3,14,DEN 30,17,7,Teddy Bridgewater pass complete short left to Courtland Sutton for 10 yards (tackle by Myles Jack and Chris Claybrooks),,
3,7:04,4,4,DEN 40,17,7,"Penalty on Nate Hairston: False Start, 5 yards (accepted) (no play)",,
3,6:51,4,9,DEN 35,17,7,"Sam Martin punts 48 yards, fair catch by Jamal Agnew at JAC-17",,
3,6:44,1,10,JAX 17,17,7,James Robinson left end for -1 yards (tackle by Von Miller and Justin Strnad),,
3,6:08,2,11,JAX 16,17,7,"Penalty on Von Miller: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
3,5:49,2,6,JAX 21,17,7,James Robinson left end for 12 yards (tackle by Justin Strnad),,
3,5:12,1,10,JAX 33,17,7,James Robinson up the middle for 7 yards (tackle by Patrick Surtain),,
3,4:30,2,3,JAX 40,17,7,Trevor Lawrence pass deep left intended for Luke Farrell is intercepted by Kareem Jackson at DEN-42 and returned for 7 yards (tackle by Laviska Shenault),,
3,4:23,1,10,DEN 49,17,7,Teddy Bridgewater pass complete short middle to Courtland Sutton for 11 yards (tackle by Shaquill Griffin),,
3,3:52,1,10,JAX 40,17,7,Teddy Bridgewater pass complete short left to Courtland Sutton for 9 yards (tackle by Tyson Campbell),,
3,3:15,2,1,JAX 31,17,7,Teddy Bridgewater scrambles left end for 2 yards (tackle by Adam Gotsis),,
3,2:40,1,10,JAX 29,17,7,Melvin Gordon up the middle for 2 yards (tackle by DaVon Hamilton),,
3,2:00,2,8,JAX 27,17,7,Teddy Bridgewater pass complete short left to Albert Okwuegbunam for no gain (tackle by Rayshawn Jenkins),,
3,1:12,,,,,,Timeout #1 by Denver Broncos,,
3,1:12,3,8,JAX 27,17,7,Teddy Bridgewater pass incomplete short left intended for Tim Patrick,,
3,1:07,4,8,JAX 27,20,7,Brandon McManus 46 yard field goal good,,
3,1:04,,,DEN 35,20,7,"Brandon McManus kicks off 65 yards, touchback.",,
3,1:04,1,10,JAX 25,20,7,"Trevor Lawrence pass incomplete intended for Luke Farrell. Penalty on Andrew Norwell: Offensive Holding, 10 yards (accepted) (no play)",,
3,1:00,1,20,JAX 15,20,7,"Penalty on Dre'Mont Jones: Encroachment, 5 yards (accepted) (no play)",,
3,1:00,1,15,JAX 20,20,7,Trevor Lawrence pass complete short right to James Robinson for 6 yards (tackle by Kyle Fuller and Alexander Johnson),,
3,0:26,2,9,JAX 26,20,7,Trevor Lawrence pass incomplete deep right intended for DJ Chark (defended by Bryce Callahan),,
3,0:21,3,9,JAX 26,20,7,Trevor Lawrence pass incomplete short right intended for Chris Manhertz,,
3,0:14,4,9,JAX 26,20,7,"Logan Cooke punts 64 yards, returned by Diontae Spencer for 25 yards (tackle by Damien Wilson)",,
3,0:01,1,10,DEN 35,20,7,Teddy Bridgewater pass complete short right to Albert Okwuegbunam for 4 yards (tackle by Myles Jack),,
Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,DEN 39,20,7,Javonte Williams left end for 5 yards (tackle by Damien Wilson),,
4,14:16,3,1,DEN 44,20,7,Javonte Williams up the middle for no gain (tackle by Shaquill Griffin and Damien Wilson),,
4,13:32,4,1,DEN 44,20,7,"Sam Martin punts 46 yards, fair catch by Jamal Agnew at JAC-10",,
4,13:27,1,10,JAX 10,20,7,Trevor Lawrence pass incomplete deep left intended for Marvin Jones,,
4,13:21,2,10,JAX 10,20,7,Trevor Lawrence scrambles left end for 11 yards (tackle by Bryce Callahan),,
4,12:47,1,10,JAX 21,20,7,James Robinson up the middle for 5 yards (tackle by Malik Reed and Justin Strnad),,
4,12:05,2,5,JAX 26,20,7,Trevor Lawrence pass incomplete deep middle intended for Marvin Jones,,
4,12:00,3,5,JAX 26,20,7,"Penalty on Tyron Johnson: False Start, 5 yards (accepted) (no play)",,
4,12:00,3,10,JAX 21,20,7,"Trevor Lawrence pass incomplete intended for DJ Chark. Penalty on Dre'Mont Jones: Roughing the Passer, 15 yards (accepted) (no play)",,
4,11:54,1,10,JAX 36,20,7,Trevor Lawrence pass complete short right to Marvin Jones for 6 yards (tackle by Kyle Fuller),,
4,11:18,2,4,JAX 42,20,7,Trevor Lawrence pass complete short right to James Robinson for 13 yards (tackle by Kareem Jackson and Bryce Callahan),,
4,10:39,1,10,DEN 45,20,7,"Penalty on Andrew Norwell: False Start, 5 yards (accepted) (no play)",,
4,10:39,1,15,DEN 50,20,7,"Trevor Lawrence pass deep left intended for Tyron Johnson is intercepted by Patrick Surtain at DEN-6 and returned for no gain (tackle by Tyron Johnson) Replay Assistant challenged the pass interception ruling, and the play was upheld.",,
4,10:31,1,10,DEN 6,20,7,Melvin Gordon right end for 5 yards (tackle by K'Lavon Chaisson),,
4,9:45,2,5,DEN 11,20,7,Melvin Gordon up the middle for 8 yards (tackle by Andrew Wingard),,
4,9:06,1,10,DEN 19,20,7,"Teddy Bridgewater pass incomplete intended for Tim Patrick. Penalty on Rayshawn Jenkins: Defensive Pass Interference, 35 yards (accepted) (no play)",,
4,8:59,1,10,JAX 46,20,7,Melvin Gordon up the middle for -1 yards (tackle by Shaquille Quarterman),,
4,8:15,2,11,JAX 47,20,7,Javonte Williams up the middle for 3 yards (tackle by Taven Bryan and Josh Allen),,
4,7:30,3,8,JAX 44,20,7,Javonte Williams left end for 14 yards (tackle by Jihad Ward and Myles Jack),,
4,6:47,1,10,JAX 30,20,7,Teddy Bridgewater pass incomplete deep right intended for Courtland Sutton (defended by Tyson Campbell),,
4,6:40,2,10,JAX 30,20,7,"Penalty on Noah Fant: False Start, 5 yards (accepted) (no play)",,
4,6:40,2,15,JAX 35,20,7,Javonte Williams right end for 2 yards (tackle by Damien Wilson and Chris Claybrooks),,
4,5:55,3,13,JAX 33,20,7,Teddy Bridgewater pass complete short left to Tim Patrick for 11 yards (tackle by Rudy Ford),,
4,5:45,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,5:45,4,2,JAX 22,23,7,Brandon McManus 40 yard field goal good,,
4,5:42,,,DEN 35,23,13,"Brandon McManus kicks off 67 yards, returned by Jamal Agnew for 102 yards, touchdown",,
4,5:26,,,DEN 2,23,13,Two Point Attempt: Trevor Lawrence pass incomplete intended for intended for DJ Chark,,
4,5:26,,,JAX 35,23,13,"Penalty on JAX: Delay of Game, 5 yards (accepted) (no play)",,
4,5:26,,,JAX 30,23,13,"Josh Lambo kicks onside 9 yards, returned by Eric Saubert for no gain",,
4,5:25,1,10,JAX 39,23,13,Teddy Bridgewater pass complete short right to Albert Okwuegbunam for 14 yards (tackle by Andre Cisco),,
4,4:35,1,10,JAX 25,23,13,Teddy Bridgewater pass complete short right to Courtland Sutton for 6 yards (tackle by Tyson Campbell),,
4,3:51,2,4,JAX 19,23,13,Melvin Gordon up the middle for no gain (tackle by Shaquille Quarterman),,
4,3:45,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,3:45,3,4,JAX 19,23,13,Melvin Gordon right end for 3 yards (tackle by Rayshawn Jenkins),,
4,2:58,,,,,,Timeout #2 by Denver Broncos,,
4,2:58,4,1,JAX 16,23,13,Teddy Bridgewater up the middle for 1 yard (tackle by DaVon Hamilton),,
4,2:09,1,10,JAX 15,23,13,Javonte Williams up the middle for 6 yards (tackle by Shaquille Quarterman and K'Lavon Chaisson),,
4,2:00,2,4,JAX 9,23,13,Javonte Williams up the middle for 5 yards (tackle by Shaquille Quarterman and Malcom Brown),,
4,1:13,1,4,JAX 4,23,13,Teddy Bridgewater kneels for -1 yards,,
4,0:29,2,5,JAX 5,23,13,Teddy Bridgewater kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
