Quarter,Time,Tm,Detail,BUF,NYJ
2.0,9:28,Jets,Bilal Powell 2 yard pass from Ryan Fitzpatrick (Nick Folk kick),0,7
,1:45,Bills,Dan Carpenter 34 yard field goal,3,7
,0:00,Jets,Nick Folk 30 yard field goal,3,10
3.0,4:03,Jets,Jalin Marshall 6 yard pass from Ryan Fitzpatrick (Nick Folk kick),3,17
,0:01,Jets,Nick Folk 36 yard field goal,3,20
4.0,3:21,Jets,Nick Folk 25 yard field goal,3,23
,3:21,Jets,Doug Middleton kickoff recovery in end zone (Nick Folk kick),3,30
,0:39,Bills,Mike Gillislee 1 yard rush (Dan Carpenter kick),10,30
