Quarter,Time,Down,ToGo,Location,ATL,DET,Detail,EPB,EPA
1,8:17,1,10,DET 34,0,0,Jared Goff pass complete short middle to Sam LaPorta for 11 yards (tackle by Jessie Bates),1.200,1.930
1,7:45,1,10,DET 45,0,0,"Jahmyr Gibbs for no gain. Penalty on Matt Nelson: Chop Block, 15 yards (accepted) (no play)",1.930,0.940
1,7:18,1,25,DET 30,0,0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 15 yards (tackle by Jessie Bates and Richie Grant),0.940,1.380
1,6:41,2,10,DET 45,0,0,Jared Goff pass complete short left to Sam LaPorta for 10 yards (tackle by Kaden Elliss and Troy Andersen),1.380,2.590
1,6:11,1,10,ATL 45,0,0,Jahmyr Gibbs left tackle for 1 yard (tackle by Calais Campbell and Kaden Elliss),2.590,2.180
1,5:36,2,9,ATL 44,0,0,Jared Goff pass complete short middle to Kalif Raymond for 11 yards (tackle by Jessie Bates),2.180,3.380
1,4:52,1,10,ATL 33,0,0,Zonovan Knight left tackle for 2 yards (tackle by Timmy Horne and Ta'Quon Graham),3.380,3.110
1,4:17,2,8,ATL 31,0,0,Jahmyr Gibbs up the middle for 9 yards (tackle by Richie Grant and Zach Harrison),3.110,4.110
1,3:41,1,10,ATL 22,0,0,Jahmyr Gibbs right tackle for -1 yards (tackle by AJ Terrell and Zach Harrison),4.110,3.430
1,3:04,2,11,ATL 23,0,0,Jared Goff pass complete short right to Sam LaPorta for -3 yards (tackle by Kaden Elliss and Ta'Quon Graham),3.430,2.350
1,2:27,3,14,ATL 26,0,0,Jared Goff pass complete short right to Kalif Raymond for 8 yards (tackle by Jessie Bates),2.350,2.270
1,1:50,4,6,ATL 18,0,3,Riley Patterson 37 yard field goal good,2.270,3.000
1,1:46,,,DET 35,0,3,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
1,1:46,1,10,ATL 25,0,3,Bijan Robinson left end for 11 yards (tackle by Tracy Walker and Cameron Sutton),0.610,1.330
1,1:07,1,10,ATL 36,0,3,Bijan Robinson up the middle for 2 yards (tackle by Romeo Okwara and Benito Jones),1.330,1.060
1,0:23,2,8,ATL 38,0,3,Desmond Ridder pass complete short middle to Kyle Pitts for 10 yards (tackle by Brian Branch),1.060,2.130
Quarter,Time,Down,ToGo,Location,ATL,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 48,0,3,Bijan Robinson left end for -2 yards (tackle by Brian Branch),2.130,1.310
2,14:21,2,12,ATL 46,0,3,Desmond Ridder pass complete short middle to Kyle Pitts for 16 yards (tackle by Tracy Walker),1.310,3.050
2,13:42,1,10,DET 38,0,3,Desmond Ridder pass complete short left to Jonnu Smith for 12 yards (tackle by Jerry Jacobs),3.050,3.840
2,13:05,1,10,DET 26,0,3,Tyler Allgeier left end for -1 yards (tackle by Charles Harris and Tracy Walker),3.840,3.160
2,12:19,2,11,DET 27,0,3,Desmond Ridder pass complete short left to Jonnu Smith for -3 yards (tackle by Ifeatu Melifonwu),3.160,2.080
2,11:39,3,14,DET 30,0,3,Desmond Ridder pass incomplete short middle intended for Drake London (defended by Brian Branch),2.080,1.410
2,11:37,4,14,DET 30,3,3,Younghoe Koo 48 yard field goal good,1.410,3.000
2,11:32,,,ATL 35,3,3,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,11:32,1,10,DET 25,3,3,Jared Goff pass incomplete deep left intended for Kalif Raymond,0.610,0.060
2,11:25,2,10,DET 25,3,3,Jahmyr Gibbs up the middle for 2 yards (tackle by Timmy Horne and Richie Grant),0.060,-0.360
2,10:45,3,8,DET 27,3,3,Jared Goff pass complete short right to Amon-Ra St. Brown for 19 yards (tackle by Jessie Bates),-0.360,1.990
2,10:38,1,10,DET 46,3,3,"Craig Reynolds right end for 4 yards (tackle by Grady Jarrett and Kaden Elliss). Penalty on Grady Jarrett: Defensive Holding, 5 yards (accepted)",1.990,2.590
2,10:12,1,10,ATL 45,3,9,"Jared Goff pass complete deep middle to Sam LaPorta for 45 yards, touchdown",2.590,7.000
2,10:05,,,ATL 15,3,10,Riley Patterson kicks extra point good,0.000,0.000
2,10:05,,,DET 35,3,10,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
2,10:05,1,10,ATL 25,3,10,Desmond Ridder pass incomplete short right intended for Kyle Pitts (defended by Brian Branch),0.610,0.060
2,9:59,2,10,ATL 25,3,10,Bijan Robinson left end for 1 yard (tackle by Jerry Jacobs),0.060,-0.490
2,9:15,3,9,ATL 26,3,10,Desmond Ridder pass incomplete deep left intended for Kyle Pitts,-0.490,-1.630
2,9:10,4,9,ATL 26,3,10,"Bradley Pinion punts 47 yards, fair catch by Kalif Raymond at DET-27",-1.630,-0.740
2,9:02,1,10,DET 27,3,10,Jahmyr Gibbs left end for 7 yards (tackle by Kaden Elliss),0.740,1.140
2,8:26,2,3,DET 34,3,10,Jared Goff pass complete short right to Amon-Ra St. Brown for no gain (tackle by DeAundre Alford and Zach Harrison),1.140,0.430
2,7:50,3,3,DET 34,3,10,Jared Goff pass complete short middle to Kalif Raymond for 14 yards (tackle by Jaylinn Hawkins),0.430,2.130
2,7:18,1,10,DET 48,3,10,Jared Goff pass complete short middle to Sam LaPorta for 3 yards (tackle by Kaden Elliss),2.130,1.990
2,6:41,2,7,ATL 49,3,10,Jared Goff pass complete short middle to Amon-Ra St. Brown for 9 yards (tackle by Kaden Elliss),1.990,2.920
2,6:03,1,10,ATL 40,3,10,Zonovan Knight right tackle for 8 yards (tackle by Jessie Bates and Kaden Elliss),2.920,3.450
2,5:27,2,2,ATL 32,3,10,Jared Goff pass complete deep left to Kalif Raymond for 22 yards (tackle by Jessie Bates),3.450,4.910
2,4:40,1,10,ATL 10,3,10,Jared Goff scrambles right end for 3 yards (tackle by Bud Dupree),4.910,4.760
2,4:01,2,7,ATL 7,3,10,Jahmyr Gibbs right tackle for -1 yards (tackle by David Onyemata and Grady Jarrett),4.760,3.580
2,3:21,3,8,ATL 8,3,10,"Jared Goff pass incomplete short middle. Penalty on Jessie Bates: Illegal Contact, 4 yards (accepted) (no play)",3.580,6.280
2,3:17,,,,,,Timeout #1 by Detroit Lions,,
2,3:17,1,4,ATL 4,3,10,Jahmyr Gibbs right tackle for no gain (tackle by Richie Grant and Jessie Bates),6.280,5.340
2,2:39,2,4,ATL 4,3,10,"Jared Goff scrambles for no gain. Penalty on Penei Sewell: Offensive Holding, 10 yards (accepted) (no play)",5.340,3.580
2,2:12,2,14,ATL 14,3,10,Jahmyr Gibbs left tackle for 8 yards (tackle by Richie Grant),3.580,4.040
2,2:00,3,6,ATL 6,3,10,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,4.040,2.990
2,1:56,4,6,ATL 6,3,13,Riley Patterson 24 yard field goal good,2.990,3.000
2,1:53,,,DET 35,3,13,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
2,1:53,1,10,ATL 25,3,13,Desmond Ridder sacked by Alim McNeill for -8 yards,0.610,-1.150
2,1:19,2,18,ATL 17,3,13,Bijan Robinson up the middle for 4 yards (tackle by Aidan Hutchinson),-1.150,-1.150
2,1:08,,,,,,Timeout #2 by Detroit Lions,,
2,1:08,3,14,ATL 21,3,13,Desmond Ridder pass incomplete short right intended for Bijan Robinson,-1.150,-1.960
2,1:04,4,14,ATL 21,3,13,"Bradley Pinion punts 52 yards, returned by Kalif Raymond for no gain (tackle by Troy Andersen). Penalty on Will Harris: Offensive Holding, 10 yards (accepted)",-1.960,0.060
2,0:51,1,10,DET 17,3,13,Jared Goff pass complete deep left to Amon-Ra St. Brown for 20 yards (tackle by Tre Flowers),-0.060,1.400
2,0:44,,,,,,Timeout #3 by Detroit Lions,,
2,0:44,1,10,DET 37,3,13,Jared Goff pass incomplete short left,1.400,0.860
2,0:39,2,10,DET 37,3,13,Jared Goff pass incomplete short middle intended for Kalif Raymond (defended by DeAundre Alford),0.860,0.170
2,0:34,3,10,DET 37,3,13,Jared Goff pass incomplete short left intended for Sam LaPorta,0.170,-0.910
2,0:29,4,10,DET 37,3,13,"Jack Fox punts 44 yards, returned by Mike Hughes for 1 yard (tackle by Jack Campbell)",-0.910,-0.280
2,0:19,1,10,ATL 20,3,13,Desmond Ridder pass complete short right to Bijan Robinson for 7 yards (tackle by Brian Branch),0.280,0.680
2,0:13,2,3,ATL 27,3,13,Desmond Ridder pass complete short middle to Bijan Robinson for 10 yards (tackle by Ifeatu Melifonwu),0.680,1.400
2,0:06,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:06,1,10,ATL 37,3,13,Desmond Ridder pass complete short left to Jonnu Smith for 9 yards (tackle by Charles Harris),1.400,2.070
2,0:01,2,1,ATL 46,3,13,Desmond Ridder sacked by Jack Campbell for -5 yards,2.070,0.700
Quarter,Time,Down,ToGo,Location,ATL,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,3,13,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,3,13,Jared Goff pass complete short middle to Sam LaPorta for 7 yards (tackle by Kaden Elliss),0.610,1.010
3,14:25,2,3,DET 32,3,13,Jared Goff pass complete short left to Jahmyr Gibbs for 2 yards (tackle by Troy Andersen),1.010,0.560
3,13:49,3,1,DET 34,3,13,Jason Cabinda left tackle for no gain (tackle by Kaden Elliss and Arnold Ebiketie),0.560,-1.110
3,13:09,4,1,DET 34,3,13,"Jack Fox punts 55 yards, returned by Mike Hughes for 8 yards (tackle by Jason Cabinda)",-1.110,-0.150
3,12:59,1,10,ATL 19,3,13,Bijan Robinson right end for 4 yards (tackle by Derrick Barnes and John Cominsky),0.150,0.210
3,12:16,2,6,ATL 23,3,13,"Bijan Robinson left tackle for 8 yards (tackle by Brian Branch and Alex Anzalone). Penalty on Brian Branch: Horse Collar Tackle, 15 yards (accepted)",0.210,1.990
3,11:47,1,10,ATL 46,3,13,Tyler Allgeier left end for 5 yards (tackle by Jack Campbell),1.990,2.130
3,11:10,2,5,DET 49,3,13,Desmond Ridder pass complete short right to Tyler Allgeier for 16 yards (tackle by Tracy Walker),2.130,3.380
3,10:36,1,10,DET 33,3,13,Tyler Allgeier left end for -3 yards (tackle by Brian Branch),3.380,2.430
3,9:51,2,13,DET 36,3,13,Desmond Ridder pass complete short left to Kyle Pitts for 7 yards (tackle by Alex Anzalone),2.430,2.680
3,9:12,3,6,DET 29,3,13,Bijan Robinson left end for 1 yard (tackle by Aidan Hutchinson and Malcolm Rodriguez),2.680,1.630
3,8:30,4,5,DET 28,3,13,Younghoe Koo 47 yard field goal no good,1.630,-1.400
3,8:25,1,10,DET 37,3,13,Jahmyr Gibbs right tackle for 4 yards (tackle by AJ Terrell),1.400,1.400
3,7:49,2,6,DET 41,3,13,Zonovan Knight right tackle for 3 yards (tackle by Zach Harrison and Troy Andersen),1.400,1.090
3,7:13,3,3,DET 44,3,13,Jared Goff pass complete short right to Amon-Ra St. Brown for 11 yards (tackle by Troy Andersen),1.090,2.590
3,6:40,1,10,ATL 45,3,13,Jared Goff pass incomplete short left intended for Jahmyr Gibbs (defended by Bud Dupree),2.590,2.040
3,6:35,2,10,ATL 45,3,13,"Jared Goff pass complete short middle to Amon-Ra St. Brown for no gain. Penalty on Penei Sewell: Offensive Holding, 10 yards (accepted) (no play)",2.040,0.690
3,6:06,2,20,DET 45,3,13,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,0.690,0.040
3,6:02,3,20,DET 45,3,13,Jahmyr Gibbs up the middle for 13 yards (tackle by Jaylinn Hawkins and Troy Andersen),0.040,0.460
3,5:27,4,7,ATL 42,3,13,Jack Fox punts 25 yards downed by Brock Wright,0.460,0.060
3,5:17,1,10,ATL 17,3,13,Desmond Ridder scrambles left end for 1 yard (tackle by Brian Branch),-0.060,-0.420
3,4:40,2,9,ATL 18,3,13,"Desmond Ridder pass incomplete deep right intended for KhaDarel Hodge. Penalty on Jerry Jacobs: Defensive Pass Interference, 8 yards (accepted) (no play)",-0.420,0.670
3,4:36,1,10,ATL 26,3,13,Bijan Robinson right tackle for 3 yards (tackle by Alim McNeill),0.670,0.540
3,3:54,2,7,ATL 29,3,13,Desmond Ridder pass incomplete short middle intended for Jonnu Smith,0.540,-0.160
3,3:51,3,7,ATL 29,3,13,Desmond Ridder pass incomplete short left intended for Mack Hollins (defended by Ifeatu Melifonwu),-0.160,-1.440
3,3:46,4,7,ATL 29,3,13,Bradley Pinion punts 46 yards out of bounds,-1.440,-0.610
3,3:39,1,10,DET 25,3,13,"Jahmyr Gibbs left tackle for no gain. Penalty on Frank Ragnow: Offensive Holding, 10 yards (accepted) (no play)",0.610,-0.410
3,3:17,1,20,DET 15,3,13,Jared Goff pass complete short right to Sam LaPorta for 7 yards (tackle by AJ Terrell),-0.410,-0.340
3,2:45,2,13,DET 22,3,13,Jared Goff pass complete short middle to Amon-Ra St. Brown for 6 yards (tackle by DeAundre Alford),-0.340,-0.230
3,2:03,3,7,DET 28,3,13,Jared Goff pass incomplete deep left intended for Sam LaPorta,-0.230,-1.500
3,1:58,4,7,DET 28,3,13,"Jack Fox punts 37 yards, fair catch by Mike Hughes at ATL-35",-1.500,-1.270
3,1:50,1,10,ATL 35,3,13,Desmond Ridder sacked by Charles Harris for -7 yards,1.270,-0.220
3,1:09,2,17,ATL 28,3,13,"Desmond Ridder pass incomplete short right intended for Jonnu Smith (defended by Romeo Okwara) DET challenged the pass completion ruling, and the play was upheld.",-0.220,-0.890
3,1:05,3,17,ATL 28,3,13,Desmond Ridder pass incomplete deep left intended for Mack Hollins,-0.890,-1.500
3,1:01,4,17,ATL 28,3,13,"Bradley Pinion punts 39 yards, fair catch by Kalif Raymond at DET-33. Penalty on Will Harris: Face Mask (15 Yards), 15 yards (accepted)",-1.500,-0.040
3,0:54,1,10,DET 18,3,13,Jahmyr Gibbs left end for no gain (tackle by Calais Campbell),0.040,-0.490
3,0:16,2,10,DET 18,3,13,Jared Goff pass incomplete short left intended for Sam LaPorta (defended by Tre Flowers),-0.490,-1.170
3,0:09,3,10,DET 18,3,13,Jared Goff pass deep middle intended for Amon-Ra St. Brown is intercepted by Jessie Bates at DET-43 and returned for no gain (tackle by Amon-Ra St. Brown),-1.170,-2.720
Quarter,Time,Down,ToGo,Location,ATL,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 43,3,13,Tyler Allgeier up the middle for 4 yards (tackle by Brian Branch and Derrick Barnes),2.720,2.720
4,14:14,2,6,DET 39,3,13,Tyler Allgeier left end for 2 yards (tackle by Jerry Jacobs and Jack Campbell),2.720,2.280
4,13:50,3,4,DET 37,3,13,Desmond Ridder pass incomplete short left intended for Drake London,2.280,0.790
4,13:46,4,4,DET 37,3,13,Desmond Ridder pass incomplete short left intended for Drake London,0.790,-1.470
4,13:42,1,10,DET 38,3,13,Jared Goff pass complete short right to Amon-Ra St. Brown for 17 yards (tackle by Troy Andersen),1.470,2.590
4,13:10,1,10,ATL 45,3,13,Jahmyr Gibbs left tackle for 4 yards (tackle by Lorenzo Carter),2.590,2.580
4,12:29,2,6,ATL 41,3,13,Jahmyr Gibbs left tackle for 12 yards (tackle by DeAundre Alford and Jessie Bates),2.580,3.640
4,11:54,1,10,ATL 29,3,13,Jahmyr Gibbs left tackle for 21 yards (tackle by Tre Flowers),3.640,5.370
4,11:10,1,8,ATL 8,3,13,Jahmyr Gibbs right tackle for no gain (tackle by Bud Dupree and Jessie Bates),5.370,4.570
4,10:32,2,8,ATL 8,3,13,Jared Goff pass complete short left to Amon-Ra St. Brown for 5 yards (tackle by Tre Flowers),4.570,4.720
4,9:54,3,3,ATL 3,3,19,"Jared Goff left end for 3 yards, touchdown",4.720,7.000
4,9:50,,,ATL 15,3,20,Riley Patterson kicks extra point good,0.000,0.000
4,9:50,,,DET 35,3,20,"Jack Fox kicks off 64 yards, returned by Mike Hughes for 17 yards (tackle by Malcolm Rodriguez)",0.000,0.040
4,9:47,1,10,ATL 18,3,20,Desmond Ridder pass incomplete short right intended for Tyler Allgeier,0.040,-0.490
4,9:42,2,10,ATL 18,3,20,Kyle Pitts left end for -4 yards (tackle by Brian Branch),-0.490,-1.820
4,9:01,3,14,ATL 14,3,20,Desmond Ridder pass complete deep right to Mack Hollins for 23 yards (tackle by Jerry Jacobs),-1.820,1.400
4,8:39,1,10,ATL 37,3,20,Desmond Ridder pass complete short middle to Kyle Pitts for 5 yards (tackle by Jerry Jacobs and Tracy Walker),1.400,1.530
4,8:26,2,5,ATL 42,3,20,Desmond Ridder pass incomplete short middle intended for Bijan Robinson (defended by Aidan Hutchinson),1.530,0.830
4,8:21,3,5,ATL 42,3,20,"Desmond Ridder pass incomplete short right intended for Mack Hollins. Penalty on Jerry Jacobs: Defensive Pass Interference, 11 yards (accepted) (no play)",0.830,2.460
4,8:17,1,10,DET 47,3,20,Bijan Robinson left end for 1 yard (tackle by Brian Branch),2.460,2.050
4,7:56,2,9,DET 46,3,20,Desmond Ridder pass complete short left to MyCole Pruitt for 10 yards (tackle by Cameron Sutton),2.050,3.180
4,7:25,1,10,DET 36,3,20,Desmond Ridder pass incomplete short right intended for Kyle Pitts,3.180,2.640
4,7:18,2,10,DET 36,3,20,Desmond Ridder pass complete short right to Jonnu Smith for 8 yards (tackle by Jerry Jacobs),2.640,3.010
4,6:56,3,2,DET 28,3,20,Tyler Allgeier up the middle for 2 yards (tackle by Jack Campbell and Alim McNeill),3.010,3.840
4,6:34,1,10,DET 26,3,20,Desmond Ridder sacked by Aidan Hutchinson for -7 yards,3.840,2.350
4,5:57,2,17,DET 33,3,20,Desmond Ridder pass complete short middle to Jonnu Smith for 11 yards (tackle by Ifeatu Melifonwu),2.350,3.140
4,5:45,3,6,DET 22,3,20,Desmond Ridder pass complete short left to KhaDarel Hodge for 15 yards (tackle by Tracy Walker and Alex Anzalone),3.140,5.600
4,5:18,1,7,DET 7,3,20,Desmond Ridder pass incomplete short left intended for Drake London,5.600,4.760
4,5:15,2,7,DET 7,3,20,"Penalty on ATL: Delay of Game, 5 yards (accepted) (no play)",4.760,3.860
4,5:15,2,12,DET 12,3,20,Desmond Ridder pass complete short left to Drake London for 3 yards (tackle by Brian Branch),3.860,3.360
4,4:54,3,9,DET 9,3,20,Desmond Ridder pass complete short middle to Kyle Pitts for 3 yards (tackle by Jerry Jacobs),3.360,2.990
4,4:22,4,6,DET 6,6,20,Younghoe Koo 24 yard field goal good,2.990,3.000
4,4:19,,,ATL 35,6,20,"Younghoe Koo kicks off 62 yards,",0.000,0.610
4,4:19,1,10,DET 25,6,20,Craig Reynolds right tackle for 8 yards (tackle by Richie Grant and David Onyemata),0.610,1.140
4,3:32,,,,,,Timeout #2 by Detroit Lions,,
4,3:32,2,2,DET 33,6,20,"Craig Reynolds for 4 yards. Penalty on David Onyemata: Defensive Holding, 5 yards (offset) . Penalty on Josh Reynolds: Offensive Holding, 10 yards (offset) (no play)",1.140,1.140
4,3:26,2,2,DET 33,6,20,Craig Reynolds left tackle for 4 yards (tackle by Grady Jarrett),1.140,1.400
4,2:41,1,10,DET 37,6,20,Jahmyr Gibbs left end for 1 yard (tackle by Tre Flowers and Jessie Bates),1.400,0.990
4,2:35,,,,,,Timeout #1 by Atlanta Falcons,,
4,2:35,2,9,DET 38,6,20,Craig Reynolds left end for -1 yards (tackle by Grady Jarrett and Nathan Landman),0.990,0.170
4,2:30,,,,,,Timeout #2 by Atlanta Falcons,,
4,2:30,3,10,DET 37,6,20,Amon-Ra St. Brown left end for 4 yards (tackle by David Onyemata and Nathan Landman),0.170,-0.650
4,2:25,,,,,,Timeout #3 by Atlanta Falcons,,
4,2:25,4,6,DET 41,6,20,"Jack Fox punts 51 yards, fair catch by Mike Hughes at ATL-8",-0.650,0.380
4,2:17,1,10,ATL 8,6,20,"Desmond Ridder pass complete short left to Bijan Robinson for 3 yards (tackle by Brian Branch). Penalty on Brian Branch: Personal Foul / Defense, 15 yards (accepted)",-0.380,0.670
4,2:10,1,10,ATL 26,6,20,Desmond Ridder pass incomplete short right intended for Jonnu Smith (defended by Tracy Walker),0.670,0.130
4,2:07,2,10,ATL 26,6,20,"Desmond Ridder sacked by Aidan Hutchinson for -15 yards. Desmond Ridder fumbles (forced by Aidan Hutchinson), recovered by Aidan Hutchinson at ATL-11 (tackle by Aidan Hutchinson)",0.130,-4.840
4,1:59,1,10,ATL 11,6,20,Jared Goff kneels for -1 yards,4.840,3.980
4,1:18,2,11,ATL 12,6,20,Jared Goff kneels for -1 yards,3.980,3.080
4,0:38,3,12,ATL 13,6,20,Jared Goff kneels for -1 yards,3.080,2.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
