Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Riley Patterson kicks off 64 yards, returned by Dontrell Hilliard for 23 yards (tackle by Rayshawn Jenkins)",0.000,0.540
1,14:55,1,10,TEN 24,0,0,Ryan Tannehill pass incomplete deep left intended for Nick Westbrook-Ikhine (defended by Tyson Campbell),0.540,0.000
1,14:47,2,10,TEN 24,0,0,Derrick Henry right tackle for no gain (tackle by Foyesade Oluokun and Roy Robertson-Harris),0.000,-0.690
1,14:04,3,10,TEN 24,0,0,"Ryan Tannehill pass incomplete deep left intended for Nick Westbrook-Ikhine (defended by Tyson Campbell). Penalty on Travon Walker: Defensive Offside, 5 yards (accepted) (no play)",-0.690,-0.030
1,13:56,3,5,TEN 29,0,0,Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 13 yards (tackle by Andrew Wingard),-0.030,1.730
1,13:36,1,10,TEN 42,0,0,Derrick Henry right tackle for 3 yards (tackle by Foyesade Oluokun),1.730,1.590
1,12:57,2,7,TEN 45,0,0,"Ryan Tannehill pass complete short left to Austin Hooper for no gain (tackle by Travon Walker). Penalty on Darious Williams: Illegal Contact, 5 yards (accepted) (no play)",1.590,2.260
1,12:32,1,10,TEN 50,0,0,Derrick Henry right tackle for 9 yards (tackle by Rayshawn Jenkins and Daniel Thomas),2.260,2.930
1,11:56,2,1,JAX 41,0,0,Derrick Henry right end for 4 yards (tackle by Devin Lloyd),2.930,3.120
1,11:28,1,10,JAX 37,0,0,Ryan Tannehill pass complete short middle to Robert Woods for 18 yards (tackle by Daniel Thomas),3.120,4.310
1,10:45,1,10,JAX 19,0,0,Derrick Henry left end for 6 yards (tackle by Foyesade Oluokun),4.310,4.720
1,10:03,2,4,JAX 13,0,0,Ryan Tannehill pass complete short middle to Chigoziem Okonkwo for 10 yards (tackle by Daniel Thomas and Devin Lloyd),4.720,6.510
1,9:13,1,3,JAX 3,0,6,"Derrick Henry up the middle for 3 yards, touchdown",6.510,7.000
1,9:09,,,JAX 15,0,7,Randy Bullock kicks extra point good,0.000,0.000
1,9:09,,,TEN 35,0,7,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
1,9:09,1,10,JAX 25,0,7,Trevor Lawrence pass incomplete short right intended for Evan Engram (defended by Kevin Byard),0.610,0.060
1,9:06,2,10,JAX 25,0,7,Travis Etienne right tackle for 5 yards (tackle by Roger McCreary),0.060,0.040
1,8:28,3,5,JAX 30,0,7,Trevor Lawrence pass incomplete short middle intended for Evan Engram (defended by Jeffery Simmons),0.040,-1.370
1,8:22,4,5,JAX 30,0,7,"Logan Cooke punts 46 yards, returned by Dontrell Hilliard for no gain (tackle by Chris Claybrooks)",-1.370,-0.540
1,8:13,1,10,TEN 24,0,7,Derrick Henry left guard for -1 yards (tackle by Andrew Wingard),0.540,-0.140
1,7:36,2,11,TEN 23,0,7,Ryan Tannehill pass complete short left to Chigoziem Okonkwo for 5 yards (tackle by Travon Walker),-0.140,-0.160
1,6:54,3,6,TEN 28,0,7,"Ryan Tannehill sacked by Travon Walker for -9 yards. Ryan Tannehill fumbles (forced by Travon Walker), recovered by Dawuane Smoot at TEN-20 (tackle by Travon Walker)",-0.160,-4.240
1,6:46,1,10,TEN 20,0,7,Jamal Agnew left end for 8 yards (tackle by Monty Rice and Andrew Adams),4.240,5.040
1,6:12,2,2,TEN 12,0,7,Trevor Lawrence pass incomplete short middle intended for Evan Engram (defended by Kevin Byard),5.040,4.340
1,6:07,3,2,TEN 12,6,7,"Trevor Lawrence pass complete short right to Evan Engram for 12 yards, touchdown. Penalty on Mario Edwards: Illegal Use of Hands / Defense, 5 yards (declined)",4.340,7.000
1,6:01,,,TEN 15,7,7,Riley Patterson kicks extra point good,0.000,0.000
1,6:01,,,JAX 35,7,7,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
1,6:01,1,10,TEN 25,7,7,Ryan Tannehill pass incomplete short left intended for Derrick Henry (defended by Roy Robertson-Harris),0.610,0.060
1,5:56,2,10,TEN 25,7,7,Derrick Henry left tackle for 50 yards (tackle by Andrew Wingard and Darious Williams),0.060,3.910
1,5:07,1,10,JAX 25,7,7,Ryan Tannehill pass complete short left to Robert Woods for 5 yards (tackle by Foyesade Oluokun),3.910,4.040
1,4:33,2,5,JAX 20,7,7,Derrick Henry right guard for 7 yards (tackle by Devin Lloyd and Travon Walker),4.040,4.710
1,3:55,1,10,JAX 13,7,7,Derrick Henry right guard for 3 yards (tackle by Foyesade Oluokun),4.710,4.580
1,3:09,2,7,JAX 10,7,13,"Ryan Tannehill pass complete short middle to Chigoziem Okonkwo for 10 yards, touchdown",4.580,7.000
1,3:03,,,JAX 15,7,14,Randy Bullock kicks extra point good,0.000,0.000
1,3:03,,,TEN 35,7,14,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
1,3:03,1,10,JAX 25,7,14,Travis Etienne left end for 5 yards (tackle by Monty Rice),0.610,0.740
1,2:26,2,5,JAX 30,7,14,Trevor Lawrence pass complete short middle to Zay Jones for 6 yards (tackle by Monty Rice),0.740,1.330
1,1:51,1,10,JAX 36,7,14,Travis Etienne left tackle for -6 yards (tackle by Bud Dupree),1.330,-0.020
1,1:08,2,16,JAX 30,7,14,Trevor Lawrence pass incomplete short left intended for Dan Arnold (defended by Rashad Weaver),-0.020,-0.690
1,1:05,3,16,JAX 30,7,14,Trevor Lawrence pass complete short middle to Jamal Agnew for 7 yards (tackle by Amani Hooker),-0.690,-0.910
1,0:31,4,9,JAX 37,7,14,"Logan Cooke punts 38 yards, returned by Dontrell Hilliard for 4 yards (tackle by Shaquille Quarterman and Ross Matiscik)",-0.910,-0.870
1,0:22,1,10,TEN 29,7,14,Derrick Henry up the middle for 12 yards (tackle by Rayshawn Jenkins and Arden Key),0.870,1.660
Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TEN 41,7,14,Ryan Tannehill pass complete short right to Robert Woods for 4 yards (tackle by Rayshawn Jenkins),1.660,1.660
2,14:25,2,6,TEN 45,7,14,Derrick Henry up the middle for no gain (tackle by Roy Robertson-Harris and Foyesade Oluokun),1.660,0.960
2,13:45,3,6,TEN 45,7,14,Ryan Tannehill pass complete deep left to Robert Woods for 17 yards (tackle by Tre Herndon),0.960,3.050
2,13:05,1,10,JAX 38,7,14,Ryan Tannehill pass short left intended for Nick Westbrook-Ikhine is intercepted by Andrew Wingard at JAC-33 and returned for 13 yards (tackle by Ryan Tannehill),3.050,-1.990
2,12:56,1,10,JAX 46,7,14,Trevor Lawrence pass complete short right to Evan Engram for 12 yards (tackle by Roger McCreary),1.990,2.790
2,12:12,1,10,TEN 42,7,14,"Travis Etienne left tackle for no gain (tackle by Dylan Cole). Penalty on Chris Manhertz: Offensive Holding, 10 yards (accepted) (no play)",2.790,2.130
2,11:50,1,20,JAX 48,7,14,Trevor Lawrence pass complete short left to Evan Engram for 13 yards (tackle by Amani Hooker),2.130,2.650
2,11:11,2,7,TEN 39,7,14,Trevor Lawrence pass complete short left to Evan Engram for 25 yards (tackle by Kevin Byard),2.650,4.650
2,10:36,1,10,TEN 14,7,14,Travis Etienne up the middle for 4 yards (tackle by Monty Rice),4.650,4.840
2,9:58,2,5,TEN 10,7,14,"Travis Etienne right end for no gain (tackle by Roger McCreary). Penalty on Evan Engram: Offensive Holding, 10 yards (accepted) (no play)",4.840,3.350
2,9:27,2,15,TEN 20,7,14,Trevor Lawrence pass complete short left to Christian Kirk for 1 yard (tackle by Dylan Cole),3.350,2.790
2,9:03,3,14,TEN 19,7,14,Trevor Lawrence pass incomplete deep left intended for Christian Kirk,2.790,2.180
2,8:56,4,14,TEN 19,10,14,Riley Patterson 37 yard field goal good,2.180,3.000
2,8:52,,,JAX 35,10,14,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
2,8:52,1,10,TEN 25,10,14,Chigoziem Okonkwo right end for no gain (tackle by Devin Lloyd and Andrew Wingard),0.610,0.060
2,8:12,2,10,TEN 25,10,14,Ryan Tannehill pass complete short right to Austin Hooper for 6 yards (tackle by Devin Lloyd),0.060,0.170
2,7:31,3,4,TEN 31,10,14,Ryan Tannehill pass incomplete deep right intended for Racey McMath,0.170,-1.310
2,7:25,4,4,TEN 31,10,14,"Ryan Stonehouse punts 46 yards, returned by Jamal Agnew for 6 yards (tackle by Dontrell Hilliard and Josh Thompson)",-1.310,-0.870
2,7:16,1,10,JAX 29,10,14,Trevor Lawrence pass complete short left to Jamal Agnew for 13 yards,0.870,1.730
2,6:53,1,10,JAX 42,10,14,Travis Etienne up the middle for -1 yards (tackle by Monty Rice and Bud Dupree),1.730,1.050
2,6:15,2,11,JAX 41,10,14,Trevor Lawrence pass complete short right to Evan Engram for 11 yards (tackle by Roger McCreary and Dylan Cole),1.050,2.390
2,5:28,1,10,TEN 48,10,14,Jamycal Hasty right guard for 2 yards (tackle by Naquan Jones and Dylan Cole),2.390,2.120
2,5:07,2,8,TEN 46,10,14,Jamycal Hasty up the middle for 2 yards (tackle by Kevin Byard and Monty Rice),2.120,1.690
2,4:26,3,6,TEN 44,10,14,Trevor Lawrence pass complete short left to Zay Jones for 13 yards (tackle by Amani Hooker),1.690,3.510
2,3:54,1,10,TEN 31,10,14,Trevor Lawrence pass complete short right to Christian Kirk for 6 yards (tackle by Roger McCreary),3.510,3.780
2,3:22,2,4,TEN 25,10,14,Trevor Lawrence pass incomplete deep right intended for Zay Jones,3.780,3.070
2,3:17,3,4,TEN 25,10,14,Trevor Lawrence pass incomplete short right intended for Zay Jones,3.070,1.880
2,3:15,4,4,TEN 25,13,14,Riley Patterson 43 yard field goal good,1.880,3.000
2,3:10,,,JAX 35,13,14,"Riley Patterson kicks off 64 yards, out of bounds",0.000,1.600
2,3:10,1,10,TEN 40,13,14,Derrick Henry up the middle for 2 yards (tackle by Josh Allen and Foyesade Oluokun),1.600,1.320
2,2:34,2,8,TEN 42,13,14,Derrick Henry left end for 21 yards (tackle by Andrew Wingard),1.320,3.120
2,2:00,1,10,JAX 37,13,14,"Ryan Tannehill pass complete short right to Derrick Henry for 16 yards. Derrick Henry fumbles (forced by Shaquille Quarterman), recovered by Josh Allen at JAC-21 and returned for 1 yard (tackle by Nicholas Petit-Frere)",3.120,-0.410
2,1:49,1,10,JAX 22,13,14,Trevor Lawrence pass complete deep left to Christian Kirk for 23 yards (tackle by Andrew Adams),0.410,1.930
2,1:19,1,10,JAX 45,13,14,Travis Etienne left guard for no gain (tackle by Monty Rice),1.930,1.380
2,0:37,2,10,JAX 45,13,14,Trevor Lawrence pass complete short left to Christian Kirk for 8 yards (tackle by Terrance Mitchell),1.380,1.750
2,0:27,3,2,TEN 47,13,14,Trevor Lawrence pass complete short middle to Evan Engram for 18 yards (tackle by Andrew Adams),1.750,3.640
2,0:20,1,10,TEN 29,13,14,Trevor Lawrence pass complete short middle to Zay Jones for 9 yards (tackle by Roger McCreary),3.640,4.320
