Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss, Bengals to receive the opening kickoff.",,
1,15:00,,,PIT 30,0,0,"Jeff Reed kicks off 59 yards, returned by Brandon Bennett for 27 yards (tackle by Clark Haggans)",0.000,1.470
1,14:54,1,10,CIN 38,0,0,Corey Dillon left end for 13 yards (tackle by Deshea Townsend),1.470,2.320
1,14:29,1,10,PIT 49,0,0,Jon Kitna pass complete to Chad Ochocinco for 10 yards (tackle by Ike Taylor),2.320,2.980
1,14:04,1,10,PIT 39,0,0,Jon Kitna pass incomplete intended for Corey Dillon,2.980,2.440
1,14:00,2,10,PIT 39,0,0,Corey Dillon left guard for 2 yards (tackle by Kendrell Bell),2.440,2.020
1,13:19,3,8,PIT 37,0,0,Jon Kitna pass incomplete intended for Peter Warrick (defended by James Farrior),2.020,0.790
1,13:14,4,8,PIT 37,0,0,Kyle Richardson punts 33 yards,0.790,0.380
1,13:01,1,10,PIT 4,0,0,"Tommy Maddox pass complete to Plaxico Burress for 3 yards (tackle by Artrell Hawkins). Plaxico Burress fumbles (forced by Artrell Hawkins), ball out of bounds at PIT-7",-0.380,-0.560
1,12:39,2,7,PIT 7,0,0,Jerome Bettis up the middle for 4 yards (tackle by Brian Simmons),-0.560,-0.600
1,12:01,3,3,PIT 11,0,0,Tommy Maddox pass incomplete intended for Antwaan Randle El,-0.600,-2.490
1,11:56,4,3,PIT 11,0,0,"Josh Miller punts 72 yards, returned by Peter Warrick for 10 yards (tackle by Ike Taylor)",-2.490,-0.740
1,11:42,1,10,CIN 27,0,0,Corey Dillon right guard for 6 yards (tackle by James Farrior and Casey Hampton),0.740,1.010
1,11:05,2,4,CIN 33,0,0,Corey Dillon right guard for 9 yards (tackle by Brent Alexander and Troy Polamalu),1.010,1.730
1,10:28,1,10,CIN 42,0,0,Jon Kitna pass complete to Rudi Johnson for 4 yards (tackle by Joey Porter),1.730,1.730
1,9:41,2,6,CIN 46,0,0,Rudi Johnson right guard for 3 yards (tackle by Jason Gildon and Chad Scott),1.730,1.420
1,9:08,3,3,CIN 49,6,0,"Jon Kitna pass complete to Kelley Washington for 51 yards, touchdown",1.420,7.000
1,,,,PIT 2,7,0,Shayne Graham kicks extra point good,0.000,0.000
1,,,,CIN 30,7,0,"Shayne Graham kicks off 67 yards, returned by Ike Taylor for 23 yards (tackle by Kenny Watson). Penalty on Brandon Bennett: Offside on Free Kick, 5 yards (no play)",0.000,0.000
1,,,,CIN 25,7,0,"Shayne Graham kicks off 67 yards, returned by Ike Taylor for 25 yards (tackle by Reggie Myles)",0.000,1.140
1,8:46,1,10,PIT 33,7,0,Jerome Bettis left end for 9 yards (tackle by Mark Roman),1.140,1.810
1,8:05,2,1,PIT 42,7,0,Jerome Bettis right guard for 1 yard (tackle by Kevin Hardy and Justin Smith),1.810,1.800
1,7:17,1,10,PIT 43,7,0,"Amos Zereoue right tackle for 12 yards (tackle by Kevin Kaesviharn). Penalty on Plaxico Burress: Offensive Holding, 10 yards",1.800,2.090
1,6:40,1,8,PIT 45,7,0,Jerome Bettis right end for no gain (tackle by Kevin Hardy),2.090,1.520
1,6:03,2,8,PIT 45,7,0,Tommy Maddox pass complete to Mark Bruener for no gain,1.520,0.830
1,5:20,3,8,PIT 45,7,0,Tommy Maddox pass incomplete intended for Chris Doering,0.830,-0.390
1,5:15,4,8,PIT 45,7,0,"Josh Miller punts 55 yards, touchback. Penalty on Ike Taylor: Illegal Touch Kick (Declined)",-0.390,-0.280
1,5:04,1,10,CIN 20,7,0,Jon Kitna pass complete to Kevin Walter for 5 yards (tackle by Kendrell Bell),0.280,0.410
1,4:30,2,5,CIN 25,7,0,Jon Kitna pass complete to Peter Warrick for 4 yards (tackle by James Farrior),0.410,0.230
1,4:02,3,1,CIN 29,7,0,Rudi Johnson right guard for 15 yards (tackle by Kendrell Bell),0.230,1.860
1,3:22,1,10,CIN 44,7,0,Rudi Johnson right end for no gain (tackle by Kendrell Bell and Mike Logan),1.860,1.320
1,2:53,2,10,CIN 44,7,0,Jon Kitna pass incomplete intended for Chad Ochocinco,1.320,0.630
1,2:48,,,,7,0,Timeout #1 by Cincinnati Bengals,0.000,0.630
1,2:48,3,10,CIN 44,7,0,Jon Kitna pass complete to Chad Ochocinco for 21 yards (tackle by Deshea Townsend),0.630,3.250
1,2:09,1,10,PIT 35,7,0,Rudi Johnson left tackle for no gain,3.250,2.700
1,1:29,2,10,PIT 35,7,0,Rudi Johnson right end for 5 yards (tackle by Troy Polamalu),2.700,2.680
1,0:43,3,5,PIT 30,7,0,Jon Kitna pass incomplete intended for Kelley Washington (defended by Joey Porter),2.680,1.450
1,0:39,,,,7,0,Timeout #2 by Cincinnati Bengals,0.000,1.450
1,0:39,4,5,PIT 30,7,0,Jon Kitna pass incomplete intended for Matt Schobel,1.450,-0.940
1,0:35,1,10,PIT 30,7,0,Jerome Bettis up the middle for 2 yards (tackle by Kevin Hardy and Oliver Gibson),0.940,0.660
Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,PIT 32,7,0,Tommy Maddox pass incomplete intended for Hines Ward,0.660,-0.030
2,14:56,3,8,PIT 32,7,0,Tommy Maddox pass complete to Hines Ward for 18 yards (tackle by Tory James),-0.030,2.260
2,14:12,1,10,PIT 50,7,0,Tommy Maddox pass incomplete intended for Jerome Bettis,2.260,1.710
2,14:07,2,10,PIT 50,7,0,Amos Zereoue right guard for 6 yards (tackle by Kevin Kaesviharn),1.710,1.820
2,13:27,3,4,CIN 44,7,0,Tommy Maddox pass complete to Plaxico Burress for 22 yards (tackle by Kevin Kaesviharn),1.820,4.110
2,12:48,1,10,CIN 22,7,0,Jerome Bettis up the middle for 3 yards (tackle by Oliver Gibson),4.110,3.970
2,12:48,2,7,CIN 19,7,0,"Tommy Maddox pass incomplete intended for Antwaan Randle El. Penalty on Marvel Smith: Offensive Holding, 10 yards (no play)",3.970,2.620
2,12:04,2,17,CIN 29,7,0,Amos Zereoue up the middle for 1 yard (tackle by Justin Smith),2.620,2.080
2,11:24,3,16,CIN 28,7,0,Tommy Maddox pass complete to Plaxico Burress for 17 yards,2.080,4.840
2,10:37,1,10,CIN 11,7,0,Tommy Maddox pass incomplete intended for Mark Bruener (defended by Justin Smith),4.840,4.140
2,10:28,2,10,CIN 11,7,0,Jerome Bettis left end for 2 yards (tackle by Brian Simmons and Adrian Ross),4.140,3.530
2,9:54,3,8,CIN 9,7,0,Tommy Maddox up the middle for 4 yards (tackle by Oliver Gibson),3.530,3.010
