Quarter,Time,Tm,Detail,CIN,PIT
1.0,8:58,Bengals,Kelley Washington 51 yard pass from Jon Kitna (Shayne Graham kick),7,0
2.0,9:08,Steelers,Jeff Reed 23 yard field goal,7,3
,1:54,Bengals,Chad Johnson 4 yard pass from Jon Kitna (Shayne Graham kick),14,3
3.0,1:10,Steelers,Jerome Bettis 1 yard rush (Jeff Reed kick),14,10
4.0,11:27,Steelers,Jeff Reed 39 yard field goal,14,13
,8:32,Bengals,Shayne Graham 44 yard field goal,17,13
,1:05,Steelers,Hines Ward 16 yard pass from Tommy Maddox (Jeff Reed kick),17,20
,0:13,Bengals,Matt Schobel 18 yard pass from Jon Kitna (Shayne Graham kick),24,20
