Quarter,Time,Tm,Detail,NWE,BUF
1.0,5:33,Patriots,Tom Brady 3 yard rush (Adam Vinatieri kick),7,0
2.0,8:13,Patriots,Corey Dillon 12 yard rush (Adam Vinatieri kick),14,0
3.0,5:27,Patriots,Troy Brown 5 yard pass from Tom Brady (Adam Vinatieri kick),21,0
4.0,8:18,Patriots,Christian Fauria 2 yard pass from Tom Brady (Adam Vinatieri kick),28,0
,2:43,Patriots,James Sanders 39 yard interception return (Adam Vinatieri kick),35,0
,2:14,Bills,Josh Reed 51 yard pass from J.P. Losman (Rian Lindell kick),35,7
