Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
2,11:43,3,8,CHI 27,7,10,Jay Cutler pass incomplete short right intended for Johnny Knox,-0.360,-1.570
2,11:38,4,8,CHI 27,7,10,"Adam Podlesh punts 35 yards, fair catch by Darren Sproles. Penalty on Sam Hurd: Fair Catch Interference, 15 yards",-1.570,-2.460
2,11:25,1,10,CHI 47,7,10,Drew Brees pass complete short left to Darren Sproles for 2 yards (tackle by Charles Tillman),2.460,2.180
2,10:50,2,8,CHI 45,7,10,Drew Brees pass complete short left to David Thomas for 1 yard (tackle by Lance Briggs),2.180,1.620
2,10:09,3,7,CHI 44,7,10,Drew Brees pass complete short right to Jimmy Graham for 10 yards (tackle by D.J. Moore),1.620,3.310
2,9:29,1,10,CHI 34,7,10,"Penalty on John Gilmore: False Start, 5 yards (no play)",3.310,2.980
2,9:09,1,15,CHI 39,7,10,Pierre Thomas left guard for 9 yards (tackle by Major Wright),2.980,3.310
2,8:31,2,6,CHI 30,7,10,Drew Brees pass complete short right to Pierre Thomas for 12 yards (tackle by Brandon Meriweather and Amobi Okoye),3.310,4.370
2,7:48,1,10,CHI 18,7,10,Mark Ingram left guard for 4 yards (tackle by Nick Reed),4.370,4.430
2,7:12,2,6,CHI 14,7,10,Darren Sproles left guard for 5 yards (tackle by Amobi Okoye),4.430,4.740
2,6:36,3,1,CHI 9,7,10,Mark Ingram right end for -2 yards (tackle by Tim Jennings),4.740,2.800
2,5:56,4,3,CHI 11,7,13,John Kasay 29 yard field goal good,2.800,3.000
2,,,,NOR 35,7,13,"Thomas Morstead kicks off 64 yards, returned by Devin Hester for 18 yards (tackle by Leigh Torrence)",0.000,0.150
2,5:47,1,10,CHI 19,7,13,Matt Forte left end for no gain (tackle by Roman Harper),0.150,-0.390
2,5:14,2,10,CHI 19,7,13,Jay Cutler pass complete short middle to Dane Sanzenbacher for 8 yards (tackle by Roman Harper),-0.390,-0.030
2,4:31,3,2,CHI 27,7,13,Jay Cutler pass incomplete short right intended for Devin Hester,-0.030,-1.570
2,4:27,4,2,CHI 27,7,13,"Adam Podlesh punts 39 yards, fair catch by Darren Sproles",-1.570,-1.200
2,4:20,1,10,NOR 34,7,13,Drew Brees pass complete deep middle to Jimmy Graham for 31 yards (tackle by Brandon Meriweather),1.200,3.250
2,3:35,1,10,CHI 35,7,13,Mark Ingram left tackle for 9 yards (tackle by Major Wright and Brandon Meriweather),3.250,3.920
2,2:57,2,1,CHI 26,7,13,Mark Ingram right tackle for -4 yards (tackle by Nick Roach),3.920,2.680
2,2:21,3,5,CHI 30,7,13,Drew Brees pass incomplete short right intended for Darren Sproles,2.680,1.450
2,2:14,4,5,CHI 30,7,13,"Penalty on Brian De La Puente: False Start, 5 yards (no play)",1.450,0.970
2,2:14,4,10,CHI 35,7,16,John Kasay 53 yard field goal good,0.970,3.000
2,,,,NOR 35,7,16,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,2:09,1,10,CHI 20,7,16,Jay Cutler pass incomplete short left intended for Dane Sanzenbacher (defended by Patrick Robinson),0.280,-0.270
2,2:03,2,10,CHI 20,7,16,"Penalty on J'Marcus Webb: False Start, 5 yards (no play)",-0.270,-1.070
2,2:03,2,15,CHI 15,7,16,Jay Cutler pass complete short middle to Matt Forte for 6 yards (tackle by Scott Shanle),-1.070,-0.820
2,1:57,3,9,CHI 21,7,16,Jay Cutler pass complete short middle to Matt Forte for 15 yards (tackle by Patrick Robinson),-0.820,1.330
2,1:31,1,10,CHI 36,7,16,Jay Cutler pass complete short right to Matt Forte for 11 yards (tackle by Jo-Lonn Dunbar),1.330,2.060
2,1:04,1,10,CHI 47,7,16,Jay Cutler pass incomplete short right intended for Sam Hurd,2.060,1.520
2,1:01,2,10,CHI 47,7,16,Jay Cutler up the middle for 12 yards (tackle by Leigh Torrence),1.520,2.850
2,0:35,1,10,NOR 41,7,16,Jay Cutler pass incomplete short right intended for Devin Hester (defended by Jabari Greer),2.850,2.310
2,0:32,,,,7,16,Timeout #3 by Chicago Bears,0.000,2.310
2,0:32,2,10,NOR 41,7,16,Jay Cutler pass complete short middle to Matt Forte for 17 yards (tackle by Malcolm Jenkins and Scott Shanle),2.310,3.970
2,0:09,1,10,NOR 24,7,16,Jay Cutler pass incomplete deep left intended for Devin Hester,3.970,3.430
2,0:05,2,10,NOR 24,10,16,Robbie Gould 42 yard field goal good,3.430,3.000
Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,10,16,"Robbie Gould kicks off 68 yards, returned by Darren Sproles for 24 yards (tackle by Dom DeCicco)",0.000,0.340
3,14:57,1,10,NOR 21,10,16,Drew Brees pass incomplete short left intended for Pierre Thomas,0.340,-0.200
3,14:52,2,10,NOR 21,10,16,Darren Sproles right tackle for 1 yard (tackle by Lance Briggs),-0.200,-0.760
3,14:13,3,9,NOR 22,10,16,Drew Brees pass incomplete short left intended for Lance Moore (defended by D.J. Moore),-0.760,-1.900
3,14:08,4,9,NOR 22,10,16,Thomas Morstead punts 44 yards,-1.900,-1.200
3,14:00,1,10,CHI 34,10,16,Jay Cutler pass complete short middle to Matt Forte for 16 yards (tackle by Jo-Lonn Dunbar),1.200,2.260
3,13:18,1,10,,10,16,Jay Cutler pass complete deep middle to Johnny Knox for 30 yards (tackle by Jonathan Casillas),2.260,4.240
3,12:34,1,10,NOR 20,10,16,Jay Cutler pass incomplete short right intended for Matt Forte,4.240,3.690
3,12:29,2,10,NOR 20,10,16,Jay Cutler pass incomplete short left intended for Dane Sanzenbacher,3.690,3.010
3,12:25,3,10,NOR 20,10,16,Jay Cutler pass incomplete deep left intended for Devin Hester,3.010,2.120
3,12:19,4,10,NOR 20,13,16,Robbie Gould 38 yard field goal good,2.120,3.000
3,,,,CHI 35,13,16,"Robbie Gould kicks off 73 yards, touchback",0.000,0.280
3,12:15,1,10,NOR 20,13,16,Drew Brees pass incomplete short right intended for Adrian Arrington (defended by Tim Jennings),0.280,-0.270
3,12:12,2,10,NOR 20,13,16,Mark Ingram right guard for 3 yards (tackle by Israel Idonije),-0.270,-0.560
3,11:32,3,7,NOR 23,13,16,Drew Brees pass complete short right to Darren Sproles for 2 yards (tackle by Julius Peppers),-0.560,-1.700
3,10:56,4,5,NOR 25,13,16,"Thomas Morstead punts 38 yards, fair catch by Devin Hester",-1.700,-1.400
3,10:50,1,10,CHI 37,13,16,Kahlil Bell right guard for -1 yards (tackle by Cameron Jordan and Malcolm Jenkins),1.400,0.720
3,10:11,2,11,CHI 36,13,16,"Jay Cutler sacked by Turk McBride for -7 yards. Jay Cutler fumbles (forced by Turk McBride), recovered by Jonathan Vilma at CHI-29 (tackle by Roberto Garza)",0.720,-3.640
3,10:02,1,10,CHI 29,13,16,Pierre Thomas left guard for 6 yards (tackle by Chris Conte),3.640,3.910
3,9:26,2,4,CHI 23,13,16,Drew Brees pass complete short right to Adrian Arrington for 14 yards (tackle by Tim Jennings),3.910,5.140
3,8:55,1,9,CHI 9,13,16,Mark Ingram right guard for 4 yards (tackle by Matt Toeaina and Israel Idonije),5.140,5.150
3,8:14,2,5,CHI 5,13,16,Mark Ingram left tackle for 1 yard (tackle by Lance Briggs),5.150,4.490
3,7:37,3,4,CHI 4,13,22,"Drew Brees pass complete short right to Robert Meachem for 4 yards, touchdown",4.490,7.000
3,,,,CHI 2,13,23,John Kasay kicks extra point good,0.000,0.000
3,,,,NOR 35,13,23,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
3,7:33,1,10,CHI 20,13,23,Jay Cutler pass complete short middle to Matt Forte for 10 yards (tackle by Jabari Greer),0.280,0.940
3,6:48,1,10,CHI 30,13,23,Jay Cutler pass incomplete short middle intended for Johnny Knox (defended by Malcolm Jenkins),0.940,0.390
3,6:43,2,10,CHI 30,13,23,Jay Cutler pass complete short right to Johnny Knox for 15 yards (tackle by Jabari Greer),0.390,1.930
3,6:05,1,10,CHI 45,13,23,Matt Forte right tackle for no gain (tackle by Aubrayo Franklin and Shaun Rogers),1.930,1.380
3,5:25,2,10,CHI 45,13,23,Jay Cutler pass incomplete short middle intended for Matt Forte,1.380,0.700
3,5:18,3,10,CHI 45,13,23,Jay Cutler pass incomplete short middle intended for Dane Sanzenbacher,0.700,-0.390
3,5:13,4,10,CHI 45,13,23,"Adam Podlesh punts 42 yards, fair catch by Darren Sproles",-0.390,0.320
3,5:06,1,10,NOR 13,13,23,Drew Brees pass complete short right to Robert Meachem for 6 yards (tackle by Tim Jennings),-0.320,0.030
3,4:36,2,4,NOR 19,13,23,Pierre Thomas right guard for 5 yards (tackle by Nick Roach),0.030,0.540
3,3:51,1,10,NOR 24,13,23,"Drew Brees pass complete short left to Jimmy Graham for 2 yards. Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",0.540,-0.500
3,3:37,1,20,NOR 14,13,23,Drew Brees pass complete short left to Devery Henderson for 12 yards (tackle by Charles Tillman),-0.500,0.270
3,2:56,2,8,NOR 26,13,23,Drew Brees pass incomplete short right intended for Darren Sproles,0.270,-0.430
3,2:50,3,8,NOR 26,13,23,Drew Brees pass complete short right to Jimmy Graham for 13 yards (tackle by Zackary Bowman),-0.430,1.530
3,2:08,1,10,NOR 39,13,23,Pierre Thomas left guard for 3 yards (tackle by Israel Idonije and Lance Briggs),1.530,1.390
3,1:25,2,7,NOR 42,13,23,Pierre Thomas left guard for 2 yards (tackle by Lance Briggs),1.390,0.960
3,0:44,3,5,NOR 44,13,23,Drew Brees pass complete short middle to Jimmy Graham for 15 yards (tackle by Major Wright),0.960,2.850
Quarter,Time,Down,ToGo,Location,CHI,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 41,13,23,Drew Brees left tackle for 2 yards (tackle by Lance Briggs),2.850,2.580
4,14:22,2,8,CHI 39,13,23,Drew Brees pass complete short left to Jimmy Graham for 7 yards (tackle by Nick Roach),2.580,2.810
4,13:44,3,1,CHI 32,13,23,Mark Ingram left guard for 12 yards (tackle by Craig Steltz),2.810,4.240
4,13:01,1,10,CHI 20,13,23,Drew Brees pass incomplete short right intended for David Thomas (defended by Nick Roach),4.240,3.690
4,12:57,2,10,CHI 20,13,23,Mark Ingram right end for 8 yards (tackle by Tim Jennings and Craig Steltz),3.690,4.340
4,12:12,3,2,CHI 12,13,29,"Drew Brees pass complete short right to Darren Sproles for 12 yards, touchdown",4.340,7.000
4,,,,CHI 2,13,30,John Kasay kicks extra point good,0.000,0.000
4,,,,NOR 35,13,30,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
4,12:05,1,10,CHI 20,13,30,Jay Cutler pass incomplete short right intended for Sam Hurd,0.280,-0.270
4,12:03,2,10,CHI 20,13,30,Jay Cutler pass complete short middle to Devin Hester for 17 yards (tackle by Patrick Robinson),-0.270,1.400
4,11:23,1,10,CHI 37,13,30,Jay Cutler pass complete short right to Matt Forte for 21 yards (tackle by Leigh Torrence),1.400,2.790
4,10:44,1,10,NOR 42,13,30,"Penalty on Frank Omiyale: False Start, 5 yards (no play)",2.790,2.460
4,10:17,1,15,NOR 47,13,30,Jay Cutler pass incomplete deep right intended for Kellen Davis,2.460,1.570
4,10:11,2,15,NOR 47,13,30,Jay Cutler pass incomplete short left intended for Matt Forte (defended by Sedrick Ellis),1.570,0.890
4,10:06,3,15,NOR 47,13,30,Jay Cutler sacked by Jonathan Casillas for -12 yards,0.890,-0.650
4,9:44,4,27,CHI 41,13,30,"Adam Podlesh punts 51 yards, returned by Darren Sproles for no gain",-0.650,0.380
4,9:36,1,10,NOR 8,13,30,Pierre Thomas right guard for 2 yards (tackle by Nick Roach),-0.380,-0.630
4,8:56,2,8,NOR 10,13,30,"Penalty on Zach Strief: False Start, 5 yards (no play)",-0.630,-1.000
4,8:32,2,13,NOR 5,13,30,Drew Brees pass incomplete short middle intended for Lance Moore,-1.000,-1.770
4,8:27,3,13,NOR 5,13,30,"Penalty on NOR: Delay of Game, 3 yards (no play)",-1.770,-2.120
4,8:27,3,16,NOR 2,13,30,Drew Brees pass incomplete short left intended for David Thomas,-2.120,-2.490
4,8:20,4,16,NOR 2,13,30,Thomas Morstead punts 59 yards,-2.490,-1.530
4,8:11,1,10,CHI 39,13,30,Jay Cutler sacked by Junior Galette and Sedrick Ellis for -9 yards,1.530,-0.230
4,7:41,2,19,CHI 30,13,30,Jay Cutler pass complete short right to Matt Forte for 1 yard (tackle by Malcolm Jenkins),-0.230,-0.760
4,6:57,3,18,CHI 31,13,30,Jay Cutler pass incomplete short middle intended for Dane Sanzenbacher,-0.760,-1.310
4,6:54,4,18,CHI 31,13,30,Adam Podlesh punts 48 yards,-1.310,-0.340
4,6:46,1,10,NOR 21,13,30,Drew Brees pass incomplete short left intended for Pierre Thomas,0.340,-0.200
4,6:39,2,10,NOR 21,13,30,Drew Brees pass complete short right to Robert Meachem for -3 yards (tackle by Tim Jennings),-0.200,-1.410
4,5:55,,,,13,30,Timeout #1 by New Orleans Saints,0.000,-1.410
4,5:55,3,13,NOR 18,13,30,Drew Brees pass complete short right to Darren Sproles for 2 yards (tackle by Amobi Okoye),-1.410,-2.030
4,5:42,,,,13,30,Timeout #1 by Chicago Bears,0.000,-2.030
4,5:41,4,11,NOR 20,13,30,Thomas Morstead punts 50 yards,-2.030,-0.940
4,5:35,1,10,CHI 30,13,30,"Penalty on Frank Omiyale: False Start, 5 yards (no play)",0.940,0.610
4,5:35,1,15,CHI 25,13,30,Jay Cutler pass complete short right to Dane Sanzenbacher for 17 yards (tackle by Leigh Torrence),0.610,1.730
4,5:07,1,10,CHI 42,13,30,"Jay Cutler pass complete short left to Sam Hurd for 13 yards (tackle by Roman Harper and Jabari Greer). Sam Hurd fumbles (forced by Roman Harper), ball out of bounds at NOR-45",1.730,2.590
4,4:51,1,10,NOR 45,13,30,"Penalty on J'Marcus Webb: False Start, 5 yards (no play)",2.590,2.260
4,4:50,1,15,,13,30,Jay Cutler pass incomplete short right intended for Devin Hester,2.260,1.370
4,4:45,2,15,,13,30,Jay Cutler pass incomplete short right intended for Kahlil Bell. Penalty on Dane Sanzenbacher: Offensive Pass Interference (Declined),1.370,0.700
4,4:41,3,15,,13,30,Jay Cutler sacked by Roman Harper for -9 yards,0.700,-0.650
4,4:23,,,,13,30,Timeout #2 by Chicago Bears,0.000,-0.650
4,4:23,4,24,CHI 41,13,30,Jay Cutler sacked by Roman Harper and Malcolm Jenkins for -14 yards,-0.650,-3.780
4,4:16,1,10,CHI 27,13,30,Mark Ingram left end for 2 yards (tackle by Charles Tillman and Tim Jennings),3.780,3.500
4,3:44,2,8,CHI 25,13,30,"Mark Ingram right end for 6 yards (tackle by Charles Tillman). Mark Ingram fumbles (forced by Charles Tillman), recovered by Charles Tillman at CHI-8 and returned for 1 yards (tackle by Jed Collins)",3.500,0.380
4,3:36,1,10,CHI 9,13,30,Jay Cutler sacked by Junior Galette for -7 yards,-0.380,-1.290
4,3:02,2,17,CHI 2,13,30,Jay Cutler pass incomplete short left intended for Devin Hester,-1.290,-2.240
4,2:59,3,17,CHI 2,13,30,Jay Cutler pass incomplete short left intended for Devin Hester,-2.240,-2.490
4,2:54,4,17,CHI 2,13,30,"Adam Podlesh punts 47 yards, fair catch by Darren Sproles",-2.490,-2.320
4,2:46,1,10,CHI 49,13,30,Pierre Thomas right guard for 4 yards (tackle by Israel Idonije and Nick Roach),2.320,2.320
4,2:00,2,6,CHI 45,13,30,Pierre Thomas right guard for 2 yards (tackle by Lance Briggs),2.320,1.880
4,1:14,3,4,CHI 43,13,30,Mark Ingram left tackle for 1 yard (tackle by Anthony Adams and Matt Toeaina),1.880,0.460
4,0:29,,,,13,30,Timeout #2 by New Orleans Saints,0.000,0.460
4,0:29,4,3,CHI 42,13,30,Mark Ingram left end for 5 yards (tackle by Craig Steltz),0.460,2.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
