Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Davone Bess,MIA,0,0,,0,0,2,23,11.5,0,12
Nolan Carroll,MIA,5,130,26.0,0,37,0,0,,0,0
Lousaka Polite,MIA,1,10,10.0,0,10,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Tramon Williams,GNB,0,0,,0,0,3,7,2.3,0,4
Pat Lee,GNB,4,81,20.3,0,28,0,0,,0,0
Jordy Nelson,GNB,1,18,18.0,0,18,0,0,,0,0
