Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Denzel Ward,CLE,0,7,3,42.9%,44,14.7,6.3,1,103.6,14.3,39,5,2,0,1,0.5,2,4,0,0.0%
Greedy Williams,CLE,1,5,3,60.0%,26,8.7,5.2,0,34.2,15.8,22,4,0,0,0,0.0,0,6,0,0.0%
Malcolm Smith,CLE,0,3,3,100.0%,38,12.7,12.7,0,118.7,10.3,31,7,0,0,0,0.0,0,8,0,0.0%
M.J. Stewart,CLE,0,4,3,75.0%,11,3.7,2.8,0,77.1,-0.5,2,9,0,0,0,0.0,0,4,0,0.0%
Troy Hill,CLE,0,6,3,50.0%,23,7.7,3.8,0,59.7,4.5,10,13,0,0,0,0.0,0,4,1,20.0%
Sione Takitaki,CLE,0,4,2,50.0%,18,9.0,4.5,0,62.5,1.3,5,13,2,0,0,0.0,0,2,1,33.3%
A.J. Green,CLE,0,1,1,100.0%,20,20.0,20.0,0,118.7,20.0,20,0,0,0,0,0.0,0,2,0,0.0%
Grant Delpit,CLE,0,1,1,100.0%,6,6.0,6.0,0,91.7,-6.0,-6,12,0,0,0,0.0,0,3,0,0.0%
Elijah Lee,CLE,0,1,1,100.0%,17,17.0,17.0,0,118.7,16.0,16,1,0,0,0,0.0,0,2,0,0.0%
Myles Garrett,CLE,0,1,0,0.0%,,,0.0,,39.6,-4.0,,,0,2,3,0.5,6,5,0,0.0%
Jadeveon Clowney,CLE,0,0,0,,,,,,,,,,0,3,0,0.0,3,1,0,0.0%
Malik Jackson,CLE,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,1,33.3%
John Johnson,CLE,0,2,0,0.0%,,,0.0,,39.6,15.5,,,1,0,1,0.0,1,2,1,33.3%
Malik McDowell,CLE,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,1,33.3%
Takkarist McKinley,CLE,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
Ronnie Harrison,CLE,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Jeremiah Owusu-Koramoah,CLE,0,1,0,0.0%,,,0.0,,39.6,-4.0,,,3,0,0,0.0,0,7,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Nick Vigil,MIN,0,4,3,75.0%,19,6.3,4.8,0,84.4,-1.3,-9,28,1,0,0,0.0,0,4,2,33.3%
Bashaud Breeland,MIN,0,2,2,100.0%,24,12.0,12.0,0,116.7,6.0,12,12,0,0,0,0.0,0,2,0,0.0%
Harrison Smith,MIN,0,4,2,50.0%,43,21.5,10.8,0,88.5,18.5,37,6,2,0,0,0.0,0,8,0,0.0%
Patrick Peterson,MIN,0,5,2,40.0%,20,10.0,4.0,0,52.1,10.2,13,7,0,0,0,0.0,0,2,0,0.0%
Blake Lynch,MIN,0,3,2,66.7%,12,6.0,4.0,0,74.3,4.7,8,4,0,0,0,0.0,0,8,0,0.0%
Danielle Hunter,MIN,0,1,1,100.0%,9,9.0,9.0,0,104.2,-3.0,-3,12,0,2,0,1.0,3,7,0,0.0%
Eric Kendricks,MIN,0,2,1,50.0%,5,5.0,2.5,0,56.2,4.0,4,1,6,0,0,0.0,0,10,1,9.1%
Cameron Dantzler,MIN,0,5,1,20.0%,12,12.0,2.4,0,39.6,15.6,12,0,0,0,0,0.0,0,5,0,0.0%
Xavier Woods,MIN,0,1,1,100.0%,11,11.0,11.0,0,112.5,-3.0,-3,14,0,0,0,0.0,0,11,0,0.0%
Everson Griffen,MIN,0,0,0,,,,,,,,,,0,2,0,1.0,3,3,0,0.0%
Sheldon Richardson,MIN,0,0,0,,,,,,,,,,0,1,0,0.0,1,5,0,0.0%
Dalvin Tomlinson,MIN,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Michael Pierce,MIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,2,66.7%
Mackensie Alexander,MIN,0,4,0,0.0%,,,0.0,,39.6,23.5,,,0,0,0,0.0,0,0,0,
