Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
1,3:23,1,10,HOU 26,0,3,Kyle Allen pass complete to Brevin Jordan for 20 yards,0.670,1.990
1,2:40,1,10,HOU 46,0,3,Kyle Allen pass incomplete deep left intended for Nico Collins,1.990,1.450
1,2:34,2,10,HOU 46,0,3,Dameon Pierce left guard for 11 yards (tackle by Jordan Elliott),1.450,2.720
1,1:54,1,10,CLE 43,0,3,Dameon Pierce left guard for 9 yards (tackle by Jadeveon Clowney),2.720,3.390
1,1:12,2,1,CLE 34,0,3,Dameon Pierce right tackle for 6 yards (tackle by Taven Bryan and Sione Takitaki),3.390,3.710
1,0:35,1,10,CLE 28,0,3,Kyle Allen pass complete short left to Nico Collins for 13 yards (tackle by Greg Newsome),3.710,4.580
Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 15,0,3,Kyle Allen pass complete short left to Jordan Akins for 6 yards (tackle by Greg Newsome),4.580,5.030
2,14:33,2,4,CLE 9,0,3,Dare Ogunbowale left guard for 6 yards (tackle by Perrion Winfrey and Grant Delpit),5.030,6.510
2,14:02,1,3,CLE 3,0,3,Kyle Allen pass incomplete short right intended for Teagan Quitoriano,6.510,5.530
2,13:55,2,3,CLE 3,0,3,Kyle Allen pass incomplete short left intended for Nico Collins,5.530,4.720
2,13:51,,,,,,Timeout #1 by Houston Texans,,
2,13:51,3,3,CLE 3,0,3,Dare Ogunbowale up the middle for 2 yards (tackle by Myles Garrett),4.720,3.550
2,13:04,4,1,CLE 1,0,3,Kyle Allen pass incomplete short left intended for Troy Hairston (defended by Grant Delpit),3.550,0.380
2,13:02,1,10,CLE 1,0,3,Nick Chubb up the middle for 1 yard (tackle by Christian Harris),-0.380,-0.710
2,12:24,2,9,CLE 2,0,3,"Penalty on Wyatt Teller: False Start, 1 yard (accepted) (no play)",-0.710,-0.780
2,12:00,2,10,CLE 1,0,5,"Nick Chubb up the middle for -1 yards (tackle by Roy Lopez), safety.",-0.780,-2.000
2,11:53,,,CLE 20,0,5,"Corey Bojorquez kicks off 79 yards, returned by Desmond King for 50 yards (tackle by A.J. Green)",0.000,2.320
2,11:44,1,10,CLE 49,0,5,Dameon Pierce up the middle for no gain (tackle by Alex Wright and Jordan Elliott),2.320,1.780
2,11:05,2,10,CLE 49,0,5,Kyle Allen pass complete short right to Dameon Pierce for 1 yard (tackle by Sione Takitaki and Alex Wright),1.780,1.220
2,10:21,3,9,CLE 48,0,5,Kyle Allen pass complete short middle to Jordan Akins for 4 yards (tackle by Greg Newsome),1.220,0.330
2,9:47,4,4,CLE 44,0,5,Cameron Johnston punts 43 yards downed by Tremon Smith,0.330,0.380
2,9:35,1,10,CLE 1,0,5,Deshaun Watson pass complete short left to Amari Cooper for 8 yards (tackle by Christian Harris),-0.380,-0.200
2,9:00,2,2,CLE 9,0,5,Kareem Hunt left end for 7 yards (tackle by Steven Nelson),-0.200,-0.140
2,8:27,1,10,CLE 16,0,5,Deshaun Watson pass complete short left to Pharaoh Brown for 11 yards (tackle by M.J. Stewart),-0.140,0.740
2,7:53,1,10,CLE 27,0,5,"Deshaun Watson left end for 2 yards (tackle by Christian Kirksey). Penalty on Donovan Peoples-Jones: Offensive Holding, 10 yards (accepted)",0.740,0.120
2,7:27,1,18,CLE 19,0,5,Nick Chubb left end for 2 yards (tackle by Christian Kirksey),0.120,-0.610
2,6:45,2,16,CLE 21,0,5,Deshaun Watson pass complete short left to Donovan Peoples-Jones for 14 yards (tackle by Jalen Pitre),-0.610,0.560
2,6:10,3,2,CLE 35,0,5,Nick Chubb left guard for 1 yard (tackle by Ogbonnia Okoronkwo),0.560,-0.980
2,5:31,4,1,CLE 36,0,5,Corey Bojorquez punts 56 yards downed by Anthony Schwartz,-0.980,0.380
2,5:20,1,10,HOU 8,0,5,Dameon Pierce up the middle for 2 yards (tackle by Alex Wright and Perrion Winfrey),-0.380,-0.630
2,4:42,2,8,HOU 10,0,5,Kyle Allen pass incomplete short right intended for Brevin Jordan,-0.630,-1.190
2,4:37,3,8,HOU 10,0,5,Kyle Allen pass complete short left to Dare Ogunbowale for 6 yards (tackle by Martin Emerson),-1.190,-2.390
2,4:01,4,2,HOU 16,6,5,"Cameron Johnston punts 60 yards, returned by Donovan Peoples-Jones for 76 yards, touchdown",-2.390,-7.000
2,3:41,,,HOU 15,7,5,Cade York kicks extra point good,0.000,0.000
2,3:41,,,CLE 35,7,5,"Cade York kicks off 54 yards, returned by Dare Ogunbowale for 21 yards (tackle by Grant Delpit)",0.000,1.070
2,3:31,1,10,HOU 32,7,5,Kyle Allen pass complete short left to Dameon Pierce for 14 yards (tackle by Jeremiah Owusu-Koramoah and Sione Takitaki),1.070,1.990
2,2:52,1,10,HOU 46,7,5,Kyle Allen pass complete short right to Chris Moore for 3 yards (tackle by Denzel Ward and John Johnson),1.990,1.860
2,2:09,2,7,HOU 49,7,5,Kyle Allen pass complete short right to Brevin Jordan for 5 yards (tackle by Martin Emerson and Jeremiah Owusu-Koramoah),1.860,1.820
2,2:00,3,2,CLE 46,7,5,"Kyle Allen aborted snap, recovered by Kyle Allen at CLE-46 and returned for -4 yards (tackle by Myles Garrett)",1.820,-0.060
2,1:15,4,6,HOU 50,7,5,Cameron Johnston punts 41 yards out of bounds,-0.060,0.380
2,1:22,1,10,CLE 9,7,5,"Kareem Hunt left guard for 7 yards (tackle by Roy Lopez). Penalty on Maliek Collins: Defensive Holding, 5 yards (accepted)",-0.380,0.340
2,1:17,1,10,CLE 21,7,5,Deshaun Watson pass complete short left to Harrison Bryant for 6 yards (tackle by Maliek Collins and Jalen Pitre),0.340,0.610
2,0:54,2,4,CLE 27,7,5,Deshaun Watson pass incomplete short middle intended for Kareem Hunt (defended by Mario Addison),0.610,-0.100
2,0:49,3,4,CLE 27,7,5,Deshaun Watson pass incomplete short middle,-0.100,-1.570
2,0:46,4,4,CLE 27,7,5,"Corey Bojorquez punts 67 yards, returned by Desmond King for 20 yards (tackle by Mike Brown)",-1.570,-0.670
2,0:32,1,10,HOU 26,7,5,Kyle Allen pass incomplete deep left intended for Nico Collins,0.670,0.130
2,0:27,2,10,HOU 26,7,5,Kyle Allen pass incomplete short right intended for Phillip Dorsett (defended by Greg Newsome),0.130,-0.560
2,0:23,3,10,HOU 26,7,5,Kyle Allen pass complete short left to Dare Ogunbowale for 7 yards (tackle by Alex Wright),-0.560,-1.180
2,0:16,,,,,,Timeout #1 by Cleveland Browns,,
2,0:16,4,3,HOU 33,7,5,"Cameron Johnston punts 47 yards, fair catch by Donovan Peoples-Jones at CLE-20",-1.180,-0.280
2,0:11,1,10,CLE 20,7,5,Kareem Hunt left end for 11 yards (tackle by Christian Kirksey and Christian Harris),0.280,1.000
2,0:03,,,,,,Timeout #2 by Cleveland Browns,,
2,0:03,1,10,CLE 31,7,5,"Kareem Hunt right guard for 6 yards. Kareem Hunt fumbles (forced by Tavierre Thomas), recovered by Kareem Hunt at CLE-37 (tackle by Ogbonnia Okoronkwo)",1.000,1.270
Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,7,5,"Ka'imi Fairbairn kicks off 64 yards, returned by Jerome Ford for 12 yards (tackle by Jalen Reeves-Maybin)",0.000,-0.320
3,14:55,1,10,CLE 13,7,5,Nick Chubb right guard for 9 yards (tackle by Jalen Pitre and Desmond King),-0.320,0.490
3,14:17,2,1,CLE 22,7,5,Deshaun Watson pass complete short right to Amari Cooper for 9 yards (tackle by Jalen Pitre and Jonathan Owens),0.490,1.000
3,13:35,1,10,CLE 31,7,5,Deshaun Watson pass incomplete short middle intended for Nick Chubb,1.000,0.460
3,13:29,2,10,CLE 31,7,5,Anthony Schwartz left end for 6 yards (tackle by Desmond King),0.460,0.560
3,12:54,3,4,CLE 37,7,5,Deshaun Watson pass complete short middle to Amari Cooper for 13 yards (tackle by Jalen Pitre),0.560,2.260
3,12:16,1,10,HOU 50,7,5,Nick Chubb right tackle for 3 yards (tackle by Jalen Pitre and Jonathan Owens),2.260,2.120
3,11:34,2,7,HOU 47,7,5,Deshaun Watson up the middle for 1 yard (tackle by Mario Addison),2.120,1.550
3,10:55,3,6,HOU 46,7,5,Deshaun Watson pass incomplete short left intended for Amari Cooper,1.550,0.200
3,10:47,4,6,HOU 46,7,5,"Corey Bojorquez punts 44 yards downed by A.J. Green. Penalty on Desmond King: Illegal Block Above the Waist, 1 yard (accepted)",0.200,0.380
3,10:38,1,10,HOU 1,7,5,"Dameon Pierce for no gain (tackle by Tony Fields). Penalty on Teagan Quitoriano: Illegal Formation, 5 yards (declined)",-0.380,-0.780
3,10:16,2,10,HOU 1,13,5,"Kyle Allen for 1 yard. Kyle Allen fumbles (forced by Tony Fields), recovered by Denzel Ward at HOU-4 and returned for 4 yards, touchdown",-0.780,-7.000
3,10:10,,,HOU 15,14,5,Cade York kicks extra point good,0.000,0.000
3,10:10,,,CLE 35,14,5,"Cade York kicks off 62 yards, returned by Tremon Smith for 21 yards (tackle by Greedy Williams and A.J. Green)",0.000,0.540
3,10:03,1,10,HOU 24,14,5,Dameon Pierce left guard for 3 yards (tackle by Perrion Winfrey and Sione Takitaki),0.540,0.400
3,9:23,2,7,HOU 27,14,5,"Kyle Allen pass complete short left to Phillip Dorsett for 6 yards (tackle by Martin Emerson). Penalty on Myles Garrett: Defensive Offside, 5 yards (declined) . Penalty on Nico Collins: Illegal Formation, 5 yards (offset) . Penalty on Taven Bryan: Roughing the Passer, 15 yards (accepted) (no play)",0.400,1.730
3,8:58,1,10,HOU 42,14,5,Kyle Allen pass complete short right to Phillip Dorsett for 7 yards (tackle by Sione Takitaki),1.730,2.200
3,8:27,2,2,HOU 49,14,5,Kyle Allen pass complete short left to Brevin Jordan for 14 yards (tackle by Denzel Ward and Grant Delpit),2.200,3.120
3,7:45,1,10,CLE 37,14,5,"Chris Moore left end for no gain (tackle by Greg Newsome). Penalty on Chase Winovich: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",3.120,4.110
3,7:10,1,10,CLE 22,14,5,Dameon Pierce left guard for 6 yards (tackle by Tony Fields and Sione Takitaki),4.110,4.460
3,6:30,2,4,CLE 16,14,5,Dameon Pierce up the middle for 1 yard (tackle by Jeremiah Owusu-Koramoah),4.460,3.930
3,5:51,3,3,CLE 15,14,5,Dameon Pierce right end for -2 yards (tackle by Deion Jones and Jadeveon Clowney),3.930,2.360
3,5:12,4,5,CLE 17,14,8,Ka'imi Fairbairn 35 yard field goal good,2.360,3.000
3,5:08,,,HOU 35,14,8,"Ka'imi Fairbairn kicks off 67 yards, returned by Jerome Ford for 23 yards (tackle by Tavierre Thomas)",0.000,0.340
3,5:01,1,10,CLE 21,14,8,Deshaun Watson pass complete short right to Donovan Peoples-Jones for 3 yards,0.340,0.210
3,4:23,2,7,CLE 24,14,8,Nick Chubb left tackle for 21 yards (tackle by Jalen Pitre),0.210,1.930
3,3:42,1,10,CLE 45,14,8,Nick Chubb right guard for 5 yards (tackle by Desmond King),1.930,2.060
3,3:08,2,5,HOU 50,14,8,Nick Chubb right end for no gain (tackle by Roy Lopez and Ogbonnia Okoronkwo),2.060,1.360
3,2:21,3,5,HOU 50,14,8,Deshaun Watson sacked by Ogbonnia Okoronkwo for -1 yards,1.360,-0.130
3,1:43,4,6,CLE 49,14,8,"Corey Bojorquez punts 40 yards, returned by Desmond King for 8 yards (tackle by Charley Hughlett and Chase Winovich)",-0.130,-0.150
3,1:31,1,10,HOU 19,14,8,Dameon Pierce up the middle for 1 yard (tackle by Sione Takitaki and Perrion Winfrey),0.150,-0.200
3,0:54,2,9,HOU 20,14,8,Kyle Allen pass incomplete short left intended for Teagan Quitoriano (defended by Denzel Ward),-0.200,-0.940
3,0:49,3,9,HOU 20,14,8,Kyle Allen pass incomplete deep left intended for Nico Collins,-0.940,-2.030
3,0:45,4,9,HOU 20,14,8,"Cameron Johnston punts 51 yards, returned by Donovan Peoples-Jones for 4 yards (tackle by Blake Cashman)",-2.030,-1.140
3,0:34,1,10,CLE 33,14,8,Deshaun Watson pass incomplete short right intended for Demetric Felton,1.140,0.590
3,0:31,2,10,CLE 33,14,8,Kareem Hunt right end for 15 yards (tackle by Christian Kirksey and Jalen Pitre),0.590,2.130
Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 48,14,8,Kareem Hunt right end for 1 yard (tackle by Jalen Pitre and Desmond King),2.130,1.720
4,14:20,2,9,CLE 49,14,8,Kareem Hunt up the middle for 2 yards (tackle by Rasheem Green and Christian Kirksey),1.720,1.290
4,13:39,3,7,HOU 49,14,8,Deshaun Watson pass complete short left to Amari Cooper for 10 yards (tackle by Jonathan Owens),1.290,2.980
4,13:04,1,10,HOU 39,14,8,Kareem Hunt left end for 9 yards (tackle by Jalen Pitre and Jake Hansen),2.980,3.660
4,12:28,2,1,HOU 30,14,8,Nick Chubb right guard for 1 yard (tackle by Jalen Pitre and Christian Harris),3.660,3.640
4,11:49,1,10,HOU 29,14,8,Nick Chubb right tackle for 3 yards (tackle by Roy Lopez),3.640,3.510
4,10:58,2,7,HOU 26,14,8,"Nick Chubb for 1 yard (tackle by Desmond King). Penalty on Donovan Peoples-Jones: Illegal Block Above the Waist, 10 yards (accepted) (no play)",3.510,2.160
4,10:32,2,17,HOU 36,14,8,Deshaun Watson scrambles right end for 11 yards (tackle by Jonathan Owens),2.160,2.940
4,9:47,3,6,HOU 25,14,8,Deshaun Watson pass incomplete deep left intended for Amari Cooper,2.940,1.830
4,9:40,4,6,HOU 25,17,8,Cade York 43 yard field goal good,1.830,3.000
4,9:36,,,CLE 35,17,8,"Cade York kicks off 65 yards, touchback.",0.000,0.610
4,9:36,1,10,HOU 25,23,8,"Kyle Allen pass short middle (defended by Chase Winovich) intended for Dare Ogunbowale is intercepted by Tony Fields at HOU-16 and returned for 16 yards, touchdown",0.610,-7.000
4,9:30,,,HOU 15,24,8,Cade York kicks extra point good,0.000,0.000
4,9:30,,,CLE 35,24,8,"Cade York kicks off 65 yards, touchback.",0.000,0.610
4,9:30,1,10,HOU 25,24,8,Kyle Allen pass complete short right to Brevin Jordan for 7 yards (tackle by Grant Delpit),0.610,1.010
4,8:53,2,3,HOU 32,24,8,Kyle Allen pass complete short middle to Chris Moore for 4 yards (tackle by Greg Newsome),1.010,1.330
4,8:12,1,10,HOU 36,24,8,Kyle Allen pass incomplete deep right intended for Nico Collins,1.330,0.790
4,8:05,2,10,HOU 36,24,8,Kyle Allen pass incomplete deep left,0.790,0.100
4,7:59,3,10,HOU 36,24,8,Kyle Allen pass incomplete intended for Jordan Akins (defended by Alex Wright),0.100,-0.980
4,7:54,4,10,HOU 36,24,8,"Cameron Johnston punts 64 yards, touchback.",-0.980,-0.280
4,7:46,1,10,CLE 20,24,8,Nick Chubb right guard for -1 yards (tackle by M.J. Stewart and Jake Hansen),0.280,-0.460
4,7:05,2,11,CLE 19,24,8,Deshaun Watson right end for 8 yards (tackle by Steven Nelson and Jerry Hughes),-0.460,-0.030
4,6:19,3,3,CLE 27,24,8,"Penalty on Deshaun Watson: False Start, 5 yards (accepted) (no play)",-0.030,-0.690
4,6:19,3,8,CLE 22,24,8,Nick Chubb right end for 2 yards (tackle by Jalen Pitre and Rasheem Green),-0.690,-1.770
4,5:44,4,6,CLE 24,24,8,"Corey Bojorquez punts 64 yards, returned by Desmond King for 14 yards. Desmond King fumbles (forced by Jordan Kunaszyk), recovered by Tony Fields at HOU-33 and returned for 1 yard (tackle by Jacobi Francis)",-1.770,3.450
4,5:29,,,,,,Timeout #1 by Cleveland Browns,,
4,5:29,1,10,HOU 32,24,8,Jerome Ford for no gain (tackle by Kurt Hinish and Jalen Pitre),3.450,2.900
4,5:22,,,,,,Timeout #1 by Houston Texans,,
4,5:22,2,10,HOU 32,24,8,Jerome Ford for -1 yards (tackle by Jake Hansen and Christian Harris),2.900,2.080
4,5:17,,,,,,Timeout #2 by Houston Texans,,
4,5:17,3,11,HOU 33,24,8,"Jerome Ford for no gain (tackle by Kurt Hinish). Penalty on Michael Dwumfour: Defensive Offside, 5 yards (accepted) (no play)",2.080,2.740
4,4:51,3,6,HOU 28,24,8,Jerome Ford right tackle for 4 yards (tackle by Jonathan Owens and Christian Kirksey),2.740,1.990
4,4:08,4,2,HOU 24,27,8,Cade York 42 yard field goal good,1.990,3.000
4,4:03,,,CLE 35,27,8,"Cade York kicks off 65 yards, touchback.",0.000,0.610
4,4:03,1,10,HOU 25,27,8,Dameon Pierce up the middle for 7 yards (tackle by A.J. Green and Perrion Winfrey),0.610,1.010
4,3:40,2,3,HOU 32,27,8,Kyle Allen pass complete deep middle to Nico Collins for 16 yards (tackle by Greedy Williams),1.010,2.130
4,3:18,1,10,HOU 48,27,8,Kyle Allen pass complete short middle to Dameon Pierce for 7 yards (tackle by Tony Fields and Greedy Williams),2.130,2.530
4,2:54,2,3,CLE 45,27,8,Kyle Allen pass incomplete short right intended for Jordan Akins,2.530,1.820
4,2:46,3,3,CLE 45,27,8,Kyle Allen pass incomplete short right,1.820,0.270
4,2:41,4,3,CLE 45,27,8,Kyle Allen pass complete deep left to Chris Moore for 39 yards (tackle by Deion Jones and Ronnie Harrison),0.270,5.830
4,2:00,1,6,CLE 6,27,14,"Kyle Allen pass complete short middle to Nico Collins for 6 yards, touchdown",5.830,7.000
4,1:57,,,CLE 2,27,14,Two Point Attempt: Kyle Allen pass incomplete,1.000,-1.000
4,1:57,,,HOU 35,27,14,"Ka'imi Fairbairn kicks onside 11 yards, out of bounds",0.000,2.520
4,1:56,1,10,HOU 46,27,14,Deshaun Watson kneels for -1 yards,2.520,1.840
4,1:16,2,11,HOU 47,27,14,Deshaun Watson kneels for no gain,1.840,1.160
4,0:37,3,11,HOU 47,27,14,Deshaun Watson kneels for no gain,1.160,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
