Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Amari Cooper,CLE,9,4,40,0,3,23,5.8,17,4.3,9.4,0,,0,0.0,1,18.1
Donovan Peoples-Jones,CLE,3,3,44,0,1,24,8.0,20,6.7,8.0,0,,0,0.0,0,118.7
Kareem Hunt,CLE,3,2,18,0,1,16,8.0,2,1.0,6.0,0,,0,0.0,0,82.6
Anthony Schwartz,CLE,1,1,12,0,,5,5.0,7,7.0,5.0,0,,0,0.0,0,116.7
Pharaoh Brown,CLE,1,1,11,0,1,-1,-1.0,12,12.0,-1.0,0,,0,0.0,0,112.5
Harrison Bryant,CLE,1,1,6,0,0,0,0.0,6,6.0,0.0,0,,0,0.0,0,91.7
David Bell,CLE,1,0,0,0,,0,,0,,6.0,0,,0,0.0,0,39.6
Demetric Felton,CLE,1,0,0,0,,0,,0,,7.0,0,,0,0.0,0,39.6
Nick Chubb,CLE,1,0,0,0,0,0,,0,,3.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Brevin Jordan,HOU,5,4,46,0,2,24,6.0,22,5.5,5.0,0,,1,20.0,0,105.0
Nico Collins,HOU,10,3,35,1,3,22,7.3,13,4.3,17.3,1,3.0,0,0.0,0,75.0
Chris Moore,HOU,3,3,46,0,2,20,6.7,26,8.7,6.7,2,1.5,0,0.0,0,118.7
Dameon Pierce,HOU,3,3,22,0,1,1,0.3,21,7.0,0.3,3,1.0,0,0.0,0,97.2
Jordan Akins,HOU,6,3,21,0,1,3,1.0,18,6.0,2.0,0,,1,16.7,0,58.3
Phillip Dorsett,HOU,3,2,18,0,1,10,5.0,8,4.0,5.7,0,,0,0.0,0,82.6
Dare Ogunbowale,HOU,3,2,13,0,0,0,0.0,13,6.5,-3.0,1,2.0,0,0.0,1,36.1
Troy Hairston,HOU,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
Teagan Quitoriano,HOU,3,0,0,0,,0,,0,,16.7,0,,1,33.3,1,0.0
