Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,17,80,0,3,37,2.2,43,2.5,0,
Kareem Hunt,CLE,9,56,0,3,22,2.4,34,3.8,1,9.0
Deshaun Watson,CLE,7,21,0,0,15,2.1,6,0.9,0,
Jerome Ford,CLE,3,3,0,,-1,-0.3,4,1.3,0,
Harrison Bryant,CLE,1,8,0,1,6,6.0,2,2.0,0,
Anthony Schwartz,CLE,1,6,0,,4,4.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dameon Pierce,HOU,18,73,0,3,38,2.1,35,1.9,3,6.0
Kyle Allen,HOU,2,1,0,0,0,0.0,1,0.5,0,
Dare Ogunbowale,HOU,2,8,0,1,4,2.0,4,2.0,0,
