Quarter,Time,Down,ToGo,Location,NYG,KAN,Detail,EPB,EPA
1,1:07,2,9,KAN 21,7,3,Matt Cassel pass incomplete short left intended for Dwayne Bowe (defended by Bruce Johnson),-0.130,-0.820
1,1:03,3,9,KAN 21,7,3,Matt Cassel pass complete short left to Sean Ryan for 4 yards (tackle by C.C. Brown),-0.820,-1.700
1,0:23,4,5,KAN 25,7,3,Dustin Colquitt punts 46 yards,-1.700,-0.870
1,0:12,1,10,NYG 29,7,3,Eli Manning pass complete short left to Travis Beckum for 15 yards (tackle by Jarrad Page),0.870,1.860
Quarter,Time,Down,ToGo,Location,NYG,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 44,7,3,Ahmad Bradshaw middle for 11 yards (tackle by Tamba Hali),1.860,2.590
2,14:28,1,10,KAN 45,7,3,Ahmad Bradshaw right end for 5 yards (tackle by Mike Vrabel),2.590,2.720
2,13:45,2,5,KAN 40,7,3,"Eli Manning pass incomplete short middle intended for Steve Smith. Penalty on Jarrad Page: Unnecessary Roughness, 15 yards (no play)",2.720,3.910
2,13:39,1,10,KAN 25,13,3,"Eli Manning pass complete deep middle to Steve Smith for 25 yards, touchdown",3.910,7.000
2,,,,KAN 2,14,3,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,NYG 30,14,3,"Lawrence Tynes kicks off 72 yards, returned by Jamaal Charles for 32 yards (tackle by Dave Tollefson)",0.000,0.940
2,13:26,1,10,KAN 30,14,3,Matt Cassel pass incomplete deep middle intended for Mark Bradley,0.940,0.390
2,13:21,2,10,KAN 30,14,3,Matt Cassel pass incomplete short left intended for Dwayne Bowe,0.390,-0.300
2,13:17,3,10,KAN 30,14,3,Matt Cassel pass complete short left to Larry Johnson for -1 yards (tackle by Justin Tuck),-0.300,-1.440
2,12:45,4,11,KAN 29,14,3,"Dustin Colquitt punts 59 yards, returned by Sinorice Moss for 11 yards (tackle by Terrance Copper)",-1.440,-0.480
2,12:36,1,10,NYG 23,14,3,Brandon Jacobs middle for 7 yards (tackle by Wallace Gilberry and Mike Brown),0.480,0.880
2,12:02,2,3,NYG 30,14,3,Brandon Jacobs left end for 10 yards (tackle by Brandon Carr),0.880,1.600
2,11:20,1,10,NYG 40,14,3,Brandon Jacobs middle for 5 yards (tackle by Wallace Gilberry),1.600,1.730
2,10:43,2,5,NYG 45,14,3,Eli Manning pass incomplete deep middle intended for Mario Manningham (defended by Brandon Flowers),1.730,1.030
2,10:37,3,5,NYG 45,14,3,Eli Manning pass incomplete short right intended for Kevin Boss,1.030,-0.390
2,10:32,4,5,NYG 45,14,3,"Jeff Feagles punts 45 yards, fair catch by Bobby Wade",-0.390,0.380
2,10:24,1,10,KAN 10,14,3,Larry Johnson right guard for 4 yards (tackle by Aaron Rouse),-0.380,-0.460
2,9:50,2,6,KAN 14,14,3,"Matt Cassel for no gain. Matt Cassel fumbles, recovered by Mike Goff at KAN-11",-0.460,-1.300
2,9:06,3,9,KAN 11,14,3,Matt Cassel pass complete short right to Bobby Wade for 6 yards (tackle by Michael Boley),-1.300,-2.320
2,8:28,4,3,KAN 17,14,3,"Dustin Colquitt punts 46 yards, returned by Sinorice Moss for no gain",-2.320,-1.400
2,8:16,1,10,NYG 37,14,3,Ahmad Bradshaw right end for 4 yards (tackle by Ron Edwards),1.400,1.400
2,7:42,2,6,NYG 41,14,3,"Ahmad Bradshaw right guard for 4 yards (tackle by Demorrio Williams and Brandon Flowers). Penalty on Demorrio Williams: Unsportsmanlike Conduct, 15 yards",1.400,2.920
2,7:00,1,10,KAN 40,14,3,Ahmad Bradshaw left tackle for 5 yards (tackle by Demorrio Williams),2.920,3.050
2,6:20,2,5,KAN 35,14,3,Eli Manning pass incomplete short left intended for Mario Manningham (defended by Brandon Carr),3.050,2.340
,,,,,,,"NYG challenged the incomplete pass ruling, and the play was upheld.",,
2,6:11,3,5,KAN 35,14,3,Eli Manning pass incomplete short left intended for Steve Smith,2.340,0.980
2,6:06,4,5,KAN 35,14,3,"Jeff Feagles punts 28 yards, fair catch by Bobby Wade. Penalty on Bryan Kehl: Illegal Formation, 5 yards (no play)",0.980,0.590
2,5:58,4,10,KAN 40,14,3,"Jeff Feagles punts 31 yards, fair catch by Bobby Wade",0.590,0.380
2,5:50,1,10,KAN 9,14,3,Larry Johnson middle for 15 yards (tackle by Michael Johnson),-0.380,0.540
2,5:14,1,10,KAN 24,14,3,Larry Johnson middle for 2 yards (tackle by Mathias Kiwanuka and Danny Clark),0.540,0.270
2,4:41,2,8,KAN 26,14,3,Matt Cassel pass complete short right to Sean Ryan for no gain,0.270,-0.430
2,4:00,3,8,KAN 26,14,3,Matt Cassel pass complete short middle to Bobby Engram for 18 yards (tackle by C.C. Brown),-0.430,1.860
2,3:28,1,10,KAN 44,14,3,"Penalty on Sean Ryan: False Start, 5 yards (no play)",1.860,1.530
2,3:04,1,15,KAN 39,14,3,Larry Johnson middle for 2 yards (tackle by Antonio Pierce),1.530,0.910
2,2:27,2,13,KAN 41,14,3,Matt Cassel pass incomplete short right intended for Mark Bradley,0.910,0.230
2,2:23,3,13,KAN 41,14,3,Matt Cassel pass complete short middle to Mark Bradley for 9 yards (tackle by Terrell Thomas),0.230,-0.060
2,2:00,4,4,,14,3,"Penalty on Matt Cassel: False Start, 5 yards (no play)",-0.060,-0.390
2,2:00,4,9,KAN 45,14,3,Dustin Colquitt punts 42 yards,-0.390,0.320
2,1:49,1,10,NYG 13,14,3,Ahmad Bradshaw middle for 9 yards (tackle by Mike Brown),-0.320,0.490
2,1:25,2,1,NYG 22,14,3,Ahmad Bradshaw middle for 6 yards (tackle by Tamba Hali and Mike Brown),0.490,0.810
2,1:05,1,10,NYG 28,14,3,Eli Manning pass complete short middle to Steve Smith for 13 yards (tackle by Jarrad Page),0.810,1.660
2,0:58,,,,14,3,Timeout #2 by New York Giants,0.000,1.660
2,0:58,1,10,NYG 41,14,3,Eli Manning pass complete deep right to Steve Smith for 21 yards (tackle by Mike Brown),1.660,3.050
2,0:36,1,10,KAN 38,14,3,Eli Manning pass incomplete deep left intended for Mario Manningham (defended by Brandon Carr),3.050,2.510
2,0:29,2,10,KAN 38,14,3,Ahmad Bradshaw left end for 7 yards (tackle by Maurice Leggett),2.510,2.740
2,0:20,,,,14,3,Timeout #3 by New York Giants,0.000,2.740
2,0:20,3,3,KAN 31,14,3,Eli Manning pass complete deep middle to Kevin Boss for 24 yards (tackle by Jon McGraw),2.740,5.600
2,0:20,1,7,KAN 7,14,3,Eli Manning spiked the ball,5.600,4.760
2,0:02,2,7,KAN 7,17,3,Lawrence Tynes 25 yard field goal good,4.760,3.000
Quarter,Time,Down,ToGo,Location,NYG,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,17,3,Ryan Succop kicks onside 12 yards,0.000,2.790
3,14:59,1,10,KAN 42,17,3,Brandon Jacobs right end for -1 yards (tackle by Mike Vrabel and Ron Edwards),2.790,2.110
3,14:17,2,11,KAN 43,17,3,Eli Manning pass complete short right to Steve Smith for 8 yards (tackle by Demorrio Williams),2.110,2.480
3,13:36,3,3,KAN 35,17,3,Eli Manning pass incomplete short middle intended for Steve Smith (defended by Ron Edwards),2.480,0.990
3,13:31,4,3,KAN 35,17,3,Ahmad Bradshaw right end for 9 yards (tackle by Jarrad Page and Glenn Dorsey),0.990,3.840
3,12:52,1,10,KAN 26,17,3,"Brandon Jacobs middle for 3 yards (tackle by Demorrio Williams). Penalty on Rich Seubert: Offensive Holding, 10 yards (no play)",3.840,3.180
3,12:22,1,20,KAN 36,17,3,Eli Manning pass complete short left to Brandon Jacobs for -4 yards (tackle by Jon McGraw). Penalty on Kareem McKenzie: Illegal Formation (Declined),3.180,1.410
3,11:54,2,24,KAN 40,17,3,Eli Manning pass complete short right to Kevin Boss for 4 yards (tackle by Brandon Flowers),1.410,1.290
3,11:09,3,20,KAN 36,17,3,Eli Manning pass complete short left to Steve Smith for 14 yards (tackle by Brandon Carr),1.290,2.020
3,10:25,4,6,KAN 22,20,3,Lawrence Tynes 40 yard field goal good,2.020,3.000
3,,,,NYG 30,20,3,"Lawrence Tynes kicks off 67 yards, returned by Jamaal Charles for 21 yards (tackle by Jonathan Goff)",0.000,0.540
3,10:22,1,10,KAN 24,20,3,Matt Cassel sacked by Osi Umenyiora for -4 yards,0.540,-0.540
3,10:22,2,14,KAN 20,20,3,"Penalty on Fred Robbins: Encroachment, 5 yards (no play)",-0.540,0.130
3,9:23,2,9,KAN 25,20,3,"Matt Cassel sacked by Antonio Pierce for -9 yards. Matt Cassel fumbles (forced by Antonio Pierce), recovered by Brian Waters at KAN-16",0.130,-2.050
3,8:40,3,18,KAN 16,20,3,Matt Cassel pass complete short right to Mark Bradley for 10 yards (tackle by Fred Robbins),-2.050,-1.630
3,8:40,4,8,KAN 26,20,3,Dustin Colquitt punts 59 yards,-1.630,0.220
3,7:14,1,10,NYG 15,20,3,Brandon Jacobs left end for 17 yards (tackle by Mike Brown),-0.220,1.070
3,6:54,1,10,NYG 32,20,3,Brandon Jacobs middle for 4 yards (tackle by Jarrad Page and Demorrio Williams),1.070,1.070
3,6:11,2,6,NYG 36,20,3,Eli Manning pass complete deep middle to Steve Smith for 19 yards (tackle by Brandon Flowers),1.070,2.590
3,5:49,1,10,KAN 45,20,3,Eli Manning pass complete short left to Steve Smith for 9 yards (tackle by Tamba Hali),2.590,3.260
3,5:12,2,1,KAN 36,20,3,Eli Manning pass incomplete deep left intended for Mario Manningham,3.260,2.540
3,5:07,3,1,KAN 36,20,3,Eli Manning pass complete short right to Kevin Boss for 8 yards (tackle by Brandon Flowers),2.540,3.710
3,4:22,1,10,KAN 28,20,3,Ahmad Bradshaw left end for 3 yards (tackle by Ron Edwards),3.710,3.570
3,3:39,2,7,KAN 25,20,3,Eli Manning pass incomplete short right intended for Hakeem Nicks,3.570,2.870
3,3:34,3,7,KAN 25,20,3,Eli Manning pass complete short right to Kevin Boss for 5 yards (tackle by Mike Vrabel),2.870,2.250
3,3:05,4,2,KAN 20,20,3,Lawrence Tynes 38 yard field goal no good,2.250,-0.870
3,3:00,1,10,KAN 29,20,3,Jackie Battle right end for 3 yards (tackle by Dave Tollefson and Danny Clark),0.870,0.730
3,2:24,2,7,KAN 32,20,3,Larry Johnson right end for 10 yards (tackle by C.C. Brown),0.730,1.730
3,1:50,1,10,KAN 42,20,3,Larry Johnson middle for 3 yards (tackle by Mathias Kiwanuka and Antonio Pierce),1.730,1.590
3,1:08,2,7,KAN 45,20,3,Matt Cassel pass incomplete short right intended for Sean Ryan,1.590,0.890
3,1:03,3,7,KAN 45,20,3,Matt Cassel sacked by Osi Umenyiora for -10 yards,0.890,-1.040
3,0:35,4,17,KAN 35,20,3,"Dustin Colquitt punts 39 yards, returned by Sinorice Moss for 8 yards (tackle by Jamaal Charles)",-1.040,-1.200
3,0:25,1,10,NYG 34,20,3,Eli Manning pass complete short right to Madison Hedgecock for 9 yards (tackle by Demorrio Williams),1.200,1.870
Quarter,Time,Down,ToGo,Location,NYG,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,NYG 43,20,3,Eli Manning pass incomplete short left intended for Mario Manningham,1.870,1.160
4,14:57,3,1,NYG 43,20,3,Brandon Jacobs right tackle for 2 yards (tackle by Alex Magee),1.160,1.930
4,14:15,1,10,NYG 45,20,3,Ahmad Bradshaw middle for 1 yard (tackle by Jovan Belcher and Tamba Hali),1.930,1.520
4,13:36,2,9,NYG 46,20,3,Eli Manning pass incomplete deep left intended for Steve Smith,1.520,0.830
4,13:28,3,9,NYG 46,26,3,"Eli Manning pass complete short left to Hakeem Nicks for 54 yards, touchdown",0.830,7.000
4,,,,KAN 2,27,3,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,27,3,"Lawrence Tynes kicks off 71 yards, returned by Jamaal Charles for 53 yards (tackle by Lawrence Tynes)",0.000,2.390
4,13:08,1,10,NYG 48,27,3,"Larry Johnson right tackle for 19 yards (tackle by C.C. Brown). Larry Johnson fumbles (forced by C.C. Brown), recovered by Brian Waters at NYG-29. Penalty on Justin Tuck: Defensive Offside (Declined)",2.390,3.640
4,13:08,1,10,NYG 29,27,3,Larry Johnson middle for -1 yards (tackle by Michael Boley),3.640,2.970
4,12:11,2,11,NYG 30,27,3,Matt Cassel pass incomplete short left intended for Mark Bradley,2.970,2.280
4,12:07,3,11,NYG 30,27,3,Matt Cassel pass incomplete deep right intended for Dwayne Bowe,2.280,1.410
4,12:02,4,11,NYG 30,27,3,Matt Cassel pass complete short right to Bobby Engram for 12 yards (tackle by Corey Webster),1.410,4.370
,,,,,,,"KAN challenged the first down ruling, and the original play was overturned.",,
4,11:37,1,10,NYG 18,27,3,Matt Cassel pass complete short right to Larry Johnson for -1 yards (tackle by Michael Boley),4.370,3.670
4,10:58,2,11,NYG 19,27,3,Matt Cassel pass incomplete short left intended for Bobby Wade. Penalty on Sean Ryan: Offensive Pass Interfere (Declined),3.670,2.970
4,10:52,3,11,NYG 19,27,3,Matt Cassel pass incomplete short middle intended for Bobby Engram (defended by Terrell Thomas),2.970,2.180
4,10:48,4,11,NYG 19,27,3,Matt Cassel pass complete short right to Dwayne Bowe for 11 yards (tackle by Corey Webster),2.180,5.370
4,10:48,1,8,NYG 8,27,3,Larry Johnson left end for 7 yards (tackle by Terrell Thomas),5.370,5.910
4,9:37,2,1,NYG 1,27,3,--,5.910,6.970
4,9:31,1,1,NYG 1,27,9,"Matt Cassel pass complete short middle to Sean Ryan for 1 yard, touchdown",6.970,7.000
4,,,,,27,9,"Penalty on Sean Ryan: False Start, 5 yards (no play)",0.000,0.000
4,,,,,27,9,"Penalty on Dave Tollefson: Neutral Zone Infraction, 4 yards (no play)",0.000,1.000
4,,,,,27,9,"Two Point Attempt: Matt Cassel middle, conversion fails",1.000,-1.000
4,,,,KAN 30,27,9,"Ryan Succop kicks off 70 yards, touchback",0.000,0.280
4,9:26,1,10,NYG 20,27,9,Brandon Jacobs right tackle for 1 yard (tackle by Mike Vrabel),0.280,-0.130
4,8:50,2,9,NYG 21,27,9,David Carr pass incomplete deep right intended for Steve Smith,-0.130,-0.820
4,8:43,3,9,NYG 21,27,9,David Carr pass incomplete short left intended for Hakeem Nicks (defended by Brandon Carr),-0.820,-1.960
4,8:38,4,9,NYG 21,27,9,"Jeff Feagles punts 47 yards, returned by Bobby Wade for 9 yards (tackle by Zak DeOssie)",-1.960,-1.660
4,8:28,1,10,KAN 41,27,9,Matt Cassel pass complete short left to Larry Johnson for 3 yards (tackle by Corey Webster),1.660,1.530
4,7:56,2,7,KAN 44,27,9,Matt Cassel pass incomplete short middle intended for Bobby Engram,1.530,0.830
4,7:52,3,7,KAN 44,27,9,Matt Cassel middle for 12 yards (tackle by Michael Johnson),0.830,2.650
4,7:16,1,10,NYG 44,27,9,Larry Johnson middle for -5 yards (tackle by Michael Boley),2.650,1.440
4,6:40,2,15,NYG 49,27,9,Matt Cassel pass complete deep middle to Sean Ryan for 43 yards (tackle by C.C. Brown and Corey Webster). Penalty on Antonio Pierce: Illegal Contact (Declined),1.440,5.830
4,6:11,1,6,NYG 6,27,9,Matt Cassel pass incomplete short middle intended for Leonard Pope,5.830,4.950
4,6:07,2,6,NYG 6,27,9,"Penalty on Branden Albert: False Start, 5 yards (no play)",4.950,4.020
4,6:07,2,11,NYG 11,27,9,Matt Cassel pass incomplete short middle intended for Sean Ryan,4.020,3.120
4,6:01,3,11,NYG 11,27,9,Matt Cassel pass incomplete short middle intended for Larry Johnson (defended by Michael Boley),3.120,2.700
4,5:56,4,11,NYG 11,27,9,"Matt Cassel pass incomplete short left intended for Dwayne Bowe (defended by Corey Webster). Penalty on Corey Webster: Defensive Pass Interfere, 10 yards (no play)",2.700,6.970
4,5:50,1,1,NYG 1,27,9,Matt Cassel pass incomplete short right intended for Larry Johnson,6.970,5.910
4,5:48,2,1,NYG 1,27,9,Larry Johnson middle for -1 yards (tackle by Antonio Pierce),5.910,4.950
4,5:05,3,2,NYG 2,27,9,Matt Cassel pass incomplete short left intended for Bobby Wade,4.950,3.250
4,5:01,,,,27,9,Timeout #1 by Kansas City Chiefs,0.000,3.250
4,5:01,4,2,NYG 2,27,15,"Matt Cassel pass complete short right to Bobby Wade for 2 yards, touchdown",3.250,7.000
4,,,,NYG 2,27,16,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 30,27,16,Ryan Succop kicks onside 14 yards,0.000,2.650
4,4:53,1,10,KAN 44,27,16,Brandon Jacobs left tackle for 4 yards (tackle by Mike Brown and Mike Vrabel),2.650,2.650
4,4:44,,,,27,16,Timeout #2 by Kansas City Chiefs,0.000,2.650
4,4:44,2,6,KAN 40,27,16,Brandon Jacobs left tackle for 3 yards (tackle by Wallace Gilberry),2.650,2.350
4,4:39,,,,27,16,Timeout #3 by Kansas City Chiefs,0.000,2.350
4,4:39,3,3,KAN 37,27,16,David Carr sacked by Mike Brown for -11 yards,2.350,0.070
4,4:04,4,14,KAN 48,27,16,"Jeff Feagles punts 48 yards, touchback",0.070,-0.280
4,3:56,1,10,KAN 20,27,16,Matt Cassel for 7 yards,0.280,0.680
4,3:56,2,3,KAN 27,27,16,"Penalty on Rudy Niswanger: False Start, 5 yards (no play)",0.680,0.000
4,3:49,2,8,KAN 22,27,16,"Matt Cassel sacked by Mathias Kiwanuka for -5 yards. Penalty on Mathias Kiwanuka: Face Mask (15 Yards), 15 yards",0.000,1.070
4,3:45,1,10,KAN 32,27,16,Larry Johnson middle for -6 yards (tackle by Antonio Pierce),1.070,-0.280
4,3:11,2,16,KAN 26,27,16,Matt Cassel sacked by Rocky Bernard for -11 yards,-0.280,-3.030
4,2:40,3,27,KAN 15,27,16,Matt Cassel pass incomplete short left intended for Bobby Wade,-3.030,-2.440
4,2:36,4,27,KAN 15,27,16,Matt Cassel pass complete short middle to Sean Ryan for 10 yards (tackle by Antonio Pierce),-2.440,-3.910
4,2:28,1,10,KAN 25,27,16,Brandon Jacobs right tackle for 1 yard (tackle by Tamba Hali and Demorrio Williams),3.910,3.500
4,2:00,2,9,KAN 24,27,16,"Brandon Jacobs middle for 5 yards (tackle by Tank Tyler and Wallace Gilberry). Penalty on Darcy Johnson: Unsportsmanlike Conduct (Offsetting), Penalty on Tank Tyler: Unnecessary Roughness (Offsetting) (no play)",3.500,3.500
4,1:45,2,9,KAN 24,27,16,Brandon Jacobs right guard for 5 yards (tackle by Tank Tyler),3.500,3.490
4,1:04,3,4,KAN 19,27,16,Brandon Jacobs right tackle for -2 yards (tackle by Tank Tyler),3.490,2.080
4,0:22,4,6,KAN 21,27,16,Brandon Jacobs right end for 3 yards (tackle by Demorrio Williams),2.080,-0.040
4,0:15,1,10,KAN 18,27,16,Jamaal Charles right end for 24 yards (tackle by Aaron Rouse),0.040,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
