Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Rams won the coin toss and deferred, Seahawks to receive the opening kickoff.",,
1,15:00,,,LAR 35,0,0,"Greg Zuerlein kicks off 64 yards, returned by Tyler Lockett for 15 yards (tackle by Blake Countess)",0.000,0.140
1,14:56,1,10,SEA 16,0,0,Russell Wilson for 1 yard (tackle by Connor Barwin),-0.140,-0.510
1,14:25,2,9,SEA 17,0,0,Mike Davis left guard for 4 yards (tackle by Alec Ogletree),-0.510,-0.700
1,13:46,3,5,SEA 21,0,0,Russell Wilson pass complete short middle to Tanner McEvoy for 22 yards (tackle by Lamarcus Joyner). Tanner McEvoy fumbles (forced by Lamarcus Joyner),-0.700,-2.920
1,13:36,1,10,SEA 40,0,0,Todd Gurley middle for 14 yards (tackle by Bradley McDougald),2.920,3.840
1,13:00,1,10,SEA 26,0,0,Jared Goff pass incomplete short right intended for Sammy Watkins,3.840,3.300
1,12:54,2,10,SEA 26,0,0,Jared Goff pass incomplete deep right intended for Robert Woods,3.300,2.610
1,12:49,3,10,SEA 26,0,0,Jared Goff pass complete short right to Robert Woods for 8 yards (tackle by Earl Thomas),2.610,2.370
1,12:09,4,2,SEA 18,3,0,Greg Zuerlein 36 yard field goal good,2.370,3.000
1,12:06,,,LAR 35,3,0,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
1,12:06,1,10,SEA 25,3,0,Mike Davis left guard for -2 yards (tackle by Ethan Westbrooks),0.610,-0.210
1,11:31,2,12,SEA 23,3,0,Russell Wilson pass incomplete deep right intended for Doug Baldwin,-0.210,-0.890
1,11:26,3,12,SEA 23,3,0,Russell Wilson sacked by Aaron Donald for -8 yards. Penalty on Duane Brown: Offensive Holding (Declined),-0.890,-2.440
1,11:10,4,20,SEA 15,3,0,"Jon Ryan punts 39 yards, returned by Pharoh Cooper for 4 yards (tackle by Delano Hill)",-2.440,-2.260
1,11:00,1,10,,3,0,Jared Goff pass complete short middle to Robert Woods for 14 yards (tackle by Earl Thomas),2.260,3.180
1,10:33,1,10,SEA 36,3,0,Jared Goff pass complete short right to Todd Gurley for 4 yards (tackle by Terence Garvin),3.180,3.180
1,10:09,2,6,SEA 32,3,0,Todd Gurley right tackle for 15 yards (tackle by Byron Maxwell),3.180,4.440
1,9:28,1,10,SEA 17,3,0,Todd Gurley for 4 yards (tackle by Bradley McDougald),4.440,4.500
1,8:55,2,6,SEA 13,3,0,"Penalty on Jamon Brown: False Start, 5 yards (no play)",4.500,3.720
1,8:35,2,11,SEA 18,3,0,Jared Goff pass incomplete short right intended for Sammy Watkins (defended by Earl Thomas),3.720,3.000
1,8:29,3,11,SEA 18,3,0,"Penalty on Michael Bennett: Encroachment, 5 yards (no play)",3.000,3.680
1,8:29,3,6,SEA 13,3,0,Jared Goff pass incomplete short left intended for Cooper Kupp,3.680,2.590
1,8:24,4,6,SEA 13,6,0,Greg Zuerlein 31 yard field goal good,2.590,3.000
1,8:21,,,LAR 35,6,0,"Greg Zuerlein kicks off 58 yards, returned by Tyler Lockett for 13 yards (tackle by Samson Ebukam)",0.000,-0.280
1,8:15,1,10,SEA 20,6,0,"Russell Wilson middle for 5 yards (tackle by John Johnson). Penalty on Duane Brown: Offensive Holding, 10 yards (no play)",0.280,-0.760
1,7:47,1,20,SEA 10,6,0,Russell Wilson pass incomplete deep middle intended for Jimmy Graham (defended by John Johnson),-0.760,-1.510
,,,,,,,"LAR challenged the pass completion ruling, and the original play was overturned.",,
1,7:43,2,20,SEA 10,6,0,Russell Wilson sacked by Michael Brockers and Matt Longacre for -4 yards,-1.510,-3.060
1,7:01,3,24,SEA 6,6,0,Russell Wilson pass complete short right to Tyler Lockett for 4 yards (tackle by Nickell Robey-Coleman and Connor Barwin),-3.060,-2.490
1,6:17,4,20,SEA 10,6,0,"Jon Ryan punts 44 yards, returned by Pharoh Cooper for 53 yards (tackle by Neiko Thorpe)",-2.490,-6.970
1,6:00,1,1,SEA 1,12,0,"Todd Gurley middle for 1 yard, touchdown",6.970,7.000
1,5:57,,,SEA 15,13,0,Greg Zuerlein kicks extra point good,0.000,0.000
1,5:57,,,LAR 35,13,0,"Greg Zuerlein kicks off 58 yards, returned by Tyler Lockett for 18 yards (tackle by Blake Countess)",0.000,-0.610
1,5:53,1,10,SEA 25,13,0,Mike Davis right guard for 11 yards (tackle by Connor Barwin),0.610,1.330
1,5:21,1,10,SEA 36,13,0,Mike Davis left tackle for 4 yards (tackle by Alec Ogletree and Aaron Donald),1.330,1.330
1,4:45,2,6,SEA 40,13,0,Russell Wilson pass complete short right to Jimmy Graham for -1 yards (tackle by Cory Littleton),1.330,0.500
1,4:02,3,7,SEA 39,13,0,Russell Wilson pass complete short right to J.D. McKissic for 9 yards (tackle by John Johnson and Cory Littleton),0.500,2.130
1,3:24,1,10,SEA 48,13,0,Russell Wilson pass incomplete short middle intended for Luke Willson (defended by Tyrunn Walker),2.130,1.580
1,3:20,2,10,SEA 48,13,0,Mike Davis left end for 2 yards (tackle by Lamarcus Joyner),1.580,1.160
1,2:35,3,8,,13,0,Russell Wilson pass incomplete short middle intended for Paul Richardson,1.160,-0.060
1,2:31,4,8,,13,0,"Jon Ryan punts 50 yards, touchback",-0.060,-0.280
1,2:22,1,10,LAR 20,13,0,Todd Gurley left end for 9 yards (tackle by Terence Garvin),0.280,0.950
1,1:48,2,1,LAR 29,13,0,Todd Gurley right tackle for 14 yards (tackle by Earl Thomas and Jarran Reed),0.950,1.800
1,1:12,1,10,LAR 43,13,0,Jared Goff pass incomplete deep right intended for Sammy Watkins,1.800,1.250
1,1:04,2,10,LAR 43,13,0,Malcolm Brown right guard for 4 yards (tackle by Bobby Wagner and Bradley McDougald),1.250,1.090
1,0:20,3,6,LAR 47,13,0,Jared Goff pass complete short left to Robert Woods for 8 yards (tackle by Shaquill Griffin),1.090,2.590
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SEA 45,13,0,Jared Goff pass complete short middle to Robert Woods for 12 yards (tackle by Earl Thomas and Jeremy Lane),2.590,3.380
2,14:18,1,10,SEA 33,13,0,Todd Gurley left tackle for 1 yard (tackle by Bobby Wagner),3.380,2.970
2,13:38,2,9,SEA 32,13,0,Tavon Austin right end for 8 yards (tackle by Jeremy Lane and Byron Maxwell),2.970,3.340
2,12:54,3,1,SEA 24,13,0,Todd Gurley middle for no gain (tackle by Bobby Wagner),3.340,2.020
2,11:45,4,1,SEA 24,13,0,Jared Goff pass incomplete short right intended for Gerald Everett is intercepted by Michael Wilhoite at SEA-13,2.020,0.320
2,11:38,1,10,SEA 13,13,0,Mike Davis right tackle for no gain (tackle by Aaron Donald),-0.320,-0.770
2,11:00,2,10,SEA 13,13,0,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",-0.770,-1.150
2,10:44,2,15,SEA 8,13,0,Russell Wilson pass incomplete deep middle intended for Doug Baldwin,-1.150,-2.010
2,10:39,3,15,SEA 8,13,0,Russell Wilson pass incomplete deep middle intended for Paul Richardson (defended by Troy Hill),-2.010,-2.490
2,10:31,4,15,SEA 8,13,0,"Jon Ryan punts 54 yards, returned by Pharoh Cooper for 26 yards (tackle by Nick Vannett)",-2.490,-3.180
2,10:15,1,10,SEA 36,13,0,Jared Goff pass complete short left to Sammy Watkins for 7 yards (tackle by Shaquill Griffin),3.180,3.580
2,9:46,2,3,SEA 29,13,0,Todd Gurley for 10 yards (tackle by Earl Thomas),3.580,4.310
2,9:15,1,10,SEA 19,13,0,Todd Gurley left end for 3 yards (tackle by Terence Garvin),4.310,4.180
2,8:53,2,7,SEA 16,13,0,Jared Goff pass complete short right to Cooper Kupp for 15 yards (tackle by Jeremy Lane),4.180,6.970
2,8:16,1,1,SEA 1,19,0,"Todd Gurley middle for 1 yard, touchdown",6.970,7.000
2,8:13,,,SEA 15,20,0,Greg Zuerlein kicks extra point good,0.000,0.000
2,8:13,,,LAR 35,20,0,"Greg Zuerlein kicks off 61 yards, out of bounds",0.000,-1.600
2,8:13,1,10,SEA 40,20,0,Russell Wilson pass complete short left to Mike Davis for 11 yards (tackle by Trumaine Johnson and Alec Ogletree),1.600,2.320
2,7:35,1,10,LAR 49,20,0,"Russell Wilson sacked by Robert Quinn for -13 yards. Russell Wilson fumbles (forced by Robert Quinn), recovered by Morgan Fox at SEA-39 (tackle by Luke Joeckel)",2.320,-2.980
2,7:27,1,10,SEA 39,20,0,Jared Goff pass complete short right to Todd Gurley for 10 yards (tackle by Bradley McDougald),2.980,3.640
