Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
2,6:47,1,10,SEA 29,20,0,Todd Gurley left tackle for 5 yards (tackle by Jarran Reed and Bradley McDougald),3.640,3.780
2,6:06,2,5,SEA 24,20,0,Todd Gurley left tackle for 4 yards (tackle by Terence Garvin),3.780,3.600
2,5:23,3,1,SEA 20,20,0,Jared Goff pass complete short middle to Tyler Higbee for 12 yards (tackle by Bobby Wagner and Jeremy Lane),3.600,5.370
2,4:42,1,8,SEA 8,20,0,Malcolm Brown middle for 3 yards (tackle by Michael Bennett and Terence Garvin),5.370,5.150
2,4:08,2,5,SEA 5,20,0,Todd Gurley left tackle for 4 yards (tackle by Bobby Wagner and Jarran Reed),5.150,5.170
2,3:29,3,1,SEA 1,26,0,"Jared Goff pass complete short left to Robert Woods for 1 yard, touchdown",5.170,7.000
2,3:26,,,SEA 15,27,0,Greg Zuerlein kicks extra point good,0.000,0.000
2,3:26,,,LAR 35,27,0,"Greg Zuerlein kicks off 67 yards, returned by Tyler Lockett for 22 yards (tackle by Samson Ebukam)",0.000,-0.280
2,3:21,1,10,SEA 20,27,0,Russell Wilson pass incomplete short right intended for Tyler Lockett (defended by Trumaine Johnson),0.280,-0.270
2,3:18,2,10,SEA 20,27,0,Russell Wilson pass complete deep left to J.D. McKissic for 26 yards (tackle by Lamarcus Joyner),-0.270,1.990
2,2:56,1,10,SEA 46,27,0,"Russell Wilson sacked by Aaron Donald for -16 yards. Russell Wilson fumbles (forced by Aaron Donald), ball out of bounds at SEA-23",1.990,-1.660
2,2:29,2,33,SEA 23,27,0,Russell Wilson pass complete short right to Amara Darboh for 8 yards (tackle by Nickell Robey-Coleman),-1.660,-1.220
2,2:00,3,25,SEA 31,27,0,"Russell Wilson left end for 1 yard (tackle by Trumaine Johnson). Penalty on Russell Wilson: Illegal Forward Pass, 5 yards, Penalty on Tanner McEvoy: Illegal Touch Pass (Declined)",-1.220,-1.570
2,1:33,4,29,SEA 27,27,0,"Jon Ryan punts 46 yards, returned by Pharoh Cooper for 26 yards (tackle by Luke Willson)",-1.570,-2.460
2,1:19,1,10,SEA 47,27,0,Todd Gurley left tackle for 2 yards (tackle by Terence Garvin),2.460,2.180
2,0:59,2,8,SEA 45,27,0,"Jared Goff sacked by Frank Clark for -8 yards. Jared Goff fumbles (forced by Frank Clark), recovered by Rob Havenstein at LAR-43",2.180,-0.100
2,0:37,3,20,LAR 43,33,0,"Todd Gurley left tackle for 57 yards, touchdown",-0.100,7.000
2,0:28,,,SEA 15,34,0,Greg Zuerlein kicks extra point good,0.000,0.000
2,0:28,,,LAR 35,34,0,"Greg Zuerlein kicks off 66 yards, returned by Tyler Lockett for 18 yards (tackle by Marqui Christian)",0.000,0.060
2,0:24,1,10,SEA 17,34,0,Russell Wilson pass complete short middle to Mike Davis for 9 yards (tackle by Lamarcus Joyner and Alec Ogletree),-0.060,0.750
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,34,0,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,LAR 25,34,0,Todd Gurley left end for 3 yards (tackle by Sheldon Richardson and Shaquill Griffin),0.610,0.470
3,14:19,2,7,LAR 28,34,0,Todd Gurley left tackle for 2 yards (tackle by Bobby Wagner),0.470,0.040
3,13:36,3,5,LAR 30,34,0,Todd Gurley left end for 4 yards (tackle by Bobby Wagner and Earl Thomas). Penalty on Gerald Everett: Offensive Holding (Declined),0.040,-1.110
3,13:25,4,1,LAR 34,34,0,"Johnny Hekker punts 45 yards, fair catch by Tyler Lockett",-1.110,-0.340
3,13:18,1,10,SEA 21,34,0,Russell Wilson right tackle for 10 yards (tackle by Connor Barwin),0.340,1.000
3,12:49,1,10,SEA 31,34,0,Russell Wilson sacked by Aaron Donald for -6 yards,1.000,-0.350
3,12:22,2,16,SEA 25,34,0,Russell Wilson sacked by Robert Quinn for -10 yards,-0.350,-2.940
3,11:40,3,26,SEA 15,34,0,Russell Wilson pass complete short middle to Paul Richardson for 11 yards (tackle by Nickell Robey-Coleman),-2.940,-1.630
3,11:05,4,15,SEA 26,34,0,"Jon Ryan punts 41 yards, returned by Pharoh Cooper for 6 yards (tackle by Paul Dawson). Penalty on Delano Hill: Disqualification, 15 yards",-1.630,-2.520
3,10:56,1,10,SEA 46,34,0,Jared Goff pass complete short left to Cooper Kupp for 6 yards (tackle by Bradley McDougald),2.520,2.790
3,10:24,2,4,SEA 40,34,0,Todd Gurley left tackle for 1 yard (tackle by Sheldon Richardson),2.790,2.210
3,9:40,3,3,SEA 39,34,0,Jared Goff pass complete short left to Sammy Watkins for 7 yards (tackle by Shaquill Griffin),2.210,3.450
3,9:04,1,10,SEA 32,34,0,Tavon Austin right end for 18 yards (tackle by Byron Maxwell),3.450,4.650
3,8:27,1,10,SEA 14,34,0,Jared Goff pass complete short right to Robert Woods for 2 yards (tackle by Byron Maxwell),4.650,4.330
3,7:55,2,8,SEA 12,34,0,Todd Gurley left tackle for -2 yards (tackle by Shaquill Griffin),4.330,3.110
3,7:10,3,10,SEA 14,40,0,"Jared Goff pass complete short right to Todd Gurley for 14 yards, touchdown",3.110,7.000
3,7:04,,,SEA 15,40,0,Greg Zuerlein kicks extra point no good,0.000,-1.000
3,7:04,,,LAR 35,40,0,"Greg Zuerlein kicks off 63 yards, returned by Tyler Lockett for 32 yards (tackle by Nickell Robey-Coleman). Penalty on Nickell Robey-Coleman: Unnecessary Roughness (Offsetting), Penalty on D.J. Alexander: Unnecessary Roughness (Offsetting)",0.000,-1.200
3,6:57,1,10,SEA 34,40,0,J.D. McKissic right tackle for no gain (tackle by Nickell Robey-Coleman and John Johnson),1.200,0.660
3,6:29,2,10,SEA 34,40,0,Russell Wilson sacked by Connor Barwin for -8 yards,0.660,-1.090
3,5:45,3,18,SEA 26,40,0,Russell Wilson pass incomplete deep left intended for Paul Richardson,-1.090,-1.630
3,5:39,4,18,SEA 26,40,0,"Jon Ryan punts 61 yards, returned by Pharoh Cooper for 9 yards (tackle by Bradley McDougald)",-1.630,-0.410
3,5:25,1,10,LAR 22,40,0,Malcolm Brown left tackle for no gain (tackle by Marcus Smith and Dion Jordan),0.410,-0.130
3,4:43,2,10,LAR 22,40,0,Jared Goff sacked by Dion Jordan for -4 yards,-0.130,-1.490
3,3:58,3,14,LAR 18,40,0,Malcolm Brown left guard for 13 yards (tackle by Terence Garvin and Justin Coleman),-1.490,-1.310
3,3:22,4,1,LAR 31,40,0,Johnny Hekker punts 46 yards,-1.310,-0.480
3,3:11,1,10,SEA 23,40,0,Russell Wilson pass complete short right to Doug Baldwin for 6 yards (tackle by Cory Littleton and John Johnson),0.480,0.740
3,2:53,2,4,SEA 29,40,0,Russell Wilson pass incomplete,0.740,0.040
3,2:47,3,4,SEA 29,40,0,Russell Wilson left tackle for 15 yards (tackle by John Johnson),0.040,1.860
3,2:21,1,10,SEA 44,40,0,"Russell Wilson pass complete short right to J.D. McKissic for 3 yards (tackle by John Johnson). Penalty on Robert Quinn: Unsportsmanlike Conduct, 15 yards",1.860,0.000
3,2:11,,,,,,Timeout #1 by Los Angeles Rams,0.000,-3.050
3,2:11,1,10,LAR 38,40,0,Russell Wilson pass incomplete,3.050,2.510
3,2:03,2,10,LAR 38,40,0,Russell Wilson left end for 12 yards (tackle by Trumaine Johnson),2.510,3.840
3,1:28,1,10,LAR 26,40,6,"Russell Wilson pass complete deep middle to Luke Willson for 26 yards, touchdown",3.840,7.000
3,1:23,,,LAR 15,40,7,Blair Walsh kicks extra point good,0.000,0.000
3,1:23,,,SEA 35,40,7,"Blair Walsh kicks off 53 yards, returned by Pharoh Cooper for 22 yards (tackle by Amara Darboh). Penalty on Jeremy Lane: Offside on Free Kick, 5 yards",0.000,-1.530
3,1:19,1,10,LAR 39,40,7,Malcolm Brown middle for 2 yards (tackle by Jarran Reed and Dion Jordan),1.530,1.260
3,0:36,2,8,LAR 41,40,7,Malcolm Brown left tackle for 14 yards (tackle by Earl Thomas and Dion Jordan),1.260,2.590
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 45,40,7,Tavon Austin left tackle for 6 yards (tackle by Jarran Reed),2.590,2.850
4,14:16,2,4,SEA 39,40,7,Tavon Austin right end for -2 yards (tackle by Michael Wilhoite),2.850,1.880
4,13:41,3,6,SEA 41,40,7,Jared Goff pass incomplete short right intended for Malcolm Brown (defended by Terence Garvin),1.880,0.530
4,13:34,4,6,SEA 41,40,7,Penalty on Johnny Hekker: Delay of Game (Declined),0.530,0.530
4,13:34,4,6,SEA 41,40,7,"Johnny Hekker punts 31 yards, returned by Tyler Lockett for no gain",0.530,0.380
4,13:25,1,10,SEA 10,40,7,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",-0.380,-0.570
4,13:25,1,15,SEA 5,40,7,Russell Wilson pass complete short left to Tyler Lockett for 4 yards (tackle by Troy Hill),-0.570,-0.850
4,13:04,2,11,SEA 9,40,7,Russell Wilson pass incomplete short right intended for Paul Richardson,-0.850,-1.540
4,12:55,3,11,SEA 9,40,7,Russell Wilson pass incomplete short left intended for Paul Richardson (defended by Troy Hill),-1.540,-2.490
,,,,,,,"LAR challenged the pass completion ruling, and the original play was overturned.",,
4,12:50,4,11,SEA 9,40,7,"Jon Ryan punts 55 yards, returned by Pharoh Cooper for 4 yards (tackle by Tyler Ott)",-2.490,-1.600
4,12:39,1,10,LAR 40,40,7,Tavon Austin right end for 1 yard (tackle by Terence Garvin),1.600,1.190
4,11:55,2,9,LAR 41,40,7,Tavon Austin left end for 5 yards (tackle by Michael Wilhoite and Dion Jordan),1.190,1.160
4,11:08,3,4,LAR 46,40,7,"Sean Mannion for no gain. Sean Mannion fumbles, recovered by Tavon Austin at LAR-43 and returned for 3 yards",1.160,-0.320
4,10:30,4,4,LAR 46,40,7,Johnny Hekker punts 49 yards,-0.320,0.380
4,10:19,1,10,SEA 5,42,7,"Russell Wilson pass incomplete, safety. Penalty on Russell Wilson: Intentional Grounding, 5 yards",-0.380,-2.000
4,10:14,,,SEA 20,42,7,"Jon Ryan kicks off 59 yards, returned by Pharoh Cooper for 30 yards (tackle by Justin Coleman)",0.000,-2.320
4,10:07,1,10,SEA 49,42,7,Tavon Austin left end for 8 yards (tackle by Earl Thomas),2.320,2.860
4,9:34,2,2,SEA 41,42,7,Tavon Austin middle for 1 yard (tackle by Michael Wilhoite and Dion Jordan),2.860,2.280
4,8:50,3,1,SEA 40,42,7,Malcolm Brown middle for no gain (tackle by Bradley McDougald),2.280,0.590
4,8:09,4,1,SEA 40,42,7,Sean Mannion middle for 3 yards (tackle by Quinton Jefferson),0.590,3.120
4,7:27,1,10,SEA 37,42,7,Sean Mannion pass incomplete short right intended for Derek Carrier,3.120,2.570
4,7:21,2,10,SEA 37,42,7,Tavon Austin right end for 3 yards (tackle by Michael Wilhoite),2.570,2.280
4,6:34,3,7,SEA 34,42,7,Malcolm Brown right guard for 2 yards (tackle by Quinton Jefferson),2.280,0.000
4,5:45,,,,,,Timeout #2 by Los Angeles Rams,0.000,-1.260
4,5:45,4,5,SEA 32,42,7,Sean Mannion pass complete short right to Derek Carrier for 4 yards (tackle by Bradley McDougald),1.260,-0.810
,,,,,,,"SEA challenged the first down ruling, and the original play was overturned.",,
4,5:42,1,10,SEA 28,42,7,Russell Wilson pass complete short right to Paul Richardson for 7 yards (tackle by Kevin Peterson),0.810,1.210
4,5:16,2,3,SEA 35,42,7,Russell Wilson pass incomplete short right intended for J.D. McKissic (defended by Kevin Peterson),1.210,0.500
4,5:10,3,3,SEA 35,42,7,J.D. McKissic middle for 5 yards (tackle by Morgan Fox and Tyrunn Walker),0.500,1.600
4,4:50,1,10,SEA 40,42,7,Russell Wilson pass incomplete deep middle intended for Jimmy Graham,1.600,1.050
4,4:45,2,10,SEA 40,42,7,J.D. McKissic left tackle for 5 yards (tackle by Tyrunn Walker),1.050,1.030
4,4:22,3,5,SEA 45,42,7,Russell Wilson pass incomplete short middle intended for Doug Baldwin,1.030,-0.390
4,4:15,4,5,SEA 45,42,7,"Penalty on Jon Ryan: Delay of Game, 5 yards (no play)",-0.390,-0.720
4,4:15,4,10,SEA 40,42,7,"Jon Ryan punts 37 yards, fair catch by Pharoh Cooper",-0.720,-0.480
4,4:08,1,10,LAR 23,42,7,Tavon Austin right end for -4 yards (tackle by Bradley McDougald),0.480,-0.670
4,3:24,2,14,LAR 19,42,7,Malcolm Brown right tackle for 4 yards (tackle by Terence Garvin and Jeremy Lane),-0.670,-0.760
4,2:43,3,10,LAR 23,42,7,"Penalty on Mike Thomas: False Start, 5 yards (no play)",-0.760,-1.560
4,2:43,3,15,LAR 18,42,7,Malcolm Brown middle for 3 yards (tackle by Dion Jordan),-1.560,-1.960
4,2:00,4,12,LAR 21,42,7,"Johnny Hekker punts 42 yards, returned by Tyler Lockett for 18 yards (tackle by Johnny Hekker)",-1.960,-2.590
4,1:50,1,10,LAR 45,42,7,J.D. McKissic right guard for 5 yards (tackle by Kevin Peterson),2.590,2.720
4,1:17,2,5,LAR 40,42,7,J.D. McKissic right end for 3 yards (tackle by Marqui Christian),2.720,2.410
4,0:39,3,2,LAR 37,42,7,J.D. McKissic left guard for 2 yards (tackle by Bryce Hager and Morgan Fox),2.410,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
