Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Lions won the coin toss, Lions to receive the opening kickoff.",,
1,15:00,,,GNB 35,0,0,"Mason Crosby kicks off 72 yards, touchback",0.000,0.280
1,15:00,1,10,DET 20,0,0,Matthew Stafford pass complete short right to Brandon Pettigrew for 3 yards (tackle by Morgan Burnett),0.280,0.140
1,14:31,2,7,DET 23,0,0,Matthew Stafford pass incomplete short left intended for Brandon Pettigrew (defended by Casey Hayward),0.140,-0.560
1,14:27,3,7,DET 23,0,0,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Casey Hayward),-0.560,-1.830
1,14:19,4,7,DET 23,0,0,"Nick Harris punts 38 yards, out of bounds",-1.830,-1.530
1,14:11,1,10,GNB 39,0,0,Aaron Rodgers pass complete short left to Randall Cobb for 5 yards (tackle by Drayton Florence),1.530,1.660
1,13:53,2,5,GNB 44,0,0,James Starks left end for 6 yards (tackle by DeAndre Levy and Jonte Green),1.660,2.260
1,13:16,1,10,,0,0,James Starks up the middle for 4 yards (tackle by Erik Coleman),2.260,2.250
1,12:38,2,6,DET 46,0,0,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,2.250,1.550
1,12:31,3,6,DET 46,0,0,"Penalty on Evan Dietrich-Smith: False Start, 5 yards (no play)",1.550,0.890
1,12:31,3,11,GNB 49,0,0,Aaron Rodgers pass incomplete short middle intended for Alex Green,0.890,-0.130
1,12:27,4,11,GNB 49,0,0,Tim Masthay punts 49 yards,-0.130,0.380
1,12:18,1,10,DET 2,0,0,Mikel Leshoure up the middle for 2 yards (tackle by Frank Zombo and A.J. Hawk),-0.380,-0.630
1,11:42,2,8,DET 4,0,0,Matthew Stafford pass incomplete short middle intended for Titus Young (defended by Davon House),-0.630,-1.190
1,11:37,3,8,DET 4,0,0,Matthew Stafford pass incomplete short middle intended for Tony Scheffler,-1.190,-2.490
