Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 32,0,7,Jacquizz Rodgers right guard for 8 yards (tackle by Roman Harper and Sterling Moore),1.070,1.610
2,14:26,2,2,TAM 40,0,7,Jacquizz Rodgers left end for 1 yard (tackle by Dannell Ellerbe),1.610,1.030
2,13:43,3,1,TAM 41,0,7,Jacquizz Rodgers right guard for no gain (tackle by Craig Robertson),1.030,-0.650
2,13:03,4,1,TAM 41,0,7,Bryan Anger punts 55 yards,-0.650,0.380
2,12:53,1,10,NOR 4,0,7,Drew Brees pass incomplete short left intended for Willie Snead,-0.380,-0.780
2,12:48,2,10,NOR 4,0,7,Mark Ingram right tackle for 1 yard (tackle by Noah Spence and Clinton McDonald),-0.780,-1.300
2,12:15,3,9,NOR 5,0,7,Drew Brees pass incomplete short right intended for Brandin Cooks (defended by Brent Grimes),-1.300,-2.490
2,12:11,4,9,NOR 5,0,7,"Thomas Morstead punts 45 yards, returned by Adam Humphries for 6 yards (tackle by Brandon Coleman). Penalty on Nathan Stupar: Ineligible Downfield Kick, 5 yards",-2.490,-2.980
2,12:03,1,10,NOR 39,0,7,Jameis Winston pass complete deep middle to Mike Evans for 17 yards (tackle by Jairus Byrd),2.980,4.110
2,11:43,1,10,NOR 22,0,7,Jameis Winston pass incomplete deep middle intended for Cameron Brate,4.110,3.560
2,11:40,2,10,NOR 22,0,7,Charles Sims left end for -4 yards (tackle by Jairus Byrd),3.560,2.350
2,11:00,3,14,NOR 26,0,7,"Jameis Winston pass incomplete short middle intended for Adam Humphries. Penalty on Vonn Bell: Defensive Pass Interference, 14 yards (no play)",2.350,4.780
,,,,,,,"NOR challenged the pass was not tipped ruling, and the play was upheld.",,
2,10:55,1,10,NOR 12,6,7,"Jameis Winston pass complete short left to Cameron Brate for 12 yards, touchdown",4.780,7.000
2,10:50,,,NOR 15,7,7,Roberto Aguayo kicks extra point good,0.000,0.000
2,10:50,,,TAM 35,7,7,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
2,10:50,1,10,NOR 25,7,7,Tim Hightower right tackle for 4 yards (tackle by Kwon Alexander),0.610,0.600
2,10:19,2,6,NOR 29,7,7,Drew Brees pass complete short middle to Willie Snead for 7 yards (tackle by Javien Elliott),0.600,1.330
2,9:42,1,10,NOR 36,7,7,Drew Brees pass complete short left to Tim Hightower for 11 yards (tackle by Bradley McDougald),1.330,2.060
2,9:05,1,10,NOR 47,7,7,Tim Hightower left tackle for 4 yards (tackle by Vernon Hargreaves),2.060,2.060
2,8:31,2,6,TAM 49,7,7,Drew Brees pass complete short left to Michael Thomas for 5 yards (tackle by Vernon Hargreaves),2.060,2.020
2,7:51,3,1,TAM 44,7,7,Drew Brees pass complete short left to Brandin Cooks for 13 yards (tackle by Vernon Hargreaves). Penalty on Gerald McCoy: Defensive Offside (Declined),2.020,3.510
2,7:34,1,10,TAM 31,7,7,Drew Brees pass incomplete short left intended for Mark Ingram,3.510,2.970
2,7:28,2,10,TAM 31,7,7,Mark Ingram left tackle for 7 yards (tackle by Alterraun Verner),2.970,3.200
2,6:54,3,3,TAM 24,7,7,Drew Brees pass incomplete short left intended for Brandin Cooks,3.200,1.970
2,6:50,4,3,TAM 24,7,10,Wil Lutz 42 yard field goal good,1.970,3.000
2,6:45,,,NOR 35,7,10,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
2,6:45,1,10,TAM 25,7,10,Jameis Winston pass complete short left to Charles Sims for 2 yards (tackle by Jairus Byrd),0.610,0.330
2,6:01,2,8,TAM 27,7,10,Jameis Winston pass complete short left to Mike Evans for 11 yards (tackle by Roman Harper),0.330,1.470
2,5:21,1,10,TAM 38,7,10,Jameis Winston sacked by Sheldon Rankins and Kasim Edebali for -10 yards,1.470,-0.430
2,4:35,2,20,TAM 28,7,10,Jameis Winston pass complete short right to Josh Huff for 12 yards (tackle by Vonn Bell),-0.430,0.500
2,3:52,3,8,TAM 40,7,10,Jameis Winston pass incomplete deep left intended for Josh Huff,0.500,-0.720
2,3:46,4,8,TAM 40,7,10,"Bryan Anger punts 48 yards, fair catch by Tommylee Lewis. Penalty on Ryan Smith: Unsportsmanlike Conduct, 15 yards",-0.720,-0.740
2,3:38,1,10,NOR 27,7,10,Mark Ingram right tackle for 9 yards (tackle by Bradley McDougald),0.740,1.410
2,3:06,2,1,NOR 36,7,10,Mark Ingram right tackle for 4 yards (tackle by Kwon Alexander),1.410,1.600
2,2:29,1,10,NOR 40,7,10,Drew Brees pass incomplete deep right intended for Brandin Cooks,1.600,1.050
2,2:24,2,10,NOR 40,7,10,Drew Brees pass complete short right to Willie Snead for 14 yards (tackle by Brent Grimes),1.050,2.520
2,2:00,1,10,TAM 46,7,10,"Drew Brees pass complete short left to Brandin Cooks for 14 yards (tackle by Vernon Hargreaves). Brandin Cooks fumbles (forced by Vernon Hargreaves), ball out of bounds at TAM-32. (forced by Vernon Hargreaves), ball out of bounds at TAM-32",2.520,3.450
2,1:44,1,10,TAM 32,7,10,Drew Brees pass complete short middle to Michael Thomas for 15 yards (tackle by Brent Grimes),3.450,4.440
2,1:10,1,10,TAM 17,7,10,Drew Brees sacked by Clinton McDonald for -1 yards,4.440,0.000
2,1:02,,,,7,10,Timeout #2 by New Orleans Saints,0.000,-3.720
2,1:02,2,11,TAM 18,7,10,Drew Brees pass complete short right to Mark Ingram for -2 yards (tackle by Chris Conte),3.720,2.810
2,0:27,3,13,TAM 20,7,10,Drew Brees middle for 4 yards (tackle by Ryan Russell),2.810,0.000
2,0:03,,,,7,10,Timeout #3 by New Orleans Saints,0.000,-2.380
2,0:03,4,9,TAM 16,7,13,Wil Lutz 34 yard field goal good,2.380,3.000
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,7,13,"Wil Lutz kicks off 63 yards, muffed catch by Josh Huff, recovered by Josh Huff and returned for no gain",0.000,0.380
3,14:57,1,10,TAM 4,7,13,Jacquizz Rodgers left guard for -1 yards (tackle by Paul Kruger),-0.380,-0.850
3,14:18,2,11,TAM 3,7,13,Jameis Winston pass incomplete deep left intended for Mike Evans is intercepted by Jairus Byrd at TAM-38 and returned for 24 yards,-0.850,-4.650
3,14:06,1,10,TAM 14,7,19,"Mark Ingram right guard for 14 yards, touchdown",4.650,7.000
3,14:01,,,TAM 15,7,20,Wil Lutz kicks extra point good,0.000,0.000
3,14:01,,,NOR 35,7,20,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
3,14:01,1,10,TAM 25,7,20,Jameis Winston pass complete short left to Jacquizz Rodgers for 12 yards (tackle by Vonn Bell),0.610,1.400
3,13:27,1,10,TAM 37,7,20,"Jacquizz Rodgers right tackle for 4 yards (tackle by Vonn Bell and Dannell Ellerbe). Penalty on Tyeler Davison: Defensive Holding, 5 yards",1.400,1.990
3,13:07,1,10,TAM 46,7,20,Jacquizz Rodgers right end for 9 yards (tackle by Roman Harper),1.990,2.670
3,12:37,2,1,NOR 45,7,20,Jacquizz Rodgers left guard for no gain (tackle by Nick Fairley and Jairus Byrd),2.670,1.950
3,11:54,3,1,NOR 45,7,20,Jameis Winston pass complete short right to Alan Cross for 5 yards (tackle by Nathan Stupar),1.950,2.920
3,11:24,1,10,NOR 40,7,20,Jameis Winston pass complete short right to Mike Evans for 8 yards (tackle by Sterling Moore),2.920,3.450
3,10:47,2,2,NOR 32,7,20,Jacquizz Rodgers right guard for 11 yards (tackle by Sterling Moore and Nathan Stupar),3.450,4.170
3,10:09,1,10,NOR 21,7,20,Charles Sims left tackle for 12 yards (tackle by B.W. Webb),4.170,5.140
3,9:35,1,9,NOR 9,7,20,"Jameis Winston pass complete short right to Charles Sims for no gain. Penalty on Vonn Bell: Illegal Use of Hands, 5 yards (no play)",5.140,6.280
3,9:16,1,4,NOR 4,7,20,Jacquizz Rodgers left guard for 1 yard (tackle by Sheldon Rankins),6.280,5.530
3,8:43,2,3,NOR 3,13,20,"Jacquizz Rodgers right guard for 3 yards, touchdown",5.530,7.000
3,8:38,,,NOR 15,14,20,Roberto Aguayo kicks extra point good,0.000,0.000
3,8:38,,,TAM 35,14,20,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
3,8:38,1,10,NOR 25,14,20,Drew Brees pass complete short right to Brandin Cooks for 9 yards (tackle by Brent Grimes),0.610,1.280
3,8:01,2,1,NOR 34,14,20,Mark Ingram right guard for 3 yards (tackle by Clinton McDonald and DaVonte Lambert),1.280,1.400
3,7:27,1,10,NOR 37,14,20,Drew Brees pass complete short left to Michael Thomas for 46 yards (tackle by Kwon Alexander),1.400,4.440
3,7:03,1,10,TAM 17,14,20,Mark Ingram right tackle for 6 yards (tackle by Brent Grimes),4.440,4.890
3,6:28,2,4,TAM 11,14,20,Drew Brees pass incomplete short right intended for Willie Snead (defended by Gerald McCoy),4.890,4.100
3,6:24,3,4,TAM 11,14,26,"Drew Brees pass complete short left to Travaris Cadet for 11 yards, touchdown",4.100,7.000
3,6:20,,,TAM 2,14,28,"Two Point Attempt: Mark Ingram left guard, conversion succeeds",0.000,1.000
3,6:20,,,NOR 35,14,28,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
3,6:20,1,10,TAM 25,14,28,"Jameis Winston pass complete short right to Cameron Brate for 9 yards (tackle by B.W. Webb). Penalty on Ali Marpet: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,6:03,1,20,TAM 15,14,28,Jameis Winston pass complete short middle to Brandon Myers for 9 yards (tackle by Vonn Bell),-0.410,-0.070
3,5:19,2,11,TAM 24,14,28,Jameis Winston pass complete short left to Charles Sims for 6 yards (tackle by Darryl Tapp),-0.070,0.040
3,4:39,3,5,TAM 30,14,28,"Penalty on Ali Marpet: False Start, 5 yards (no play)",0.040,-0.620
3,4:33,3,10,TAM 25,14,28,Jameis Winston pass complete short right to Brandon Myers for 12 yards (tackle by Craig Robertson),-0.620,1.400
3,4:10,1,10,TAM 37,14,28,Charles Sims left end for 4 yards (tackle by Jairus Byrd and Kasim Edebali),1.400,1.400
3,3:36,2,6,TAM 41,14,28,Jameis Winston pass incomplete short right intended for Brandon Myers,1.400,0.700
3,3:31,3,6,TAM 41,14,28,Jameis Winston pass complete short left to Josh Huff for 12 yards (tackle by Vonn Bell),0.700,2.460
3,2:46,1,10,NOR 47,14,28,Jameis Winston pass complete short right to Charles Sims for 13 yards (tackle by Sterling Moore and Craig Robertson),2.460,3.310
3,1:59,1,10,NOR 34,20,28,"Jameis Winston pass complete deep left to Mike Evans for 34 yards, touchdown. Penalty on Sterling Moore: Defensive Pass Interference (Declined)",3.310,7.000
3,1:52,,,NOR 15,21,28,Roberto Aguayo kicks extra point good,0.000,0.000
3,1:52,,,TAM 35,21,28,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
3,1:52,1,10,NOR 25,21,28,Drew Brees pass incomplete short left intended for Coby Fleener (defended by Kwon Alexander),0.610,0.060
3,1:45,2,10,NOR 25,21,28,"Penalty on DaVonte Lambert: Neutral Zone Infraction, 5 yards (no play)",0.060,0.740
3,1:37,2,5,NOR 30,21,28,Drew Brees pass complete short right to John Phillips for 10 yards (tackle by Brent Grimes),0.740,1.600
3,1:16,1,10,NOR 40,21,28,Mark Ingram right tackle for no gain (tackle by Kwon Alexander and Keith Tandy),1.600,1.050
3,0:41,2,10,NOR 40,21,28,Drew Brees pass complete deep left to Brandin Cooks for 42 yards (tackle by Vernon Hargreaves),1.050,4.370
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 18,21,28,Drew Brees pass complete short left to John Kuhn for 7 yards (tackle by Daryl Smith),4.370,5.010
4,14:22,2,3,TAM 11,21,28,Mark Ingram left tackle for 2 yards (tackle by Lavonte David),5.010,4.740
4,13:42,3,1,TAM 9,21,28,"Mark Ingram right end for 5 yards (tackle by Kwon Alexander). Penalty on Mark Ingram: Face Mask (15 Yards), 15 yards (no play)",4.740,2.340
4,13:20,3,16,TAM 24,21,28,Drew Brees pass complete deep left to Michael Thomas for 17 yards (tackle by Vernon Hargreaves),2.340,5.600
4,12:38,1,7,TAM 7,21,28,Mark Ingram left tackle for 4 yards (tackle by Keith Tandy),5.600,5.530
4,12:04,2,3,TAM 3,21,28,Drew Brees pass incomplete short left intended for Michael Thomas (defended by Vernon Hargreaves),5.530,4.720
4,12:00,3,3,TAM 3,21,28,Drew Brees pass incomplete short left intended for Michael Thomas (defended by Keith Tandy),4.720,3.040
4,11:58,4,3,TAM 3,21,31,Wil Lutz 21 yard field goal good,3.040,3.000
4,11:55,,,NOR 35,21,31,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,11:55,1,10,TAM 25,21,31,Jameis Winston pass complete deep right to Russell Shepard for 24 yards (tackle by Dannell Ellerbe),0.610,2.190
4,11:22,1,10,TAM 49,21,31,Jameis Winston pass incomplete short middle intended for Brandon Myers,2.190,1.650
4,11:17,2,10,TAM 49,21,31,Jameis Winston pass complete short left to Mike Evans for 9 yards (tackle by Craig Robertson),1.650,2.150
4,10:42,3,1,NOR 42,21,31,Jameis Winston pass complete short right to Mike Evans for 6 yards (tackle by Sterling Moore),2.150,3.180
4,10:15,1,10,NOR 36,21,31,Jameis Winston pass complete short middle to Adam Humphries for 12 yards (tackle by Roman Harper),3.180,3.970
4,9:51,1,10,NOR 24,21,31,Jameis Winston sacked by Cameron Jordan for -7 yards,3.970,2.490
4,8:58,2,17,NOR 31,21,31,Jameis Winston middle for 3 yards (tackle by Sheldon Rankins),2.490,2.210
4,8:13,3,14,NOR 28,21,31,"Jameis Winston pass incomplete short left intended for Russell Shepard is intercepted by Jairus Byrd at NOR-17 and returned for 19 yards. Penalty on Sterling Moore: Illegal Block Above the Waist, 10 yards",2.210,-0.040
4,8:05,1,10,NOR 18,21,31,Tim Hightower right guard for 7 yards (tackle by Kwon Alexander and Daryl Smith),0.040,0.550
4,7:22,2,3,NOR 25,21,31,Drew Brees pass complete short left to Michael Thomas for 10 yards (tackle by Keith Tandy),0.550,1.270
4,6:46,1,10,NOR 35,21,31,Drew Brees pass complete short right to Michael Thomas for 5 yards (tackle by Brent Grimes),1.270,1.400
4,6:03,2,5,NOR 40,21,31,Tim Hightower right end for no gain (tackle by Lavonte David),1.400,0.700
4,5:15,3,5,NOR 40,21,31,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",0.700,0.040
4,4:50,3,10,NOR 35,21,31,Drew Brees pass incomplete deep left intended for Brandin Cooks (defended by Vernon Hargreaves),0.040,-1.040
4,4:44,4,10,NOR 35,21,31,"Thomas Morstead punts 40 yards, returned by Adam Humphries for 18 yards (tackle by Shiloh Keo)",-1.040,-1.800
4,4:33,1,10,TAM 43,21,31,Jameis Winston pass complete short middle to Charles Sims for 9 yards (tackle by Sheldon Rankins),1.800,2.470
4,4:04,2,1,NOR 48,21,31,Jameis Winston pass incomplete short left intended for Russell Shepard (defended by B.W. Webb),2.470,1.750
4,3:58,3,1,NOR 48,21,31,Jameis Winston pass complete short left to Mike Evans for 12 yards (tackle by Ken Crawley),1.750,3.180
4,3:32,1,10,NOR 36,21,31,"Jameis Winston pass incomplete. Penalty on Ali Marpet: Offensive Holding (Declined), Penalty on Jameis Winston: Intentional Grounding, 11 yards",3.180,1.150
4,3:27,2,21,NOR 47,21,31,Jameis Winston left end for 8 yards (tackle by David Onyemata and B.W. Webb),1.150,1.550
4,2:46,3,13,NOR 39,21,31,Jameis Winston pass complete deep right to Russell Shepard for 22 yards (tackle by Ken Crawley and Jairus Byrd),1.550,4.440
4,2:17,1,10,NOR 17,21,31,Jameis Winston pass incomplete deep right intended for Brandon Myers,4.440,3.850
4,2:13,2,10,NOR 17,21,31,Jameis Winston pass incomplete deep middle intended for Brandon Myers,3.850,3.070
4,2:09,3,10,NOR 17,21,31,Jameis Winston pass incomplete short left intended for Adam Humphries,3.070,2.310
4,2:05,4,10,NOR 17,24,31,Roberto Aguayo 35 yard field goal good,2.310,3.000
4,2:00,,,TAM 35,24,31,"Roberto Aguayo kicks onside 10 yards, recovered by Brandin Cooks",0.000,-2.590
4,1:59,1,10,TAM 45,24,31,Mark Ingram right guard for 7 yards (tackle by Bradley McDougald),2.590,0.000
4,1:55,,,,24,31,Timeout #1 by Tampa Bay Buccaneers,0.000,-2.990
4,1:55,2,3,TAM 38,24,31,Mark Ingram left guard for 2 yards (tackle by Gerald McCoy),2.990,0.000
4,1:51,,,,24,31,Timeout #2 by Tampa Bay Buccaneers,0.000,0.000
4,1:51,,,,24,31,Timeout #1 by New Orleans Saints,0.000,-2.540
4,1:51,3,1,TAM 36,24,31,Mark Ingram right guard for 10 yards (tackle by Brent Grimes),2.540,0.000
4,1:44,,,,24,31,Timeout #3 by Tampa Bay Buccaneers,0.000,-3.840
4,1:44,1,10,TAM 26,24,31,Drew Brees kneels for -1 yards,3.840,3.160
4,1:06,2,11,TAM 27,24,31,Drew Brees kneels for -1 yards,3.160,2.350
4,0:38,3,12,TAM 28,24,31,Drew Brees kneels for -1 yards,2.350,1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
