Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
2,9:17,,,,7,7,Timeout #1 by Philadelphia Eagles,0.000,6.970
2,9:17,1,1,PHI 1,7,13,"Tashard Choice left guard for 1 yard, touchdown",6.970,7.000
2,,,,PHI 2,7,14,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,DAL 30,7,14,"David Buehler kicks off 74 yards, touchback",0.000,0.280
2,9:14,1,10,PHI 20,7,14,"Donovan McNabb pass incomplete short middle intended for Brian Westbrook. Penalty on Gerald Sensabaugh: Defensive Pass Interfere, 10 yards (no play)",0.280,0.940
2,9:07,1,10,PHI 30,7,14,LeSean McCoy middle for 6 yards (tackle by Keith Brooking),0.940,1.200
2,8:33,2,4,PHI 36,7,14,Donovan McNabb pass incomplete short middle intended for Reggie Brown (defended by Mike Jenkins),1.200,0.500
2,8:26,3,4,PHI 36,7,14,Donovan McNabb pass complete short right to Jeremy Maclin for 2 yards (tackle by Gerald Sensabaugh),0.500,-0.850
2,7:50,4,2,PHI 38,7,14,"Saverio Rocca punts 52 yards, returned by Patrick Crayton for 31 yards (tackle by Saverio Rocca)",-0.850,-1.660
2,7:35,1,10,DAL 41,7,14,Tony Romo pass complete short middle to Miles Austin for 36 yards (tackle by Sheldon Brown),1.660,4.040
2,6:47,1,10,PHI 23,7,14,Tony Romo pass incomplete short right intended for Deon Anderson,4.040,3.500
2,6:42,2,10,PHI 23,7,14,Felix Jones left tackle for no gain (tackle by Moise Fokou and Trent Cole),3.500,2.810
2,5:57,3,10,PHI 23,7,14,Tony Romo pass complete short middle to Roy Williams for 17 yards (tackle by Sheldon Brown),2.810,5.830
2,5:06,1,6,PHI 6,7,14,"Penalty on Tony Romo: Delay of Game, 5 yards (no play)",5.830,4.770
2,4:37,1,11,PHI 11,7,14,Tony Romo pass incomplete short middle intended for Roy Williams,4.770,4.020
2,4:33,2,11,PHI 11,7,14,Tony Romo pass complete short right to Roy Williams for 3 yards (tackle by Juqua Parker),4.020,3.580
2,3:49,3,8,PHI 8,7,14,Tony Romo pass incomplete short right intended for Roy Williams,3.580,2.950
2,3:44,4,8,PHI 8,7,17,Shaun Suisham 25 yard field goal good,2.950,3.000
2,,,,DAL 30,7,17,"David Buehler kicks off 75 yards, touchback",0.000,0.280
2,3:39,1,10,PHI 20,7,17,Donovan McNabb pass incomplete deep left intended for DeSean Jackson,0.280,-0.270
2,3:31,2,10,PHI 20,7,17,"Michael Vick for no gain. Michael Vick fumbles, recovered by Bobby Carpenter at PHI-18",-0.270,-4.370
2,3:23,1,10,PHI 18,7,17,Felix Jones left end for 13 yards (tackle by Sean Jones),4.370,6.060
2,2:39,1,5,PHI 5,7,17,Felix Jones left tackle for -1 yards (tackle by Trent Cole),6.060,4.950
2,2:00,2,6,PHI 6,7,23,"Tony Romo pass complete short right to Miles Austin for 6 yards, touchdown",4.950,7.000
2,,,,PHI 2,7,24,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,DAL 30,7,24,"David Buehler kicks off 65 yards, returned by Jeremy Maclin for 20 yards (tackle by Michael Hamlin)",0.000,0.610
2,1:50,1,10,PHI 25,7,24,Donovan McNabb pass complete short right to Jason Avant for 12 yards (tackle by Gerald Sensabaugh),0.610,1.400
2,1:22,1,10,PHI 37,7,24,"Donovan McNabb pass incomplete. Donovan McNabb fumbles, recovered by Donovan McNabb at PHI-PHI. Penalty on Todd Herremans: Ineligible Downfield Pas, 5 yards (no play)",1.400,1.070
2,1:12,1,15,PHI 32,7,24,Donovan McNabb pass incomplete short left intended for Brian Westbrook,1.070,0.180
2,1:10,2,15,PHI 32,7,24,Donovan McNabb pass complete short right to Jason Avant for 20 yards (tackle by Bradie James),0.180,2.390
2,1:01,1,10,DAL 48,7,24,"Donovan McNabb pass complete short middle to Leonard Weaver for 5 yards (tackle by Bradie James). Leonard Weaver fumbles (forced by Bradie James), recovered by Bradie James at DAL-42 (tackle by Leonard Weaver)",2.390,-1.730
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,0:51,1,10,DAL 42,7,24,Tony Romo pass complete short right to Jason Witten for no gain,1.730,1.190
2,0:46,2,10,DAL 42,7,24,"Tony Romo pass incomplete short right intended for Tashard Choice. Penalty on Asante Samuel: Unsportsmanlike Conduct, 15 yards",1.190,2.720
2,0:42,1,10,PHI 43,7,24,Tony Romo pass incomplete short left intended for Miles Austin,2.720,2.180
2,0:39,2,10,PHI 43,7,24,"Tony Romo pass complete short left to Jason Witten for 17 yards (tackle by Will Witherspoon). Penalty on Leonard Davis: Offensive Holding, 10 yards (no play)",2.180,0.830
2,0:31,2,20,DAL 47,7,24,"Tony Romo pass incomplete short right intended for Tashard Choice. Penalty on Quintin Mikell: Defensive Pass Interfere, 12 yards (no play)",0.830,2.850
2,0:21,1,10,PHI 41,7,24,Tony Romo pass incomplete short left intended for Tashard Choice (defended by Quintin Mikell),2.850,2.310
2,0:18,2,10,PHI 41,7,24,Tony Romo pass complete short left to Patrick Crayton for 6 yards (tackle by Sheldon Brown),2.310,2.410
2,0:12,,,,7,24,Timeout #1 by Dallas Cowboys,0.000,2.410
2,0:12,3,4,PHI 35,7,24,Tony Romo pass complete short middle to Kevin Ogletree for 5 yards (tackle by Quintin Mikell),2.410,3.580
2,0:07,,,,7,24,Timeout #2 by Dallas Cowboys,0.000,3.580
2,0:07,1,10,PHI 30,7,27,Shaun Suisham 48 yard field goal good,3.580,3.000
2,,,,DAL 30,7,27,"David Buehler kicks off 20 yards, returned by Joe Mays for -5 yards (tackle by Steve Octavien)",0.000,0.940
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,7,27,"David Buehler kicks off 75 yards, touchback",0.000,0.280
3,14:59,1,10,PHI 20,7,27,Donovan McNabb pass complete short right to Brent Celek for 20 yards (tackle by Bradie James),0.280,1.600
3,14:21,1,10,PHI 40,7,27,Leonard Weaver middle for 3 yards (tackle by Bradie James),1.600,1.460
3,13:47,2,7,PHI 43,7,27,LeSean McCoy left tackle for -2 yards (tackle by Anthony Spencer),1.460,0.500
3,13:09,3,9,PHI 41,7,27,Donovan McNabb pass incomplete short left intended for Jason Avant (defended by Ken Hamlin),0.500,-0.650
3,13:04,4,9,PHI 41,7,27,"Saverio Rocca punts 59 yards, touchback",-0.650,-0.280
3,12:54,1,10,DAL 20,7,27,Felix Jones left guard for 6 yards (tackle by Quintin Mikell),0.280,0.540
3,12:12,2,4,DAL 26,7,27,Felix Jones right tackle for 2 yards (tackle by Juqua Parker),0.540,0.100
3,11:29,3,2,DAL 28,7,27,Tony Romo pass incomplete short left intended for Patrick Crayton,0.100,-1.500
3,11:16,4,2,DAL 28,7,27,"Mat McBriar punts 61 yards. Penalty on John Phillips: Illegal Kick, 5 yards",-1.500,-0.540
3,11:16,1,10,PHI 24,7,27,"Penalty on Jason Peters: False Start, 5 yards (no play)",0.540,0.130
3,11:16,1,15,PHI 19,7,27,Donovan McNabb pass incomplete deep middle intended for DeSean Jackson (defended by Mike Jenkins),0.130,-0.740
3,11:08,2,15,PHI 19,7,27,Donovan McNabb pass complete short left to DeSean Jackson for 4 yards (tackle by Orlando Scandrick),-0.740,-0.820
3,10:27,3,11,PHI 23,7,27,Donovan McNabb pass complete short left to Jeremy Maclin for 15 yards,-0.820,1.470
3,10:07,1,10,PHI 38,7,27,"Penalty on Todd Herremans: False Start, 5 yards (no play)",1.470,1.140
3,9:50,1,15,PHI 33,7,27,Donovan McNabb pass incomplete short left intended for LeSean McCoy (defended by Anthony Spencer),1.140,0.250
3,9:46,2,15,PHI 33,7,27,LeSean McCoy for 14 yards (tackle by Terence Newman),0.250,1.420
3,9:39,3,1,PHI 47,7,27,Donovan McNabb pass complete short left to Alex Smith for 8 yards (tackle by Bobby Carpenter),1.420,2.590
3,9:01,1,10,DAL 45,7,27,Leonard Weaver middle for 3 yards (tackle by Marcus Spears),2.590,2.450
3,8:26,2,7,DAL 42,7,27,Donovan McNabb pass incomplete short right intended for Brent Celek,2.450,1.750
3,8:21,3,7,DAL 42,7,27,Donovan McNabb sacked by Anthony Spencer for -8 yards,1.750,-0.060
3,8:03,4,15,,7,27,"Saverio Rocca punts 39 yards, fair catch by Patrick Crayton",-0.060,0.370
3,7:55,1,10,DAL 11,7,27,Tashard Choice right tackle for 3 yards (tackle by Will Witherspoon),-0.370,-0.530
3,7:12,2,7,DAL 14,7,27,Tony Romo pass complete short right to Miles Austin for 3 yards (tackle by Mike Patterson),-0.530,-0.720
3,6:27,,,,7,27,Timeout #1 by Dallas Cowboys,0.000,-0.720
3,6:27,3,4,DAL 17,7,27,Tony Romo pass complete short left to Patrick Crayton for 10 yards (tackle by Sheldon Brown),-0.720,0.740
3,5:44,1,10,DAL 27,7,33,"Felix Jones right tackle for 73 yards, touchdown",0.740,7.000
3,,,,PHI 2,7,34,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,DAL 30,7,34,"David Buehler kicks off 66 yards, returned by Jeremy Maclin for 21 yards (tackle by Michael Hamlin)",0.000,0.610
3,5:27,1,10,PHI 25,7,34,Donovan McNabb pass incomplete short left intended for Reggie Brown,0.610,0.060
3,5:22,2,10,PHI 25,7,34,"Donovan McNabb pass incomplete deep left intended for Reggie Brown is intercepted by Mike Jenkins at DAL-48 and returned for -1 yards. Mike Jenkins fumbles (forced by DeSean Jackson), recovered by Reggie Brown at DAL-47 (tackle by Ken Hamlin)",0.060,2.460
3,5:09,1,10,DAL 47,7,34,Donovan McNabb pass complete short right to DeSean Jackson for 6 yards (tackle by Terence Newman),2.460,2.720
3,4:23,2,4,DAL 41,7,34,"Penalty on Jason Peters: False Start, 5 yards (no play)",2.720,2.050
3,4:14,2,9,DAL 46,7,34,Donovan McNabb pass incomplete deep right intended for Brent Celek (defended by Gerald Sensabaugh),2.050,1.350
3,4:07,3,9,DAL 46,7,34,Donovan McNabb pass complete short right to Leonard Weaver for 6 yards (tackle by Orlando Scandrick),1.350,0.590
3,3:47,4,3,DAL 40,7,34,Donovan McNabb pass incomplete short right intended for Jeremy Maclin,0.590,-1.660
3,3:42,1,10,DAL 41,7,34,Tashard Choice right end for -6 yards (tackle by Juqua Parker),1.660,0.310
3,2:55,2,16,DAL 35,7,34,Tony Romo right end for 5 yards (tackle by Juqua Parker),0.310,0.300
3,2:07,3,11,DAL 40,7,34,Tony Romo pass incomplete short right intended for Roy Williams,0.300,-0.720
3,2:03,4,11,DAL 40,7,34,Mat McBriar punts 50 yards,-0.720,0.370
3,1:53,1,10,PHI 11,7,34,Donovan McNabb for 5 yards (tackle by Keith Brooking),-0.370,-0.300
3,1:22,2,5,PHI 16,7,34,Donovan McNabb pass complete short left to Jeremy Maclin for 7 yards (tackle by Mike Jenkins),-0.300,0.480
3,0:50,1,10,PHI 23,7,34,"Donovan McNabb pass complete short middle to Jeremy Maclin for 25 yards (tackle by Ken Hamlin). Penalty on Ken Hamlin: Unsportsmanlike Conduct (Offsetting), Penalty on Jeremy Maclin: Unsportsmanlike Conduct (Offsetting)",0.480,2.130
3,0:22,1,10,PHI 48,7,34,Donovan McNabb pass complete short left to Brian Westbrook for 27 yards (tackle by Ken Hamlin),2.130,3.910
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 25,7,34,"Donovan McNabb pass complete short right to Jeremy Maclin for 9 yards (tackle by Terence Newman). Penalty on Ken Hamlin: Unnecessary Roughness, 8 yards",3.910,5.370
4,14:37,1,8,DAL 8,7,34,Michael Vick pass incomplete short left intended for Leonard Weaver,5.370,4.570
4,14:33,2,8,DAL 8,7,34,Donovan McNabb sacked by DeMarcus Ware for -8 yards,4.570,2.850
4,13:58,3,16,DAL 16,7,34,"Donovan McNabb for 8 yards. Penalty on Jason Hatcher: Illegal Use of Hands, 4 yards",2.850,6.280
4,13:34,1,4,DAL 4,13,34,"Donovan McNabb pass complete short left to DeSean Jackson for 4 yards, touchdown",6.280,7.000
4,,,,DAL 2,14,34,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,14,34,"David Akers kicks off 69 yards, returned by Kevin Ogletree for 10 yards (tackle by Tracy White)",0.000,-0.370
4,13:30,1,10,DAL 11,14,34,Tony Romo pass complete short right to Miles Austin for 9 yards (tackle by Asante Samuel),-0.370,0.360
4,12:53,2,1,DAL 20,14,34,Tashard Choice left end for no gain (tackle by Trent Cole),0.360,-0.370
4,12:10,3,1,DAL 20,14,34,Felix Jones right end for 6 yards (tackle by Sean Jones),-0.370,0.670
4,11:24,1,10,DAL 26,14,34,Tashard Choice middle for 9 yards (tackle by Brodrick Bunkley),0.670,1.350
4,10:39,2,1,DAL 35,14,34,Tashard Choice middle for 5 yards (tackle by Brodrick Bunkley),1.350,1.600
4,9:56,1,10,DAL 40,14,34,Tony Romo pass complete short right to Miles Austin for 6 yards (tackle by Asante Samuel),1.600,1.860
4,9:13,2,4,DAL 46,14,34,Tashard Choice right guard for 4 yards (tackle by Will Witherspoon),1.860,2.260
4,8:15,1,10,PHI 50,14,34,Tony Romo pass complete short left to Jason Witten for 3 yards (tackle by Quintin Mikell),2.260,2.120
4,7:30,2,7,PHI 47,14,34,"Penalty on Jason Witten: False Start, 5 yards (no play)",2.120,1.440
4,7:04,2,12,DAL 48,14,34,Felix Jones middle for -1 yards (tackle by Antonio Dixon),1.440,0.630
4,6:20,3,13,DAL 47,14,34,Tony Romo pass complete short right to Miles Austin for 10 yards (tackle by Quintin Mikell),0.630,0.400
4,5:23,4,3,PHI 43,14,34,"Mat McBriar punts 33 yards, fair catch by DeSean Jackson",0.400,0.380
4,5:18,1,10,PHI 10,14,34,Donovan McNabb sacked by Bradie James for -6 yards,-0.380,-1.220
4,4:46,2,16,PHI 4,14,34,Donovan McNabb pass complete short left to LeSean McCoy for 9 yards (tackle by Stephen Bowen),-1.220,-1.070
4,4:10,3,7,PHI 13,14,34,"Donovan McNabb sacked by DeMarcus Ware for -1 yards. Donovan McNabb fumbles (forced by DeMarcus Ware), recovered by Bobby Carpenter at PHI-26 (tackle by Jason Avant)",-1.070,-3.840
4,3:59,1,10,PHI 26,14,34,Tashard Choice middle for 1 yard (tackle by Will Witherspoon),3.840,3.430
4,3:54,,,,14,34,Timeout #1 by Philadelphia Eagles,0.000,3.430
4,3:54,2,9,PHI 25,14,34,Tashard Choice left tackle for 5 yards (tackle by Mike Patterson),3.430,3.400
4,3:48,,,,14,34,Timeout #2 by Philadelphia Eagles,0.000,3.400
4,3:48,3,4,PHI 20,14,34,Felix Jones left tackle for 4 yards (tackle by Sheldon Brown),3.400,4.510
4,3:33,,,,14,34,Timeout #3 by Philadelphia Eagles,0.000,4.510
4,3:33,1,10,PHI 16,14,34,"Tashard Choice left end for no gain. Penalty on John Phillips: Offensive Holding, 10 yards (no play)",4.510,3.840
4,3:28,1,20,PHI 26,14,34,"Tashard Choice middle for 1 yard (tackle by Juqua Parker). Penalty on Flozell Adams: Unnecessary Roughness, 15 yards",3.840,0.720
4,3:20,2,34,PHI 40,14,34,Felix Jones left end for 5 yards (tackle by Jeremiah Trotter),0.720,0.760
4,2:32,3,29,PHI 35,14,34,Tashard Choice right end for 5 yards (tackle by Mike Patterson and Chris Gocong),0.760,1.410
4,2:00,4,24,PHI 30,14,34,"Mat McBriar punts 30 yards, touchback",1.410,-0.280
4,1:54,1,10,PHI 20,14,34,Donovan McNabb pass complete short right to Brent Celek for 13 yards (tackle by Keith Brooking),0.280,1.140
4,1:30,1,10,PHI 33,14,34,Donovan McNabb pass complete short left to Jeremy Maclin for 12 yards (tackle by Mike Jenkins),1.140,1.930
4,1:24,1,10,PHI 45,14,34,Donovan McNabb pass complete deep right to Brent Celek for 26 yards (tackle by Terence Newman),1.930,3.640
4,0:57,1,10,DAL 29,14,34,Donovan McNabb pass incomplete short left intended for Jeremy Maclin,3.640,3.100
4,0:52,2,10,DAL 29,14,34,Donovan McNabb pass incomplete deep right intended for DeSean Jackson (defended by Terence Newman),3.100,2.410
4,0:45,3,10,DAL 29,14,34,Donovan McNabb pass incomplete short right intended for DeSean Jackson,2.410,1.500
4,0:41,4,10,DAL 29,14,34,Donovan McNabb pass incomplete short left intended for Jeremy Maclin (defended by Mike Jenkins),1.500,-0.940
4,0:35,1,10,DAL 30,14,34,Tony Romo kneels for -1 yards,0.940,0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
