Player,Pos
Keith Brooking,MOLB
Tony Romo,QB
Marion Barber III,RB
Miles Austin,WR
Jason Witten,TE
John Phillips,TE
Martellus Bennett,TE
Flozell Adams,LT
Kyle Kosier,LG
Andre Gurode,C
Leonard Davis,RG
Marc Colombo,RT
Marcus Spears,LDE
Jay Ratliff,NT
Igor Olshansky,RDE
Anthony Spencer,SLB
Bradie James,MLB
DeMarcus Ware,WLB
Terence Newman,LCB
Orlando Scandrick,CB
Mike Jenkins,RCB
Ken Hamlin,FS
