Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bills won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,BUF 35,0,0,"Jordan Gay kicks off 69 yards, returned by Jarvis Landry for 37 yards (tackle by Da'Norris Searcy). Penalty on Jonathan Freeny: Offensive Holding, 10 yards",0.000,0.350
1,14:47,1,10,MIA 12,0,0,Ryan Tannehill pass complete short left to Lamar Miller for 13 yards (tackle by Da'Norris Searcy),-0.350,0.610
1,14:26,1,10,MIA 25,0,0,Ryan Tannehill pass complete short right to Mike Wallace for 2 yards (tackle by Leodis McKelvin),0.610,0.330
1,13:49,2,8,MIA 27,0,0,Ryan Tannehill pass complete short left to Jarvis Landry for 10 yards (tackle by Nickell Robey),0.330,1.400
1,13:14,1,10,MIA 37,0,0,Lamar Miller right guard for 2 yards (tackle by Preston Brown),1.400,1.130
1,12:46,2,8,MIA 39,0,0,"Penalty on Marcell Dareus: Neutral Zone Infraction, 5 yards (no play)",1.130,1.800
1,12:24,2,3,MIA 44,0,0,Ryan Tannehill pass complete short middle to Jarvis Landry for 12 yards (tackle by Da'Norris Searcy and Preston Brown),1.800,2.650
1,11:46,1,10,BUF 44,0,0,Lamar Miller right tackle for 4 yards (tackle by Kyle Williams),2.650,2.650
1,11:10,2,6,BUF 40,0,0,Ryan Tannehill pass complete short left to Brian Hartline for 7 yards (tackle by Stephon Gilmore),2.650,3.380
1,10:30,1,10,BUF 33,0,0,Ryan Tannehill sacked by Stefan Charles for -12 yards,3.380,1.220
1,9:48,2,22,BUF 45,0,0,Lamar Miller right tackle for -2 yards (tackle by Brandon Spikes and Marcell Dareus),1.220,1.220
1,9:05,2,22,BUF 45,0,0,Timeout #1 by Miami Dolphins,1.220,0.300
1,9:05,3,24,BUF 47,0,0,Ryan Tannehill pass complete short right to Damian Williams for 32 yards (tackle by Da'Norris Searcy),0.300,4.580
1,8:39,1,10,BUF 15,0,0,Ryan Tannehill pass complete short right to Damian Williams for 6 yards (tackle by Leodis McKelvin),4.580,5.030
1,7:55,2,4,BUF 9,0,0,"Lamar Miller left tackle for 3 yards (tackle by Da'Norris Searcy). Penalty on Shelley Smith: Offensive Holding, 10 yards (no play)",5.030,3.450
1,7:30,2,14,BUF 19,0,0,Ryan Tannehill pass complete short right to Lamar Miller for -1 yards (tackle by Nickell Robey),3.450,2.680
1,6:50,3,15,BUF 20,0,0,Ryan Tannehill pass incomplete short right intended for Charles Clay,2.680,2.120
1,6:44,4,15,BUF 20,0,3,Caleb Sturgis 38 yard field goal good,2.120,3.000
1,6:44,,,MIA 35,0,3,"Caleb Sturgis kicks off 65 yards, returned by Bryce Brown for 18 yards (tackle by Jonathan Freeny)",0.000,-0.040
1,6:35,1,10,BUF 18,0,3,Kyle Orton pass complete short left to Robert Woods for 9 yards (tackle by Jamar Taylor),0.040,0.820
1,6:04,2,1,BUF 27,0,3,Kyle Orton pass complete short right to Sammy Watkins for 5 yards (tackle by Koa Misi),0.820,1.070
1,5:31,1,10,BUF 32,0,3,Anthony Dixon left guard for 6 yards (tackle by Louis Delmas),1.070,1.340
1,4:54,2,4,BUF 38,0,3,Kyle Orton pass incomplete short right intended for Sammy Watkins (defended by Reshad Jones),1.340,0.630
1,4:47,3,4,BUF 38,0,3,Kyle Orton pass complete short right to Chris Hogan for 7 yards (tackle by Jimmy Wilson),0.630,1.930
1,4:08,1,10,BUF 45,0,3,Kyle Orton pass complete short right to Bryce Brown for 5 yards (tackle by Randy Starks),1.930,2.060
1,3:26,2,5,MIA 50,0,3,Kyle Orton pass complete short left to Chris Gragg for 2 yards (tackle by Philip Wheeler),2.060,1.620
1,2:41,3,3,MIA 48,0,3,Kyle Orton pass complete short right to Chris Hogan for 15 yards (tackle by Louis Delmas),1.620,3.380
1,2:18,1,10,MIA 33,0,3,Anthony Dixon right tackle for 7 yards (tackle by Cameron Wake),3.380,3.780
1,1:44,2,3,MIA 26,0,3,Bryce Brown right tackle for 5 yards (tackle by Reshad Jones),3.780,4.170
1,1:06,1,10,MIA 21,0,3,Kyle Orton pass complete short right to Bryce Brown for 6 yards (tackle by Jamar Taylor),4.170,4.550
1,0:22,2,4,MIA 15,0,3,Kyle Orton pass incomplete short left intended for Scott Chandler,4.550,4.550
1,0:19,2,4,MIA 15,0,3,Timeout #1 by Buffalo Bills,4.550,3.810
1,0:19,3,4,MIA 15,0,3,Kyle Orton pass incomplete short right intended for Chris Hogan (defended by Reshad Jones),3.810,2.520
1,0:17,4,4,MIA 15,3,3,Dan Carpenter 33 yard field goal good,2.520,3.000
1,0:17,,,BUF 35,3,3,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
1,0:13,1,10,MIA 20,3,3,Ryan Tannehill pass complete short right to Mike Wallace for 9 yards (tackle by Aaron Williams),0.280,0.950
Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,MIA 29,3,3,Lamar Miller up the middle for 7 yards (tackle by Preston Brown),0.950,1.330
2,14:31,1,10,MIA 36,3,3,Ryan Tannehill pass incomplete deep right intended for Mike Wallace,1.330,0.790
2,14:21,2,10,MIA 36,3,3,Lamar Miller right end for 33 yards (tackle by Da'Norris Searcy),0.790,3.510
2,13:39,1,10,BUF 31,3,3,Ryan Tannehill pass complete short right to Brian Hartline for 17 yards,3.510,4.650
2,13:03,1,10,BUF 14,3,3,"Ryan Tannehill right end for 1 yard (tackle by Jerry Hughes). Ryan Tannehill fumbles (forced by Jerry Hughes), recovered by Duke Williams at BUF-9 and returned for 3 yards (tackle by Ja'Wuan James)",4.650,0.350
2,12:50,1,10,BUF 12,3,3,Bryce Brown left end for 2 yards (tackle by Dion Jordan),-0.350,-0.610
2,12:21,2,8,BUF 14,3,3,Anthony Dixon up the middle for 3 yards (tackle by Derrick Shelby),-0.610,-0.840
2,11:41,3,5,BUF 17,3,3,Kyle Orton pass complete short middle to Chris Hogan for 14 yards (tackle by Louis Delmas),-0.840,1.000
2,11:02,1,10,BUF 31,3,3,Kyle Orton pass complete short middle to Bryce Brown for 19 yards (tackle by Jelani Jenkins),1.000,2.260
2,10:15,1,10,MIA 50,3,3,Bryce Brown up the middle for 8 yards (tackle by Louis Delmas),2.260,2.790
2,9:36,2,2,MIA 42,3,3,Anthony Dixon up the middle for 1 yard (tackle by Derrick Shelby),2.790,2.210
2,9:06,3,1,MIA 41,3,3,Anthony Dixon up the middle for 7 yards (tackle by Jamar Taylor),2.210,3.310
2,8:26,1,10,MIA 34,3,3,Kyle Orton pass incomplete short right intended for Scott Chandler,3.310,2.770
2,8:19,2,10,MIA 34,3,3,Kyle Orton pass complete short right to Sammy Watkins for 9 yards (tackle by Brent Grimes),2.770,3.270
2,7:38,3,1,MIA 25,3,3,Bryce Brown up the middle for 6 yards (tackle by Reshad Jones),3.270,4.310
2,6:57,1,10,MIA 19,3,3,Kyle Orton pass complete short right to Chris Hogan for 4 yards (tackle by Brent Grimes),4.310,4.350
2,6:25,2,6,MIA 15,3,3,Kyle Orton pass complete short right to Anthony Dixon for 5 yards (tackle by Jamar Taylor),4.350,4.690
2,5:49,3,1,MIA 10,3,3,Anthony Dixon up the middle for 4 yards (tackle by Philip Wheeler),4.690,5.830
2,5:03,1,6,MIA 6,3,3,Kyle Orton pass incomplete short middle intended for Mike Williams (defended by Jared Odrick),5.830,4.950
2,4:57,2,6,MIA 6,3,3,Anthony Dixon left guard for no gain (tackle by Koa Misi and Randy Starks),4.950,4.040
2,4:13,3,6,MIA 6,3,3,Kyle Orton left end for 3 yards (tackle by Cameron Wake and Koa Misi),4.040,3.040
2,3:41,4,3,MIA 3,6,3,Dan Carpenter 21 yard field goal good,3.040,3.000
2,3:41,,,BUF 35,6,3,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
2,3:26,1,10,MIA 20,6,3,Ryan Tannehill pass complete short right to Mike Wallace for 10 yards (tackle by Corey Graham),0.280,0.940
2,3:00,1,10,MIA 30,6,3,Daniel Thomas up the middle for 7 yards (tackle by Manny Lawson),0.940,1.340
2,2:28,2,3,MIA 37,6,3,Ryan Tannehill pass complete short middle to Ryan Tannehill for -4 yards (tackle by Kyle Williams),1.340,0.100
2,2:00,3,7,MIA 33,6,3,Ryan Tannehill pass complete deep right to Mike Wallace for 17 yards (tackle by Corey Graham). Penalty on Nigel Bradham: Defensive Offside (Declined),0.100,2.260
2,1:55,1,10,BUF 50,6,3,Ryan Tannehill pass incomplete deep right intended for Mike Wallace,2.260,1.710
2,1:46,2,10,BUF 50,6,3,Ryan Tannehill sacked by Mario Williams for -3 yards,1.710,0.630
2,1:22,3,13,MIA 47,6,3,"Ryan Tannehill pass incomplete short middle intended for Rishard Matthews. Penalty on Stephon Gilmore: Illegal Contact, 5 yards (no play)",0.630,2.390
2,1:13,1,10,BUF 48,6,3,Ryan Tannehill pass complete short right to Brandon Gibson for 6 yards (tackle by Corey Graham),2.390,2.660
2,0:56,2,4,BUF 42,6,3,Ryan Tannehill left tackle for 1 yard (tackle by Marcell Dareus),2.660,2.660
2,0:50,2,4,BUF 42,6,3,Timeout #2 by Miami Dolphins,2.660,2.080
2,0:50,3,3,BUF 41,6,3,Ryan Tannehill pass incomplete deep right intended for Brandon Gibson. Penalty on Brandon Gibson: Offensive Pass Interference (Declined),2.080,0.530
2,0:41,4,3,BUF 41,6,3,"Brandon Fields punts 37 yards, out of bounds",0.530,0.380
2,0:31,1,10,BUF 4,6,3,Kyle Orton kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,6,3,"Caleb Sturgis kicks off 68 yards, returned by Bryce Brown for 25 yards (tackle by Jimmy Wilson)",0.000,0.410
3,14:55,1,10,BUF 22,6,3,Anthony Dixon left guard for 3 yards (tackle by Jamar Taylor),0.410,0.270
3,14:28,2,7,BUF 25,6,3,Kyle Orton pass complete short left to Robert Woods for 6 yards (tackle by Jelani Jenkins),0.270,0.370
3,14:00,3,1,BUF 31,6,3,Bryce Brown right end for -6 yards (tackle by Jamar Taylor),0.370,-1.700
3,13:31,4,7,BUF 25,6,3,"Colton Schmidt punts 47 yards, fair catch by Jarvis Landry",-1.700,-0.810
3,13:09,1,10,MIA 28,6,3,Lamar Miller right end for 4 yards (tackle by Duke Williams),0.810,0.800
3,12:41,2,6,MIA 32,6,3,Ryan Tannehill pass incomplete short right intended for Brian Hartline (defended by Corey Graham),0.800,0.100
3,12:27,3,6,MIA 32,6,3,Ryan Tannehill pass complete short right to Charles Clay for 7 yards (tackle by Corey Graham and Kyle Williams),0.100,1.530
3,11:51,1,10,MIA 39,6,3,"Penalty on Samson Satele: False Start, 5 yards (no play)",1.530,1.200
3,11:36,1,15,MIA 34,6,3,Ryan Tannehill sacked by Mario Williams for -10 yards,1.200,1.200
3,10:52,1,15,MIA 34,6,3,Timeout #1 by Miami Dolphins,1.200,-1.040
3,10:52,2,25,MIA 24,6,3,Ryan Tannehill pass complete short middle to Charles Clay for 5 yards (tackle by Nickell Robey),-1.040,-1.020
3,10:15,3,20,MIA 29,6,3,Ryan Tannehill pass incomplete short right intended for Rishard Matthews,-1.020,-1.440
3,10:05,4,20,MIA 29,6,3,"Brandon Fields punts 59 yards, returned by Robert Woods for 11 yards (tackle by Will Davis)",-1.440,-0.480
3,9:53,1,10,BUF 23,6,3,Kyle Orton pass complete short right to Chris Hogan for 6 yards (tackle by Louis Delmas),0.480,0.740
3,9:27,2,4,BUF 29,6,3,Kyle Orton pass complete short middle to Chris Hogan for 17 yards (tackle by Reshad Jones),0.740,1.990
3,8:54,1,10,BUF 46,6,3,Sammy Watkins right end for 3 yards (tackle by Jamar Taylor),1.990,1.860
3,8:14,2,7,BUF 49,6,3,Kyle Orton pass complete deep middle to Sammy Watkins for 18 yards (tackle by Brent Grimes),1.860,3.380
3,7:24,1,10,MIA 33,6,3,Anthony Dixon right guard for no gain (tackle by Koa Misi),3.380,2.840
3,6:46,2,10,MIA 33,6,3,Kyle Orton pass incomplete short right intended for Sammy Watkins,2.840,2.150
3,6:41,3,10,MIA 33,6,3,"Kyle Orton pass incomplete deep middle intended for Sammy Watkins. Penalty on Jared Odrick: Defensive Offside, 5 yards (no play)",2.150,2.810
3,6:36,3,5,MIA 28,6,3,Kyle Orton pass incomplete short middle intended for Robert Woods,2.810,1.630
3,6:31,4,5,MIA 28,9,3,Dan Carpenter 46 yard field goal good,1.630,3.000
3,6:31,,,BUF 35,9,3,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,6:26,1,10,MIA 20,9,3,Ryan Tannehill pass complete short middle to Jarvis Landry for 11 yards (tackle by Da'Norris Searcy),0.280,1.000
3,5:54,1,10,MIA 31,9,3,Lamar Miller right tackle for 5 yards (tackle by Nigel Bradham),1.000,1.140
