Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
1,,,,CAR 35,0,10,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
1,8:27,1,10,TAM 20,0,10,"Josh Freeman up the middle for no gain (tackle by Dan Connor). Penalty on Charles Johnson: Defensive Offside, 5 yards (no play)",0.280,1.010
1,8:04,1,5,TAM 25,0,10,Kregg Lumpkin right tackle for no gain (tackle by Dan Connor),1.010,0.410
1,7:32,2,5,TAM 25,0,10,Kregg Lumpkin up the middle for 7 yards (tackle by Jonathan Nelson),0.410,1.070
1,6:54,1,10,TAM 32,0,10,Kregg Lumpkin left guard for 8 yards (tackle by Jordan Senn),1.070,1.610
1,6:11,2,2,TAM 40,0,10,Josh Freeman pass incomplete short left intended for Mike Williams,1.610,0.890
1,6:07,3,2,TAM 40,0,10,"Josh Freeman pass complete short middle to Mike Williams for 2 yards (tackle by Sherrod Martin). Penalty on Greg Hardy: Defensive Offside, 5 yards (no play)",0.890,1.930
1,5:41,1,10,TAM 45,0,10,Josh Freeman pass complete short left to Kellen Winslow Jr. for 13 yards (tackle by Dan Connor),1.930,2.790
1,4:55,1,10,CAR 42,0,10,Kregg Lumpkin right end for -2 yards (tackle by James Anderson),2.790,1.970
1,4:09,2,12,CAR 44,0,10,Josh Freeman sacked by Thomas Keiser for -4 yards,1.970,0.760
1,3:31,3,16,CAR 48,0,10,Josh Freeman pass complete short left to Preston Parker for 16 yards (tackle by Sherrod Martin),0.760,3.450
1,3:05,1,10,CAR 32,0,10,Kregg Lumpkin up the middle for 9 yards (tackle by Sherrod Martin),3.450,4.120
1,2:27,2,1,CAR 23,0,10,Josh Freeman pass complete short right to Kellen Winslow Jr. for 8 yards (tackle by Sherrod Martin),4.120,4.580
1,1:41,1,10,CAR 15,0,10,Kregg Lumpkin left tackle for -1 yards (tackle by Greg Hardy),4.580,3.810
1,1:03,2,11,CAR 16,0,10,Josh Freeman pass complete short middle to Kregg Lumpkin for 7 yards (tackle by James Anderson),3.810,4.220
1,0:18,3,4,CAR 9,0,10,Josh Freeman pass complete short left to Mike Williams for 3 yards (tackle by Sherrod Martin),4.220,3.020
Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,CAR 6,0,10,Josh Freeman left guard for 2 yards (tackle by Andre Neblett and Dan Connor),3.020,6.280
2,14:14,1,4,CAR 4,6,10,"Josh Freeman pass complete short left to Arrelious Benn for 4 yards, touchdown",6.280,7.000
,,,,,,,"TAM challenged the incomplete pass ruling, and the original play was overturned.",,
2,,,,CAR 2,7,10,Connor Barth kicks extra point good,0.000,0.000
2,,,,TAM 35,7,10,"Michael Koenen kicks off 66 yards, returned by Kealoha Pilares for 23 yards (tackle by Preston Parker). Penalty on R.J. Stanford: Offensive Holding, 8 yards",0.000,-0.380
2,14:01,1,10,CAR 8,7,10,Jonathan Stewart left tackle for 1 yard (tackle by Adrian Clayborn and Mason Foster),-0.380,-0.710
2,13:20,2,9,CAR 9,7,16,"Cam Newton pass complete deep right to Brandon LaFell for 91 yards, touchdown",-0.710,7.000
2,,,,TAM 2,7,17,Olindo Mare kicks extra point good,0.000,0.000
2,,,,CAR 35,7,17,"Olindo Mare kicks off 68 yards, returned by Sammie Stroughter for 18 yards (tackle by R.J. Stanford)",0.000,-0.220
2,12:59,1,10,TAM 15,7,17,Josh Freeman sacked by Andre Neblett for -7 yards,-0.220,-1.290
2,12:23,2,17,TAM 8,7,17,Josh Freeman pass complete short right to Kellen Winslow Jr. for 8 yards (tackle by Jordan Senn and Jonathan Nelson),-1.290,-1.250
2,11:38,3,9,TAM 16,7,17,Josh Freeman pass complete deep left to Sammie Stroughter for 29 yards (tackle by Jonathan Nelson),-1.250,1.930
2,10:54,1,10,TAM 45,7,17,Josh Freeman pass complete short right to Luke Stocker for 9 yards (tackle by Jonathan Nelson),1.930,2.600
2,10:18,2,1,CAR 46,7,17,Josh Freeman pass complete short right to Luke Stocker for 4 yards (tackle by Jordan Senn),2.600,2.790
2,9:39,1,10,CAR 42,7,17,Josh Freeman pass complete short middle to Mossis Madu for 8 yards (tackle by James Anderson),2.790,3.320
2,8:59,2,2,CAR 34,7,17,Mossis Madu left guard for 4 yards (tackle by James Anderson),3.320,3.580
2,8:18,1,10,CAR 30,7,17,Mossis Madu left tackle for -2 yards (tackle by Chris Gamble),3.580,2.760
2,7:38,2,12,CAR 32,7,17,"Josh Freeman pass complete short left to Kellen Winslow Jr. for no gain. Penalty on Kellen Winslow Jr.: Offensive Pass Interference, 10 yards (no play)",2.760,1.410
2,7:10,2,22,CAR 42,7,17,Josh Freeman pass complete short middle to Mossis Madu for 15 yards (tackle by Jordan Senn),1.410,2.740
2,6:21,3,7,CAR 27,7,17,Josh Freeman pass complete short middle to Sammie Stroughter for 3 yards (tackle by Antwan Applewhite),2.740,1.940
2,5:37,4,4,CAR 24,10,17,Connor Barth 42 yard field goal good,1.940,3.000
2,,,,TAM 35,10,17,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
2,5:33,1,10,CAR 20,10,17,Cam Newton pass complete short left to Steve Smith for 9 yards (tackle by E.J. Biggers),0.280,0.950
2,5:33,2,1,CAR 29,10,17,"Penalty on Roy Miller: Encroachment, 5 yards (no play)",0.950,1.200
2,4:37,1,10,CAR 34,10,17,Cam Newton pass incomplete short middle intended for Steve Smith,1.200,0.660
2,4:31,2,10,CAR 34,10,17,Jonathan Stewart left end for 32 yards (tackle by Ahmad Black),0.660,3.310
2,3:44,1,10,TAM 34,10,17,"DeAngelo Williams up the middle for no gain (tackle by Da'Quan Bowers). Penalty on Byron Bell: Offensive Holding, 10 yards (no play)",3.310,2.650
2,3:16,1,20,TAM 44,10,17,Jonathan Stewart left end for 24 yards (tackle by Sean Jones),2.650,4.240
2,2:31,1,10,TAM 20,10,17,Cam Newton pass incomplete short right intended for Steve Smith (defended by Geno Hayes),4.240,3.690
2,2:25,2,10,TAM 20,10,17,Cam Newton pass complete short left to DeAngelo Williams for 10 yards (tackle by E.J. Biggers),3.690,4.910
2,2:00,1,10,TAM 10,10,17,DeAngelo Williams left tackle for 2 yards (tackle by Frank Okam),4.910,4.570
2,1:17,2,8,TAM 8,10,17,Cam Newton pass incomplete short left intended for Jonathan Stewart,4.570,3.580
2,1:14,3,8,TAM 8,10,17,Cam Newton pass complete short middle to Legedu Naanee for 7 yards (tackle by Geno Hayes),3.580,3.550
2,0:28,,,,10,17,Timeout #1 by Carolina Panthers,0.000,3.550
2,0:28,4,1,TAM 1,10,20,Olindo Mare 19 yard field goal good,3.550,3.000
2,,,,CAR 35,10,20,"Olindo Mare kicks off 64 yards, returned by Sammie Stroughter for 25 yards (tackle by Josh Vaughan)",0.000,0.670
2,0:25,1,10,TAM 26,10,20,Josh Freeman kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,10,20,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,10,20,Josh Freeman pass complete short left to Mike Williams for 12 yards (tackle by Darius Butler),0.280,1.070
3,14:22,1,10,TAM 32,10,20,Mossis Madu right tackle for 3 yards (tackle by Greg Hardy and Sherrod Martin),1.070,0.930
3,13:44,2,7,TAM 35,10,20,Josh Freeman pass incomplete short middle intended for Mossis Madu,0.930,0.230
3,13:38,3,7,TAM 35,10,20,Josh Freeman pass incomplete deep middle intended for Kellen Winslow Jr. is intercepted by Jonathan Nelson at CAR-48 and returned for 20 yards (tackle by Dezmon Briscoe),0.230,-3.450
3,13:27,1,10,TAM 32,10,20,Cam Newton left end for 6 yards (tackle by Adrian Clayborn and Quincy Black),3.450,3.710
3,12:48,,,,10,20,Timeout #1 by Carolina Panthers,0.000,3.710
3,12:48,2,4,TAM 26,10,20,Cam Newton pass complete short right to Richie Brockel for 4 yards (tackle by Geno Hayes and Mason Foster),3.710,4.110
3,12:01,1,10,TAM 22,10,26,"DeAngelo Williams right end for 22 yards, touchdown",4.110,7.000
3,,,,TAM 2,10,27,Olindo Mare kicks extra point good,0.000,0.000
3,,,,CAR 35,10,27,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
3,11:55,1,10,TAM 20,10,27,LeGarrette Blount up the middle for 3 yards (tackle by Chris Gamble),0.280,0.140
3,11:19,2,7,TAM 23,10,27,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",0.140,-0.630
3,10:56,2,12,TAM 18,10,27,Josh Freeman pass incomplete deep left intended for Arrelious Benn,-0.630,-1.330
3,10:49,3,12,TAM 18,10,27,Josh Freeman pass incomplete deep left intended for Mike Williams (defended by Darius Butler),-1.330,-2.240
3,10:43,4,12,TAM 18,10,27,"Michael Koenen punts 59 yards, returned by Armanti Edwards for 1 yard (tackle by Quincy Black)",-2.240,-0.540
3,10:31,1,10,CAR 24,10,27,"Penalty on Ryan Kalil: False Start, 5 yards (no play)",0.540,0.130
3,10:31,1,15,CAR 19,10,27,Jonathan Stewart left end for 5 yards (tackle by Mason Foster),0.130,0.000
3,10:00,2,10,CAR 24,10,27,Cam Newton pass incomplete short right intended for Greg Olsen,0.000,-0.690
3,9:57,3,10,CAR 24,10,27,Cam Newton sacked by Michael Bennett for -8 yards,-0.690,-2.390
3,9:31,4,18,CAR 16,10,27,"Jason Baker punts 41 yards, returned by Micheal Spurlock for 9 yards (tackle by Jason Williams). Penalty on Dekoda Watson: Running Into the Kicker (Declined), Penalty on Myron Lewis: Unnecessary Roughness, 15 yards",-2.390,-1.400
3,9:18,1,10,TAM 37,10,27,Josh Freeman pass complete short left to Luke Stocker for 1 yard (tackle by Darius Butler),1.400,0.990
3,8:38,2,9,TAM 38,10,27,LeGarrette Blount left tackle for 8 yards (tackle by Thomas Keiser),0.990,1.360
3,7:56,3,1,TAM 46,10,27,Josh Freeman up the middle for 2 yards (tackle by Charles Johnson),1.360,2.130
3,7:16,1,10,TAM 48,10,27,"Josh Freeman pass complete short right to Kellen Winslow Jr. for 22 yards (tackle by Dan Connor). Kellen Winslow Jr. fumbles (forced by Dan Connor), recovered by Andre Neblett at CAR-24. Penalty on Luke Stocker: Unnecessary Roughness, 15 yards, Penalty on Jeremy Trueblood: Clipping (Declined)",2.130,-1.530
3,6:58,1,10,CAR 39,10,27,Steve Smith right end for 23 yards (tackle by Ronde Barber),1.530,3.050
3,6:08,1,10,TAM 38,10,27,DeAngelo Williams left end for 18 yards (tackle by Tanard Jackson),3.050,4.240
3,5:37,1,10,TAM 20,10,27,Jonathan Stewart right end for 4 yards (tackle by Quincy Black),4.240,4.280
3,4:52,2,6,TAM 16,10,27,Cam Newton up the middle for 1 yard (tackle by Adrian Clayborn),4.280,3.700
3,4:02,3,5,TAM 15,10,27,Cam Newton right end for 4 yards (tackle by Dekoda Watson),3.700,2.850
3,3:30,4,1,TAM 11,10,33,"Cam Newton pass complete short right to Jonathan Stewart for 11 yards, touchdown",2.850,7.000
3,,,,TAM 2,10,34,Olindo Mare kicks extra point good,0.000,0.000
3,,,,CAR 35,10,34,"Olindo Mare kicks off 67 yards, returned by Sammie Stroughter for 24 yards (tackle by Antwan Applewhite)",0.000,0.410
3,3:17,1,10,TAM 22,10,34,Josh Freeman pass complete short left to Mike Williams for 11 yards (tackle by Darius Butler),0.410,1.140
3,2:50,1,10,TAM 33,10,34,"Josh Freeman pass incomplete short left intended for Mike Williams. Penalty on Darius Butler: Defensive Pass Interference, 14 yards (no play)",1.140,2.060
3,2:46,1,10,TAM 47,10,34,Josh Freeman pass complete short right to Dezmon Briscoe for 6 yards (tackle by Chris Gamble),2.060,2.330
3,2:10,2,4,CAR 47,10,34,Josh Freeman pass complete short right to Kregg Lumpkin for 3 yards (tackle by Jordan Senn),2.330,2.020
3,1:26,3,1,CAR 44,10,34,Josh Freeman pass incomplete deep middle intended for Micheal Spurlock,2.020,0.330
3,1:19,4,1,CAR 44,10,34,Josh Freeman pass incomplete short right intended for Mike Williams,0.330,-1.930
3,1:13,1,10,CAR 45,10,34,Cam Newton pass complete short left to Jeremy Shockey for 6 yards (tackle by Roy Miller and Adrian Clayborn),1.930,2.190
3,0:33,2,4,TAM 49,10,40,"Cam Newton up the middle for 49 yards, touchdown",2.190,7.000
3,,,,TAM 2,10,41,Olindo Mare kicks extra point good,0.000,0.000
3,,,,CAR 35,10,41,"Olindo Mare kicks off 70 yards, returned by Sammie Stroughter for 15 yards (tackle by Jason Williams). Sammie Stroughter fumbles (forced by Jason Williams), recovered by Josh Thomas at TAM-8 (tackle by Mossis Madu)",0.000,-5.370
3,0:17,1,8,TAM 8,10,41,DeAngelo Williams left end for no gain (tackle by Ahmad Black),5.370,4.570
Quarter,Time,Down,ToGo,Location,TAM,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,TAM 8,10,47,"Cam Newton pass complete short left to Jeremy Shockey for 8 yards, touchdown",4.570,7.000
4,,,,TAM 2,10,48,Olindo Mare kicks extra point good,0.000,0.000
4,,,,CAR 35,10,48,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
4,14:53,1,10,TAM 20,10,48,Josh Freeman pass complete short right to Sammie Stroughter for 5 yards (tackle by Jonathan Nelson),0.280,0.410
4,14:18,2,5,TAM 25,10,48,Josh Freeman pass incomplete short left intended for Sammie Stroughter,0.410,-0.300
4,14:13,3,5,TAM 25,10,48,Josh Freeman pass complete short right to Kregg Lumpkin for 15 yards (tackle by James Anderson),-0.300,1.600
4,13:41,1,10,TAM 40,10,48,"Josh Freeman pass incomplete deep middle intended for Sammie Stroughter. Penalty on Sherrod Martin: Defensive Pass Interference, 25 yards (no play)",1.600,3.250
4,13:35,1,10,CAR 35,10,48,Josh Freeman pass complete short middle to Kregg Lumpkin for 13 yards (tackle by Jordan Senn),3.250,4.110
4,13:06,1,10,CAR 22,10,48,"Josh Freeman pass incomplete deep left intended for Mike Williams. Penalty on Jordan Senn: Defensive Holding, 5 yards (no play)",4.110,4.970
4,12:59,1,5,CAR 17,10,48,Josh Freeman pass complete short left to Mike Williams for 13 yards (tackle by Jordan Senn),4.970,6.280
4,12:22,1,4,CAR 4,10,48,Kregg Lumpkin up the middle for 3 yards (tackle by Frank Kearse),6.280,5.910
4,11:45,2,1,CAR 1,10,48,Josh Freeman up the middle for no gain (tackle by Greg Hardy),5.910,5.170
4,11:11,3,1,CAR 1,16,48,"Josh Freeman up the middle for 1 yard, touchdown",5.170,7.000
4,,,,,16,48,"Penalty on Davin Joseph: False Start, 5 yards (no play)",0.000,1.000
4,,,,,16,48,"Two Point Attempt: Josh Freeman, conversion fails",1.000,-1.000
4,,,,TAM 35,16,48,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
4,11:08,1,10,CAR 20,16,48,Josh Vaughan right tackle for 9 yards (tackle by Myron Lewis),0.280,0.950
4,10:26,2,1,CAR 29,16,48,Richie Brockel up the middle for 2 yards (tackle by Quincy Black),0.950,1.000
4,9:42,1,10,CAR 31,16,48,Josh Vaughan left tackle for 4 yards (tackle by Mason Foster),1.000,1.000
4,8:55,2,6,CAR 35,16,48,Josh Vaughan right guard for 1 yard (tackle by Jovan Haye),1.000,0.430
4,8:10,3,5,CAR 36,16,48,Josh Vaughan left tackle for 1 yard (tackle by Da'Quan Bowers),0.430,-0.910
4,7:30,4,4,CAR 37,16,48,Jason Baker punts 52 yards,-0.910,0.370
4,7:20,1,10,TAM 11,16,48,Josh Freeman pass complete short middle to Mossis Madu for 10 yards (tackle by James Anderson),-0.370,0.340
4,6:45,1,10,TAM 21,16,48,Josh Freeman pass complete short right to Kellen Winslow Jr. for 4 yards (tackle by James Anderson),0.340,0.340
4,6:13,2,6,TAM 25,16,48,Josh Freeman pass complete short left to Sammie Stroughter for 15 yards (tackle by Jordan Senn),0.340,1.600
4,5:40,1,10,TAM 40,16,48,Josh Freeman pass complete short middle to Mossis Madu for 9 yards (tackle by Jonathan Nelson),1.600,2.270
4,5:10,2,1,TAM 49,16,48,Mossis Madu up the middle for 15 yards (tackle by Jordan Senn and Jonathan Nelson),2.270,3.180
4,4:37,1,10,CAR 36,16,48,Josh Freeman pass incomplete short middle intended for Mossis Madu,3.180,2.640
4,4:33,2,10,CAR 36,16,48,Josh Freeman sacked by Jason Shirley and Frank Kearse for -5 yards,2.640,1.290
4,4:00,3,15,CAR 41,16,48,Josh Freeman pass complete short right to Kellen Winslow Jr. for 8 yards (tackle by Jordan Senn and Brandon Hogan),1.290,1.150
4,3:21,4,7,CAR 33,16,48,Josh Freeman pass incomplete deep right intended for Mike Williams,1.150,-1.200
4,3:14,1,10,CAR 34,16,48,Josh Vaughan up the middle for 3 yards (tackle by Da'Quan Bowers),1.200,1.060
4,2:30,2,7,CAR 37,16,48,Josh Vaughan left guard for -2 yards (tackle by Adam Hayward),1.060,0.100
4,1:59,3,9,CAR 35,16,48,Josh Vaughan left end for 8 yards (tackle by Adam Hayward),0.100,-0.520
4,1:11,4,1,CAR 43,16,48,Richie Brockel up the middle for 3 yards (tackle by Jovan Haye),-0.520,1.990
4,0:28,1,10,CAR 46,16,48,Derek Anderson kneels for -1 yards,1.990,1.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
