#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,PHI 19,7,2:44,36,Fumble
2,1,9:34,PHI 20,3,1:21,0,Punt
3,1,7:58,STL 24,3,1:14,-14,Punt
4,1,2:10,PHI 45,3,1:12,-2,Punt
5,2,13:18,PHI 24,9,5:07,26,Punt
6,2,7:27,PHI 38,6,2:28,49,Field Goal
7,2,3:39,STL 29,1,0:06,1,Fumble
8,2,0:20,PHI 48,2,0:20,-1,End of Half
9,3,13:17,PHI 26,6,2:11,25,Fumble
10,3,10:05,PHI 20,7,4:16,25,Punt
11,4,14:49,PHI 26,7,3:58,64,Fumble
12,4,8:31,PHI 32,3,0:26,0,Punt
13,4,5:27,PHI 34,3,1:50,7,Punt
14,4,2:27,PHI 31,5,2:08,19,Punt
