Quarter,Time,Down,ToGo,Location,STL,PHI,Detail,EPB,EPA
1,0:09,,,PHI 30,0,7,"David Akers kicks off 47 yards, returned by Terrence Wilkins for 18 yards (tackle by Lito Sheppard)",0.000,1.660
1,0:04,1,10,STL 41,0,7,Kurt Warner pass complete to Marshall Faulk for 8 yards (tackle by Paul Grasmanis),1.660,2.200
Quarter,Time,Down,ToGo,Location,STL,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,STL 49,0,7,Marshall Faulk left end for -1 yards (tackle by Troy Vincent),2.200,1.360
2,14:21,3,3,STL 48,0,7,Marshall Faulk middle for -2 yards (tackle by Shawn Barber),1.360,-0.320
2,13:40,4,5,STL 46,0,7,"Penalty on Don Davis: Illegal Motion, 5 yards (no play)",-0.320,-0.650
2,13:26,4,10,STL 41,0,7,"Mitch Berger punts 35 yards, fair catch by Brian Mitchell",-0.650,-0.540
2,13:18,1,10,PHI 24,0,7,A.J. Feeley pass complete to Todd Pinkston for 11 yards (tackle by Travis Fisher and Tommy Polley),0.540,1.270
2,12:45,1,10,PHI 35,0,7,A.J. Feeley pass complete to Duce Staley for 8 yards (tackle by Travis Fisher and Ryan Pickett),1.270,1.800
2,12:00,2,2,PHI 43,0,7,Duce Staley left tackle for 7 yards (tackle by Leonard Little),1.800,2.260
2,11:26,1,10,,0,7,A.J. Feeley pass incomplete intended for Brian Westbrook (defended by Adam Archuleta),2.260,1.710
2,11:20,2,10,,0,7,Duce Staley left tackle for 6 yards (tackle by Leonard Little),1.710,1.820
2,10:43,3,4,STL 44,0,7,A.J. Feeley pass complete to James Thrash for 8 yards (tackle by Grant Wistrom and Tommy Polley),1.820,3.180
2,10:02,1,10,STL 36,0,7,A.J. Feeley sacked by Jeff Zgonina for -12 yards,3.180,1.020
2,9:33,2,22,STL 48,0,7,"Penalty on Tra Thomas: False Start, 5 yards (no play)",1.020,0.340
2,9:12,2,27,PHI 47,0,7,Dorsey Levens left guard for 8 yards (tackle by Tommy Polley),0.340,0.760
2,8:32,3,19,STL 45,0,7,A.J. Feeley sacked by Leonard Little for -5 yards,0.760,-0.060
2,8:21,4,24,,0,7,"Sean Landeta punts 34 yards. Penalty on Dameane Douglas: Interference with Opportunity to Catch, 15 yards",-0.060,-1.000
2,8:11,1,10,STL 31,0,7,Marshall Faulk for 3 yards,1.000,0.870
2,7:48,2,7,STL 34,0,7,Kurt Warner pass incomplete intended for Ricky Proehl,0.870,0.170
2,7:44,3,7,STL 34,0,7,Kurt Warner pass incomplete intended for Torry Holt (defended by Al Harris),0.170,-1.110
2,7:39,4,7,STL 34,0,7,"Mitch Berger punts 40 yards, returned by Brian Mitchell for 12 yards (tackle by Tommy Polley)",-1.110,-1.470
2,7:27,1,10,PHI 38,0,7,Dorsey Levens right tackle for 9 yards (tackle by Travis Fisher),1.470,2.140
2,6:51,2,1,PHI 47,0,7,A.J. Feeley pass complete to Todd Pinkston for 41 yards (tackle by Kim Herring),2.140,4.780
2,6:51,1,10,STL 12,0,7,"Penalty on Tra Thomas: False Start, 5 yards (no play)",4.780,4.320
2,5:47,1,15,STL 17,0,7,A.J. Feeley pass incomplete intended for Todd Pinkston (defended by Travis Fisher),4.320,3.420
2,5:44,2,15,STL 17,0,7,Brian Westbrook right end for 4 yards (tackle by Jeff Zgonina and Jamie Duncan),3.420,3.100
2,5:05,3,11,STL 13,0,7,A.J. Feeley pass incomplete intended for Antonio Freeman (defended by Kim Herring),3.100,2.570
2,5:02,4,11,STL 13,0,10,David Akers 31 yard field goal good,2.570,3.000
2,5:02,,,PHI 30,0,10,"David Akers kicks off 67 yards, returned by Terrence Wilkins for 23 yards (tackle by Ike Reese)",0.000,0.670
2,4:54,1,10,STL 26,0,10,Kurt Warner sacked by Hugh Douglas for -9 yards,0.670,-1.220
2,4:31,2,19,STL 17,0,10,Troy Edwards left end for 2 yards (tackle by Al Harris),-1.220,-1.580
2,3:52,3,17,STL 19,0,10,"Kurt Warner pass complete to Torry Holt for 16 yards (tackle by Michael Lewis). Torry Holt fumbles (forced by Michael Lewis), recovered by Bobby Taylor at STL-37 and returned for 8 yards (tackle by Ricky Proehl)",-1.580,-3.640
,,,,,,,"STL challenged the ruling, and the play was upheld.",,
2,3:39,1,10,STL 29,0,10,"Dorsey Levens right tackle for 1 yard (tackle by Tommy Polley). Dorsey Levens fumbles (forced by Tommy Polley), recovered by Brian Young at STL-30 (tackle by Dorsey Levens)",3.640,-0.940
2,3:33,1,10,STL 30,0,10,Kurt Warner pass complete to Isaac Bruce for 28 yards (tackle by Brian Dawkins),0.940,2.790
2,2:55,1,10,PHI 42,0,10,Kurt Warner pass complete to Isaac Bruce for 6 yards (tackle by Troy Vincent),2.790,3.050
2,2:21,2,4,PHI 36,0,10,Kurt Warner pass complete to Torry Holt for 13 yards (tackle by Bobby Taylor),3.050,4.040
2,2:00,1,10,PHI 23,0,10,Kurt Warner pass incomplete intended for Marshall Faulk,4.040,3.500
2,1:55,2,10,PHI 23,0,10,Kurt Warner pass complete to Isaac Bruce for 9 yards (tackle by Darwin Walker),3.500,4.280
2,1:17,3,1,PHI 14,0,10,Kurt Warner right end for 1 yard (tackle by Shawn Barber),4.280,4.280
2,1:17,3,1,PHI 14,0,10,--,4.280,4.710
2,1:00,1,10,PHI 13,0,10,Kurt Warner pass incomplete intended for Isaac Bruce (defended by Brian Dawkins),4.710,4.050
2,0:52,2,10,PHI 13,0,10,Kurt Warner pass complete to Torry Holt for 9 yards (tackle by Michael Lewis),4.050,5.010
2,0:27,3,1,PHI 4,0,10,Kurt Warner pass incomplete intended for Isaac Bruce (defended by Al Harris),5.010,3.040
2,0:23,4,1,PHI 4,3,10,Jeff Wilkins 22 yard field goal good,3.040,3.000
2,0:23,,,STL 30,3,10,"Jeff Wilkins kicks off 34 yards, returned by Jeremy Slechta for 12 yards (tackle by Nick Sorensen)",0.000,2.130
2,0:16,1,10,PHI 48,3,10,A.J. Feeley pass incomplete intended for James Thrash (defended by James Whitley),2.130,1.580
2,0:09,2,10,PHI 48,3,10,A.J. Feeley kneels for -1 yards,1.580,0.760
Quarter,Time,Down,ToGo,Location,STL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,3,10,"David Akers kicks off 53 yards, returned by Terrence Wilkins for 18 yards (tackle by N.D. Kalu)",0.000,1.270
3,14:54,1,10,STL 35,3,10,Kurt Warner pass complete to Isaac Bruce for 20 yards (tackle by Brian Dawkins),1.270,2.590
3,14:18,1,10,PHI 45,3,10,Kurt Warner pass incomplete intended for Isaac Bruce (defended by Troy Vincent),2.590,2.040
3,14:12,2,10,PHI 45,3,10,Kurt Warner pass incomplete intended for Torry Holt (defended by Shawn Barber),2.040,1.360
3,14:05,3,10,PHI 45,3,10,Kurt Warner pass complete to Ricky Proehl for 11 yards (tackle by Brian Dawkins),1.360,3.310
3,13:28,1,10,PHI 34,3,10,Kurt Warner pass incomplete intended for Isaac Bruce,3.310,2.770
3,13:25,2,10,PHI 34,3,10,"Lamar Gordon left tackle for 7 yards (tackle by Shawn Barber). Lamar Gordon fumbles (forced by Shawn Barber), recovered by Michael Lewis at PHI-24 and returned for 2 yards (tackle by Torry Holt)",2.770,-0.670
3,13:17,1,10,PHI 26,3,10,A.J. Feeley pass incomplete intended for James Thrash (defended by Dre' Bly),0.670,0.130
3,13:13,2,10,PHI 26,3,10,Duce Staley right tackle for 2 yards (tackle by Ryan Pickett and Leonard Little),0.130,-0.300
3,12:34,3,8,PHI 28,3,10,A.J. Feeley pass complete to Chad Lewis for 12 yards (tackle by Kim Herring),-0.300,1.600
3,11:58,1,10,PHI 40,3,10,Duce Staley left tackle for 2 yards (tackle by Jamie Duncan),1.600,1.320
3,11:23,2,8,PHI 42,3,10,A.J. Feeley pass incomplete intended for Todd Pinkston (defended by Dre' Bly),1.320,0.630
3,11:20,3,8,PHI 42,3,10,"A.J. Feeley pass complete to Brian Westbrook for 9 yards (tackle by Leonard Little). Brian Westbrook fumbles (forced by Leonard Little), recovered by Dre' Bly at STL-47 and returned for 13 yards (tackle by A.J. Feeley)",0.630,-2.920
3,11:06,1,10,PHI 40,3,10,Kurt Warner pass incomplete intended for Torry Holt,2.920,2.370
3,11:02,2,10,PHI 40,3,10,Kurt Warner pass complete to Torry Holt for 13 yards (tackle by Bobby Taylor),2.370,3.780
3,10:22,1,10,PHI 27,3,10,Kurt Warner pass incomplete intended for Marshall Faulk (defended by Levon Kirkland),3.780,3.230
3,10:16,2,10,PHI 27,3,10,Kurt Warner pass incomplete intended for Marshall Faulk,3.230,2.540
3,10:12,2,10,PHI 27,,,Timeout #1 by Los Angeles Rams,3.230,2.540
3,10:12,3,10,PHI 27,3,10,Kurt Warner pass incomplete intended for Isaac Bruce is intercepted by Troy Vincent at PHI--5,2.540,-0.280
3,10:05,1,10,PHI 20,3,10,A.J. Feeley pass complete to James Thrash for 8 yards (tackle by James Whitley),0.280,0.810
3,9:29,2,2,PHI 28,3,10,Duce Staley middle for 3 yards (tackle by Ryan Pickett),0.810,1.000
3,8:59,1,10,PHI 31,3,10,A.J. Feeley pass complete to Duce Staley for 8 yards (tackle by Ryan Pickett and Dre' Bly),1.000,1.540
3,8:14,2,2,PHI 39,3,10,Dorsey Levens right end for 3 yards (tackle by James Whitley),1.540,1.730
3,7:37,1,10,PHI 42,3,10,Dorsey Levens right tackle for 2 yards (tackle by Kim Herring),1.730,1.460
3,7:01,2,8,PHI 44,3,10,A.J. Feeley pass complete to Duce Staley for 6 yards (tackle by Tommy Polley),1.460,1.550
3,6:19,3,2,,3,10,"Penalty on Hank Fraley: False Start, 5 yards (no play)",1.550,0.890
3,6:02,3,7,PHI 45,3,10,A.J. Feeley pass incomplete intended for Todd Pinkston (defended by Dre' Bly),0.890,-0.390
3,5:58,4,7,PHI 45,3,10,"Sean Landeta punts 32 yards, returned by Terrence Wilkins for 2 yards (tackle by Jeff Thomason)",-0.390,-0.610
3,5:49,1,10,STL 25,3,10,Kurt Warner pass complete to Marshall Faulk for no gain,0.610,0.060
3,5:16,2,10,STL 25,3,10,Kurt Warner pass complete to Ernie Conwell for 8 yards (tackle by Shawn Barber),0.060,0.430
3,4:32,3,2,STL 33,3,10,Isaac Bruce right end for 6 yards (tackle by Troy Vincent),0.430,1.530
3,3:57,1,10,STL 39,3,10,Kurt Warner pass complete to Isaac Bruce for 11 yards (tackle by Troy Vincent),1.530,2.260
3,3:20,1,10,,3,10,Kurt Warner pass incomplete intended for Marshall Faulk,2.260,1.710
3,3:18,2,10,,3,10,Marshall Faulk right tackle for 7 yards (tackle by Michael Lewis),1.710,1.950
3,2:47,3,3,PHI 43,3,10,Kurt Warner pass complete to Ricky Proehl for 7 yards (tackle by Bobby Taylor),1.950,3.180
3,2:13,1,10,PHI 36,3,10,Marshall Faulk right tackle for 6 yards (tackle by Sheldon Brown),3.180,3.450
3,1:30,2,4,PHI 30,3,10,"Kurt Warner sacked by N.D. Kalu for -5 yards. Kurt Warner fumbles, recovered by Kurt Warner at PHI-40",3.450,1.420
3,0:58,3,14,PHI 40,3,10,"Kurt Warner pass complete to Marshall Faulk for 10 yards (tackle by Shawn Barber). Penalty on John St. Clair: Illegal Use of Hands, 10 yards (no play)",1.420,0.100
3,0:31,3,24,,3,10,"Kurt Warner pass complete to Ricky Proehl for 10 yards (tackle by Brian Dawkins). Penalty on N.D. Kalu: Encroachment, 5 yards (no play)",0.100,0.760
3,0:09,3,19,PHI 45,3,10,Kurt Warner sacked by N.D. Kalu for -9 yards,0.760,-0.320
Quarter,Time,Down,ToGo,Location,STL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,28,STL 46,3,10,"Mitch Berger punts 41 yards, returned by Brian Mitchell for 13 yards (tackle by Adam Archuleta)",-0.320,-0.670
4,14:49,1,10,PHI 26,3,10,A.J. Feeley pass complete to Todd Pinkston for 12 yards (tackle by Dre' Bly),0.670,1.470
4,14:11,1,10,PHI 26,,,Timeout #1 by Philadelphia Eagles,0.670,1.470
4,14:11,1,10,PHI 38,3,10,Dorsey Levens right tackle for 7 yards (tackle by Jeff Zgonina),1.470,1.870
4,13:33,2,3,PHI 45,3,10,Duce Staley middle for no gain (tackle by Grant Wistrom),1.870,1.160
4,12:53,3,3,PHI 45,3,10,A.J. Feeley pass complete to Antonio Freeman for 19 yards (tackle by Adam Archuleta),1.160,3.180
4,12:10,1,10,STL 36,3,10,Duce Staley right end for -3 yards (tackle by Don Davis),3.180,2.230
4,11:40,2,13,STL 39,3,10,A.J. Feeley pass complete to Antonio Freeman for 7 yards (tackle by Dre' Bly),2.230,2.480
4,11:01,3,6,STL 32,3,10,"A.J. Feeley pass complete to Chad Lewis for 22 yards (tackle by Dre' Bly). Chad Lewis fumbles (forced by Dre' Bly), recovered by James Whitley at STL-10 (tackle by Antonio Freeman)",2.480,0.380
4,10:51,1,10,STL 10,3,10,Marshall Faulk right end for no gain (tackle by Brian Dawkins and Barry Gardner),-0.380,-0.780
4,10:06,2,10,STL 10,3,10,Kurt Warner pass complete to Ernie Conwell for 5 yards (tackle by Brian Dawkins and Shawn Barber),-0.780,-0.840
4,9:23,3,5,STL 15,3,10,"Kurt Warner sacked by N.D. Kalu for -2 yards. Kurt Warner fumbles (forced by N.D. Kalu), recovered by Heath Irwin at STL-16",-0.840,-2.390
4,8:44,4,4,STL 16,3,10,"Mitch Berger punts 48 yards, returned by Brian Mitchell for 6 yards (tackle by Don Davis). Penalty on Dameane Douglas: Offensive Holding, 10 yards",-2.390,-1.070
4,8:31,1,10,PHI 32,3,10,A.J. Feeley pass incomplete intended for James Thrash,1.070,0.530
4,8:26,2,10,PHI 32,3,10,A.J. Feeley pass incomplete intended for Todd Pinkston (defended by Dre' Bly),0.530,-0.160
4,8:21,3,10,PHI 32,3,10,A.J. Feeley pass incomplete intended for Todd Pinkston (defended by Travis Fisher),-0.160,-1.240
4,8:17,4,10,PHI 32,3,10,"Sean Landeta punts 42 yards, returned by Terrence Wilkins for 4 yards (tackle by Brian Mitchell)",-1.240,-0.940
4,8:05,1,10,STL 30,3,10,Marshall Faulk left tackle for 8 yards (tackle by Brandon Whiting),0.940,1.470
4,7:34,2,2,STL 38,3,10,Marshall Faulk middle for 3 yards (tackle by Levon Kirkland),1.470,1.660
4,6:56,1,10,STL 41,3,10,Kurt Warner pass complete to Marshall Faulk for 4 yards (tackle by Hugh Douglas),1.660,1.660
4,6:20,2,6,STL 45,3,10,Kurt Warner sacked by Hugh Douglas for -4 yards,1.660,0.430
4,5:56,3,10,STL 41,3,10,Kurt Warner sacked by N.D. Kalu for -3 yards,0.430,-0.850
4,5:38,4,13,STL 38,3,10,Mitch Berger punts 28 yards,-0.850,-1.200
4,5:27,1,10,PHI 34,3,10,"A.J. Feeley pass complete to James Thrash for no gain. Penalty on James Thrash: Illegal Touch Pass, 5 yards (no play)",1.200,0.870
4,5:03,1,15,PHI 29,3,10,Dorsey Levens middle for 7 yards (tackle by Grant Wistrom),0.870,0.930
4,4:30,2,8,PHI 36,3,10,James Thrash left end for 3 yards (tackle by Travis Fisher),0.930,0.630
4,4:23,3,5,PHI 39,3,10,James Thrash left tackle for 2 yards (tackle by Grant Wistrom),0.630,-0.650
4,3:51,4,3,PHI 41,3,10,"Sean Landeta punts 48 yards, returned by Terrence Wilkins for 14 yards (tackle by Michael Lewis)",-0.650,-0.610
4,3:37,1,10,STL 25,3,10,Kurt Warner sacked by Brandon Whiting for -6 yards,0.610,-0.810
4,3:13,2,16,STL 19,3,10,Kurt Warner pass incomplete intended for Torry Holt (defended by Troy Vincent),-0.810,-1.510
4,3:07,3,16,STL 19,3,10,Kurt Warner pass complete to Marshall Faulk for 10 yards (tackle by Troy Vincent),-1.510,-1.440
4,2:35,4,6,STL 29,3,10,"Mitch Berger punts 40 yards, fair catch by Brian Mitchell",-1.440,-1.000
4,2:27,1,10,PHI 31,3,10,Duce Staley middle for 3 yards (tackle by Grant Wistrom),1.000,0.870
4,2:22,1,10,PHI 31,,,Timeout #2 by Los Angeles Rams,1.000,0.870
4,2:22,2,7,PHI 34,3,10,Duce Staley middle for 11 yards (tackle by Dre' Bly),0.870,1.930
4,2:13,2,7,PHI 34,,,Timeout #3 by Los Angeles Rams,0.870,1.930
4,2:13,1,10,PHI 45,3,10,"Penalty on Grant Wistrom: Encroachment, 5 yards (no play)",1.930,2.660
4,2:13,1,5,,3,10,Duce Staley left guard for no gain (tackle by Kim Herring),2.660,2.060
4,2:00,2,5,,3,10,Duce Staley left tackle for -2 yards (tackle by Tommy Polley),2.060,1.090
4,1:19,3,7,PHI 48,3,10,Duce Staley right tackle for 2 yards (tackle by Brian Young and Ryan Pickett),1.090,-0.060
4,0:34,4,5,,3,10,"Sean Landeta punts 38 yards, returned by Terrence Wilkins for 18 yards (tackle by Brian Mitchell)",-0.060,-0.940
4,0:19,1,10,STL 30,3,10,Kurt Warner pass incomplete intended for Torry Holt (defended by Brian Dawkins),0.940,0.390
4,0:14,2,10,STL 30,3,10,Kurt Warner pass incomplete intended for Ricky Proehl,0.390,-0.300
4,0:07,3,10,STL 30,3,10,Kurt Warner pass incomplete intended for Torry Holt (defended by Bobby Taylor),-0.300,-1.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
