Quarter,Time,Down,ToGo,Location,MIN,DAL,Detail,EPB,EPA
1,4:26,3,4,MIN 32,7,0,Kirk Cousins pass complete short middle to Laquon Treadwell for 10 yards (tackle by Byron Jones),0.230,1.730
1,4:01,1,10,MIN 42,7,0,"Kirk Cousins pass complete short left to Dalvin Cook for 30 yards (tackle by DeMarcus Lawrence). Penalty on Robert Quinn: Roughing the Passer, 14 yards",1.730,4.650
1,3:35,1,10,DAL 14,7,0,Alexander Mattison right tackle for 2 yards (tackle by Jaylon Smith),4.650,4.330
1,2:57,2,8,DAL 12,7,0,Kirk Cousins pass complete short left to Irv Smith Jr. for 7 yards (tackle by Darian Thompson),4.330,4.960
1,2:13,3,1,DAL 5,7,0,Dalvin Cook left end for 2 yards (tackle by Sean Lee),4.960,6.510
1,1:28,1,3,DAL 3,7,0,Kirk Cousins pass incomplete short right,6.510,5.530
1,1:23,2,3,DAL 3,7,0,Dalvin Cook up the middle for 2 yards (tackle by DeMarcus Lawrence),5.530,5.170
1,0:37,,,,,,Timeout #1 by Minnesota Vikings,,
1,0:37,3,1,DAL 1,13,0,"Kirk Cousins pass complete short left to Kyle Rudolph for 1 yard, touchdown",5.170,7.000
1,0:32,,,DAL 15,14,0,Dan Bailey kicks extra point good,0.000,0.000
1,0:32,,,MIN 35,14,0,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
1,0:32,1,10,DAL 25,14,0,Dak Prescott pass complete short right to Ezekiel Elliott for 4 yards (tackle by Mike Hughes),0.610,0.600
Quarter,Time,Down,ToGo,Location,MIN,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,DAL 29,14,0,Dak Prescott pass incomplete short right intended for Amari Cooper,0.600,-0.100
2,14:56,3,6,DAL 29,14,0,Dak Prescott pass complete short middle to Michael Gallup for 25 yards (tackle by Anthony Harris),-0.100,2.520
2,14:27,1,10,MIN 46,14,0,Dak Prescott pass incomplete deep right intended for Randall Cobb (defended by Mike Hughes),2.520,1.980
2,14:20,2,10,MIN 46,14,0,Ezekiel Elliott left tackle for 6 yards (tackle by Jaleel Johnson),1.980,2.080
2,13:44,3,4,MIN 40,14,0,Dak Prescott pass incomplete short right intended for Amari Cooper (defended by Mike Hughes),2.080,0.590
2,13:39,4,4,MIN 40,14,0,Chris Jones punts 34 yards downed by C.J. Goodwin,0.590,0.380
2,13:31,1,10,MIN 6,14,0,Dalvin Cook up the middle for 1 yard (tackle by Michael Bennett),-0.380,-0.710
2,12:55,2,9,MIN 7,14,0,Dalvin Cook up the middle for 13 yards (tackle by Xavier Woods and Chidobe Awuzie),-0.710,0.280
2,12:19,1,10,MIN 20,14,0,Alexander Mattison left guard for 5 yards (tackle by Darian Thompson and Leighton Vander Esch),0.280,0.410
2,11:40,2,5,MIN 25,14,0,Kirk Cousins pass incomplete deep left intended for Kyle Rudolph,0.410,-0.300
2,11:34,3,5,MIN 25,14,0,Kirk Cousins sacked by Robert Quinn for -9 yards,-0.300,-2.390
2,10:51,4,14,MIN 16,14,0,Britton Colquitt punts 32 yards downed by Jayron Kearse,-2.390,-2.390
2,10:40,1,10,MIN 48,14,0,Ezekiel Elliott left tackle for 2 yards (tackle by Armon Watts),2.390,2.120
2,10:07,2,8,MIN 46,14,0,Dak Prescott sacked by and Armon Watts for -4 yards and Everson Griffen for -4 yards,2.120,0.890
2,9:25,3,12,DAL 50,14,0,Dak Prescott pass complete deep right to Amari Cooper for 20 yards,0.890,3.580
2,8:56,1,10,MIN 30,14,0,Tavon Austin left end for 7 yards (tackle by Danielle Hunter),3.580,3.980
2,8:15,2,3,MIN 23,14,6,"Dak Prescott pass complete short left to Michael Gallup for 23 yards, touchdown",3.980,7.000
2,8:08,,,MIN 15,14,7,Brett Maher kicks extra point good,0.000,0.000
2,8:08,,,DAL 35,14,7,"Brett Maher kicks off 67 yards, returned by Ameer Abdullah for 29 yards (tackle by C.J. Goodwin and Donovan Wilson)",0.000,0.740
2,8:00,1,10,MIN 27,14,7,Kirk Cousins pass complete short right to Irv Smith Jr. for 4 yards (tackle by Xavier Woods),0.740,0.740
2,7:31,2,6,MIN 31,14,7,Dalvin Cook right tackle for -1 yards (tackle by DeMarcus Lawrence),0.740,-0.100
2,6:48,3,7,MIN 30,14,7,Kirk Cousins pass incomplete short left intended for Stefon Diggs,-0.100,-1.370
2,6:45,4,7,MIN 30,14,7,"Britton Colquitt punts 53 yards, returned by Tavon Austin for no gain (tackle by Mike Boone)",-1.370,0.060
2,6:33,1,10,DAL 17,14,7,Dak Prescott pass incomplete deep middle intended for Michael Gallup,-0.060,-0.580
2,6:24,2,10,DAL 17,14,7,Dak Prescott pass complete short left to Amari Cooper for 12 yards (tackle by Xavier Rhodes),-0.580,0.870
2,5:54,1,10,DAL 29,14,7,Ezekiel Elliott left tackle for -2 yards (tackle by Anthony Barr),0.870,0.060
2,5:19,2,12,DAL 27,14,7,Dak Prescott pass incomplete deep right intended for Amari Cooper,0.060,-0.630
2,5:13,3,12,DAL 27,14,7,Dak Prescott pass complete short right to Michael Gallup for 15 yards (tackle by Eric Wilson),-0.630,1.730
2,4:38,1,10,DAL 42,14,7,Ezekiel Elliott right tackle for 6 yards (tackle by Eric Kendricks),1.730,2.000
2,4:04,2,4,DAL 48,14,7,Ezekiel Elliott left tackle for 1 yard (tackle by Shamar Stephen),2.000,1.420
2,3:23,3,3,DAL 49,14,7,Dak Prescott pass complete short left to Blake Jarwin for 26 yards (tackle by Harrison Smith),1.420,3.910
2,2:32,1,10,MIN 25,14,7,Randall Cobb pass incomplete short left,3.910,3.360
2,2:25,2,10,MIN 25,14,7,Ezekiel Elliott left tackle for 3 yards (tackle by Armon Watts),3.360,3.070
2,2:00,3,7,MIN 22,14,13,"Dak Prescott pass complete deep right to Randall Cobb for 22 yards, touchdown. Penalty on Stephen Weatherly: Defensive Offside (Declined)",3.070,7.000
2,1:54,,,MIN 15,14,14,Brett Maher kicks extra point good,0.000,0.000
2,1:54,,,DAL 35,14,14,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
2,1:54,1,10,MIN 25,14,14,Kirk Cousins pass complete short middle to Kyle Rudolph for 7 yards (tackle by Leighton Vander Esch),0.610,1.010
2,1:32,2,3,MIN 32,14,14,Kirk Cousins pass complete short right to Dalvin Cook for 8 yards (tackle by DeMarcus Lawrence),1.010,1.600
2,1:06,1,10,MIN 40,14,14,Kirk Cousins pass complete short middle to Irv Smith Jr. for 7 yards (tackle by Xavier Woods and Jaylon Smith),1.600,2.000
2,0:45,2,3,MIN 47,14,14,Kirk Cousins pass incomplete short middle intended for Irv Smith Jr. (defended by Jourdan Lewis),2.000,1.290
2,0:41,3,3,MIN 47,14,14,Kirk Cousins pass complete deep right to Stefon Diggs for 27 yards (tackle by Xavier Woods),1.290,3.840
2,0:36,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:36,1,10,DAL 26,14,14,Kirk Cousins pass complete short middle to Irv Smith Jr. for 9 yards (tackle by Jourdan Lewis),3.840,4.640
2,0:17,2,1,DAL 17,14,14,Kirk Cousins pass complete short right to Dalvin Cook for 2 yards,4.640,4.580
2,0:10,1,10,DAL 15,14,14,Kirk Cousins pass complete short middle to Irv Smith Jr. for 7 yards (tackle by Leighton Vander Esch),4.580,5.220
2,0:02,,,,,,Timeout #3 by Minnesota Vikings,,
2,0:02,2,3,DAL 8,17,14,Dan Bailey 26 yard field goal good,5.220,3.000
Quarter,Time,Down,ToGo,Location,MIN,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,17,14,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,17,14,"Kirk Cousins pass complete short right to C.J. Ham for 3 yards (tackle by Leighton Vander Esch). Penalty on Antwaun Woods: Defensive Offside, 5 yards (no play)",0.610,1.340
3,14:37,1,5,MIN 30,17,14,Dalvin Cook left tackle for no gain (tackle by Jaylon Smith and Antwaun Woods),1.340,0.740
3,13:56,2,5,MIN 30,17,14,Kirk Cousins pass complete short left to Dalvin Cook for 7 yards (tackle by Sean Lee),0.740,1.400
3,13:31,1,10,MIN 37,17,14,Kirk Cousins pass complete short middle to Olabisi Johnson for 10 yards (tackle by Chidobe Awuzie),1.400,2.060
3,12:55,1,10,MIN 47,17,14,Dalvin Cook left end for 23 yards (tackle by Xavier Woods),2.060,3.580
3,12:23,1,10,DAL 30,17,14,Alexander Mattison left tackle for 1 yard (tackle by Leighton Vander Esch and Jaylon Smith),3.580,3.170
3,11:47,2,9,DAL 29,17,14,"Kirk Cousins pass incomplete short middle. Penalty on Jaylon Smith: Defensive Holding, 5 yards (no play)",3.170,3.970
3,11:43,1,10,DAL 24,17,14,Dalvin Cook right guard for 3 yards (tackle by Antwaun Woods),3.970,3.840
3,11:20,2,7,DAL 21,17,14,Kirk Cousins pass incomplete deep right intended for Tyler Conklin,3.840,3.140
3,11:14,3,7,DAL 21,17,14,Kirk Cousins pass complete short middle to Stefon Diggs for 11 yards (tackle by Xavier Woods and Chidobe Awuzie),3.140,4.910
3,10:31,1,10,DAL 10,17,14,Dalvin Cook left tackle for 1 yard (tackle by Darian Thompson),4.910,4.380
3,9:53,2,9,DAL 9,17,14,Kirk Cousins pass incomplete short right intended for Olabisi Johnson,4.380,3.360
3,9:46,3,9,DAL 9,17,14,Kirk Cousins pass incomplete short middle intended for Stefon Diggs (defended by Xavier Woods),3.360,2.830
3,9:41,4,9,DAL 9,20,14,Dan Bailey 27 yard field goal good,2.830,3.000
3,9:38,,,MIN 35,20,14,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,9:38,1,10,DAL 25,20,14,Dak Prescott pass complete short left to Ezekiel Elliott for 12 yards (tackle by Anthony Barr),0.610,1.400
3,9:04,1,10,DAL 37,20,14,"Dak Prescott pass complete short middle to Jason Witten for 9 yards (tackle by Harrison Smith). Penalty on Anthony Harris: Unnecessary Roughness, 15 yards",1.400,2.980
3,8:44,1,10,MIN 39,20,14,Dak Prescott pass complete short right to Amari Cooper for 13 yards,2.980,3.840
3,8:24,1,10,MIN 26,20,14,Ezekiel Elliott right tackle for 2 yards (tackle by Ben Gedeon),3.840,3.570
3,7:48,2,8,MIN 24,20,14,Dak Prescott pass incomplete short left intended for Michael Gallup (defended by Mackensie Alexander),3.570,2.870
3,7:43,3,8,MIN 24,20,14,Dak Prescott pass complete short left to Randall Cobb for 12 yards (tackle by Anthony Harris),2.870,4.780
3,7:08,1,10,MIN 12,20,20,"Dak Prescott pass complete short right to Amari Cooper for 12 yards, touchdown",4.780,7.000
3,7:01,,,MIN 15,20,21,Brett Maher kicks extra point good,0.000,0.000
3,7:01,,,DAL 35,20,21,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,7:01,1,10,MIN 25,20,21,Dalvin Cook left guard for 2 yards (tackle by Michael Bennett),0.610,0.330
3,6:24,2,8,MIN 27,20,21,Kirk Cousins pass complete short left to Alexander Mattison for 2 yards (tackle by Joe Thomas),0.330,-0.100
3,5:44,3,6,MIN 29,20,21,Kirk Cousins pass complete short right to Olabisi Johnson for 15 yards (tackle by Chidobe Awuzie),-0.100,1.860
3,5:12,1,10,MIN 44,20,21,Alexander Mattison right end for 4 yards (tackle by Chidobe Awuzie),1.860,1.860
3,4:40,2,6,MIN 48,20,21,Dalvin Cook right end for 6 yards (tackle by Jaylon Smith),1.860,2.520
3,4:01,1,10,DAL 46,20,21,Dalvin Cook left end for 14 yards (tackle by Darian Thompson and Xavier Woods),2.520,3.450
3,3:25,1,10,DAL 32,20,21,Alexander Mattison left end for 12 yards (tackle by Jaylon Smith),3.450,4.240
3,2:51,1,10,DAL 20,20,21,Alexander Mattison left end for 3 yards (tackle by Jaylon Smith),4.240,4.120
3,2:22,2,7,DAL 17,20,21,Alexander Mattison left tackle for 16 yards (tackle by Leighton Vander Esch),4.120,6.970
3,2:09,1,1,DAL 1,20,21,"Penalty on Irv Smith Jr.: False Start, 5 yards (no play)",6.970,5.830
3,1:58,1,6,DAL 6,20,21,Dalvin Cook left end for 1 yard (tackle by Antwaun Woods and Leighton Vander Esch),5.830,5.150
3,1:23,2,5,DAL 5,20,21,Dalvin Cook up the middle for 4 yards (tackle by Jaylon Smith),5.150,5.170
3,0:48,3,1,DAL 1,20,21,C.J. Ham left tackle for -1 yards (tackle by Jaylon Smith and Joe Thomas),5.170,3.250
3,0:06,4,2,DAL 2,26,21,"Dalvin Cook right end for 2 yards, touchdown",3.250,7.000
3,0:02,,,DAL 2,28,21,"Two Point Attempt: Kirk Cousins pass complete to Kyle Rudolph, conversion succeeds",1.000,1.000
3,0:02,,,MIN 35,28,21,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,0:02,1,10,DAL 25,28,21,Tony Pollard left end for -4 yards (tackle by Everson Griffen),0.610,-0.480
Quarter,Time,Down,ToGo,Location,MIN,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,DAL 21,28,21,Dak Prescott pass incomplete deep right intended for Michael Gallup,-0.480,-1.150
4,14:53,3,14,DAL 21,28,21,Dak Prescott pass complete deep right to Randall Cobb for 20 yards (tackle by Harrison Smith),-1.150,1.660
4,14:25,1,10,DAL 41,28,21,Ezekiel Elliott right guard for 1 yard (tackle by Shamar Stephen),1.660,1.260
4,13:48,2,9,DAL 42,28,21,Dak Prescott pass complete short left to Amari Cooper for 18 yards (tackle by Xavier Rhodes),1.260,2.920
4,13:11,1,10,MIN 40,28,21,Ezekiel Elliott left tackle for 5 yards (tackle by Danielle Hunter),2.920,3.050
4,12:36,2,5,MIN 35,28,21,Dak Prescott pass incomplete short right intended for Michael Gallup,3.050,2.340
4,12:31,3,5,MIN 35,28,21,"Dak Prescott sacked by and Everson Griffen for no gain and Danielle Hunter for no gain. Penalty on Harrison Smith: Defensive Holding, 5 yards (no play)",2.340,3.580
4,12:12,1,10,MIN 30,28,21,Ezekiel Elliott left tackle for no gain (tackle by Everson Griffen and Eric Kendricks),3.580,3.030
4,11:36,2,10,MIN 30,28,21,Dak Prescott pass complete deep left to Randall Cobb for 24 yards (tackle by Anthony Barr),3.030,5.830
4,10:53,1,6,MIN 6,28,21,Ezekiel Elliott left guard for 1 yard (tackle by Anthony Barr),5.830,5.150
4,10:13,2,5,MIN 5,28,21,Dak Prescott pass incomplete short left,5.150,4.260
4,10:07,3,5,MIN 5,28,21,Dak Prescott pass incomplete short middle intended for Jason Witten,4.260,3.010
4,10:03,4,5,MIN 5,28,24,Brett Maher 23 yard field goal good,3.010,3.000
4,10:00,,,DAL 35,28,24,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,10:00,1,10,MIN 25,28,24,Dalvin Cook right end for 3 yards (tackle by Leighton Vander Esch),0.610,0.470
4,9:24,2,7,MIN 28,28,24,Kirk Cousins pass complete short left to Dalvin Cook for no gain (tackle by DeMarcus Lawrence),0.470,-0.230
4,8:43,3,7,MIN 28,28,24,"Penalty on Maliek Collins: Neutral Zone Infraction, 5 yards (no play)",-0.230,0.430
4,8:26,3,2,MIN 33,28,24,Kirk Cousins pass complete short middle to Kyle Rudolph for 5 yards (tackle by Jaylon Smith),0.430,1.470
4,7:48,1,10,MIN 38,28,24,Kirk Cousins right end for 5 yards (tackle by Jaylon Smith),1.470,1.600
4,7:06,2,5,MIN 43,28,24,Dalvin Cook right end for 7 yards (tackle by Darian Thompson and Sean Lee),1.600,2.260
4,6:23,1,10,MIN 50,28,24,"Penalty on Riley Reiff: False Start, 5 yards (no play)",2.260,1.930
4,5:59,1,15,MIN 45,28,24,Dalvin Cook right tackle for 5 yards (tackle by Dorance Armstrong),1.930,1.710
4,5:22,2,10,MIN 50,28,24,Dalvin Cook right guard for 3 yards (tackle by Leighton Vander Esch and Jaylon Smith),1.710,1.420
4,4:48,3,7,DAL 47,28,24,Kirk Cousins pass incomplete deep right intended for Stefon Diggs,1.420,0.130
4,4:43,4,7,DAL 47,28,24,Britton Colquitt punts 41 yards downed by Jayron Kearse,0.130,0.380
4,4:34,1,10,DAL 6,28,24,Dak Prescott pass complete deep middle to Randall Cobb for 20 yards (tackle by Anthony Harris),-0.380,0.670
4,3:58,1,10,DAL 26,28,24,Dak Prescott pass complete short left to Amari Cooper for 10 yards (tackle by Xavier Rhodes),0.670,1.330
4,3:23,1,10,DAL 36,28,24,Dak Prescott pass incomplete short right intended for Michael Gallup,1.330,0.790
4,3:18,2,10,DAL 36,28,24,Dak Prescott pass complete short right to Michael Gallup for 13 yards (tackle by Mike Hughes). Penalty on Mike Hughes: Illegal Use of Hands (Declined),0.790,2.190
4,3:10,1,10,DAL 49,28,24,Dak Prescott pass complete short right to Amari Cooper for 20 yards (tackle by Mike Hughes),2.190,3.510
4,2:39,1,10,MIN 31,28,24,Ezekiel Elliott up the middle for 4 yards (tackle by Stephen Weatherly),3.510,3.510
4,2:04,2,6,MIN 27,28,24,Dak Prescott pass complete short right to Jason Witten for 8 yards (tackle by Mike Hughes),3.510,4.310
4,1:57,1,10,MIN 19,28,24,Dak Prescott pass complete short right to Amari Cooper for 8 yards (tackle by Mike Hughes),4.310,5.140
4,1:33,2,2,MIN 11,28,24,Ezekiel Elliott up the middle for no gain (tackle by Stephen Weatherly and Eric Kendricks),5.140,4.430
4,1:06,3,2,MIN 11,28,24,Ezekiel Elliott left end for -3 yards (tackle by Ifeadi Odenigbo),4.430,2.560
4,0:44,,,,,,Timeout #1 by Minnesota Vikings,,
4,0:44,4,5,MIN 14,28,24,Dak Prescott pass incomplete short left intended for Ezekiel Elliott (defended by Eric Kendricks),2.560,0.280
4,0:40,1,10,MIN 14,28,24,Dalvin Cook left end for -3 yards (tackle by Leighton Vander Esch and DeMarcus Lawrence),-0.280,-1.000
4,0:35,,,,,,Timeout #1 by Dallas Cowboys,,
4,0:35,2,13,MIN 11,28,24,Dalvin Cook left tackle for 3 yards (tackle by Robert Quinn and Leighton Vander Esch),-1.000,-1.400
4,0:29,,,,,,Timeout #2 by Dallas Cowboys,,
4,0:29,3,10,MIN 14,28,24,Dalvin Cook right end for -4 yards (tackle by DeMarcus Lawrence and Leighton Vander Esch),-1.400,-2.490
4,0:24,,,,,,Timeout #3 by Dallas Cowboys,,
4,0:24,4,14,MIN 10,28,24,"Britton Colquitt punts 44 yards, fair catch by Tavon Austin at DAL-46",-2.490,-1.990
4,0:17,1,10,DAL 46,28,24,Dak Prescott pass incomplete deep right intended for Blake Jarwin (defended by Mackensie Alexander),1.990,1.450
4,0:11,2,10,DAL 46,28,24,Dak Prescott pass complete short left to Blake Jarwin for 3 yards,1.450,1.160
4,0:07,3,7,DAL 49,28,24,Dak Prescott pass complete short left to Blake Jarwin for 6 yards,1.160,0.270
4,0:03,4,1,MIN 45,28,24,Dak Prescott pass deep right is intercepted by Jayron Kearse at MIN-0 and returned for no gain,0.270,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
