Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alex Collins,BAL,11,49,1,3,14,1.3,35,3.2,1,11.0
Lamar Jackson,BAL,3,26,0,3,19,6.3,7,2.3,0,
Gus Edwards,BAL,2,12,0,1,9,4.5,3,1.5,0,
Joe Flacco,BAL,2,14,0,1,13,6.5,1,0.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,CAR,14,45,1,4,20,1.4,25,1.8,0,
Cam Newton,CAR,10,52,1,1,38,3.8,14,1.4,1,10.0
C.J. Anderson,CAR,5,20,0,,15,3.0,5,1.0,0,
Taylor Heinicke,CAR,2,-2,0,0,-2,-1.0,0,0.0,0,
D.J. Moore,CAR,2,39,0,2,39,19.5,0,0.0,0,
