Quarter,Time,Tm,Detail,SFO,ARI
1.0,9:02,Cardinals,James Conner 1 yard rush (Matt Prater kick),0,7
2.0,5:27,Cardinals,Matt Prater 21 yard field goal,0,10
3.0,1:42,49ers,Deebo Samuel 13 yard rush (Joey Slye kick),7,10
4.0,5:13,Cardinals,DeAndre Hopkins 9 yard pass from Kyler Murray (Matt Prater kick),7,17
,4:12,49ers,Joey Slye 47 yard field goal,10,17
