Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Trey Lance,SFO,16,89,0,3,50,3.1,39,2.4,0,
Elijah Mitchell,SFO,9,43,0,3,9,1.0,34,3.8,1,9.0
Kyle Juszczyk,SFO,1,0,0,0,0,0.0,0,0.0,0,
Deebo Samuel,SFO,1,13,1,1,7,7.0,6,6.0,1,1.0
Trey Sermon,SFO,1,7,0,,0,0.0,7,7.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Conner,ARI,10,29,1,3,8,0.8,21,2.1,0,
Kyler Murray,ARI,7,1,0,1,-3,-0.4,4,0.6,0,
Chase Edmonds,ARI,6,15,0,2,5,0.8,10,1.7,0,
Rondale Moore,ARI,3,38,0,1,4,1.3,34,11.3,2,1.5
Christian Kirk,ARI,1,11,0,1,9,9.0,2,2.0,0,
