Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Kai Forbath kicks off 64 yards, returned by Josh Huff for 23 yards (tackle by Justin Rogers)",0.000,-0.540
1,14:54,1,10,PHI 24,0,0,Mark Sanchez pass complete short right to Zach Ertz for 6 yards (tackle by William Compton),0.540,0.810
1,14:34,2,4,PHI 30,0,0,LeSean McCoy right guard for 2 yards (tackle by Stephen Bowen),0.810,0.370
1,14:04,3,2,PHI 32,0,0,Mark Sanchez pass complete short middle to Zach Ertz for 5 yards (tackle by Phillip Thomas),0.370,1.400
1,13:34,1,10,PHI 37,0,0,LeSean McCoy right guard for 3 yards (tackle by Perry Riley),1.400,1.260
1,13:12,2,7,PHI 40,0,0,"Penalty on Jason Peters: False Start, 5 yards (no play)",1.260,0.590
1,12:57,2,12,PHI 35,0,0,Mark Sanchez pass incomplete short right intended for Darren Sproles,0.590,-0.100
1,12:52,3,12,PHI 35,0,0,Mark Sanchez pass complete deep middle to Jeremy Maclin for 22 yards (tackle by Ryan Clark),-0.100,2.720
1,12:26,1,10,WAS 43,0,0,Mark Sanchez pass incomplete short right intended for Darren Sproles,2.720,2.180
1,12:21,2,10,WAS 43,0,0,LeSean McCoy right end for -4 yards (tackle by Bashaud Breeland and William Compton),2.180,0.960
1,11:48,3,14,WAS 47,0,0,"Mark Sanchez sacked by Ryan Kerrigan for -6 yards. Mark Sanchez fumbles (forced by Ryan Kerrigan), recovered by Ryan Kerrigan at PHI-47 (tackle by Andrew Gardner)",0.960,-2.460
1,11:42,1,10,PHI 47,0,0,Alfred Morris right end for 7 yards (tackle by Mychal Kendricks and Malcolm Jenkins),2.460,2.860
1,11:05,2,3,PHI 40,0,0,Robert Griffin pass complete short left to DeSean Jackson for 7 yards (tackle by Cary Williams),2.860,3.380
1,10:38,1,10,PHI 33,0,0,Alfred Morris right end for 1 yard (tackle by Connor Barwin),3.380,2.970
1,9:56,2,9,PHI 32,0,0,Robert Griffin pass complete short right to Chris Thompson for 2 yards (tackle by Mychal Kendricks),2.970,2.540
1,9:12,3,7,PHI 30,0,0,Robert Griffin pass complete short middle to Andre Roberts for 14 yards (tackle by Bradley Fletcher),2.540,4.510
1,8:30,1,10,PHI 16,0,0,Alfred Morris left guard for 1 yard (tackle by Cedric Thornton and Brandon Graham),4.510,4.050
1,7:56,2,9,PHI 15,0,0,Robert Griffin pass incomplete short right intended for DeSean Jackson (defended by Mychal Kendricks),4.050,3.220
1,7:47,3,9,PHI 15,0,0,"Robert Griffin pass incomplete short left intended for Jordan Reed. Penalty on Cary Williams: Unnecessary Roughness, 7 yards",3.220,5.370
1,7:42,1,8,PHI 8,0,0,Alfred Morris right end for no gain (tackle by Casey Matthews and Bradley Fletcher),5.370,4.570
1,6:59,2,8,PHI 8,0,0,Robert Griffin left end for 1 yard (tackle by Brandon Boykin),4.570,3.810
1,6:14,3,7,PHI 7,0,0,Robert Griffin pass incomplete short right intended for Pierre Garcon (defended by Malcolm Jenkins),3.810,2.970
1,6:09,4,7,PHI 7,0,3,Kai Forbath 25 yard field goal good,2.970,3.000
1,6:09,,,WAS 35,0,3,"Kai Forbath kicks off 63 yards, returned by Josh Huff for 19 yards (tackle by Bashaud Breeland)",0.000,-0.340
1,5:56,1,10,PHI 21,0,3,Mark Sanchez right end for 3 yards (tackle by Ryan Kerrigan),0.340,0.210
1,5:38,2,7,PHI 24,0,3,LeSean McCoy right guard for 3 yards (tackle by Chris Baker),0.210,-0.100
1,5:07,3,4,PHI 27,0,3,"Mark Sanchez pass incomplete short left intended for Zach Ertz. Penalty on Bashaud Breeland: Illegal Use of Hands, 5 yards (no play)",-0.100,1.070
1,5:00,1,10,PHI 32,0,3,LeSean McCoy left end for 2 yards (tackle by William Compton),1.070,0.800
1,4:37,2,8,PHI 34,0,3,Mark Sanchez pass complete short left to LeSean McCoy for 18 yards (tackle by Perry Riley and David Amerson),0.800,2.390
1,4:06,1,10,WAS 48,0,3,Mark Sanchez pass complete short middle to Darren Sproles for 7 yards (tackle by William Compton and Perry Riley),2.390,2.790
1,3:42,2,3,WAS 41,0,3,Mark Sanchez pass complete short right to Zach Ertz for 7 yards (tackle by Ryan Kerrigan),2.790,3.310
1,3:27,1,10,WAS 34,0,3,LeSean McCoy left end for 10 yards (tackle by Barry Cofield),3.310,3.970
1,2:58,1,10,WAS 24,0,3,Mark Sanchez pass complete short right to Darren Sproles for 8 yards (tackle by Ryan Clark),3.970,4.650
1,2:37,2,2,WAS 16,0,3,LeSean McCoy right tackle for 5 yards (tackle by Ryan Clark and Chris Baker),4.650,4.840
1,1:58,1,10,WAS 11,6,3,"LeSean McCoy right end for 11 yards, touchdown",4.840,7.000
1,1:58,,,WAS 2,7,3,Cody Parkey kicks extra point good,0.000,0.000
1,1:58,,,PHI 35,7,3,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.280
1,1:49,1,10,WAS 20,7,3,Alfred Morris left end for 1 yard (tackle by Bennie Logan),0.280,-0.130
1,1:16,2,9,WAS 21,7,3,Robert Griffin pass complete deep right to DeSean Jackson for 51 yards (tackle by Bradley Fletcher),-0.130,3.710
1,0:29,1,10,PHI 28,7,9,"Alfred Morris left end for 28 yards, touchdown",3.710,7.000
1,0:29,,,PHI 2,7,10,Kai Forbath kicks extra point good,0.000,0.000
1,0:29,,,WAS 35,7,10,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
1,0:19,1,10,PHI 20,7,10,Mark Sanchez pass incomplete short right intended for Jeremy Maclin,0.280,-0.270
1,0:15,2,10,PHI 20,7,10,Mark Sanchez pass complete short right to Jeremy Maclin for 6 yards (tackle by E.J. Biggers),-0.270,-0.160
