Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss, Jets to receive the opening kickoff.",,
1,15:00,,,NWE 30,0,0,"Adam Vinatieri kicks off 65 yards, returned by Michael Bates for 23 yards (tackle by Don Davis)",0.000,0.810
1,14:51,1,10,NYJ 28,0,0,Vinny Testaverde pass complete to Curtis Conway for 19 yards (tackle by Tyrone Poole),0.810,2.060
1,14:14,1,10,NYJ 47,0,0,"Curtis Martin left end for 6 yards (tackle by Roman Phifer). Penalty on Richard Seymour: Unnecessary Roughness, 15 yards",2.060,3.450
1,13:48,1,10,NWE 32,0,0,Vinny Testaverde pass complete to Chris Baker for 3 yards (tackle by Ty Law),3.450,3.310
1,13:12,2,7,NWE 29,0,0,Curtis Martin left guard for 5 yards (tackle by Rodney Harrison and Mike Vrabel),3.310,3.270
1,12:37,3,2,NWE 24,0,0,Curtis Martin right guard for 1 yard (tackle by Willie McGinest and Tedy Bruschi),3.270,2.080
1,11:55,4,1,NWE 23,3,0,Doug Brien 41 yard field goal good,2.080,3.000
1,,,,NYJ 30,3,0,"Doug Brien kicks off 63 yards, returned by Kevin Faulk for 23 yards (tackle by Kenyatta Wright)",0.000,0.940
1,11:39,1,10,NWE 30,3,0,Kevin Faulk left tackle for 2 yards (tackle by John Abraham and Sam Cowart),0.940,0.660
1,10:59,2,8,NWE 32,3,0,Kevin Faulk right tackle for 7 yards (tackle by Sam Garnes and Sam Cowart),0.660,0.890
1,10:28,3,1,NWE 39,3,0,Troy Brown left end for 7 yards (tackle by Jon McGraw and Ray Mickens),0.890,1.990
1,9:37,1,10,NWE 46,3,0,Antowain Smith left end for 6 yards (tackle by Jon McGraw and Marvin Jones),1.990,2.260
1,9:12,2,4,NYJ 48,3,0,Antowain Smith left end for 4 yards (tackle by Jason Ferguson and John Abraham),2.260,2.650
1,8:37,1,10,NYJ 44,3,0,Kevin Faulk right end for 9 yards (tackle by Sam Cowart and Jon McGraw),2.650,3.330
1,7:56,2,1,NYJ 35,3,0,Tom Brady pass complete to Daniel Graham for 31 yards (tackle by Jon McGraw),3.330,6.280
1,7:08,1,4,NYJ 4,3,0,Larry Centers up the middle for 1 yard (tackle by James Reed and Sam Cowart),6.280,5.530
1,6:23,2,3,NYJ 3,3,0,Tom Brady pass incomplete intended for Larry Centers (defended by Ray Mickens),5.530,4.720
1,6:19,3,3,NYJ 3,3,0,Tom Brady sacked by Shaun Ellis for -3 yards,4.720,2.990
1,6:03,4,6,NYJ 6,3,3,Adam Vinatieri 24 yard field goal good,2.990,3.000
1,,,,NWE 30,3,3,"Adam Vinatieri kicks off 63 yards, returned by Michael Bates for 18 yards (tackle by Chris Akins). Penalty on Jacoby Shepherd: Offensive Holding, 10 yards",0.000,-0.220
1,5:52,1,10,NYJ 15,3,3,Vinny Testaverde pass complete to Jerald Sowell for 9 yards (tackle by Ty Law),-0.220,0.620
1,5:14,2,1,NYJ 24,3,3,"Penalty on Jason Fabini: False Start, 4 yards (no play)",0.620,0.080
1,4:56,2,5,NYJ 20,3,3,Vinny Testaverde pass incomplete intended for Curtis Conway,0.080,-0.760
1,4:50,3,5,NYJ 20,3,3,Vinny Testaverde pass incomplete intended for Curtis Conway (defended by Tyrone Poole). Penalty on Jerald Sowell: Chop Block (Declined),-0.760,-2.030
1,4:44,4,5,NYJ 20,3,3,"Dan Stryzinski punts 40 yards, fair catch by Troy Brown. Penalty on Matt Chatham: Offensive Holding, 10 yards",-2.030,-0.940
1,4:39,1,10,NWE 30,3,3,Kevin Faulk up the middle for no gain (tackle by Mo Lewis),0.940,0.390
1,4:07,2,10,NWE 30,3,3,Tom Brady pass complete to David Patten for 20 yards (tackle by Sam Garnes),0.390,2.260
1,3:30,1,10,NWE 50,3,3,Kevin Faulk left end for 12 yards (tackle by Aaron Beasley),2.260,3.050
1,2:58,1,10,NYJ 38,3,3,Tom Brady pass incomplete intended for Daniel Graham,3.050,2.510
1,2:54,2,10,NYJ 38,3,3,Tom Brady pass complete to Deion Branch for 16 yards (tackle by Ray Mickens),2.510,4.110
1,2:18,1,10,NYJ 22,3,3,Kevin Faulk left guard for 7 yards (tackle by Dewayne Robertson and Marvin Jones),4.110,4.650
1,1:41,2,3,NYJ 15,3,3,Antowain Smith right end for 6 yards (tackle by Shaun Ellis and Jason Ferguson),4.650,5.140
1,1:01,1,9,NYJ 9,3,3,Antowain Smith right guard for 5 yards (tackle by Sam Garnes and Sam Cowart),5.140,5.340
1,0:23,2,4,NYJ 4,3,3,Tom Brady sacked by Bryan Thomas for -4 yards,5.340,3.580
