Quarter,Time,Down,ToGo,Location,GNB,BUF,Detail,EPB,EPA
1,8:49,2,20,BUF 42,0,0,Kyle Orton pass complete short right to Fred Jackson for 1 yard (tackle by Clay Matthews and Morgan Burnett),0.500,-0.030
1,8:05,3,19,BUF 43,0,0,Kyle Orton pass incomplete short middle intended for Bryce Brown,-0.030,-0.520
1,7:59,4,19,BUF 43,0,0,"Colton Schmidt punts 37 yards, out of bounds",-0.520,-0.280
1,7:51,1,10,GNB 20,0,0,James Starks left guard for 2 yards (tackle by Nigel Bradham and Brandon Spikes),0.280,0.000
1,7:26,2,8,GNB 22,0,0,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,0.000,-0.690
1,7:21,3,8,GNB 22,0,0,"Aaron Rodgers left guard for 19 yards (tackle by Aaron Williams). Penalty on Corey Graham: Defensive Holding, 5 yards",-0.690,1.990
1,6:53,1,10,GNB 46,0,0,Aaron Rodgers pass incomplete short left intended for Jordy Nelson,1.990,1.450
1,6:49,2,10,GNB 46,0,0,James Starks right tackle for 4 yards (tackle by Corey Graham and Preston Brown),1.450,1.290
1,6:15,3,6,,0,0,"Penalty on Marcell Dareus: Neutral Zone Infraction, 5 yards (no play)",1.290,1.950
1,5:54,3,1,BUF 45,0,0,James Starks left end for 12 yards (tackle by Corey Graham and Preston Brown),1.950,3.380
1,5:25,1,10,BUF 33,0,0,Aaron Rodgers pass incomplete short right intended for James Starks,3.380,2.840
1,5:17,2,10,BUF 33,0,0,Aaron Rodgers pass complete short left to Jordy Nelson for 6 yards (tackle by Stephon Gilmore),2.840,2.940
1,4:35,3,4,BUF 27,0,0,Aaron Rodgers pass incomplete short left intended for Jordy Nelson (defended by Stephon Gilmore),2.940,1.750
1,4:31,4,4,BUF 27,3,0,Mason Crosby 45 yard field goal good,1.750,3.000
1,4:31,,,GNB 35,3,0,"Mason Crosby kicks off 54 yards, returned by Anthony Dixon for 15 yards (tackle by Jayrone Elliott)",0.000,-0.670
1,4:21,1,10,BUF 26,3,0,Kyle Orton sacked by Letroy Guion for -8 yards,0.670,-1.050
1,3:43,2,18,BUF 18,3,0,Kyle Orton pass incomplete short middle intended for Fred Jackson,-1.050,-1.800
1,3:38,3,18,BUF 18,3,0,Kyle Orton pass incomplete short right intended for Fred Jackson,-1.800,-2.240
1,3:32,4,18,BUF 18,3,0,"Colton Schmidt punts 48 yards, returned by Randall Cobb for 5 yards (tackle by Ron Brooks)",-2.240,-1.530
1,3:21,1,10,GNB 39,3,0,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson (defended by Corey Graham),1.530,0.990
1,3:16,2,10,GNB 39,3,0,Aaron Rodgers pass incomplete short right intended for Richard Rodgers (defended by Nigel Bradham),0.990,0.300
1,3:08,3,10,GNB 39,3,0,Aaron Rodgers left tackle for 5 yards (tackle by Preston Brown),0.300,-0.460
1,2:27,4,5,GNB 44,3,6,"Tim Masthay punts 31 yards, returned by Marcus Thigpen for 75 yards, touchdown",-0.460,-7.000
1,2:09,,,GNB 2,3,7,Dan Carpenter kicks extra point good,0.000,0.000
1,2:09,,,BUF 35,3,7,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
1,2:09,1,10,GNB 20,3,7,Eddie Lacy right guard for 15 yards (tackle by Aaron Williams and Stefan Charles),0.280,1.270
1,1:41,1,10,GNB 35,3,7,Eddie Lacy left guard for 17 yards (tackle by Duke Williams),1.270,2.390
1,1:04,1,10,BUF 48,3,7,Eddie Lacy right guard for 22 yards (tackle by Duke Williams),2.390,3.840
1,0:42,1,10,BUF 26,3,7,"Aaron Rodgers pass incomplete deep right intended for Jordy Nelson. Penalty on BUF: Defensive Offside, 5 yards (no play)",3.840,4.570
1,0:42,1,5,BUF 21,3,7,Aaron Rodgers pass complete short middle to Jordy Nelson for 7 yards (tackle by Duke Williams),4.570,4.650
1,0:00,1,10,BUF 14,3,7,Eddie Lacy left guard for 2 yards (tackle by Marcell Dareus and Aaron Williams),4.650,4.330
Quarter,Time,Down,ToGo,Location,GNB,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,BUF 12,3,7,Aaron Rodgers pass complete short right to Randall Cobb for 11 yards (tackle by Nickell Robey and Aaron Williams),4.330,6.970
2,14:19,1,1,BUF 1,9,7,"Eddie Lacy right tackle for 1 yard, touchdown",6.970,7.000
2,14:19,,,BUF 2,10,7,Mason Crosby kicks extra point good,0.000,0.000
2,14:19,,,GNB 35,10,7,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,14:14,1,10,BUF 20,10,7,Fred Jackson left guard for 3 yards (tackle by Ha Ha Clinton-Dix and Mike Daniels),0.280,0.140
2,13:39,2,7,BUF 23,10,7,Kyle Orton pass complete deep left to Sammy Watkins for 28 yards (tackle by Sam Shields and Ha Ha Clinton-Dix),0.140,2.320
2,13:01,1,10,GNB 49,10,7,Bryce Brown left tackle for 12 yards (tackle by Sam Shields and Morgan Burnett),2.320,3.120
2,12:27,1,10,GNB 37,10,7,Kyle Orton pass complete deep left to Robert Woods for 18 yards,3.120,4.310
2,12:11,1,10,GNB 19,10,7,"Penalty on Cordy Glenn: False Start, 5 yards (no play)",4.310,3.970
2,11:51,1,15,GNB 24,10,7,Kyle Orton pass complete short left to Fred Jackson for 6 yards (tackle by Micah Hyde and Sam Shields),3.970,3.880
2,11:20,2,9,GNB 18,10,7,Kyle Orton pass complete short right to Scott Chandler for 10 yards (tackle by Tramon Williams and Morgan Burnett),3.880,5.370
2,10:54,1,8,GNB 8,10,7,"Fred Jackson up the middle for 3 yards (tackle by Sam Barrington). Penalty on Cordy Glenn: Offensive Holding, 10 yards (no play)",5.370,4.240
2,10:33,1,18,GNB 18,10,7,Fred Jackson up the middle for -5 yards (tackle by Mike Daniels),4.240,2.600
2,9:52,2,23,GNB 23,10,7,"Kyle Orton pass incomplete deep right intended for Robert Woods. Penalty on Josh Boyd: Defensive Offside, 5 yards (no play)",2.600,3.150
2,9:47,2,18,GNB 18,10,7,"Kyle Orton pass complete short right to Anthony Dixon for -2 yards (tackle by Julius Peppers and Sam Barrington). Penalty on Sam Barrington: Horse Collar Tackle (Offsetting), Penalty on Robert Woods: Offensive Holding (Offsetting) (no play)",3.150,3.150
2,9:29,2,18,GNB 18,10,7,Kyle Orton pass complete short middle to Robert Woods for 4 yards (tackle by Sam Barrington),3.150,3.000
2,8:48,3,14,GNB 14,10,7,Kyle Orton pass complete short middle to Anthony Dixon for 5 yards (tackle by Brad Jones),3.000,2.830
2,8:07,4,9,GNB 9,10,10,Dan Carpenter 27 yard field goal good,2.830,3.000
2,8:07,,,BUF 35,10,10,"Jordan Gay kicks off 64 yards, out of bounds",0.000,-1.600
2,8:04,1,10,GNB 40,10,10,"Penalty on John Kuhn: False Start, 5 yards (no play)",1.600,1.600
2,8:04,1,10,GNB 40,10,10,Timeout #1 by Green Bay Packers,1.600,1.270
2,8:04,1,15,GNB 35,10,10,Aaron Rodgers pass complete short right to Randall Cobb for 19 yards (tackle by Corey Graham),1.270,2.520
2,7:34,1,10,BUF 46,10,10,Aaron Rodgers pass incomplete short right intended for James Starks,2.520,1.980
2,7:28,2,10,BUF 46,10,10,Aaron Rodgers pass complete short left to James Starks for 10 yards (tackle by Marcell Dareus and Preston Brown),1.980,3.180
2,6:52,1,10,BUF 36,10,10,James Starks right tackle for 1 yard (tackle by Nickell Robey),3.180,2.770
2,6:19,2,9,BUF 35,10,10,Aaron Rodgers pass incomplete short left intended for Jordy Nelson (defended by Stephon Gilmore),2.770,2.770
2,6:15,2,9,BUF 35,10,10,Timeout #2 by Green Bay Packers,2.770,2.080
2,6:15,3,9,BUF 35,10,10,Aaron Rodgers pass incomplete deep left intended for Davante Adams,2.080,0.970
2,6:10,4,9,BUF 35,10,10,"Mason Crosby 53 yard field goal no good, blocked by Mario Williams",0.970,-1.200
2,6:01,1,10,BUF 34,10,10,Fred Jackson up the middle for 3 yards (tackle by Sam Barrington and Ha Ha Clinton-Dix),1.200,1.060
2,5:34,2,7,BUF 37,10,10,Kyle Orton pass incomplete short left intended for Sammy Watkins,1.060,0.370
2,5:30,3,7,BUF 37,10,10,"Penalty on Sammy Watkins: False Start, 5 yards (no play)",0.370,-0.300
2,5:30,3,12,BUF 32,10,10,Kyle Orton pass complete short right to Chris Hogan for 6 yards (tackle by Brad Jones),-0.300,-0.850
2,4:58,4,6,BUF 38,10,10,Colton Schmidt punts 37 yards,-0.850,-0.610
2,4:35,1,10,GNB 25,10,10,Eddie Lacy right tackle for no gain (tackle by Stefan Charles and Nigel Bradham),0.610,0.060
2,4:15,2,10,GNB 25,10,10,Eddie Lacy right tackle for 1 yard (tackle by Duke Williams and Corbin Bryant),0.060,-0.490
2,3:31,3,9,GNB 26,10,10,Aaron Rodgers pass incomplete short left intended for Davante Adams,-0.490,-1.630
2,3:25,4,9,GNB 26,10,10,"Tim Masthay punts 38 yards. Penalty on Sean Richardson: Offensive Holding, 10 yards (no play)",-1.630,-2.390
2,3:15,4,19,GNB 16,10,10,"Tim Masthay punts no gain, out of bounds. Penalty on Brandon Bostick: Illegal Formation, 5 yards (no play)",-2.390,-2.490
2,3:03,4,24,GNB 11,10,10,"Tim Masthay punts 52 yards, out of bounds",-2.490,-1.400
2,2:55,1,10,BUF 37,10,10,Kyle Orton pass incomplete short left intended for Robert Woods,1.400,0.860
2,2:51,2,10,BUF 37,10,10,"Kyle Orton pass incomplete deep right intended for Sammy Watkins is intercepted by Tramon Williams at GNB-34. Penalty on Sam Barrington: Unnecessary Roughness, 15 yards",0.860,-0.150
2,2:44,1,10,GNB 19,10,10,Aaron Rodgers pass incomplete short middle intended for Randall Cobb (defended by Nickell Robey),0.150,-0.390
2,2:38,2,10,GNB 19,10,10,Aaron Rodgers pass complete short right to Eddie Lacy for 12 yards (tackle by Jerry Hughes and Nigel Bradham),-0.390,1.000
2,2:06,1,10,GNB 31,10,10,Aaron Rodgers pass incomplete short left intended for Randall Cobb,1.000,0.460
2,2:02,2,10,GNB 31,10,10,Aaron Rodgers pass complete short middle to Eddie Lacy for -1 yards (tackle by Nigel Bradham and Preston Brown),0.460,-0.360
2,1:55,3,11,GNB 30,10,10,"Penalty on Jerry Hughes: Neutral Zone Infraction, 5 yards (no play)",-0.360,0.300
2,1:55,3,6,GNB 35,10,10,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson,0.300,-1.040
2,1:49,4,6,GNB 35,10,10,Tim Masthay punts 63 yards,-1.040,0.380
2,1:38,1,10,BUF 2,10,10,Fred Jackson up the middle for 2 yards (tackle by Sam Barrington and Mike Neal),-0.380,-0.380
2,1:32,1,10,BUF 2,10,10,Timeout #3 by Green Bay Packers,-0.380,-0.630
2,1:32,2,8,BUF 4,10,10,Fred Jackson up the middle for 1 yard (tackle by A.J. Hawk),-0.630,-1.070
2,0:46,3,7,BUF 5,10,10,Fred Jackson left tackle for 6 yards (tackle by Nick Perry and Sam Shields),-1.070,-2.490
Quarter,Time,Down,ToGo,Location,GNB,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,10,10,"Mason Crosby kicks off 50 yards, returned by Anthony Dixon for 12 yards (tackle by Jayrone Elliott)",0.000,0.740
3,14:54,1,10,BUF 27,10,10,Fred Jackson up the middle for 10 yards (tackle by Sam Barrington and Morgan Burnett),0.740,1.400
3,14:19,1,10,BUF 37,10,10,Anthony Dixon up the middle for 8 yards (tackle by Morgan Burnett),1.400,1.940
3,13:47,2,2,BUF 45,10,10,Anthony Dixon left guard for 1 yard (tackle by Datone Jones and A.J. Hawk),1.940,1.360
3,13:15,3,1,BUF 46,10,10,Anthony Dixon up the middle for 4 yards (tackle by Sam Barrington and Morgan Burnett),1.360,2.260
3,12:45,1,10,,10,10,Fred Jackson up the middle for 5 yards (tackle by Sam Barrington and Ha Ha Clinton-Dix),2.260,2.390
3,12:13,2,5,GNB 45,10,10,Fred Jackson left guard for 3 yards (tackle by Morgan Burnett and Datone Jones),2.390,2.390
3,11:30,2,5,GNB 45,10,10,Timeout #1 by Buffalo Bills,2.390,2.080
3,11:30,3,2,GNB 42,10,10,Anthony Dixon right tackle for 4 yards (tackle by Sam Barrington and Morgan Burnett),2.080,3.050
3,10:55,1,10,GNB 38,10,10,Bryce Brown up the middle for 3 yards (tackle by Mike Daniels and A.J. Hawk),3.050,2.910
3,10:14,2,7,GNB 35,10,10,Fred Jackson right guard for 2 yards (tackle by Ha Ha Clinton-Dix),2.910,2.480
3,9:30,3,5,GNB 33,10,10,Kyle Orton pass incomplete short middle intended for Robert Woods,2.480,1.170
3,9:26,4,5,GNB 33,10,13,Dan Carpenter 51 yard field goal good,1.170,3.000
3,9:26,,,BUF 35,10,13,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,9:21,1,10,GNB 20,10,13,Aaron Rodgers pass complete deep middle to Randall Cobb for 20 yards (tackle by Duke Williams),0.280,1.600
3,8:46,1,10,GNB 40,10,13,Eddie Lacy left guard for 9 yards (tackle by Aaron Williams and Mario Williams),1.600,2.270
3,8:23,2,1,GNB 49,10,13,"Eddie Lacy left tackle for 6 yards (tackle by Aaron Williams and Marcell Dareus). Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",2.270,0.920
3,7:53,2,11,GNB 39,10,13,Aaron Rodgers pass incomplete short right intended for Andrew Quarless (defended by Mario Williams),0.920,0.230
3,7:49,3,11,GNB 39,10,13,Aaron Rodgers pass incomplete short middle intended for Randall Cobb,0.230,-0.780
3,7:44,4,11,GNB 39,10,13,"Tim Masthay punts 39 yards, fair catch by Marcus Thigpen",-0.780,-0.410
3,7:36,1,10,BUF 22,10,13,Fred Jackson left guard for 13 yards (tackle by Morgan Burnett and A.J. Hawk),0.410,1.270
3,7:36,1,10,BUF 35,10,13,Kyle Orton pass complete short right to Lee Smith for no gain,1.270,0.720
3,6:21,2,10,BUF 35,10,13,Anthony Dixon right tackle for 6 yards (tackle by Julius Peppers),0.720,0.830
3,5:43,3,4,BUF 41,10,13,Kyle Orton pass complete deep left to Bryce Brown for 40 yards (tackle by Tramon Williams),0.830,4.310
3,5:07,1,10,GNB 19,10,13,Bryce Brown left guard for 2 yards (tackle by Mike Daniels and Julius Peppers),4.310,4.030
3,4:31,2,8,GNB 17,10,13,Kyle Orton pass incomplete short right intended for Sammy Watkins,4.030,3.260
3,4:27,3,8,GNB 17,10,13,Kyle Orton pass incomplete short middle intended for Fred Jackson (defended by Julius Peppers),3.260,2.310
3,4:22,4,8,GNB 17,10,16,Dan Carpenter 35 yard field goal good,2.310,3.000
3,4:22,,,BUF 35,10,16,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
3,4:18,1,10,GNB 20,10,16,Eddie Lacy left tackle for 3 yards (tackle by Aaron Williams and Nigel Bradham),0.280,0.140
3,3:40,2,7,GNB 23,10,16,Aaron Rodgers pass incomplete deep left intended for Randall Cobb is intercepted by Bacarri Rambo at GNB-45 and returned for 16 yards,0.140,-3.640
3,3:30,1,10,GNB 29,10,16,Fred Jackson up the middle for 2 yards (tackle by Sam Barrington),3.640,3.370
3,3:00,2,8,GNB 27,10,16,Kyle Orton pass complete short right to Lee Smith for 1 yard (tackle by Morgan Burnett),3.370,2.810
3,2:15,3,7,GNB 26,10,16,"Kyle Orton pass complete short middle to Sammy Watkins for 7 yards (tackle by Micah Hyde). Penalty on Cordy Glenn: Illegal Use of Hands, 10 yards (no play)",2.810,1.490
3,1:51,3,17,GNB 36,10,16,Kyle Orton sacked by Clay Matthews for -8 yards,1.490,0.330
3,1:12,4,25,GNB 44,10,16,Colton Schmidt punts 42 yards,0.330,0.380
3,1:03,1,10,GNB 2,10,16,Eddie Lacy up the middle for 4 yards (tackle by Mario Williams and Preston Brown),-0.380,-0.490
3,0:31,2,6,GNB 6,10,16,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,-0.490,-0.950
3,0:25,3,6,GNB 6,10,16,Aaron Rodgers pass complete short right to Andrew Quarless for 7 yards (tackle by Nickell Robey),-0.950,-0.320
Quarter,Time,Down,ToGo,Location,GNB,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 13,10,16,Eddie Lacy up the middle for 2 yards (tackle by Marcell Dareus),-0.320,-0.570
4,14:26,2,8,GNB 15,10,16,Aaron Rodgers pass incomplete deep right intended for Andrew Quarless (defended by Nigel Bradham),-0.570,-1.180
4,14:19,3,8,GNB 15,10,16,Aaron Rodgers pass complete short right to Jordy Nelson for 16 yards (tackle by Corey Graham),-1.180,1.000
4,13:33,1,10,GNB 31,10,16,Randall Cobb up the middle for 12 yards (tackle by Corey Graham),1.000,1.800
4,13:03,1,10,GNB 43,10,16,Randall Cobb right tackle for 3 yards (tackle by Nigel Bradham),1.800,1.660
4,12:23,2,7,GNB 46,10,16,Aaron Rodgers pass complete short right to Randall Cobb for 14 yards (tackle by Nigel Bradham),1.660,2.920
4,11:48,1,10,BUF 40,10,16,Aaron Rodgers pass complete short left to Davante Adams for 6 yards (tackle by Aaron Williams),2.920,3.180
4,11:21,2,4,BUF 34,10,16,Aaron Rodgers pass incomplete,3.180,2.480
4,11:15,3,4,BUF 34,10,16,Aaron Rodgers pass incomplete short middle intended for Jarrett Boykin is intercepted by Bacarri Rambo at BUF-20 and returned for 28 yards,2.480,-2.130
4,11:03,1,10,BUF 48,10,16,Kyle Orton pass complete short left to Fred Jackson for 20 yards (tackle by Ha Ha Clinton-Dix),2.130,3.450
4,10:43,1,10,GNB 32,10,16,Fred Jackson up the middle for 4 yards (tackle by Nick Perry and Ha Ha Clinton-Dix),3.450,3.440
4,10:10,2,6,GNB 28,10,16,Kyle Orton pass incomplete short middle intended for Chris Hogan (defended by Nick Perry),3.440,2.740
4,10:07,3,6,GNB 28,10,16,Kyle Orton sacked by Clay Matthews for -2 yards,2.740,1.410
4,9:28,4,8,GNB 30,10,19,Dan Carpenter 48 yard field goal good,1.410,3.000
4,9:28,,,BUF 35,10,19,"Jordan Gay kicks off 55 yards, returned by DuJuan Harris for 8 yards (tackle by Ron Brooks)",0.000,-0.040
4,9:19,1,10,GNB 18,10,19,Eddie Lacy right tackle for 6 yards (tackle by Jerry Hughes),0.040,0.410
4,8:47,2,4,GNB 24,10,19,"Eddie Lacy left tackle for 21 yards (tackle by Aaron Williams). Penalty on Josh Sitton: Offensive Holding, 10 yards (no play)",0.410,-1.040
4,8:16,2,14,GNB 14,10,19,Aaron Rodgers pass complete short middle to Randall Cobb for 16 yards (tackle by Aaron Williams and Corey Graham),-1.040,0.940
4,7:41,1,10,GNB 30,10,19,"Randall Cobb left end for no gain (tackle by Stephon Gilmore). Penalty on Stephon Gilmore: Face Mask (15 Yards), 15 yards (no play)",0.940,1.930
4,7:30,1,10,GNB 45,10,19,Aaron Rodgers pass incomplete short right intended for Richard Rodgers,1.930,1.380
4,7:27,2,10,GNB 45,10,19,Aaron Rodgers pass complete short middle to Jordy Nelson for 20 yards (tackle by Bacarri Rambo),1.380,3.250
4,6:54,1,10,BUF 35,10,19,Aaron Rodgers pass complete short left to Randall Cobb for 17 yards (tackle by Corey Graham and Bacarri Rambo),3.250,4.370
4,6:22,1,10,BUF 18,10,19,Aaron Rodgers pass complete short right to Randall Cobb for -1 yards (tackle by Ron Brooks),4.370,3.670
4,5:47,2,11,BUF 19,10,19,Aaron Rodgers left end for 3 yards (tackle by Mario Williams and Ron Brooks),3.670,3.300
4,5:00,3,8,BUF 16,10,19,Aaron Rodgers pass incomplete short right intended for Randall Cobb,3.300,2.380
4,4:53,4,8,BUF 16,13,19,Mason Crosby 34 yard field goal good,2.380,3.000
4,4:53,,,GNB 35,13,19,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,4:51,1,10,BUF 20,13,19,Fred Jackson up the middle for 6 yards (tackle by Ha Ha Clinton-Dix and Morgan Burnett),0.280,0.280
4,4:06,1,10,BUF 20,13,19,Timeout #2 by Buffalo Bills,0.280,0.540
4,4:06,2,4,BUF 26,13,19,Kyle Orton pass incomplete deep right intended for Robert Woods,0.540,-0.160
4,4:00,3,4,BUF 26,13,19,Kyle Orton pass complete short middle to Scott Chandler for 12 yards (tackle by Ha Ha Clinton-Dix),-0.160,1.470
4,3:17,1,10,BUF 38,13,19,"Anthony Dixon right guard for 3 yards (tackle by Julius Peppers). Anthony Dixon fumbles (forced by Julius Peppers), recovered by Anthony Dixon at BUF-41",1.470,1.470
4,3:06,1,10,BUF 38,13,19,Timeout #1 by Green Bay Packers,1.470,1.330
4,3:06,2,7,BUF 41,13,19,"Penalty on Sam Barrington: Neutral Zone Infraction, 5 yards (no play)",1.330,2.000
4,3:06,2,2,BUF 46,13,19,Fred Jackson left guard for 2 yards (tackle by Morgan Burnett and Sam Barrington),2.000,2.130
4,2:22,1,10,BUF 48,13,19,Fred Jackson up the middle for 2 yards (tackle by Mike Daniels and Josh Boyd),2.130,2.130
4,2:17,1,10,BUF 48,13,19,Timeout #2 by Green Bay Packers,2.130,1.850
4,2:17,2,8,,13,19,Fred Jackson up the middle for 3 yards (tackle by Letroy Guion and Ha Ha Clinton-Dix),1.850,1.850
4,2:12,2,8,,13,19,Timeout #3 by Green Bay Packers,1.850,1.550
4,2:12,3,5,GNB 47,13,19,Kyle Orton pass incomplete short left intended for Sammy Watkins,1.550,0.130
4,2:07,4,5,GNB 47,13,19,"Colton Schmidt punts 37 yards, returned by Micah Hyde for no gain",0.130,0.380
4,1:58,1,10,GNB 10,13,21,"Aaron Rodgers sacked by Mario Williams for -7 yards. Aaron Rodgers fumbles (forced by Mario Williams), recovered by Eddie Lacy at GNB--1, safety",-0.380,-2.000
4,1:58,,,GNB 20,13,21,"Mason Crosby kicks onside 13 yards, recovered by Chris Hogan",0.000,-3.380
4,1:50,1,10,GNB 33,13,21,Kyle Orton kneels for -2 yards,3.380,2.570
4,1:10,2,12,GNB 35,13,21,Kyle Orton kneels for -1 yards,2.570,1.750
4,0:33,3,13,GNB 36,13,21,Kyle Orton kneels for -1 yards,1.750,0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
