Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
1,4:04,1,10,CHI 40,0,7,Khalil Herbert left guard for 5 yards (tackle by Tedarrell Slaton),,
1,3:26,2,5,CHI 45,0,7,Justin Fields pass incomplete short right intended for Darnell Mooney,,
1,3:22,3,5,CHI 45,0,7,Justin Fields scrambles up the middle for 4 yards (tackle by Rashan Gary),,
1,2:55,4,1,CHI 49,0,7,"Khalil Herbert left tackle for 1 yard (tackle by Adrian Amos) GNB challenged the short of the line to gain ruling, and the play was upheld.",,
1,2:12,1,10,CHI 50,0,7,Justin Fields pass incomplete deep left intended for Darnell Mooney,,
1,2:06,2,10,CHI 50,0,7,Justin Fields pass complete short left to Darnell Mooney for 3 yards (tackle by Rasul Douglas),,
1,1:23,3,7,GNB 47,0,7,Justin Fields pass deep middle intended for Allen Robinson is intercepted by Darnell Savage in end zone and returned for no gain,,
1,1:13,1,10,GNB 20,0,7,"Aaron Rodgers pass incomplete short right. Penalty on Mario Edwards: Unsportsmanlike Conduct / Defense, 15 yards (accepted)",,
1,1:07,1,10,GNB 35,0,7,Aaron Rodgers pass complete short middle to Aaron Jones for no gain (tackle by Danny Trevathan and Bilal Nichols),,
1,0:27,2,10,GNB 35,0,7,Aaron Jones left end for 3 yards (tackle by Eddie Jackson),,
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,GNB 38,0,7,"Aaron Rodgers pass complete to Robert Tonyan for 7 yards (tackle by Roquan Smith) CHI challenged the short of the line to gain ruling, and the original play was overturned. Aaron Rodgers pass complete short middle to Robert Tonyan for 6 yards (tackle by Roquan Smith)",,
2,14:57,,,,,,Timeout #1 by Chicago Bears,,
2,14:57,4,1,GNB 44,0,7,Aaron Rodgers up the middle for 2 yards (tackle by Danny Trevathan),,
2,14:18,1,10,GNB 46,0,7,Aaron Jones left guard for no gain (tackle by Danny Trevathan and Roquan Smith),,
2,13:36,2,10,GNB 46,0,7,Aaron Rodgers pass complete short middle to Davante Adams for 32 yards (tackle by Jaylon Johnson),,
2,12:48,1,10,CHI 22,0,7,Aaron Jones left guard for 5 yards (tackle by Eddie Goldman and Roquan Smith),,
2,12:04,2,5,CHI 17,0,7,Aaron Jones left guard for 8 yards (tackle by Kindle Vildor and Eddie Jackson),,
2,11:23,1,9,CHI 9,0,7,Aaron Jones left guard for 2 yards (tackle by Trevis Gipson),,
2,10:42,2,7,CHI 7,0,7,Aaron Jones right guard for 6 yards (tackle by Roquan Smith and Alec Ogletree),,
2,10:04,3,1,CHI 1,6,7,"Aaron Rodgers pass complete short middle to Allen Lazard for 1 yard, touchdown",,
2,9:59,,,CHI 15,7,7,Mason Crosby kicks extra point good,,
2,9:59,,,GNB 35,7,7,"Mason Crosby kicks off 62 yards, returned by Jakeem Grant for 26 yards (tackle by Kylin Hill)",,
2,9:52,1,10,CHI 29,7,7,Justin Fields pass incomplete short middle intended for Cole Kmet,,
2,9:49,2,10,CHI 29,7,7,Khalil Herbert left guard for 1 yard (tackle by Dean Lowry),,
2,9:04,3,9,CHI 30,7,7,Justin Fields sacked by Jonathan Garvin for -4 yards,,
2,8:16,4,13,CHI 26,7,7,"Pat O'Donnell punts 48 yards, returned by Amari Rodgers for 16 yards (tackle by Alec Ogletree)",,
2,8:03,1,10,GNB 42,7,7,AJ Dillon left guard for 36 yards (tackle by Eddie Jackson),,
2,7:17,1,10,CHI 22,7,7,AJ Dillon left tackle for 1 yard (tackle by Roquan Smith),,
2,6:35,,,,,,Timeout #1 by Green Bay Packers,,
2,6:35,2,9,CHI 21,7,7,Aaron Rodgers pass complete short left to Aaron Jones for 12 yards (tackle by Roquan Smith and Jaylon Johnson),,
2,5:51,1,9,CHI 9,7,7,AJ Dillon left guard for -6 yards (tackle by Robert Quinn and Kindle Vildor),,
2,5:06,2,15,CHI 15,7,7,Aaron Rodgers pass incomplete short right intended for Allen Lazard,,
2,5:00,3,15,CHI 15,7,7,"Aaron Rodgers pass complete to Equanimeous St. Brown for 15 yards, touchdown. Penalty on Equanimeous St. Brown: Offensive Pass Interference, 10 yards (accepted) (no play)",,
2,4:54,,,,,,Timeout #0 by Chicago Bears,,
2,4:54,3,25,CHI 25,7,7,Aaron Rodgers pass complete short right to Davante Adams for 5 yards (tackle by Angelo Blackson),,
2,4:17,4,20,CHI 20,10,7,Mason Crosby 39 yard field goal good,,
2,4:09,,,GNB 35,10,7,"Mason Crosby kicks off 60 yards, returned by Jakeem Grant for 27 yards (tackle by Equanimeous St. Brown)",,
2,4:09,1,10,CHI 32,10,7,Khalil Herbert left guard for 3 yards (tackle by Kingsley Keke),,
2,3:22,2,7,CHI 35,10,7,Justin Fields scrambles right guard for 7 yards (tackle by Rashan Gary),,
2,2:31,1,10,CHI 42,10,7,Justin Fields pass complete short right to Allen Robinson for 5 yards (tackle by Rasul Douglas),,
2,2:00,2,5,CHI 47,10,7,Khalil Herbert right guard for 3 yards (tackle by De'Vondre Campbell),,
2,1:26,3,2,CHI 50,10,7,Justin Fields pass complete short middle to Cole Kmet for 3 yards (tackle by De'Vondre Campbell),,
2,1:03,1,10,GNB 47,10,7,Justin Fields pass complete short left to Marquise Goodwin for 12 yards (tackle by Rasul Douglas),,
2,0:59,1,10,GNB 35,10,7,"Justin Fields scrambles left guard for 4 yards (tackle by Rasul Douglas). Penalty on Rasul Douglas: Unnecessary Roughness / Defense, 15 yards (offset) . Penalty on James Daniels: Offensive Holding, 10 yards (offset) (no play)",,
2,0:52,1,10,GNB 35,10,7,Khalil Herbert left tackle for 2 yards (tackle by Rashan Gary and De'Vondre Campbell),,
2,0:33,2,8,GNB 33,10,7,"Justin Fields pass incomplete deep left intended for Allen Robinson Replay Assistant challenged the pass interception ruling, and the play was upheld.",,
2,0:25,3,8,GNB 33,10,7,"Penalty on CHI: Delay of Game, 5 yards (accepted) (no play)",,
2,0:25,3,13,GNB 38,10,7,Justin Fields sacked by Dean Lowry for -10 yards,,
2,0:20,,,,,,Timeout #3 by Green Bay Packers,,
2,0:20,4,23,GNB 48,10,7,Pat O'Donnell punts 43 yards,,
2,0:11,1,10,GNB 5,10,7,Aaron Rodgers kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,10,7,"Mason Crosby kicks off 67 yards, returned by Jakeem Grant for 30 yards (tackle by Equanimeous St. Brown)",,
3,14:54,1,10,CHI 28,10,7,Khalil Herbert right tackle for 13 yards (tackle by Darnell Savage),,
3,14:29,1,10,CHI 41,10,7,Khalil Herbert left tackle for 4 yards (tackle by Rashan Gary and Kingsley Keke),,
3,13:38,2,6,CHI 45,10,7,Justin Fields pass incomplete short right intended for Khalil Herbert,,
3,13:30,3,6,CHI 45,10,7,Justin Fields scrambles left guard for 2 yards (tackle by Jonathan Garvin),,
3,13:03,4,4,CHI 47,10,7,"Pat O'Donnell punts 43 yards, returned by Amari Rodgers for no gain (tackle by Deon Bush)",,
3,12:54,1,10,GNB 10,10,7,Aaron Rodgers pass complete short left to Davante Adams for 11 yards (tackle by Jaylon Johnson),,
3,12:18,1,10,GNB 21,10,7,Aaron Jones left guard for 28 yards (tackle by Eddie Jackson and Khalil Mack),,
3,11:34,1,10,GNB 49,10,7,Aaron Jones left tackle for 1 yard (tackle by Robert Quinn and Eddie Goldman),,
3,10:50,2,9,GNB 50,10,7,Aaron Jones left guard for 5 yards (tackle by Roquan Smith),,
3,10:04,3,4,CHI 45,10,7,"Aaron Rodgers pass incomplete short right intended for Davante Adams. Penalty on Jaylon Johnson: Defensive Pass Interference, 4 yards (accepted) (no play)",,
3,9:57,1,10,CHI 41,10,7,Aaron Rodgers pass complete short right to Marcedes Lewis for 9 yards (tackle by Tashaun Gipson and Roquan Smith),,
3,9:12,2,1,CHI 32,10,7,AJ Dillon right tackle for 1 yard (tackle by Khalil Mack),,
3,8:22,1,10,CHI 31,10,7,Aaron Rodgers pass complete short right to Josiah Deguara for 4 yards (tackle by Tashaun Gipson),,
3,7:41,2,6,CHI 27,10,7,Aaron Jones left guard for 5 yards (tackle by Tashaun Gipson),,
3,6:55,3,1,CHI 22,10,7,Aaron Rodgers pass complete short left to Aaron Jones for 10 yards (tackle by Sam Kamara),,
3,6:12,1,10,CHI 12,16,7,"Aaron Rodgers pass complete short left to Aaron Jones for 12 yards, touchdown",,
3,6:00,,,CHI 15,17,7,Mason Crosby kicks extra point good,,
3,6:00,,,GNB 35,17,7,"Mason Crosby kicks off 65 yards, touchback.",,
3,6:00,1,10,CHI 25,17,7,Khalil Herbert right tackle for 2 yards (tackle by Dean Lowry),,
3,5:22,2,8,CHI 27,17,7,Justin Fields pass complete short left to Khalil Herbert for 8 yards (tackle by Henry Black),,
3,4:40,1,10,CHI 35,17,7,Justin Fields pass incomplete short right intended for Damiere Byrd,,
3,4:36,2,10,CHI 35,17,7,Justin Fields pass complete short middle to Darnell Mooney for 11 yards (tackle by Eric Stokes),,
3,4:03,1,10,CHI 46,17,7,Khalil Herbert left end for 11 yards (tackle by Oren Burks),,
3,3:26,1,10,GNB 43,17,7,Khalil Herbert right tackle for 3 yards (tackle by Tyler Lancaster),,
3,2:44,2,7,GNB 40,17,7,Justin Fields pass incomplete deep right intended for Allen Robinson,,
3,2:37,3,7,GNB 40,17,7,Justin Fields pass incomplete short right,,
3,2:32,4,7,GNB 40,17,7,"Pat O'Donnell punts 27 yards, fair catch by Amari Rodgers at GB-13",,
3,2:25,1,10,GNB 13,17,7,Aaron Rodgers pass incomplete deep left intended for Allen Lazard,,
3,2:20,2,10,GNB 13,17,7,Aaron Rodgers pass complete short left to Amari Rodgers for 14 yards (tackle by Roquan Smith),,
3,1:42,1,10,GNB 27,17,7,AJ Dillon left tackle for 1 yard (tackle by Roquan Smith and Bilal Nichols),,
3,0:56,2,9,GNB 28,17,7,Aaron Rodgers pass incomplete deep middle intended for Robert Tonyan (defended by Alec Ogletree),,
3,0:52,3,9,GNB 28,17,7,Aaron Rodgers sacked by Akiem Hicks for -10 yards,,
3,0:11,4,19,GNB 18,17,7,"Corey Bojorquez punts 82 yards, touchback.",,
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 20,17,7,Khalil Herbert left tackle for 6 yards (tackle by Henry Black),,
4,14:23,2,4,CHI 26,17,7,Khalil Herbert left guard for 1 yard (tackle by Kingsley Keke),,
4,13:42,3,3,CHI 27,17,7,Justin Fields pass complete deep middle to Allen Robinson for 20 yards (tackle by Henry Black),,
4,12:58,1,10,CHI 47,17,7,Justin Fields pass complete deep middle to Cole Kmet for 21 yards (tackle by Henry Black),,
4,12:22,1,10,GNB 32,17,7,Khalil Herbert right tackle for 2 yards (tackle by Dean Lowry),,
4,11:41,2,8,GNB 30,17,7,Justin Fields scrambles left end for 14 yards (tackle by De'Vondre Campbell),,
4,10:58,1,10,GNB 16,17,7,"Khalil Herbert left tackle for no gain, touchdown. Penalty on Sam Mustipher: Offensive Holding, 10 yards (accepted) (no play)",,
4,10:49,1,20,GNB 26,17,7,Justin Fields pass complete short left to Allen Robinson for 8 yards (tackle by De'Vondre Campbell),,
4,10:14,2,12,GNB 18,17,7,Justin Fields pass complete short middle to Cole Kmet for 10 yards (tackle by Adrian Amos),,
4,9:33,3,2,GNB 8,17,7,Khalil Herbert right tackle for 3 yards (tackle by Tyler Lancaster and Eric Stokes),,
4,8:50,1,5,GNB 5,17,13,"Justin Fields pass complete short right to Darnell Mooney for 5 yards, touchdown",,
4,8:44,,,GNB 15,17,14,Cairo Santos kicks extra point good,,
4,8:44,,,CHI 35,17,14,"Cairo Santos kicks off 65 yards, touchback.",,
4,8:44,1,10,GNB 25,17,14,Aaron Jones right tackle for no gain (tackle by Robert Quinn),,
4,8:06,2,10,GNB 25,17,14,Aaron Rodgers pass complete short middle to Allen Lazard for 13 yards (tackle by Kindle Vildor),,
4,7:23,1,10,GNB 38,17,14,Aaron Rodgers pass incomplete deep right,,
4,7:15,2,10,GNB 38,17,14,Aaron Rodgers pass complete deep right to Davante Adams for 41 yards (tackle by Eddie Jackson),,
4,6:11,,,,,,Timeout #1 by Green Bay Packers,,
4,6:11,1,10,CHI 21,17,14,Aaron Rodgers pass complete short left to Marcedes Lewis for 8 yards (tackle by Eddie Jackson),,
4,5:23,2,2,CHI 13,17,14,Aaron Jones right tackle for 7 yards (tackle by Eddie Jackson),,
4,4:39,1,6,CHI 6,23,14,"Aaron Rodgers scrambles for 6 yards, touchdown",,
4,4:30,,,CHI 15,24,14,Mason Crosby kicks extra point good,,
4,4:30,,,GNB 35,24,14,"Mason Crosby kicks off 65 yards, returned by Artavis Pierce for 27 yards (tackle by Tyler Davis). Penalty on Kylin Hill: Unnecessary Roughness / Defense, 15 yards (accepted)",,
4,4:18,1,10,CHI 42,24,14,Justin Fields pass incomplete short left intended for Darnell Mooney,,
4,4:18,2,10,CHI 42,24,14,Justin Fields scrambles left guard for 16 yards (tackle by Rasul Douglas),,
4,4:09,1,10,GNB 42,24,14,"Justin Fields pass complete short left to Marquise Goodwin for no gain. Penalty on James Daniels: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
4,4:05,1,15,GNB 47,24,14,Justin Fields pass complete short left to Darnell Mooney for 15 yards (tackle by Rasul Douglas),,
4,3:40,1,10,GNB 32,24,14,Justin Fields sacked by Kenny Clark for -12 yards,,
4,3:12,,,,,,Timeout #2 by Green Bay Packers,,
4,3:12,2,22,GNB 44,24,14,Justin Fields pass complete short right to Khalil Herbert for 7 yards (tackle by Krys Barnes),,
4,3:02,3,15,GNB 37,24,14,Justin Fields sacked by Kenny Clark for -11 yards,,
4,2:26,,,,,,Timeout #3 by Green Bay Packers,,
4,2:26,4,26,GNB 48,24,14,"Justin Fields pass incomplete deep right. Penalty on Elijah Wilkinson: Offensive Holding, 10 yards (declined)",,
4,2:14,1,10,GNB 48,24,14,AJ Dillon right tackle for 8 yards (tackle by Roquan Smith),,
4,2:10,,,,,,Timeout #1 by Chicago Bears,,
4,2:10,2,2,CHI 44,24,14,AJ Dillon left tackle for 3 yards (tackle by Roquan Smith and Xavier Crawford),,
4,2:00,1,10,CHI 41,24,14,AJ Dillon right guard for 9 yards (tackle by Eddie Jackson and DeAndre Houston-Carson),,
4,1:53,,,,,,Timeout #2 by Chicago Bears,,
4,1:53,2,1,CHI 32,24,14,AJ Dillon right guard for 3 yards (tackle by DeAndre Houston-Carson and Eddie Goldman),,
4,1:48,,,,,,Timeout #3 by Chicago Bears,,
4,1:48,1,10,CHI 29,24,14,Aaron Rodgers kneels for -2 yards,,
4,1:07,2,12,CHI 31,24,14,Aaron Rodgers kneels for -1 yards,,
4,0:30,3,13,CHI 32,24,14,Aaron Rodgers kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
