Quarter,Time,Tm,Detail,BAL,CIN
1.0,4:44,Ravens,Justin Tucker 25 yard field goal,3,0
2.0,1:52,Ravens,Jeremy Maclin 48 yard pass from Joe Flacco (Justin Tucker kick),10,0
,1:28,Ravens,Terrance West 2 yard rush (Justin Tucker kick),17,0
3.0,1:06,Ravens,Justin Tucker 25 yard field goal,20,0
