Quarter,Time,Down,ToGo,Location,WAS,ARI,Detail,EPB,EPA
1,9:09,1,10,WAS 25,0,7,Antonio Gibson right tackle for 6 yards (tackle by De'Vondre Campbell),0.610,0.870
1,8:47,2,4,WAS 31,0,7,Dwayne Haskins pass complete short right to Steven Sims for 8 yards (tackle by Byron Murphy). Penalty on Patrick Peterson: Defensive Holding (Declined),0.870,1.530
1,8:22,1,10,WAS 39,0,7,Dwayne Haskins sacked by Corey Peters for -9 yards,1.530,-0.230
1,7:44,2,19,WAS 30,0,7,Antonio Gibson up the middle for 9 yards (tackle by Dre Kirkpatrick),-0.230,0.300
1,7:01,3,10,WAS 39,0,7,Dwayne Haskins pass incomplete deep middle intended for Steven Sims,0.300,-0.780
1,6:55,4,10,WAS 39,0,7,"Tress Way punts 53 yards, returned by Andy Isabella for 1 yard (tackle by Cam Sims)",-0.780,0.380
1,6:45,1,10,ARI 9,0,7,Kyler Murray pass complete short middle to DeAndre Hopkins for 2 yards (tackle by Kevin Pierre-Louis),-0.380,-0.630
1,6:19,2,8,ARI 11,0,7,Kenyan Drake right end for -2 yards (tackle by Matthew Ioannidis),-0.630,-1.420
1,5:39,3,10,ARI 9,0,7,Kyler Murray pass short middle intended for Andy Isabella is intercepted by Landon Collins at ARI-20 and returned for 1 yard,-1.420,-4.310
1,5:30,1,10,ARI 19,0,7,Dwayne Haskins pass complete short right to Marcus Baugh for 2 yards (tackle by De'Vondre Campbell),4.310,4.030
1,4:55,2,8,ARI 17,0,7,Antonio Gibson up the middle for 8 yards (tackle by Chris Banjo),4.030,5.140
1,4:22,1,9,ARI 9,0,7,"Dwayne Haskins sacked by Jordan Phillips for -3 yards. Dwayne Haskins fumbles (forced by Jordan Phillips), recovered by Chandler Jones at ARI-12 (tackle by Morgan Moses)",5.140,0.350
1,4:14,1,10,ARI 12,0,7,Kyler Murray sacked by Jonathan Bostic for -7 yards,-0.350,-1.290
1,3:35,2,17,ARI 5,0,7,Kyler Murray pass incomplete short left intended for DeAndre Hopkins,-1.290,-2.240
1,3:32,3,17,ARI 5,0,7,Kyler Murray pass complete short middle to Larry Fitzgerald for 10 yards (tackle by Kevin Pierre-Louis and Jonathan Bostic),-2.240,-2.440
1,3:00,4,7,ARI 15,0,7,"Andy Lee punts 57 yards, returned by Steven Sims for 12 yards (tackle by Darrell Daniels). Steven Sims fumbles (forced by Darrell Daniels), recovered by Aaron Brewer at WAS-40 (tackle by Fabian Moreau)",-2.440,2.920
1,2:44,1,10,WAS 40,0,7,Kyler Murray right end for 7 yards (tackle by Jonathan Bostic),2.920,3.320
1,2:08,2,3,WAS 33,0,7,Kyler Murray pass complete short left to DeAndre Hopkins for 8 yards (tackle by Kamren Curl),3.320,3.910
1,1:41,1,10,WAS 25,0,7,Kenyan Drake up the middle for 4 yards (tackle by Landon Collins),3.910,3.900
1,1:11,2,6,WAS 21,0,7,Chase Edmonds right tackle for 2 yards (tackle by Chase Young),3.900,3.490
1,0:34,3,4,WAS 19,0,7,Kyler Murray pass complete short right to Larry Fitzgerald for 5 yards (tackle by Jimmy Moreland),3.490,4.650
1,0:01,1,10,WAS 14,0,13,"Kyler Murray right end for 14 yards, touchdown",4.650,7.000
1,0:00,,,WAS 15,0,14,Zane Gonzalez kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,WAS,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,,,ARI 35,0,14,"Zane Gonzalez kicks off 68 yards, returned by Steven Sims for 20 yards (tackle by Dennis Gardeck)",0.000,-0.060
2,14:54,1,10,WAS 17,0,14,Antonio Gibson up the middle for 9 yards (tackle by Chris Banjo),-0.060,0.750
2,14:23,2,1,WAS 26,0,14,Antonio Gibson up the middle for -1 yards (tackle by Jordan Hicks),0.750,-0.240
2,13:44,3,2,WAS 25,0,14,Dwayne Haskins pass incomplete short left intended for Dontrelle Inman,-0.240,-1.700
2,13:34,4,2,WAS 25,0,14,"Tress Way punts 52 yards, fair catch by Andy Isabella at ARI-23",-1.700,-0.480
2,13:26,1,10,ARI 23,0,14,Kyler Murray pass complete deep left to Andy Isabella for 54 yards (tackle by Troy Apke),0.480,4.040
2,12:52,1,10,WAS 23,0,14,Kenyan Drake left end for 4 yards (tackle by Jimmy Moreland),4.040,4.050
2,12:16,2,6,WAS 19,0,14,"Kenyan Drake left tackle for 1 yard (tackle by Ryan Kerrigan). Penalty on Darrell Daniels: Chop Block, 15 yards (no play)",4.050,2.010
2,11:51,2,21,WAS 34,0,14,Kyler Murray pass incomplete deep right,2.010,1.350
2,11:41,3,21,WAS 34,0,14,Kyler Murray pass complete short right to Chase Edmonds for 3 yards (tackle by Troy Apke),1.350,1.320
2,11:35,4,18,WAS 31,0,17,Zane Gonzalez 49 yard field goal good,1.320,3.000
2,11:29,,,ARI 35,0,17,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
2,11:29,1,10,WAS 25,0,17,Dwayne Haskins sacked by Devon Kennard for -5 yards,0.610,-0.610
2,10:49,2,15,WAS 20,0,17,Dwayne Haskins pass complete short middle to Terry McLaurin for 25 yards (tackle by Jordan Hicks),-0.610,1.930
2,10:28,1,10,WAS 45,0,17,Dwayne Haskins pass complete short left to Terry McLaurin for 9 yards (tackle by Budda Baker),1.930,2.600
2,10:08,2,1,ARI 46,0,17,Dwayne Haskins pass complete short left to Antonio Gibson for -3 yards (tackle by De'Vondre Campbell),2.600,1.490
2,9:28,3,4,ARI 49,0,17,Dwayne Haskins pass complete short middle to Dontrelle Inman for 3 yards (tackle by Budda Baker),1.490,0.200
2,8:44,4,1,ARI 46,0,17,Peyton Barber up the middle for 1 yard (tackle by Zach Allen),0.200,2.590
2,8:06,1,10,ARI 45,0,17,Antonio Gibson left end for 4 yards (tackle by Haason Reddick),2.590,2.580
2,7:27,2,6,ARI 41,0,17,J.D. McKissic up the middle for 8 yards (tackle by Budda Baker),2.580,3.380
2,6:51,1,10,ARI 33,0,17,Dwayne Haskins pass incomplete short right intended for Terry McLaurin,3.380,2.840
2,6:47,2,10,ARI 33,0,17,Dwayne Haskins pass incomplete short middle intended for Logan Thomas (defended by De'Vondre Campbell),2.840,2.150
2,6:42,3,10,ARI 33,0,17,Dwayne Haskins sacked by Haason Reddick for -7 yards,2.150,0.590
2,6:04,4,17,ARI 40,0,17,Tress Way punts 30 yards downed by Jeremy Sprinkle,0.590,0.380
2,5:52,1,10,ARI 10,0,17,Kenyan Drake up the middle for 3 yards (tackle by Jonathan Bostic),-0.380,-0.560
2,5:10,2,7,ARI 13,0,17,Kyler Murray pass complete short right to Larry Fitzgerald for 10 yards (tackle by Troy Apke),-0.560,0.480
2,4:45,1,10,ARI 23,0,17,Kyler Murray sacked by Landon Collins for no gain,0.480,-0.070
2,4:28,2,10,ARI 23,0,17,Kyler Murray pass complete short right to Christian Kirk for 8 yards (tackle by Ronald Darby),-0.070,0.300
2,3:51,3,2,ARI 31,0,17,Kyler Murray pass complete short left to Larry Fitzgerald for 5 yards (tackle by Jimmy Moreland),0.300,1.330
2,3:31,1,10,ARI 36,0,17,Kyler Murray pass complete deep right to Christian Kirk for 49 yards (tackle by Ronald Darby),1.330,4.580
2,3:19,1,10,WAS 15,0,17,"Penalty on Lamont Gaillard: False Start, 5 yards (no play)",4.580,4.240
2,3:00,1,15,WAS 20,0,17,Kyler Murray pass complete short left to DeAndre Hopkins for no gain (tackle by Jimmy Moreland),4.240,3.350
2,2:28,2,15,WAS 20,0,17,Kyler Murray sacked by Chase Young for -1 yards,3.350,2.540
2,2:00,3,16,WAS 21,0,17,Kyler Murray pass complete short left to Kenyan Drake for 6 yards (tackle by Chase Young),2.540,2.440
2,1:53,,,,,,Timeout #1 by Washington Football Team,,
2,1:53,4,10,WAS 15,0,20,Zane Gonzalez 33 yard field goal good,2.440,3.000
2,1:49,,,ARI 35,0,20,"Zane Gonzalez kicks off 62 yards, returned by Steven Sims for 13 yards (tackle by Zeke Turner and Kevin Peterson)",0.000,-0.140
2,1:41,1,10,WAS 16,0,20,J.D. McKissic up the middle for 4 yards (tackle by De'Vondre Campbell and Corey Peters),-0.140,0.010
2,1:18,2,6,WAS 20,0,20,Dwayne Haskins pass complete short middle to Logan Thomas for 5 yards (tackle by De'Vondre Campbell and Jordan Hicks),0.010,-0.200
2,0:53,3,1,WAS 25,0,20,J.D. McKissic up the middle for 7 yards (tackle by Jordan Hicks),-0.200,1.070
2,0:45,,,,,,Timeout #2 by Washington Football Team,,
2,0:45,1,10,WAS 32,0,20,"Penalty on Geron Christian: False Start, 5 yards (no play)",1.070,0.740
2,0:45,1,15,WAS 27,0,20,Dwayne Haskins pass complete short left to Terry McLaurin for 13 yards (tackle by De'Vondre Campbell),0.740,1.610
2,0:35,,,,,,Timeout #3 by Washington Football Team,,
2,0:35,2,2,WAS 40,0,20,Dwayne Haskins pass incomplete short right intended for Logan Thomas (defended by De'Vondre Campbell),1.610,0.890
2,0:30,3,2,WAS 40,0,20,Dwayne Haskins pass incomplete short middle intended for Logan Thomas,0.890,-0.720
2,0:25,4,2,WAS 40,0,20,"Tress Way punts 60 yards, touchback.",-0.720,-0.280
2,0:13,1,10,ARI 20,0,20,Chase Edmonds up the middle for -3 yards (tackle by Chase Young),0.280,-0.790
Quarter,Time,Down,ToGo,Location,WAS,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,0,20,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ARI 25,0,20,Kenyan Drake up the middle for 6 yards (tackle by Montez Sweat),0.610,0.870
3,14:32,2,4,ARI 31,0,20,Kyler Murray pass complete short left to Kenyan Drake for 3 yards (tackle by Kevin Pierre-Louis),0.870,0.560
3,13:57,3,1,ARI 34,0,20,"Kyler Murray pass complete short right to Chase Edmonds for -3 yards (tackle by Kevin Pierre-Louis). Chase Edmonds fumbles, ball out of bounds at ARI-33 (forced by Kevin Pierre-Louis)",0.560,-1.310
3,13:19,4,4,ARI 31,0,20,"Andy Lee punts 58 yards, returned by Steven Sims for 4 yards (tackle by Dennis Gardeck)",-1.310,0.220
3,13:07,1,10,WAS 15,0,20,Antonio Gibson right tackle for 3 yards (tackle by Jordan Hicks),-0.220,-0.280
3,12:35,2,7,WAS 18,0,20,Dwayne Haskins pass complete short left to Terry McLaurin for 18 yards (tackle by Patrick Peterson),-0.280,1.330
3,11:58,1,10,WAS 36,0,20,Dwayne Haskins pass incomplete deep middle intended for Terry McLaurin,1.330,0.790
3,11:53,2,10,WAS 36,0,20,Dwayne Haskins left end for 8 yards (tackle by Corey Peters),0.790,1.160
3,11:11,3,2,WAS 44,0,20,Dwayne Haskins pass incomplete short right intended for Dontrelle Inman. Penalty on Cam Sims: Offensive Pass Interference (Declined),1.160,-0.460
3,11:07,4,2,WAS 44,0,20,"Tress Way punts 38 yards, fair catch by Andy Isabella at ARI-18",-0.460,-0.040
3,11:01,1,10,ARI 18,0,20,Kyler Murray pass incomplete deep left intended for Christian Kirk,0.040,-0.490
3,10:55,2,10,ARI 18,0,20,Kyler Murray pass complete short left to DeAndre Hopkins for 9 yards (tackle by Jimmy Moreland),-0.490,-0.020
3,10:17,3,1,ARI 27,0,20,Kenyan Drake up the middle for no gain (tackle by Tim Settle),-0.020,-1.570
3,9:39,,,,,,Timeout #1 by Arizona Cardinals,,
3,9:39,4,1,ARI 27,0,20,Christian Kirk left end for 3 yards (tackle by Ronald Darby),-1.570,0.940
3,9:12,1,10,ARI 30,0,20,"Kyler Murray pass incomplete short left. Penalty on Kyler Murray: Intentional Grounding, 13 yards",0.940,-1.500
3,9:05,2,23,ARI 17,0,20,Kyler Murray pass incomplete deep left intended for Dan Arnold,-1.500,-2.360
3,8:59,3,23,ARI 17,0,20,"Penalty on ARI: Delay of Game, 5 yards (no play)",-2.360,-3.530
3,8:59,3,28,ARI 12,0,20,Kenyan Drake up the middle for 2 yards (tackle by Matthew Ioannidis),-3.530,-2.470
3,8:19,4,26,ARI 14,0,20,"Andy Lee punts 44 yards, returned by Greg Stroman for 1 yard (tackle by Trent Sherfield)",-2.470,-1.800
3,8:09,1,10,WAS 43,0,20,Antonio Gibson up the middle for no gain (tackle by Jordan Hicks),1.800,1.250
3,7:35,2,10,WAS 43,0,20,Dwayne Haskins pass complete short middle to Antonio Gandy-Golden for 3 yards (tackle by De'Vondre Campbell),1.250,0.960
3,6:55,3,7,WAS 46,0,20,Dwayne Haskins pass complete short right to Steven Sims for 15 yards (tackle by Chris Banjo),0.960,2.980
3,6:21,1,10,ARI 39,0,20,J.D. McKissic up the middle for 13 yards (tackle by Chris Banjo),2.980,3.840
3,5:55,1,10,ARI 26,0,20,Dwayne Haskins pass complete short right to Logan Thomas for 10 yards (tackle by Chris Banjo and Budda Baker),3.840,4.510
3,5:25,1,10,ARI 16,0,20,J.D. McKissic up the middle for 11 yards (tackle by De'Vondre Campbell),4.510,6.060
3,4:57,1,5,ARI 5,0,20,J.D. McKissic right tackle for 2 yards (tackle by De'Vondre Campbell),6.060,5.530
3,4:24,2,3,ARI 3,0,20,"Antonio Gibson up the middle for 1 yard (tackle by De'Vondre Campbell). Penalty on Morgan Moses: Offensive Holding, 10 yards (no play)",5.530,3.720
3,3:59,2,13,ARI 13,0,20,Dwayne Haskins pass complete short right to Logan Thomas for 7 yards (tackle by Chris Banjo),3.720,4.040
3,3:22,3,6,ARI 6,0,20,Dwayne Haskins pass incomplete short middle intended for Logan Thomas,4.040,2.990
3,3:17,4,6,ARI 6,3,20,Dustin Hopkins 24 yard field goal good,2.990,3.000
3,3:14,,,WAS 35,3,20,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,3:14,1,10,ARI 25,3,20,Kenyan Drake up the middle for 3 yards (tackle by Jonathan Allen),0.610,0.470
3,2:39,2,7,ARI 28,3,20,Kyler Murray pass complete short left to Larry Fitzgerald for 4 yards (tackle by Kamren Curl),0.470,0.300
3,2:08,3,3,ARI 32,3,20,Kyler Murray pass complete short left to DeAndre Hopkins for 25 yards (tackle by Landon Collins),0.300,2.720
3,1:43,1,10,WAS 43,3,20,Kyler Murray pass complete short left to Dan Arnold for 6 yards (tackle by Kevin Pierre-Louis and Fabian Moreau),2.720,2.990
3,1:23,2,4,WAS 37,3,20,Kyler Murray pass incomplete deep right intended for Christian Kirk,2.990,2.280
3,1:16,3,4,WAS 37,3,20,Kyler Murray pass incomplete deep middle intended for Dan Arnold,2.280,0.790
3,1:11,4,4,WAS 37,3,20,Kyler Murray pass complete short middle to Larry Fitzgerald for 12 yards (tackle by Kevin Pierre-Louis),0.790,3.910
3,0:39,1,10,WAS 25,3,20,Kyler Murray pass incomplete deep middle intended for Chase Edmonds,3.910,3.360
3,0:33,2,10,WAS 25,3,20,"Penalty on Daron Payne: Neutral Zone Infraction, 5 yards (no play)",3.360,4.040
3,0:33,2,5,WAS 20,3,20,Kyler Murray up the middle for 3 yards (tackle by Jonathan Bostic),4.040,3.850
3,0:02,3,2,WAS 17,3,20,Chase Edmonds up the middle for 5 yards (tackle by Kevin Pierre-Louis),3.850,4.780
Quarter,Time,Down,ToGo,Location,WAS,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 12,3,20,Kenyan Drake up the middle for 1 yard (tackle by Tim Settle),4.780,4.270
4,14:44,2,9,WAS 11,3,20,"Kyler Murray pass complete short left to Dan Arnold for 6 yards (tackle by Jonathan Bostic and Kevin Pierre-Louis). Penalty on J.R. Sweezy: Offensive Holding, 10 yards (no play)",4.270,3.010
4,14:24,2,19,WAS 21,3,26,"Kyler Murray up the middle for 21 yards, touchdown",3.010,7.000
4,14:17,,,WAS 15,3,27,Zane Gonzalez kicks extra point good,0.000,0.000
4,14:17,,,ARI 35,3,27,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
4,14:17,1,10,WAS 25,3,27,Dwayne Haskins pass complete short right to Terry McLaurin for 26 yards (tackle by Chris Banjo),0.610,2.320
4,13:50,1,10,ARI 49,3,27,Antonio Gibson up the middle for 2 yards (tackle by Devon Kennard),2.320,2.050
4,13:18,2,8,ARI 47,3,27,Dwayne Haskins pass complete short left to Terry McLaurin for 10 yards (tackle by Jordan Hicks),2.050,3.120
4,12:38,1,10,ARI 37,3,27,"Dwayne Haskins pass incomplete short right intended for Steven Sims. Penalty on Byron Murphy: Defensive Pass Interference, 13 yards (no play)",3.120,3.970
4,12:32,1,10,ARI 24,3,27,Dwayne Haskins pass incomplete deep middle intended for Steven Sims,3.970,3.430
4,12:26,2,10,ARI 24,9,27,"Dwayne Haskins pass complete short middle to Terry McLaurin for 24 yards, touchdown",3.430,7.000
4,12:20,,,ARI 2,9,27,"Two Point Attempt: Dwayne Haskins rushes, conversion fails.",1.000,-1.000
4,12:20,,,WAS 35,9,27,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,12:20,1,10,ARI 25,9,27,Kenyan Drake up the middle for 4 yards (tackle by Kevin Pierre-Louis),0.610,0.600
4,11:57,2,6,ARI 29,9,27,Kenyan Drake right end for 6 yards (tackle by Matthew Ioannidis),0.600,1.270
4,11:18,1,10,ARI 35,9,27,Kenyan Drake up the middle for 4 yards (tackle by Jonathan Allen),1.270,1.260
4,10:35,2,6,ARI 39,9,27,Kyler Murray left end for 1 yard (tackle by Kevin Pierre-Louis),1.260,0.700
4,9:48,3,5,ARI 40,9,27,Kyler Murray pass incomplete short left,0.700,-0.720
4,9:41,4,5,ARI 40,9,27,"Andy Lee punts 38 yards, fair catch by Steven Sims at WAS-22",-0.720,-0.410
4,9:33,1,10,WAS 22,9,27,Dwayne Haskins pass incomplete deep left intended for Terry McLaurin,0.410,-0.130
4,9:26,2,10,WAS 22,9,27,Dwayne Haskins pass incomplete short right intended for Antonio Gibson,-0.130,-0.820
4,9:20,3,10,WAS 22,9,27,Dwayne Haskins pass complete short middle to Dontrelle Inman for 14 yards (tackle by Dre Kirkpatrick),-0.820,1.330
4,8:57,1,10,WAS 36,9,27,J.D. McKissic up the middle for 9 yards (tackle by Jordan Hicks),1.330,2.010
4,8:32,2,1,WAS 45,9,27,J.D. McKissic up the middle for -1 yards (tackle by De'Vondre Campbell and Chris Banjo),2.010,1.160
4,7:57,3,2,WAS 44,9,27,"Dwayne Haskins pass incomplete short middle intended for Terry McLaurin (defended by Dre Kirkpatrick). Penalty on Dre Kirkpatrick: Defensive Pass Interference, 6 yards (no play)",1.160,2.260
4,7:53,1,10,WAS 50,9,27,Dwayne Haskins pass incomplete deep right intended for Dontrelle Inman,2.260,1.710
4,7:47,2,10,WAS 50,9,27,Antonio Gibson right tackle for 4 yards (tackle by Jordan Hicks),1.710,1.550
4,7:29,3,6,ARI 46,9,27,"Dwayne Haskins pass complete short right to Steven Sims for 1 yard (tackle by Byron Murphy) Penalty on ARI: Defensive Too Many Men on Field, 5 yards (no play)",1.550,2.210
4,7:12,3,1,ARI 41,9,27,Dwayne Haskins pass complete deep right to Steven Sims for 30 yards (tackle by Budda Baker),2.210,4.840
4,6:44,1,10,ARI 11,15,27,"Antonio Gibson up the middle for 11 yards, touchdown",4.840,7.000
4,6:38,,,ARI 2,15,27,"Two Point Attempt: Dwayne Haskins pass incomplete intended for Dontrelle Inman, conversion fails",1.000,-1.000
4,6:38,,,WAS 35,15,27,"Dustin Hopkins kicks off 52 yards, muffed catch by Chase Edmonds returned by Chase Edmonds for no gain (tackle by Deshazor Everett)",0.000,-0.140
4,6:34,1,10,ARI 16,15,27,Kyler Murray pass complete short right to Andy Isabella for 13 yards (tackle by Landon Collins),-0.140,0.870
4,6:00,1,10,ARI 29,15,27,Kenyan Drake up the middle for 4 yards (tackle by Kevin Pierre-Louis and James Smith-Williams),0.870,0.870
4,5:16,2,6,ARI 33,15,27,Kyler Murray pass complete short left to DeAndre Hopkins for 8 yards (tackle by Jimmy Moreland),0.870,1.660
4,4:52,1,10,ARI 41,15,27,Kyler Murray pass complete deep right to Dan Arnold for 20 yards (tackle by Troy Apke),1.660,2.980
4,4:04,1,10,WAS 39,15,27,"Penalty on ARI: Delay of Game, 5 yards (no play)",2.980,2.650
4,4:04,1,15,WAS 44,15,27,Kyler Murray pass incomplete short right intended for Darrell Daniels,2.650,1.770
4,3:57,2,15,WAS 44,15,27,Kenyan Drake right tackle for 16 yards (tackle by Landon Collins),1.770,3.710
4,3:11,1,10,WAS 28,15,27,Kenyan Drake up the middle for 10 yards (tackle by Kevin Pierre-Louis and Jonathan Bostic),3.710,4.370
4,2:28,1,10,WAS 18,15,27,Kenyan Drake up the middle for 4 yards (tackle by Kevin Pierre-Louis),4.370,4.430
4,2:00,2,6,WAS 14,15,27,Kenyan Drake up the middle for 3 yards (tackle by Shaun Dion Hamilton and Kevin Pierre-Louis),4.430,4.260
4,1:15,3,3,WAS 11,15,27,Kyler Murray right end for 1 yard (tackle by Jonathan Bostic),4.260,2.890
4,0:30,,,,,,Timeout #2 by Arizona Cardinals,,
4,0:30,4,2,WAS 10,15,30,Zane Gonzalez 28 yard field goal good,2.890,3.000
4,0:26,,,ARI 35,15,30,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
4,0:26,1,10,WAS 25,15,30,Antonio Gibson up the middle for 1 yard (tackle by Devon Kennard),0.610,0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
