Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
1,5:33,,,NWE 35,0,14,"Stephen Gostkowski kicks off 67 yards, returned by Jakeem Grant for 28 yards (tackle by Johnson Bademosi)",0.000,-0.670
1,5:28,1,10,MIA 26,0,14,"Matt Moore pass complete short left to Damien Williams for 7 yards. Penalty on Jarvis Landry: Illegal Block Above the Waist, 10 yards",0.670,0.480
1,5:03,1,13,MIA 23,0,14,Damien Williams right guard for 8 yards,0.480,0.810
1,4:28,2,5,MIA 31,0,14,Kenyan Drake right guard for -1 yards (tackle by Lawrence Guy and Trey Flowers),0.810,-0.030
1,3:48,3,6,MIA 30,0,14,Matt Moore for 7 yards,-0.030,1.400
1,3:09,1,10,MIA 37,0,14,Damien Williams right end for no gain (tackle by Jonathan Jones),1.400,0.860
1,2:43,2,10,MIA 37,0,14,Matt Moore pass complete short right to Jarvis Landry for 9 yards (tackle by Jonathan Jones),0.860,1.360
1,2:05,3,1,MIA 46,0,14,Kenyan Drake middle for no gain,1.360,-0.320
1,1:27,4,1,MIA 46,0,14,Damien Williams middle for 2 yards (tackle by Malcom Brown and Lawrence Guy),-0.320,2.130
1,0:47,1,10,MIA 48,0,14,Matt Moore for 2 yards,2.130,1.850
1,0:18,2,8,,0,14,Kenyan Drake left guard for 3 yards (tackle by Malcom Brown and Lawrence Guy),1.850,1.550
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,NWE 47,0,14,Matt Moore pass incomplete short left intended for Kenny Stills (defended by Malcolm Butler),1.550,0.130
2,14:55,4,5,NWE 47,0,14,"Matt Haack punts 36 yards, returned by Danny Amendola for 8 yards (tackle by Michael Thomas)",0.130,-0.150
2,14:45,1,10,NWE 19,0,14,Tom Brady pass complete short right to Brandin Cooks for 13 yards (tackle by Cordrea Tankersley),0.150,1.070
2,14:09,1,10,NWE 32,0,14,"Penalty on LaAdrian Waddle: False Start, 5 yards (no play)",1.070,0.740
2,13:56,1,15,NWE 27,0,14,Brandin Cooks left end for 11 yards (tackle by Michael Thomas),0.740,1.340
2,13:29,2,4,NWE 38,6,14,"Tom Brady for no gain. Tom Brady fumbles, recovered by Reshad Jones at NWE-14 and returned for 14 yards, touchdown",1.340,-7.000
2,,,,NWE 15,7,14,Cody Parkey kicks extra point good,,
2,13:19,,,MIA 35,7,14,"Cody Parkey kicks off 63 yards, returned by Dion Lewis for 20 yards (tackle by Alterraun Verner)",0.000,-0.410
2,13:13,1,10,NWE 22,7,14,Tom Brady pass complete short middle to Brandin Cooks for 8 yards (tackle by Reshad Jones),0.410,0.950
2,12:53,2,2,NWE 30,7,14,Tom Brady pass incomplete short right intended for Dion Lewis,0.950,0.230
2,12:48,3,2,NWE 30,7,14,"Tom Brady pass incomplete short left intended for James White. Penalty on Alterraun Verner: Defensive Holding, 5 yards (no play)",0.230,1.270
2,12:44,1,10,NWE 35,7,14,Rex Burkhead left tackle for 4 yards (tackle by Jordan Phillips),1.270,1.260
2,12:22,2,6,NWE 39,7,14,"Tom Brady pass incomplete deep left intended for Brandin Cooks. Penalty on Chase Allen: Defensive Holding, 5 yards (no play)",1.260,1.860
2,12:15,1,10,NWE 44,7,14,Rex Burkhead left guard for 3 yards (tackle by Chase Allen and Charles Harris),1.860,1.720
2,11:40,2,7,NWE 47,7,14,Tom Brady pass complete short left to Brandin Cooks for -2 yards (tackle by Cordrea Tankersley),1.720,0.760
2,10:56,3,9,NWE 45,7,14,"Penalty on Nate Solder: False Start, 5 yards (no play)",0.760,0.100
2,10:42,3,14,NWE 40,7,14,Tom Brady pass complete deep middle to Brandin Cooks for 37 yards (tackle by Stephone Anthony),0.100,4.040
2,9:59,1,10,MIA 23,7,14,Rex Burkhead left end for 22 yards (tackle by Andre Branch and T.J. McDonald),4.040,6.970
2,9:14,1,1,MIA 1,7,14,Rex Burkhead left guard for no gain (tackle by Chase Allen and Kiko Alonso),6.970,5.910
2,8:33,2,1,MIA 1,7,20,"Tom Brady pass complete short left to Rex Burkhead for 1 yard, touchdown",5.910,7.000
2,8:29,,,MIA 15,7,21,Stephen Gostkowski kicks extra point good,0.000,0.000
2,8:29,,,NWE 35,7,21,"Stephen Gostkowski kicks off 62 yards, returned by Jakeem Grant for 22 yards (tackle by Devin McCourty)",0.000,-0.610
2,8:25,1,10,MIA 25,7,21,Kenyan Drake right tackle for 3 yards (tackle by Elandon Roberts),0.610,0.470
2,7:45,2,7,MIA 28,7,21,Matt Moore pass complete short middle to Jarvis Landry for 7 yards (tackle by Jonathan Jones and Malcolm Butler),0.470,1.270
2,7:04,1,10,MIA 35,7,21,Kenyan Drake right end for 4 yards (tackle by Jonathan Jones),1.270,1.260
2,6:26,2,6,MIA 39,7,21,"Matt Moore pass complete short right to Jarvis Landry for 15 yards (tackle by Malcolm Butler). Jarvis Landry fumbles (forced by Malcolm Butler), recovered by Jarvis Landry at NWE-46",1.260,2.520
2,5:43,1,10,NWE 46,7,21,Damien Williams middle for 2 yards (tackle by Deatrich Wise Jr.),2.520,2.250
2,5:04,2,8,NWE 44,7,21,"Matt Moore pass incomplete deep right intended for Kenny Stills. Penalty on Malcolm Butler: Defensive Pass Interference, 34 yards (no play)",2.250,4.910
2,4:56,1,10,NWE 10,7,21,Matt Moore pass complete short middle to Jarvis Landry for no gain,4.910,4.190
2,4:20,2,10,NWE 10,7,21,Matt Moore pass incomplete short right intended for Damien Williams,4.190,3.130
2,4:16,3,10,NWE 10,7,21,Matt Moore pass incomplete short left intended for Julius Thomas,3.130,2.760
2,4:10,4,10,NWE 10,10,21,Cody Parkey 28 yard field goal good,2.760,3.000
2,4:06,,,MIA 35,10,21,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
2,4:06,1,10,NWE 25,10,21,Tom Brady pass complete short left to Rob Gronkowski for 21 yards (tackle by Michael Thomas and Kiko Alonso),0.610,1.990
2,3:26,1,10,NWE 46,10,21,Tom Brady pass incomplete short middle intended for Brandin Cooks,1.990,1.450
2,3:22,2,10,NWE 46,10,21,Tom Brady pass complete short right to Dwayne Allen for 2 yards (tackle by Reshad Jones),1.450,1.030
2,2:37,3,8,NWE 48,10,21,Tom Brady pass incomplete deep middle intended for Danny Amendola is intercepted by Bobby McCain at MIA-35,1.030,-1.270
2,2:30,1,10,MIA 35,10,21,Kenyan Drake left tackle for 13 yards,1.270,2.130
2,2:03,1,10,MIA 48,10,21,Kenyan Drake left end for -1 yards (tackle by Patrick Chung),2.130,1.450
2,1:57,2,11,MIA 47,10,21,Matt Moore pass complete short left to Jarvis Landry for 14 yards (tackle by Jonathan Jones),1.450,2.980
2,1:18,1,10,NWE 39,10,21,Damien Williams left tackle for 9 yards (tackle by Jonathan Jones and Devin McCourty),2.980,3.660
2,0:43,2,1,NWE 30,10,21,Damien Williams middle for 5 yards,3.660,0.000
2,0:38,,,,,,Timeout #1 by Miami Dolphins,0.000,-3.910
2,0:38,1,10,NWE 25,10,21,Matt Moore sacked by Trey Flowers for -5 yards,3.910,0.000
2,0:33,,,,,,Timeout #2 by Miami Dolphins,0.000,-2.690
2,0:33,2,15,NWE 30,10,21,Matt Moore pass complete short right to Jarvis Landry for 15 yards (tackle by Jonathan Jones and Devin McCourty),2.690,4.580
2,0:17,1,10,NWE 15,10,21,Matt Moore spiked the ball,4.580,3.950
2,0:16,2,10,NWE 15,10,21,Matt Moore pass incomplete deep left intended for DeVante Parker is intercepted by Stephon Gilmore at NWE--3 and returned for 20 yards,3.950,0.060
2,0:07,1,10,NWE 17,10,21,Tom Brady kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,10,21,"Stephen Gostkowski kicks off 65 yards, returned by Jakeem Grant for 24 yards (tackle by Patrick Chung)",0.000,-0.540
3,14:53,1,10,MIA 24,10,21,Matt Moore pass complete short left to Kenyan Drake for 2 yards,0.540,0.270
3,14:28,2,8,MIA 26,10,21,Matt Moore pass complete short left to Julius Thomas for 6 yards (tackle by Patrick Chung and Elandon Roberts),0.270,0.370
3,13:54,3,2,MIA 32,10,21,Damien Williams middle for 1 yard (tackle by Eric Lee and Lawrence Guy),0.370,-1.180
3,13:23,4,1,MIA 33,10,21,"Matt Haack punts 39 yards, returned by Danny Amendola for no gain. Danny Amendola fumbles (forced by Walt Aikens), recovered by Jonathan Jones at NWE-23 (tackle by Walt Aikens)",-1.180,-0.480
3,13:14,1,10,NWE 23,10,21,Dion Lewis middle for 25 yards (tackle by Kiko Alonso and Bobby McCain),0.480,2.130
3,12:39,1,10,NWE 48,10,21,Tom Brady pass incomplete short middle intended for Danny Amendola (defended by Ndamukong Suh),2.130,1.580
3,12:36,2,10,NWE 48,10,21,"Tom Brady pass incomplete short right intended for Rob Gronkowski. Penalty on Xavien Howard: Face Mask (15 Yards), 15 yards (no play)",1.580,3.120
3,12:30,1,10,MIA 37,10,21,Dion Lewis left tackle for 5 yards (tackle by Xavien Howard and Stephone Anthony),3.120,3.250
3,11:55,2,5,MIA 32,10,21,Dion Lewis left guard for 3 yards (tackle by Xavien Howard and T.J. McDonald),3.250,2.940
3,11:24,3,2,MIA 29,10,21,"Dion Lewis middle for 5 yards (tackle by Andre Branch). Penalty on Bobby McCain: Disqualification, 12 yards",2.940,4.780
3,11:08,1,10,MIA 12,10,21,Dion Lewis middle for -3 yards (tackle by Ndamukong Suh),4.780,3.660
3,10:33,2,13,MIA 15,10,27,"Tom Brady pass complete short left to Rob Gronkowski for 15 yards, touchdown",3.660,7.000
3,10:28,,,MIA 15,10,28,Stephen Gostkowski kicks extra point good,0.000,0.000
3,10:28,,,NWE 35,10,28,"Stephen Gostkowski kicks off 62 yards, returned by Jakeem Grant for 23 yards (tackle by Jacob Hollister)",0.000,-0.670
3,10:21,1,10,MIA 26,10,28,Matt Moore pass complete short right to Damien Williams for 4 yards (tackle by Patrick Chung),0.670,0.670
3,9:36,2,6,MIA 30,10,28,Damien Williams right tackle for 11 yards (tackle by David Harris),0.670,1.660
3,9:14,1,10,MIA 41,10,28,Matt Moore pass complete short right to Jarvis Landry for 9 yards (tackle by Patrick Chung),1.660,2.340
3,8:38,2,1,,10,28,"Kenyan Drake left tackle for -5 yards (tackle by Trey Flowers). Kenyan Drake fumbles (forced by Trey Flowers), recovered by Patrick Chung at MIA-45 (tackle by Jarvis Landry)",2.340,-2.590
3,8:29,1,10,MIA 45,10,28,Rex Burkhead right guard for 3 yards (tackle by Kiko Alonso and Reshad Jones),2.590,2.450
3,8:00,2,7,MIA 42,10,28,Tom Brady pass complete short right to Rex Burkhead for 2 yards (tackle by Lawrence Timmons),2.450,2.010
3,7:20,3,5,MIA 40,10,28,"Penalty on Cameron Wake: Neutral Zone Infraction, 5 yards (no play)",2.010,3.250
3,6:55,1,10,MIA 35,10,28,Rex Burkhead middle for -1 yards (tackle by Jordan Phillips),3.250,2.570
3,6:16,2,11,MIA 36,10,28,Rex Burkhead right guard for 7 yards (tackle by Cameron Wake and Kiko Alonso),2.570,2.810
3,5:38,3,4,MIA 29,10,28,"Penalty on Rob Gronkowski: False Start, 5 yards (no play)",2.810,2.150
3,5:21,3,9,MIA 34,10,28,Tom Brady pass incomplete deep right intended for Danny Amendola,2.150,1.060
3,5:13,4,9,MIA 34,10,28,"Penalty on Ryan Allen: Delay of Game, 5 yards (no play)",1.060,0.660
3,5:13,4,14,MIA 39,10,28,"Ryan Allen punts 39 yards, touchback",0.660,-0.280
3,5:05,1,10,MIA 20,10,28,Matt Moore sacked by Elandon Roberts for -3 yards,0.280,-0.790
3,4:22,2,13,MIA 17,10,28,Matt Moore sacked by Trey Flowers for -11 yards,-0.790,-3.060
3,3:47,3,24,MIA 6,10,28,Kenyan Drake left tackle for 4 yards (tackle by Eric Lee),-3.060,-2.490
3,3:14,4,20,MIA 10,10,28,"Matt Haack punts 36 yards, fair catch by Danny Amendola",-2.490,-2.520
3,3:09,1,10,MIA 46,10,28,Dion Lewis left guard for -3 yards (tackle by Kiko Alonso),2.520,1.570
3,2:38,2,13,MIA 49,10,28,"Tom Brady pass complete short left to Dion Lewis for 4 yards (tackle by Lawrence Timmons). Penalty on Brandin Cooks: Offensive Pass Interference, 11 yards, Penalty on Brandin Cooks: Illegal Block Above the Waist (Declined) (no play)",1.570,0.090
3,2:09,2,24,NWE 40,10,28,Tom Brady pass complete deep middle to Brandin Cooks for 22 yards (tackle by T.J. McDonald),0.090,2.350
3,1:30,3,2,MIA 38,10,28,James White right guard for 4 yards (tackle by Davon Godchaux and Reshad Jones),2.350,3.310
3,0:56,1,10,MIA 34,10,28,Tom Brady pass incomplete short middle intended for James White,3.310,2.770
3,0:50,2,10,MIA 34,10,28,James White left guard for 8 yards (tackle by Alterraun Verner),2.770,3.140
3,0:26,3,2,MIA 26,10,28,James White left guard for 1 yard (tackle by Lawrence Timmons and Jordan Phillips),3.140,1.950
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,MIA 25,10,28,Rex Burkhead left guard for -2 yards (tackle by Davon Godchaux and Andre Branch),1.950,-0.740
4,14:55,1,10,MIA 27,10,28,Matt Moore pass complete short right to Jarvis Landry for 1 yard (tackle by Jonathan Jones),0.740,0.330
4,14:18,2,9,MIA 28,10,28,Matt Moore pass complete short right to Kenny Stills for 7 yards (tackle by Malcolm Butler),0.330,0.560
4,13:40,3,2,MIA 35,10,28,Matt Moore pass incomplete short left intended for Kenny Stills,0.560,0.000
4,13:33,,,,,,Timeout #1 by Miami Dolphins,0.000,1.040
4,13:33,4,2,MIA 35,10,28,Matt Moore pass complete deep left to Kenny Stills for 28 yards,-1.040,3.120
4,13:06,1,10,NWE 37,10,28,Matt Moore pass incomplete short right intended for Kenny Stills (defended by Malcolm Butler),3.120,2.570
4,12:58,2,10,NWE 37,10,28,Matt Moore pass complete short right to Julius Thomas for 17 yards (tackle by Patrick Chung),2.570,4.240
4,12:20,1,10,NWE 20,10,28,Matt Moore pass complete short right to Kenny Stills for 12 yards (tackle by Duron Harmon),4.240,5.370
4,11:49,1,8,NWE 8,16,28,"Matt Moore pass complete short left to Kenyan Drake for 8 yards, touchdown",5.370,7.000
4,11:43,,,NWE 15,17,28,Cody Parkey kicks extra point good,0.000,0.000
4,11:43,,,MIA 35,17,28,"Cody Parkey kicks off 65 yards, returned by Dion Lewis for 15 yards (tackle by Chase Allen)",0.000,0.220
4,11:38,1,10,NWE 15,17,28,Tom Brady pass incomplete short middle intended for Rob Gronkowski,-0.220,-0.710
4,11:34,2,10,NWE 15,17,28,Dion Lewis right guard for 6 yards (tackle by Reshad Jones and Cordrea Tankersley),-0.710,-0.630
4,11:10,3,4,NWE 21,17,28,"Tom Brady for no gain. Tom Brady fumbles, recovered by Tom Brady at NWE-15",-0.630,-2.440
4,10:37,4,10,NWE 15,17,28,"Ryan Allen punts 46 yards, returned by Jakeem Grant for no gain",-2.440,-1.530
4,10:28,1,10,MIA 39,17,28,Matt Moore sacked by Elandon Roberts for -10 yards,1.530,-0.360
4,9:44,2,20,MIA 29,17,28,Matt Moore sacked for -8 yards. Penalty on Jesse Davis: Offensive Holding (Declined),-0.360,-2.080
4,9:25,3,28,MIA 21,17,28,Matt Moore pass complete short left to Kenyan Drake for 17 yards (tackle by Marquis Flowers),-2.080,-0.850
4,8:48,4,11,MIA 38,17,28,Matt Moore pass incomplete short right intended for Jarvis Landry,-0.850,-3.050
4,8:41,1,10,MIA 38,17,28,Dion Lewis left end for 6 yards (tackle by Reshad Jones),3.050,3.320
4,8:13,2,4,MIA 32,17,28,Dion Lewis left guard for 3 yards (tackle by Cameron Wake),3.320,3.010
4,7:41,3,1,MIA 29,17,28,Dion Lewis left tackle for 25 yards (tackle by Michael Thomas and T.J. McDonald),3.010,6.280
4,7:13,1,4,MIA 4,17,28,Dion Lewis left guard for -1 yards (tackle by Davon Godchaux and Reshad Jones),6.280,5.150
4,6:35,2,5,MIA 5,17,34,"Tom Brady pass complete short middle to Brandin Cooks for 5 yards, touchdown",5.150,7.000
4,6:31,,,MIA 15,17,35,"Penalty on Ryan Allen: Delay of Game, 5 yards (no play)",0.000,0.000
4,6:31,,,MIA 20,17,35,Stephen Gostkowski kicks extra point good,0.000,0.000
4,6:31,,,NWE 35,17,35,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
4,6:31,1,10,MIA 25,17,35,Matt Moore pass complete short middle to Julius Thomas for 8 yards (tackle by Patrick Chung),0.610,1.140
4,5:56,2,2,MIA 33,17,35,Matt Moore sacked by Jonathan Jones for -15 yards,1.140,-1.720
4,5:11,3,17,MIA 18,17,35,Matt Moore pass incomplete short right intended for Kenyan Drake,-1.720,-2.240
4,5:05,4,17,MIA 18,17,35,"Matt Haack punts 41 yards, fair catch by Danny Amendola",-2.240,-1.660
4,4:58,1,10,NWE 41,17,35,Rex Burkhead middle for 2 yards (tackle by Terrence Fede),1.660,1.390
4,4:19,2,8,NWE 43,17,35,Rex Burkhead left guard for 5 yards (tackle by Lawrence Timmons),1.390,1.360
4,3:42,3,3,NWE 48,17,35,Rex Burkhead left tackle for 2 yards (tackle by Reshad Jones and Terrence Fede),1.360,-0.060
4,2:56,4,1,,17,35,"Ryan Allen punts 37 yards, fair catch by Jakeem Grant",-0.060,0.320
4,2:48,1,10,MIA 13,17,35,Matt Moore pass complete short middle to Julius Thomas for 9 yards (tackle by Patrick Chung and Devin McCourty),-0.320,0.490
4,2:24,2,1,MIA 22,17,35,Matt Moore sacked by Eric Lee for -9 yards,0.490,-1.420
4,2:00,3,10,MIA 13,17,35,Matt Moore pass complete short left to Julius Thomas for 12 yards (tackle by Patrick Chung),-1.420,0.610
4,1:54,1,10,MIA 25,17,35,Matt Moore pass incomplete deep left intended for DeVante Parker is intercepted by Duron Harmon at NWE-41,0.610,-1.660
4,1:43,1,10,NWE 41,17,35,Tom Brady kneels for -1 yards,1.660,0.990
4,0:58,2,11,NWE 40,17,35,Tom Brady kneels for -1 yards,0.990,0.170
4,0:20,3,12,NWE 39,17,35,Tom Brady kneels for -1 yards,0.170,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
