Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Matthew Wright kicks off 60 yards, returned by Isaiah Rodgers for 27 yards (tackle by Rayshawn Jenkins)",,
1,14:55,1,10,IND 32,0,0,Jonathan Taylor right tackle for 34 yards (tackle by Rayshawn Jenkins),,
1,14:22,1,10,JAX 34,0,0,Jonathan Taylor up the middle for no gain (tackle by Myles Jack),,
1,13:47,2,10,JAX 34,0,0,Carson Wentz pass complete short right to Michael Pittman for 4 yards (tackle by Shaquill Griffin),,
1,13:03,3,6,JAX 30,0,0,Carson Wentz pass complete short right to Michael Pittman for 7 yards (tackle by Shaquill Griffin),,
1,12:20,1,10,JAX 23,0,0,Jonathan Taylor up the middle for 8 yards (tackle by Dawuane Smoot),,
1,11:42,2,2,JAX 15,0,0,Jonathan Taylor left tackle for 3 yards (tackle by Roy Robertson-Harris),,
1,10:58,1,10,JAX 12,0,0,Carson Wentz pass incomplete short right,,
1,10:50,2,10,JAX 12,0,0,Jonathan Taylor right guard for 7 yards (tackle by Damien Wilson and Rayshawn Jenkins),,
1,10:06,3,3,JAX 5,0,0,Carson Wentz pass incomplete short left intended for Mo Alie-Cox,,
1,10:01,4,3,JAX 5,0,3,Michael Badgley 24 yard field goal good,,
1,9:57,,,IND 35,0,3,"Rigoberto Sanchez kicks off 63 yards, returned by Jamal Agnew for 21 yards (tackle by Jordan Glasgow)",,
1,9:52,1,10,JAX 23,0,3,"Penalty on Chris Manhertz: False Start, 5 yards (accepted) (no play)",,
1,9:52,1,15,JAX 18,0,3,Carlos Hyde right tackle for 5 yards (tackle by Isaiah Rodgers and Shaquille Leonard),,
1,9:14,2,10,JAX 23,0,3,Laviska Shenault right end for 1 yard (tackle by George Odum),,
1,8:36,3,9,JAX 24,0,3,Trevor Lawrence pass incomplete short left intended for Dan Arnold,,
1,8:32,4,9,JAX 24,0,9,"blocked by Zaire Franklin, touchdown",,
1,8:23,,,JAX 15,0,10,Michael Badgley kicks extra point good,,
1,8:23,,,IND 35,0,10,"Rigoberto Sanchez kicks off 63 yards, returned by Jamal Agnew for 16 yards (tackle by Josh Jones). Penalty on Andre Cisco: Offensive Holding, 9 yards (accepted)",,
1,8:16,1,10,JAX 9,0,10,James Robinson right guard for 2 yards (tackle by Bobby Okereke),,
1,7:37,2,8,JAX 11,0,10,"Trevor Lawrence pass complete short right to James Robinson for no gain (tackle by Zaire Franklin). Penalty on Jawaan Taylor: Offensive Holding, 10 yards (declined)",,
1,7:08,3,8,JAX 11,0,10,Trevor Lawrence pass incomplete deep left intended for Jamal Agnew (defended by Rock Ya-Sin),,
1,7:02,4,8,JAX 11,0,10,"Logan Cooke punts 42 yards, fair catch by Nyheim Hines at IND-47",,
1,6:55,1,10,IND 47,0,10,Carson Wentz pass complete short right to T.Y. Hilton for 5 yards,,
1,6:23,2,5,JAX 48,0,10,Jonathan Taylor right end for 20 yards (tackle by Tyson Campbell),,
1,5:47,1,10,JAX 28,0,10,Jonathan Taylor right tackle for 5 yards (tackle by Damien Wilson),,
1,5:01,2,5,JAX 23,0,10,Carson Wentz pass incomplete short middle intended for Jonathan Taylor,,
1,4:57,3,5,JAX 23,0,10,Carson Wentz pass complete short right to Nyheim Hines for 7 yards (tackle by Tyson Campbell),,
1,4:18,1,10,JAX 16,0,10,Jonathan Taylor left tackle for 8 yards (tackle by DaVon Hamilton),,
1,3:40,2,2,JAX 8,0,10,Jonathan Taylor up the middle for 4 yards (tackle by Roy Robertson-Harris and Malcom Brown),,
1,2:56,1,4,JAX 4,0,16,"Jonathan Taylor right tackle for 4 yards, touchdown",,
1,2:48,,,JAX 15,0,17,Michael Badgley kicks extra point good,,
1,2:48,,,IND 35,0,17,"Rigoberto Sanchez kicks off 62 yards, returned by Jamal Agnew for 19 yards (tackle by Jahleel Addae)",,
1,2:42,1,10,JAX 22,0,17,Trevor Lawrence pass incomplete deep right intended for Marvin Jones (defended by Kenny Moore),,
1,2:35,2,10,JAX 22,0,17,James Robinson up the middle for no gain (tackle by Shaquille Leonard and Josh Jones),,
1,1:52,3,10,JAX 22,0,17,Trevor Lawrence pass complete short right to Marvin Jones for 12 yards (tackle by T.J. Carrie),,
1,1:13,1,10,JAX 34,6,17,"Jamal Agnew left end for 66 yards, touchdown",,
1,1:03,,,IND 15,6,17,Matthew Wright kicks extra point no good,,
1,1:03,,,JAX 35,6,17,"Matthew Wright kicks off 64 yards, returned by Isaiah Rodgers for 19 yards (tackle by Andre Cisco)",,
1,0:59,1,10,IND 20,6,17,"Penalty on Michael Pittman: False Start, 5 yards (accepted) (no play)",,
1,0:59,1,15,IND 15,6,17,"Carson Wentz sacked by DaVon Hamilton for -12 yards. Penalty on Quenton Nelson: Offensive Holding, 10 yards (declined)",,
1,0:30,2,27,IND 3,6,17,Carson Wentz pass complete short middle to Jack Doyle for 12 yards (tackle by Damien Wilson),,
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,15,IND 15,6,17,Carson Wentz pass incomplete short right intended for Jonathan Taylor,,
2,14:55,4,15,IND 15,6,17,"Rigoberto Sanchez punts 47 yards, fair catch by Jamal Agnew at JAC-38",,
2,14:48,1,10,JAX 38,6,17,Trevor Lawrence pass incomplete deep left intended for Laviska Shenault,,
2,14:44,2,10,JAX 38,6,17,James Robinson up the middle for 3 yards (tackle by Rock Ya-Sin and Isaac Rochell),,
2,14:01,3,7,JAX 41,6,17,Trevor Lawrence pass incomplete deep right intended for Jamal Agnew,,
2,13:55,4,7,JAX 41,6,17,"Logan Cooke punts 48 yards, fair catch by Nyheim Hines at IND-11",,
2,13:48,1,10,IND 11,6,17,"Jonathan Taylor for no gain (tackle by Rayshawn Jenkins). Penalty on Chris Reed: Offensive Holding, 5 yards (accepted) (no play)",,
2,13:17,1,15,IND 6,6,17,Nyheim Hines left end for 9 yards (tackle by Rudy Ford and Rayshawn Jenkins),,
2,12:33,2,6,IND 15,6,17,Nyheim Hines left guard for 3 yards (tackle by Andrew Wingard and Jihad Ward),,
2,11:55,3,3,IND 18,6,17,Carson Wentz pass complete short middle to Jonathan Taylor for 2 yards (tackle by Dawuane Smoot),,
2,11:11,4,1,IND 20,6,17,"Rigoberto Sanchez punts 43 yards, fair catch by Jamal Agnew at JAC-37",,
2,11:04,1,10,JAX 37,6,17,Jamal Agnew right end for 5 yards (tackle by Kenny Moore),,
2,10:26,2,5,JAX 42,6,17,"James Robinson left end for no gain (tackle by Bobby Okereke). Penalty on Chris Manhertz: Offensive Holding, 10 yards (accepted) (no play)",,
2,10:02,2,15,JAX 32,6,17,Trevor Lawrence scrambles right end for 12 yards (tackle by Bobby Okereke),,
2,9:19,3,3,JAX 44,6,17,Trevor Lawrence pass incomplete short left intended for Marvin Jones (defended by Kenny Moore),,
2,9:15,4,3,JAX 44,6,17,Logan Cooke punts 46 yards out of bounds,,
2,9:05,1,10,IND 10,6,17,Jonathan Taylor left end for 1 yard (tackle by Lerentee McCray and Malcom Brown),,
2,8:27,2,9,IND 11,6,17,Jonathan Taylor left end for 3 yards (tackle by Rudy Ford),,
2,7:41,3,6,IND 14,6,17,Carson Wentz pass incomplete deep middle intended for T.Y. Hilton,,
2,7:36,4,6,IND 14,6,17,"Rigoberto Sanchez punts 43 yards, fair catch by Jamal Agnew at JAC-43",,
2,7:29,1,10,JAX 43,6,17,Trevor Lawrence scrambles right end for 4 yards (tackle by Kenny Moore),,
2,6:48,2,6,JAX 47,6,17,Laviska Shenault up the middle for 5 yards (tackle by George Odum),,
2,6:11,3,1,IND 48,6,17,Carlos Hyde up the middle for -1 yards (tackle by Andrew Sendejo and Shaquille Leonard),,
