Quarter,Time,Tm,Detail,JAX,IND
1.0,9:57,Colts,Michael Badgley 24 yard field goal,0,3
,8:23,Colts,E.J. Speed 12 yard blocked punt return (Michael Badgley kick),0,10
,2:48,Colts,Jonathan Taylor 4 yard rush (Michael Badgley kick),0,17
,1:03,Jaguars,Jamal Agnew 66 yard rush (Matthew Wright kick failed),6,17
2.0,1:43,Colts,Michael Badgley 29 yard field goal,6,20
,0:00,Jaguars,Matthew Wright 56 yard field goal,9,20
4.0,10:34,Jaguars,James Robinson 1 yard rush (Dan Arnold pass from Trevor Lawrence),17,20
,2:22,Colts,Michael Badgley 37 yard field goal,17,23
