Quarter,Time,Down,ToGo,Location,OAK,CIN,Detail,EPB,EPA
2,11:43,2,10,OAK 45,0,14,Rudi Johnson right tackle for 4 yards (tackle by Kirk Morrison and Terdell Sands),2.040,1.880
2,11:04,3,6,OAK 41,0,14,"Penalty on Tommy Kelly: Encroachment, 5 yards (no play)",1.880,2.540
2,10:49,3,1,OAK 36,0,14,Rudi Johnson middle for 2 yards (tackle by Thomas Howard),2.540,3.310
2,10:14,1,10,OAK 34,0,14,Rudi Johnson middle for -3 yards (tackle by Michael Huff),3.310,2.370
2,9:32,2,13,OAK 37,0,14,Carson Palmer pass complete short right to Chad Johnson for 13 yards (tackle by Thomas Howard),2.370,3.970
2,8:52,1,10,OAK 24,0,14,"Rudi Johnson left tackle for 1 yard (tackle by Kirk Morrison). Rudi Johnson fumbles (forced by Kirk Morrison), recovered by Stuart Schweigert at OAK-20 (tackle by Willie Anderson)",3.970,-0.280
2,8:44,1,10,OAK 20,0,14,Justin Fargas left guard for 6 yards (tackle by Rashad Jeanty),0.280,0.540
2,8:11,2,4,OAK 26,0,14,Aaron Brooks pass incomplete,0.540,-0.160
2,8:05,3,4,OAK 26,0,14,Aaron Brooks pass incomplete short middle intended for Alvis Whitted,-0.160,-1.630
2,7:58,4,4,OAK 26,0,14,"Shane Lechler punts 46 yards, returned by Keiwan Ratliff for 6 yards (tackle by Kirk Morrison)",-1.630,-1.200
2,7:48,1,10,CIN 34,0,14,Rudi Johnson right guard for 1 yard (tackle by Tyler Brayton and Tommy Kelly),1.200,0.790
2,7:08,2,9,CIN 35,0,14,Carson Palmer pass complete short left to Rudi Johnson for 5 yards (tackle by Kirk Morrison),0.790,0.760
2,6:42,3,4,CIN 40,0,14,"Carson Palmer pass incomplete short right intended for Chris Henry. Penalty on Warren Sapp: Roughing the Passer, 15 yards (no play)",0.760,2.590
2,6:36,1,10,OAK 45,0,14,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 5 yards (tackle by Fabian Washington),2.590,2.720
2,6:10,2,5,OAK 40,0,14,Jeremi Johnson middle for no gain (tackle by Kirk Morrison),2.720,2.010
2,5:32,3,5,OAK 40,0,14,Carson Palmer pass incomplete short left intended for Chad Johnson is intercepted by Nnamdi Asomugha at OAK-30 and returned for 16 yards,2.010,-1.990
2,5:22,1,10,OAK 46,0,14,Justin Fargas left guard for 2 yards (tackle by Justin Smith),1.990,1.720
2,4:41,2,8,OAK 48,0,14,Aaron Brooks pass complete short right to Courtney Anderson for 12 yards (tackle by Johnathan Joseph),1.720,2.920
2,4:07,1,10,CIN 40,0,14,Justin Fargas left tackle for 6 yards (tackle by Brian Simmons),2.920,3.180
2,3:29,2,4,CIN 34,0,14,Justin Fargas right guard for no gain (tackle by Brian Simmons and Rashad Jeanty),3.180,2.480
2,2:51,3,4,CIN 34,0,14,Aaron Brooks pass incomplete short middle intended for Alvis Whitted (defended by Tory James),2.480,1.080
2,2:44,4,4,CIN 34,0,14,Aaron Brooks pass complete short left to Alvis Whitted for 5 yards (tackle by Keiwan Ratliff),1.080,3.640
2,2:00,1,10,CIN 29,0,14,Aaron Brooks pass complete short left to John Madsen for 6 yards (tackle by Tory James),3.640,3.910
2,1:31,2,4,CIN 23,0,14,Aaron Brooks pass complete short left to Alvis Whitted for 3 yards (tackle by Tory James),3.910,3.600
2,1:23,,,,0,14,Timeout #1 by Oakland Raiders,0.000,3.600
2,1:23,3,1,CIN 20,0,14,Aaron Brooks pass complete short left to Randal Williams for 5 yards (tackle by Rashad Jeanty),3.600,4.580
2,1:17,1,10,CIN 15,0,14,Justin Fargas left guard for no gain (tackle by Rashad Jeanty),4.580,3.950
2,0:46,2,10,CIN 15,0,14,Aaron Brooks pass complete short left to Justin Fargas for 3 yards (tackle by Rashad Jeanty),3.950,3.580
2,0:37,,,,0,14,Timeout #2 by Oakland Raiders,0.000,3.580
2,0:37,3,7,CIN 12,0,14,Aaron Brooks sacked by Robert Geathers for -3 yards,3.580,2.440
2,0:27,,,,0,14,Timeout #3 by Oakland Raiders,0.000,0.000
2,0:27,,,,0,14,Timeout #1 by Cincinnati Bengals,0.000,2.440
2,0:27,4,10,CIN 15,3,14,Sebastian Janikowski 33 yard field goal good,2.440,3.000
2,,,,OAK 30,3,14,"Sebastian Janikowski kicks off 47 yards, returned by Tony Stewart for 10 yards (tackle by Sam Williams)",0.000,1.140
2,0:17,1,10,CIN 33,3,14,Kenny Watson middle for 7 yards (tackle by Michael Huff and Thomas Howard),1.140,1.540
Quarter,Time,Down,ToGo,Location,OAK,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,3,14,"Shayne Graham kicks off 69 yards, returned by Chris Carr for 23 yards (tackle by Kenny Watson)",0.000,0.540
3,14:55,1,10,OAK 24,3,14,Justin Fargas right tackle for no gain (tackle by Rashad Jeanty),0.540,0.000
3,14:14,2,10,OAK 24,3,14,Justin Fargas left tackle for 2 yards (tackle by Rashad Jeanty),0.000,-0.430
3,13:30,3,8,OAK 26,3,14,Aaron Brooks pass incomplete (defended by Brian Simmons),-0.430,-1.630
3,13:21,4,8,OAK 26,3,14,"Shane Lechler punts 56 yards, returned by Keiwan Ratliff for 7 yards (tackle by Thomas Howard). Penalty on Herana-Daze Jones: Illegal Block Above the , 10 yards",-1.630,0.350
3,13:08,1,10,CIN 12,3,14,Rudi Johnson right guard for 3 yards (tackle by Michael Huff),-0.350,-0.500
3,12:26,2,7,CIN 15,3,14,Rudi Johnson right guard for 8 yards (tackle by Stuart Schweigert and Kirk Morrison),-0.500,0.480
3,11:46,1,10,CIN 23,3,14,Rudi Johnson right tackle for 5 yards (tackle by Kirk Morrison),0.480,0.610
3,11:12,2,5,CIN 28,3,14,Rudi Johnson right tackle for 2 yards (tackle by Robert Thomas and Terdell Sands),0.610,0.170
3,10:34,3,3,CIN 30,3,14,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 7 yards (tackle by Nnamdi Asomugha),0.170,1.400
3,10:11,1,10,CIN 37,3,14,"Rudi Johnson left end for 17 yards (tackle by Stuart Schweigert). Penalty on Jeremi Johnson: Offensive Holding, 10 yards (no play)",1.400,0.740
3,9:43,1,20,CIN 27,3,14,Carson Palmer pass incomplete,0.740,-0.490
3,9:35,2,20,CIN 27,3,14,Rudi Johnson left guard for 4 yards (tackle by Thomas Howard and Kevin Huntley),-0.490,-0.620
3,8:53,3,16,CIN 31,3,14,Carson Palmer pass complete short middle to Kenny Watson for 16 yards (tackle by Kirk Morrison and Thomas Howard),-0.620,2.060
3,8:09,1,10,CIN 47,3,14,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 5 yards (tackle by Fabian Washington),2.060,2.190
3,7:44,2,5,OAK 48,3,14,Rudi Johnson left tackle for no gain (tackle by Anttaj Hawthorne and Robert Thomas),2.190,1.490
3,7:07,3,5,OAK 48,3,14,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 36 yards (tackle by Tyrone Poole),1.490,4.780
3,6:21,1,10,OAK 12,3,14,Rudi Johnson right tackle for 6 yards (tackle by Tyler Brayton),4.780,5.210
3,5:37,2,4,OAK 6,3,20,"Rudi Johnson right tackle for 6 yards, touchdown",5.210,7.000
3,,,,OAK 2,3,21,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,3,21,"Shayne Graham kicks off 65 yards, returned by Chris Carr for 27 yards (tackle by Herana-Daze Jones)",0.000,1.070
3,5:22,1,10,OAK 32,3,21,Aaron Brooks pass incomplete deep middle intended for Alvis Whitted,1.070,0.530
3,5:15,2,10,OAK 32,3,21,Justin Fargas right tackle for 1 yard (tackle by Justin Smith and Robert Geathers),0.530,-0.030
3,4:36,3,9,OAK 33,3,21,Aaron Brooks pass complete short left to Ronald Curry for 12 yards (tackle by Tory James),-0.030,1.930
3,3:59,1,10,OAK 45,3,21,Aaron Brooks pass incomplete short left intended for Alvis Whitted,1.930,1.380
3,3:54,2,10,OAK 45,3,21,Aaron Brooks pass incomplete deep left intended for Alvis Whitted,1.380,0.700
3,3:47,3,10,OAK 45,3,21,"Aaron Brooks for 15 yards. Aaron Brooks fumbles, recovered by Aaron Brooks at OAK-39",0.700,0.200
3,2:58,4,1,CIN 46,3,21,ReShard Lee left guard for -3 yards (tackle by Sam Adams),0.200,-2.190
3,2:53,1,10,CIN 49,3,21,Carson Palmer pass incomplete deep middle intended for Chad Johnson,2.190,1.650
3,2:45,2,10,CIN 49,3,21,"Penalty on Chad Johnson: False Start, 5 yards (no play)",1.650,0.970
3,2:45,2,15,CIN 44,3,21,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 21 yards (tackle by Stuart Schweigert),0.970,3.250
3,2:07,1,10,OAK 35,3,21,Carson Palmer pass complete deep right to T.J. Houshmandzadeh for 16 yards (tackle by Fabian Washington),3.250,4.310
3,1:41,1,10,OAK 19,3,21,Rudi Johnson middle for -1 yards (tackle by Sam Williams),4.310,3.630
3,1:06,2,11,OAK 20,3,27,"Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 20 yards, touchdown",3.630,7.000
3,,,,OAK 2,3,27,Shayne Graham kicks extra point no good,0.000,-1.000
3,,,,CIN 30,3,27,"Shayne Graham kicks off 66 yards, returned by Chris Carr for 20 yards (tackle by Andre Frazier)",0.000,0.540
3,0:53,1,10,OAK 24,3,27,Aaron Brooks pass complete short middle to Ronald Curry for 11 yards (tackle by Landon Johnson),0.540,1.270
3,0:18,1,10,OAK 35,3,27,Aaron Brooks pass incomplete intended for John Madsen (defended by Shaun Smith),1.270,0.720
3,0:12,2,10,OAK 35,3,27,Aaron Brooks pass complete short middle to Justin Fargas for -1 yards (tackle by Kevin Kaesviharn),0.720,-0.100
Quarter,Time,Down,ToGo,Location,OAK,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,OAK 34,3,27,Aaron Brooks pass complete short right to Ronald Curry for 35 yards (tackle by Kevin Kaesviharn),-0.100,3.510
4,14:26,1,10,CIN 31,3,27,Aaron Brooks pass incomplete short middle intended for Justin Fargas,3.510,2.970
4,14:21,2,10,CIN 31,3,27,Aaron Brooks pass complete short right to Alvis Whitted for 4 yards (tackle by Brian Simmons),2.970,2.810
4,13:38,3,6,CIN 27,3,27,Aaron Brooks pass complete short middle to Ronald Curry for 6 yards (tackle by Tory James and Dexter Jackson),2.810,4.170
4,12:58,1,10,CIN 21,3,27,Aaron Brooks pass incomplete short right intended for Zack Crockett,4.170,3.630
4,12:52,2,10,CIN 21,3,27,Aaron Brooks pass complete short middle to Ronald Curry for 14 yards (tackle by Brian Simmons),3.630,5.600
4,12:14,1,7,CIN 7,3,27,Aaron Brooks for 2 yards (tackle by Domata Peko),5.600,5.150
4,11:33,2,5,CIN 5,9,27,"Aaron Brooks pass complete short right to Ronald Curry for 5 yards, touchdown",5.150,7.000
4,,,,CIN 2,10,27,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,10,27,"Sebastian Janikowski kicks off 65 yards, returned by Glenn Holt for 28 yards (tackle by Jarrod Cooper)",0.000,1.140
4,11:20,1,10,CIN 33,10,27,Carson Palmer pass complete deep middle to Chad Johnson for 22 yards (tackle by Stuart Schweigert),1.140,2.590
4,10:42,1,10,OAK 45,10,27,Rudi Johnson left guard for 4 yards (tackle by Tommy Kelly),2.590,2.580
4,9:56,,,,10,27,Timeout #1 by Cincinnati Bengals,0.000,2.580
4,9:56,2,6,OAK 41,10,27,Rudi Johnson right tackle for -1 yards (tackle by Sam Williams),2.580,1.750
4,9:18,3,7,OAK 42,10,27,Carson Palmer pass complete short middle to Kenny Watson for 9 yards (tackle by Kirk Morrison),1.750,3.380
4,8:41,1,10,OAK 33,10,27,Rudi Johnson left end for 11 yards (tackle by Derrick Burgess and Tommy Kelly),3.380,4.110
4,8:00,1,10,OAK 22,10,27,Carson Palmer pass complete short left to Chad Johnson for 11 yards (tackle by Kirk Morrison),4.110,4.840
4,7:21,1,10,OAK 11,10,27,Rudi Johnson left end for 10 yards (tackle by Stuart Schweigert),4.840,6.970
4,6:34,1,1,OAK 1,10,27,Rudi Johnson middle for no gain (tackle by Tommy Kelly),6.970,5.910
4,5:52,2,1,OAK 1,10,27,"Penalty on Bobbie Williams: False Start, 5 yards (no play)",5.910,4.950
4,5:31,2,6,OAK 6,10,27,Carson Palmer pass incomplete short right intended for T.J. Houshmandzadeh is intercepted by Fabian Washington,4.950,-0.280
4,5:22,1,10,OAK 20,10,27,Aaron Brooks pass complete short middle to John Madsen for 6 yards (tackle by Keiwan Ratliff),0.280,0.540
4,4:57,2,4,OAK 26,10,27,Aaron Brooks pass complete short middle to ReShard Lee for 6 yards (tackle by Keiwan Ratliff and Brian Simmons). Penalty on Brian Simmons: Illegal Contact (Declined),0.540,1.070
4,4:50,1,10,OAK 32,10,27,Aaron Brooks sacked by Dexter Jackson for -4 yards,1.070,-0.010
4,4:33,2,14,OAK 28,10,27,Aaron Brooks pass complete short right to Ronald Curry for 5 yards (tackle by Tory James),-0.010,-0.030
4,4:03,3,9,OAK 33,10,27,Aaron Brooks sacked by Kevin Kaesviharn for -7 yards,-0.030,-1.630
4,3:55,,,,10,27,Timeout #1 by Oakland Raiders,0.000,-1.630
4,3:55,4,16,OAK 26,10,27,Aaron Brooks pass incomplete deep right intended for Ronald Curry,-1.630,-3.840
4,3:46,1,10,OAK 26,10,27,Kenny Watson left end for 9 yards (tackle by Anttaj Hawthorne),3.840,4.640
4,3:22,,,,10,27,Timeout #2 by Oakland Raiders,0.000,4.640
4,3:22,2,1,OAK 17,10,27,Kenny Watson right guard for 5 yards (tackle by Thomas Howard and Terdell Sands),4.640,4.780
4,2:36,1,10,OAK 12,10,27,Kenny Watson left end for 3 yards (tackle by Stuart Schweigert),4.780,4.640
4,2:26,,,,10,27,Timeout #3 by Oakland Raiders,0.000,4.640
4,2:26,2,7,OAK 9,10,27,Kenny Watson left tackle for -2 yards (tackle by Kirk Morrison),4.640,3.290
4,2:00,3,9,OAK 11,10,27,"Anthony Wright pass complete short right to Jeremi Johnson for 6 yards (tackle by Thomas Howard). Penalty on Thomas Howard: Face Mask (15 Yards), 3 yards",3.290,6.740
4,1:51,1,2,OAK 2,10,27,Anthony Wright kneels for -1 yards,6.740,5.530
4,1:14,2,3,OAK 3,10,27,Anthony Wright kneels for -1 yards,5.530,4.490
4,0:33,3,4,OAK 4,10,27,Anthony Wright kneels for -1 yards,4.490,3.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
