Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss, Raiders to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Michael Husted kicks off 70 yards, returned by Marcus Knight for 25 yards (tackle by Monty Beisel)",0.000,-0.610
1,15:00,1,10,OAK 25,0,0,Rich Gannon pass complete to Tim Brown for 13 yards (tackle by Greg Wesley),0.610,1.470
1,14:32,1,10,OAK 38,0,0,Rich Gannon pass complete to Tim Brown for 9 yards (tackle by Ray Crockett),1.470,2.140
1,14:01,2,1,OAK 47,0,0,Rich Gannon pass complete to Tim Brown for 8 yards (tackle by Ray Crockett),2.140,2.590
1,13:40,1,10,KAN 45,0,0,Rich Gannon pass complete to Roland Williams for 6 yards (tackle by Shaunard Harts),2.590,2.850
1,13:16,2,4,KAN 39,0,0,Charlie Garner middle for 5 yards (tackle by Marvcus Patton),2.850,3.310
1,12:33,1,10,KAN 34,0,0,Rich Gannon pass complete to Charlie Garner for 5 yards (tackle by Eric Warfield and Mike Maslowski),3.310,3.450
1,11:50,2,5,KAN 29,0,0,Charlie Garner right end for 3 yards (tackle by Ray Crockett),3.450,3.140
1,11:08,3,2,KAN 26,0,0,Rich Gannon pass incomplete intended for Madre Hill,3.140,1.860
1,11:08,4,2,KAN 26,0,0,"Sebastian Janikowski 44 yard field goal no good, blocked by Derrick Ransom, recovered by Eric Warfield and returned for 20 yards. , recovered by Shaunard Harts at OAK-48 and returned for 11 yards (tackle by Lincoln Kennedy)",1.860,-3.120
1,10:51,1,10,OAK 37,0,0,Priest Holmes middle for 2 yards (tackle by Roderick Coleman),3.120,2.840
1,10:51,2,8,OAK 35,0,0,Trent Green middle for 9 yards (tackle by Bill Romanowski),2.840,3.840
1,10:51,1,10,OAK 26,0,0,Trent Green pass incomplete (defended by Bill Romanowski),3.840,3.300
1,10:51,2,10,OAK 26,0,0,Priest Holmes middle for 8 yards (tackle by Clarence Love),3.300,3.750
1,10:51,3,2,OAK 18,0,0,Trent Green pass complete to Eddie Kennison for 4 yards (tackle by Eric Barton),3.750,4.650
1,10:51,1,10,OAK 14,0,0,Priest Holmes for 1 yard (tackle by Tony Bryant),4.650,4.160
1,10:51,2,9,OAK 13,0,0,Trent Green pass incomplete intended for Tony Gonzalez,4.160,3.260
1,10:51,3,9,OAK 13,0,0,Trent Green pass complete to Eddie Kennison for 10 yards (tackle by Bill Romanowski),3.260,6.510
1,6:49,1,3,OAK 3,0,0,"Penalty on KAN: Illegal Crackback, 15 yards (no play)",6.510,4.240
1,6:41,1,18,OAK 18,0,0,Priest Holmes middle for -5 yards (tackle by Napoleon Harris),4.240,2.600
1,5:59,2,23,OAK 23,0,0,Trent Green pass complete to Priest Holmes for 6 yards (tackle by Eric Barton),2.600,2.740
1,5:17,3,17,OAK 17,0,0,Trent Green sacked by Roderick Coleman for -11 yards,2.740,1.590
1,5:17,4,28,OAK 28,0,3,Morten Andersen 46 yard field goal good,1.590,3.000
1,5:17,,,KAN 30,0,3,"Michael Husted kicks off 60 yards, returned by Alvis Whitted for 17 yards (tackle by William Bartee)",0.000,-0.740
1,4:36,1,10,OAK 27,0,3,Rich Gannon pass incomplete intended for Roland Williams,0.740,0.200
1,4:33,2,10,OAK 27,0,3,Rich Gannon pass complete to Tim Brown for 25 yards (tackle by Eric Warfield),0.200,2.390
1,4:11,1,10,KAN 48,0,3,Charlie Garner middle for 9 yards (tackle by Mike Maslowski),2.390,3.060
1,3:38,2,1,KAN 39,0,3,Jerry Rice right end for 12 yards (tackle by Shaunard Harts),3.060,3.780
1,3:11,1,10,KAN 27,0,3,Rich Gannon pass complete to Tim Brown for 8 yards (tackle by William Bartee),3.780,4.350
1,2:33,2,2,KAN 19,0,3,Charlie Garner left end for 8 yards (tackle by Shaunard Harts),4.350,4.840
1,1:58,1,10,KAN 11,0,3,Charlie Garner middle for 4 yards (tackle by Mike Maslowski),4.840,4.890
1,1:15,2,6,KAN 7,0,3,Rich Gannon pass incomplete (defended by Marvcus Patton),4.890,3.980
1,1:09,3,6,KAN 7,0,3,"Rich Gannon pass complete to Charlie Garner for 2 yards (tackle by Eric Warfield). Penalty on Glenn Cadrez: Unnecessary Roughness, 3 yards",3.980,6.740
1,0:52,1,2,KAN 2,0,3,Zack Crockett middle for 1 yard (tackle by John Browning),6.740,5.910
1,0:15,2,1,KAN 1,6,3,"Rich Gannon pass complete to Doug Jolley for 1 yard, touchdown",5.910,7.000
1,0:15,,,KAN 1,7,3,Sebastian Janikowski kicks extra point good,0.000,0.000
