Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Bilal Powell,NYJ,12,60,0,3,45,3.8,15,1.3,2,6.0
Isaiah Crowell,NYJ,10,102,2,3,8,0.8,94,9.4,5,2.0
Trenton Cannon,NYJ,6,15,0,0,1,0.2,14,2.3,1,6.0
Sam Darnold,NYJ,6,-1,0,1,-1,-0.2,0,0.0,0,
Robbie Chosen,NYJ,1,-9,0,0,-9,-9.0,0,0.0,0,
Andre Roberts,NYJ,1,2,0,,2,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kerryon Johnson,DET,5,17,0,1,8,1.6,9,1.8,0,
LeGarrette Blount,DET,4,-3,0,,-3,-0.8,0,0.0,1,4.0
Theo Riddick,DET,4,20,0,1,17,4.3,3,0.8,0,
Matt Cassel,DET,1,-1,0,,-1,-1.0,0,0.0,0,
Matthew Stafford,DET,1,6,0,0,6,6.0,0,0.0,0,
