Quarter,Time,Down,ToGo,Location,NYJ,DET,Detail,EPB,EPA
1,5:36,2,10,DET 17,0,7,Sam Darnold pass complete short left to Quincy Enunwa for 3 yards (tackle by Ezekiel Ansah),3.850,3.500
1,5:05,3,7,DET 14,0,7,Sam Darnold pass complete short right to Quincy Enunwa for 8 yards (tackle by Quandre Diggs),3.500,5.830
1,4:26,1,6,DET 6,6,7,"Isaiah Crowell up the middle for 6 yards, touchdown",5.830,7.000
1,4:20,,,DET 15,7,7,Jason Myers kicks extra point good,0.000,0.000
1,4:20,,,NYJ 35,7,7,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,4:20,1,10,DET 25,7,7,Matthew Stafford pass incomplete short left intended for Golden Tate,0.610,0.060
1,4:15,2,10,DET 25,7,7,Matthew Stafford pass incomplete short left intended for Theo Riddick,0.060,-0.620
1,4:10,3,10,DET 25,7,7,Matthew Stafford pass deep left intended for Marvin Jones is intercepted by Morris Claiborne at DET-49 and returned for no gain,-0.620,-2.320
1,4:05,1,10,DET 49,7,7,Bilal Powell right end for 3 yards (tackle by Devon Kennard),2.320,2.190
1,3:25,2,7,DET 46,7,7,Sam Darnold pass complete short left to Bilal Powell for 5 yards (tackle by Jarrad Davis),2.190,2.150
1,2:38,3,2,DET 41,7,7,Sam Darnold right end for 6 yards,2.150,3.250
1,2:04,1,10,DET 35,7,7,Bilal Powell left end for 14 yards (tackle by Christian Jones),3.250,4.170
1,1:31,1,10,DET 21,7,7,Bilal Powell left end for no gain (tackle by Ezekiel Ansah),4.170,3.630
1,0:49,2,10,DET 21,7,7,Sam Darnold sacked by Devon Kennard for -10 yards,3.630,1.620
1,0:03,,,,,,Timeout #1 by New York Jets,,
1,0:03,3,20,DET 31,7,7,Isaiah Crowell up the middle for 14 yards (tackle by Tavon Wilson),1.620,2.340
Quarter,Time,Down,ToGo,Location,NYJ,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,6,DET 17,10,7,Jason Myers 35 yard field goal good,2.340,3.000
2,14:57,,,NYJ 35,10,7,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,14:57,1,10,DET 25,10,7,Kerryon Johnson left tackle for 5 yards (tackle by Steve McLendon),0.610,0.740
2,14:17,2,5,DET 30,10,7,Matthew Stafford pass complete deep middle to Kenny Golladay for 25 yards (tackle by Trumaine Johnson),0.740,2.590
2,13:31,1,10,NYJ 45,10,7,Matthew Stafford pass incomplete deep right intended for Marvin Jones (defended by Doug Middleton),2.590,2.040
2,13:21,2,10,NYJ 45,10,7,Matthew Stafford pass complete short left to Kerryon Johnson for 9 yards (tackle by Jamal Adams),2.040,2.540
2,12:54,3,1,NYJ 36,10,7,Kerryon Johnson right end for 8 yards (tackle by Frankie Luvu),2.540,3.710
2,12:08,1,10,NYJ 28,10,7,"Matthew Stafford pass short right intended for T.J. Jones is intercepted by Trumaine Johnson at NYJ-23 and returned for 7 yards. Trumaine Johnson fumbles (forced by Kenny Golladay), recovered by Kenny Golladay at NYJ-33 (tackle by Frankie Luvu)",3.710,3.380
2,11:58,1,10,NYJ 33,10,7,Kerryon Johnson right end for -5 yards (tackle by Frankie Luvu),3.380,2.160
2,11:16,2,15,NYJ 38,10,7,"Penalty on Taylor Decker: False Start, 5 yards (no play)",2.160,1.490
2,11:02,2,20,NYJ 43,10,7,Matthew Stafford pass complete short left to Kerryon Johnson for 5 yards (tackle by Buster Skrine),1.490,1.490
2,10:15,3,15,NYJ 38,10,7,Matthew Stafford pass complete short right to Golden Tate for 1 yard (tackle by J.J. Wilcox),1.490,0.790
2,9:28,4,14,NYJ 37,10,7,Matt Prater 55 yard field goal no good,0.790,-1.930
2,9:24,1,10,NYJ 45,10,7,Sam Darnold pass complete short right to Neal Sterling for 4 yards (tackle by Quandre Diggs),1.930,1.920
2,8:41,2,6,NYJ 49,10,7,Sam Darnold pass incomplete short middle intended for Quincy Enunwa,1.920,1.220
2,8:37,3,6,NYJ 49,10,7,Sam Darnold pass complete short right to Quincy Enunwa for 11 yards (tackle by Glover Quin),1.220,2.920
2,7:51,,,,,,Timeout #2 by New York Jets,,
2,7:51,1,10,DET 40,10,7,Isaiah Crowell up the middle for 4 yards (tackle by Da'Shawn Hand),2.920,2.910
2,7:06,2,6,DET 36,10,7,Sam Darnold pass complete short left to Quincy Enunwa for 5 yards (tackle by Nevin Lawson),2.910,2.870
2,6:19,3,1,DET 31,10,7,Robby Anderson right end for -9 yards (tackle by Jamal Agnew),2.870,0.590
2,5:30,4,10,DET 40,10,7,Lac Edwards punts 34 yards downed by Charone Peake,0.590,0.380
2,5:20,1,10,DET 6,10,7,LeGarrette Blount left tackle for no gain (tackle by Steve McLendon and Brandon Copeland),-0.380,-0.780
2,4:43,2,10,DET 6,10,7,Matthew Stafford pass complete short left to Marvin Jones for 11 yards (tackle by Jamal Adams),-0.780,-0.060
2,4:17,1,10,DET 17,10,7,LeGarrette Blount up the middle for 3 yards (tackle by Jamal Adams),-0.060,-0.060
2,3:36,2,7,DET 20,10,7,Matthew Stafford pass incomplete short right intended for Golden Tate,-0.060,-0.870
2,3:32,3,7,DET 20,10,7,Matthew Stafford pass incomplete deep left intended for Kenny Golladay (defended by Jamal Adams),-0.870,-2.030
2,3:26,4,7,DET 20,10,7,"Sam Martin punts 45 yards, returned by Andre Roberts for 16 yards (tackle by Tavon Wilson)",-2.030,-2.320
2,3:13,1,10,DET 49,10,7,"Penalty on Kelvin Beachum: False Start, 5 yards (no play)",2.320,1.990
2,3:13,,,,,,Timeout #3 by New York Jets,,
2,3:13,1,15,NYJ 46,10,7,Sam Darnold pass complete short left to Neal Sterling for 11 yards (tackle by Christian Jones),1.990,2.590
2,2:29,2,4,DET 43,10,7,Bilal Powell up the middle for 2 yards (tackle by Kerry Hyder),2.590,2.150
2,2:00,3,2,DET 41,16,7,"Sam Darnold pass complete deep left to Robby Anderson for 41 yards, touchdown",2.150,7.000
2,1:51,,,DET 15,17,7,Jason Myers kicks extra point good,0.000,0.000
2,1:51,,,NYJ 35,17,7,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,1:51,1,10,DET 25,17,7,Matthew Stafford right end for 6 yards (tackle by Buster Skrine),0.610,0.870
2,1:43,2,4,DET 31,17,7,Matthew Stafford pass complete short right to Kenny Golladay for 10 yards (tackle by Darryl Roberts),0.870,1.660
2,1:39,1,10,DET 41,17,7,Matthew Stafford pass complete short middle to Kenny Golladay for 11 yards (tackle by Doug Middleton),1.660,2.390
2,1:16,1,10,NYJ 48,17,7,"Matthew Stafford pass incomplete deep middle intended for Marvin Jones (defended by Morris Claiborne). Penalty on Jordan Jenkins: Defensive Offside, 5 yards (no play)",2.390,3.120
2,1:11,1,5,NYJ 43,17,7,Matthew Stafford pass complete short right to Kenny Golladay for 16 yards (tackle by Doug Middleton),3.120,3.780
2,1:06,1,10,NYJ 27,17,7,Matthew Stafford pass complete short middle to Golden Tate for 11 yards (tackle by Buster Skrine),3.780,4.510
2,0:45,1,10,NYJ 16,17,7,"Matthew Stafford pass complete short left to Theo Riddick for 3 yards (tackle by Parry Nickerson). Penalty on Parry Nickerson: Taunting, 7 yards",4.510,5.830
2,0:37,1,6,NYJ 6,17,7,Matthew Stafford pass incomplete short right intended for Kenny Golladay,5.830,4.950
2,0:30,2,6,NYJ 6,17,7,Theo Riddick right tackle for 3 yards (tackle by Jamal Adams),4.950,4.720
2,0:21,,,,,,Timeout #2 by Detroit Lions,,
2,0:21,3,3,NYJ 3,17,7,Matthew Stafford pass incomplete short right intended for Golden Tate,4.720,3.040
2,0:15,4,3,NYJ 3,17,10,Matt Prater 21 yard field goal good,3.040,3.000
2,0:11,,,DET 35,17,10,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
2,0:11,1,10,NYJ 25,17,10,Sam Darnold kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,NYJ,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,17,10,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DET 25,17,10,"Penalty on Michael Roberts: False Start, 5 yards (no play)",0.610,0.280
3,15:00,1,15,DET 20,17,10,Matthew Stafford pass complete deep left to Golden Tate for 26 yards,0.280,1.990
3,14:40,1,10,DET 46,17,10,Matthew Stafford pass complete short middle to Golden Tate for 4 yards (tackle by Darron Lee),1.990,1.990
3,14:04,2,6,DET 50,17,10,Matthew Stafford pass complete short left to Kenny Golladay for 26 yards (tackle by Trumaine Johnson),1.990,3.970
3,13:17,1,10,NYJ 24,17,16,"Matthew Stafford pass complete short middle to Golden Tate for 24 yards, touchdown",3.970,7.000
3,13:10,,,NYJ 15,17,17,Matt Prater kicks extra point good,0.000,0.000
3,13:10,,,DET 35,17,17,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
3,13:10,1,10,NYJ 25,17,17,Sam Darnold pass complete short left to Terrelle Pryor for 12 yards (tackle by Jamal Agnew),0.610,1.400
3,12:35,1,10,NYJ 37,17,17,Bilal Powell left end for 10 yards (tackle by Quandre Diggs),1.400,2.060
3,11:50,1,10,NYJ 47,17,17,"Sam Darnold pass incomplete short middle intended for Quincy Enunwa (defended by Nevin Lawson). Penalty on Nevin Lawson: Defensive Pass Interference, 5 yards (no play)",2.060,2.390
3,11:46,1,10,DET 48,17,17,Andre Roberts right end for 2 yards (tackle by Devon Kennard),2.390,2.120
3,11:02,2,8,DET 46,17,17,Sam Darnold pass complete deep right to Terrelle Pryor for 20 yards (tackle by Tavon Wilson),2.120,3.840
3,10:28,1,10,DET 26,17,17,Bilal Powell up the middle for 5 yards (tackle by Ricky Jean-Francois and Devon Kennard),3.840,3.970
3,9:44,2,5,DET 21,23,17,"Sam Darnold pass complete short left to Quincy Enunwa for 21 yards, touchdown",3.970,7.000
3,9:36,,,DET 15,24,17,Jason Myers kicks extra point good,0.000,0.000
3,9:36,,,NYJ 35,24,17,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,9:36,1,10,DET 25,24,17,Kerryon Johnson up the middle for no gain (tackle by Jordan Jenkins and Steve McLendon),0.610,0.060
3,8:58,2,10,DET 25,24,17,Kerryon Johnson up the middle for 9 yards (tackle by Brandon Copeland),0.060,0.560
3,8:16,3,1,DET 34,30,17,"Matthew Stafford pass short left intended for Theo Riddick is intercepted by Darron Lee at DET-36 and returned for 36 yards, touchdown",0.560,-7.000
3,8:07,,,NYJ 35,31,17,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,8:07,1,10,DET 25,31,17,LeGarrette Blount up the middle for 1 yard (tackle by Jordan Jenkins),0.610,0.200
3,7:34,2,9,DET 26,31,17,Matthew Stafford pass incomplete short right intended for Golden Tate,0.200,-0.490
3,7:24,3,9,DET 26,31,17,Matt Cassel pass incomplete short right intended for Golden Tate (defended by Buster Skrine),-0.490,-1.630
3,7:20,4,9,DET 26,37,17,"Sam Martin punts 52 yards, returned by Andre Roberts for 78 yards, touchdown",-1.630,-7.000
3,7:00,,,NYJ 35,38,17,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,7:00,1,10,DET 25,38,17,Matthew Stafford pass incomplete short left intended for Golden Tate,0.610,0.060
3,6:57,2,10,DET 25,38,17,Matthew Stafford pass short middle intended for Luke Willson is intercepted by Darron Lee at DET-39 and returned for 21 yards,0.060,-4.370
3,6:47,1,10,DET 18,38,17,Isaiah Crowell up the middle for 1 yard (tackle by Da'Shawn Hand and Marquis Flowers),4.370,3.940
3,6:07,2,9,DET 17,38,17,Sam Darnold pass incomplete short right intended for Quincy Enunwa,3.940,3.170
3,6:00,3,9,DET 17,38,17,Isaiah Crowell left tackle for 3 yards (tackle by Eli Harold),3.170,2.530
3,5:19,4,6,DET 14,41,17,Jason Myers 32 yard field goal good,2.530,3.000
3,5:15,,,NYJ 35,41,17,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,5:15,1,10,DET 25,41,17,Theo Riddick left end for 6 yards (tackle by Avery Williamson and Doug Middleton),0.610,0.870
3,4:47,2,4,DET 31,41,17,Matthew Stafford pass complete short left to Levine Toilolo for 7 yards (tackle by Neville Hewitt),0.870,1.470
3,4:16,1,10,DET 38,41,17,"Matthew Stafford pass complete short right to Golden Tate for 4 yards (tackle by Trumaine Johnson). Penalty on Avery Williamson: Defensive Holding, 5 yards (no play)",1.470,1.800
3,3:57,1,10,DET 43,41,17,Matthew Stafford pass complete short left to Marvin Jones for 28 yards (tackle by Doug Middleton),1.800,3.640
3,3:19,1,10,NYJ 29,41,17,Matthew Stafford pass complete short left to Theo Riddick for 2 yards (tackle by Darron Lee),3.640,3.370
3,2:39,2,8,NYJ 27,41,17,Matthew Stafford pass complete short left to Theo Riddick for 1 yard (tackle by Darron Lee),3.370,2.810
3,1:55,3,7,NYJ 26,41,17,Matthew Stafford pass incomplete short left intended for Golden Tate,2.810,1.740
3,1:51,4,7,NYJ 26,41,17,Matt Prater 44 yard field goal no good,1.740,-1.200
3,1:46,1,10,NYJ 34,41,17,Isaiah Crowell up the middle for 4 yards (tackle by Ricky Jean-Francois),1.200,1.200
3,1:04,2,6,NYJ 38,47,17,"Isaiah Crowell right end for 62 yards, touchdown",1.200,7.000
3,0:54,,,DET 15,48,17,Jason Myers kicks extra point good,0.000,0.000
3,0:54,,,NYJ 35,48,17,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,0:54,1,10,DET 25,48,17,Matthew Stafford pass complete short middle to Golden Tate for 5 yards (tackle by Darron Lee),0.610,0.740
3,0:29,2,5,DET 30,48,17,Matthew Stafford pass complete short middle to Golden Tate for 8 yards (tackle by Buster Skrine),0.740,1.470
3,0:04,1,10,DET 38,48,17,Matthew Stafford pass complete short left to Marvin Jones for 13 yards (tackle by Doug Middleton),1.470,2.320
Quarter,Time,Down,ToGo,Location,NYJ,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 49,48,17,Matthew Stafford pass complete short left to Kerryon Johnson for 6 yards (tackle by Jamal Adams and Darron Lee),2.320,2.590
4,14:28,2,4,NYJ 43,48,17,Matthew Stafford pass complete short right to Marvin Jones for 2 yards (tackle by Trumaine Johnson),2.590,2.150
4,13:41,3,2,NYJ 41,48,17,Matthew Stafford pass complete short middle to Kenny Golladay for 17 yards (tackle by Buster Skrine),2.150,3.970
4,13:00,1,10,NYJ 24,48,17,Matthew Stafford pass complete short middle to T.J. Jones for 6 yards (tackle by Avery Williamson),3.970,4.290
4,12:26,2,4,NYJ 18,48,17,Matthew Stafford pass incomplete deep left intended for T.J. Jones (defended by Jamal Adams),4.290,3.570
4,12:19,3,4,NYJ 18,48,17,Matthew Stafford pass complete short middle to Theo Riddick for 4 yards (tackle by Avery Williamson),3.570,4.650
4,11:34,1,10,NYJ 14,48,17,Matthew Stafford pass complete short left to Theo Riddick for 5 yards (tackle by Darron Lee),4.650,4.900
4,11:01,2,5,NYJ 9,48,17,Matthew Stafford pass incomplete short middle intended for Golden Tate (defended by Frankie Luvu),4.900,4.050
4,10:57,3,5,NYJ 9,48,17,Matthew Stafford pass incomplete short left intended for Marvin Jones,4.050,2.880
4,10:51,4,5,NYJ 9,48,17,Matthew Stafford pass incomplete short middle intended for Marvin Jones,2.880,0.380
4,10:47,1,10,NYJ 9,48,17,Bilal Powell right tackle for 1 yard (tackle by Da'Shawn Hand),-0.380,-0.710
4,10:06,2,9,NYJ 10,48,17,Bilal Powell left end for 5 yards (tackle by Sylvester Williams),-0.710,-0.720
4,9:21,3,4,NYJ 15,48,17,Bilal Powell left end for 2 yards (tackle by Jarrad Davis),-0.720,-2.320
4,8:23,4,2,NYJ 17,48,17,Lac Edwards punts 38 yards out of bounds,-2.320,-1.930
4,8:15,1,10,DET 45,48,17,Matt Cassel pass complete short right to Hakeem Valles for 5 yards (tackle by Darron Lee),1.930,2.060
4,7:51,2,5,DET 50,48,17,Theo Riddick up the middle for 6 yards (tackle by Jeremiah Attaochu),2.060,2.650
4,7:22,1,10,NYJ 44,48,17,Matt Cassel pass complete short middle to Kenny Golladay for 9 yards (tackle by Buster Skrine),2.650,3.330
4,6:54,2,1,NYJ 35,48,17,Matt Cassel pass incomplete short right intended for Hakeem Valles (defended by Darron Lee),3.330,2.610
4,6:49,3,1,NYJ 35,48,17,Matt Cassel pass incomplete short right intended for Kenny Golladay,2.610,1.000
4,6:44,4,1,NYJ 35,48,17,Matt Cassel pass short right intended for Kenny Golladay is intercepted by Jamal Adams at NYJ-22 and returned for 38 yards,1.000,-2.920
4,6:31,1,10,DET 40,48,17,Trenton Cannon left tackle for 5 yards (tackle by Kerry Hyder),2.920,3.050
4,5:49,2,5,DET 35,48,17,Trenton Cannon left tackle for 3 yards (tackle by Ricky Jean-Francois),3.050,2.740
4,5:04,3,2,DET 32,48,17,Trenton Cannon left tackle for no gain (tackle by Ricky Jean-Francois),2.740,1.300
4,4:19,4,2,DET 32,48,17,Sam Darnold pass complete short right to Trenton Cannon for 6 yards,1.300,3.840
4,4:12,1,10,DET 26,48,17,Trenton Cannon right tackle for 1 yard (tackle by Da'Shawn Hand),3.840,3.430
4,3:27,2,9,DET 25,48,17,Trenton Cannon up the middle for 4 yards (tackle by Kerry Hyder),3.430,3.270
4,2:40,3,5,DET 21,48,17,Trenton Cannon right end for 2 yards (tackle by Jarrad Davis),3.270,2.280
4,2:35,,,,,,Timeout #1 by New York Jets,,
4,2:35,4,3,DET 19,48,17,Sam Darnold pass complete deep left to Terrelle Pryor for 17 yards (tackle by Nevin Lawson),2.280,6.740
4,2:27,1,2,DET 2,48,17,"Penalty on NYJ: Delay of Game, 5 yards (no play)",6.740,5.600
4,2:27,1,7,DET 7,48,17,Sam Darnold kneels for -1 yards,5.600,4.570
4,2:00,2,8,DET 8,48,17,Sam Darnold kneels for -2 yards,4.570,3.130
4,1:21,3,10,DET 10,48,17,Sam Darnold kneels for -2 yards,3.130,2.630
4,0:38,4,12,DET 12,48,17,Sam Darnold kneels for -1 yards,2.630,0.320
4,0:37,1,10,DET 13,48,17,Matt Cassel kneels for -1 yards,-0.320,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
