Quarter,Time,Down,ToGo,Location,DET,ATL,Detail,EPB,EPA
1,4:49,1,10,ATL 13,0,0,Jamaal Williams left tackle for 3 yards (tackle by Darren Hall),,
1,4:15,2,7,ATL 10,0,0,Jamaal Williams left guard for 2 yards (tackle by Anthony Rush and Jonathan Bullard),,
1,3:32,3,5,ATL 8,0,0,Tim Boyle pass incomplete short left intended for Josh Reynolds,,
1,3:28,4,5,ATL 8,3,0,Riley Patterson 26 yard field goal good,,
1,3:25,,,DET 35,3,0,"Jack Fox kicks off 65 yards, touchback.",,
1,3:25,1,10,ATL 25,3,0,Cordarrelle Patterson left end for 2 yards (tackle by Jalen Reeves-Maybin and Michael Brockers),,
1,2:47,2,8,ATL 27,3,0,Cordarrelle Patterson right end for 2 yards (tackle by Derrick Barnes and Ifeatu Melifonwu),,
1,2:08,3,6,ATL 29,3,0,Matt Ryan pass incomplete short left intended for Olamide Zaccheaus (defended by AJ Parker),,
1,2:03,4,6,ATL 29,3,0,"Thomas Morstead punts 61 yards downed by Josh Harris. Penalty on Mark Gilbert: Illegal Formation, 5 yards (declined)",,
1,1:49,1,10,DET 10,3,0,Craig Reynolds right tackle for 3 yards (tackle by Brandon Copeland),,
1,1:12,2,7,DET 13,3,0,Tim Boyle pass complete short left to Jason Cabinda for 2 yards (tackle by Richie Grant),,
1,0:34,3,5,DET 15,3,0,Tim Boyle pass incomplete short right intended for Josh Reynolds,,
1,0:30,4,5,DET 15,3,0,"Jack Fox punts 52 yards, returned by Avery Williams for 13 yards (tackle by Derrick Barnes)",,
1,0:17,1,10,ATL 46,3,0,Matt Ryan pass complete short right to Hayden Hurst for 9 yards (tackle by Will Harris and Anthony Pittman),,
Quarter,Time,Down,ToGo,Location,DET,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,DET 45,3,0,Matt Ryan right guard for 3 yards (tackle by Nick Williams),,
2,14:24,1,10,DET 42,3,0,Matt Ryan pass complete short right to Russell Gage for 15 yards (tackle by Will Harris),,
2,13:51,1,10,DET 27,3,0,Mike Davis left end for 2 yards (tackle by Michael Brockers and Jalen Reeves-Maybin),,
2,13:12,2,8,DET 25,3,0,"Matt Ryan pass complete short middle to Marvin Hall for 10 yards (tackle by Will Harris and Jalen Reeves-Maybin). Penalty on Ifeatu Melifonwu: Illegal Use of Hands / Defense, 5 yards (declined)",,
2,12:58,1,10,DET 15,3,0,Cordarrelle Patterson left end for 1 yard (tackle by Tracy Walker and Charles Harris),,
2,12:15,2,9,DET 14,3,0,Matt Ryan pass complete short left to Kyle Pitts for 8 yards (tackle by Tracy Walker),,
2,11:45,3,1,DET 6,3,0,Matt Ryan for no gain (tackle by Charles Harris and John Penisini),,
2,11:00,4,1,DET 6,3,6,"Cordarrelle Patterson left end for 6 yards, touchdown",,
2,10:53,,,DET 15,3,7,Younghoe Koo kicks extra point good,,
2,10:53,,,ATL 35,3,7,"Younghoe Koo kicks off 65 yards, touchback.",,
2,10:53,1,10,DET 25,3,7,"Penalty on Shane Zylstra: False Start, 5 yards (accepted) (no play)",,
2,10:53,1,15,DET 20,3,7,Jamaal Williams left end for 14 yards (tackle by Duron Harmon),,
2,10:18,2,1,DET 34,3,7,Craig Reynolds left guard for 5 yards (tackle by Grady Jarrett and Duron Harmon),,
2,9:40,1,10,DET 39,3,7,Craig Reynolds right end for -2 yards (tackle by Foyesade Oluokun),,
2,8:57,2,12,DET 37,3,7,Tim Boyle pass complete short middle to Craig Reynolds for 14 yards (tackle by Duron Harmon and AJ Terrell),,
2,8:11,1,10,ATL 49,3,7,Jamaal Williams left tackle for 4 yards (tackle by Deion Jones and Steven Means),,
2,7:31,2,6,ATL 45,3,7,"Penalty on Penei Sewell: False Start, 5 yards (accepted) (no play)",,
2,7:15,2,11,ATL 50,3,7,Jamaal Williams left guard for 6 yards (tackle by Deion Jones and Fabian Moreau),,
2,6:32,3,5,ATL 44,3,7,Craig Reynolds left tackle for 4 yards (tackle by Deion Jones and Jaylinn Hawkins),,
2,5:31,,,,,,Timeout #1 by Detroit Lions,,
2,5:31,4,1,ATL 40,3,7,"Penalty on Jonah Jackson: False Start, 5 yards (accepted) (no play)",,
2,5:31,4,6,ATL 45,3,7,Jack Fox pass complete short right to KhaDarel Hodge for 21 yards (tackle by Darren Hall and Avery Williams),,
2,4:40,1,10,ATL 24,3,7,Jamaal Williams left guard for 4 yards (tackle by Steven Means and Foyesade Oluokun),,
2,3:59,2,6,ATL 20,3,7,Tim Boyle pass incomplete short left intended for Josh Reynolds,,
2,3:54,3,6,ATL 20,9,7,"Tim Boyle pass complete short right to Amon-Ra St. Brown for 20 yards, touchdown",,
2,3:44,,,ATL 15,10,7,Riley Patterson kicks extra point good,,
2,3:44,,,DET 35,10,7,"Jack Fox kicks off 66 yards, returned by Cordarrelle Patterson for 23 yards (tackle by Brady Breeze)",,
2,3:39,1,10,ATL 22,10,7,Matt Ryan pass complete short left to Olamide Zaccheaus for 17 yards (tackle by Ifeatu Melifonwu),,
2,3:05,1,10,ATL 39,10,7,Mike Davis left end for 8 yards (tackle by Anthony Pittman and Levi Onwuzurike),,
2,2:26,2,2,ATL 47,10,7,Matt Ryan pass complete short left to Olamide Zaccheaus for 15 yards (tackle by Ifeatu Melifonwu and Anthony Pittman),,
2,2:00,1,10,DET 38,10,7,Mike Davis left tackle for 3 yards (tackle by Jalen Reeves-Maybin),,
2,1:18,2,7,DET 35,10,7,Matt Ryan pass incomplete short left intended for Cordarrelle Patterson (defended by Jalen Reeves-Maybin),,
2,1:15,3,7,DET 35,10,7,Matt Ryan pass incomplete short right,,
2,1:09,4,7,DET 35,10,10,Younghoe Koo 53 yard field goal good,,
2,1:04,,,ATL 35,10,10,"Younghoe Koo kicks off 65 yards, touchback.",,
2,1:04,1,10,DET 25,10,10,Tim Boyle pass complete short middle to Amon-Ra St. Brown for 8 yards (tackle by Deion Jones),,
2,0:46,2,2,DET 33,10,10,Tim Boyle pass complete short left to Amon-Ra St. Brown for 6 yards,,
2,0:42,1,10,DET 39,10,10,Tim Boyle pass incomplete short left intended for Josh Reynolds (defended by Fabian Moreau),,
2,0:37,2,10,DET 39,10,10,Tim Boyle pass incomplete deep right intended for Kalif Raymond,,
2,0:33,3,10,DET 39,10,10,Tim Boyle pass complete short right to Tom Kennedy for 8 yards (tackle by Foyesade Oluokun and Duron Harmon),,
2,0:02,,,,,,Timeout #2 by Detroit Lions,,
2,0:02,4,2,DET 47,10,10,Tim Boyle pass incomplete deep right intended for Amon-Ra St. Brown,,
Quarter,Time,Down,ToGo,Location,DET,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,10,10,"Younghoe Koo kicks off 65 yards, touchback.",,
3,15:00,1,10,DET 25,10,10,Tim Boyle pass complete short left to Brock Wright for 2 yards (tackle by Deion Jones),,
3,14:24,2,8,DET 27,10,10,Jamaal Williams right tackle for 5 yards (tackle by Foyesade Oluokun),,
3,13:43,3,3,DET 32,10,10,Tim Boyle pass incomplete deep left intended for Josh Reynolds (defended by Richie Grant),,
3,13:38,4,3,DET 32,10,10,"Jack Fox punts 57 yards, fair catch by Avery Williams at ATL-11",,
3,13:30,1,10,ATL 11,10,10,Matt Ryan pass complete short left to Kyle Pitts for 9 yards (tackle by Dean Marlowe and Anthony Pittman),,
3,13:10,2,1,ATL 20,10,10,"Mike Davis left end for no gain (tackle by Charles Harris and Jalen Reeves-Maybin). Penalty on Jake Matthews: Offensive Holding, 10 yards (accepted) (no play)",,
3,12:51,2,11,ATL 10,10,10,Matt Ryan pass complete short middle to Kyle Pitts for 18 yards (tackle by Ifeatu Melifonwu),,
3,12:14,1,10,ATL 28,10,10,Cordarrelle Patterson right end for 2 yards (tackle by Austin Bryant),,
3,11:37,2,8,ATL 30,10,10,Matt Ryan pass complete deep right to Kyle Pitts for 35 yards,,
3,11:06,1,10,DET 35,10,10,Matt Ryan pass incomplete short middle intended for Olamide Zaccheaus (defended by Anthony Pittman),,
3,11:01,2,10,DET 35,10,10,Matt Ryan pass complete short right to Christian Blake for 5 yards (tackle by AJ Parker),,
3,10:18,3,5,DET 30,10,10,Matt Ryan pass incomplete short middle,,
3,10:15,4,5,DET 30,10,13,Younghoe Koo 48 yard field goal good,,
3,10:11,,,ATL 35,10,13,"Younghoe Koo kicks off 65 yards, touchback.",,
3,10:11,1,10,DET 25,10,13,Jamaal Williams left tackle for 10 yards (tackle by Duron Harmon and Foyesade Oluokun),,
3,9:35,1,10,DET 35,10,13,Jamaal Williams right tackle for 2 yards (tackle by Mykal Walker),,
3,8:55,2,8,DET 37,10,13,Tim Boyle pass complete short middle to Kalif Raymond for 6 yards (tackle by Foyesade Oluokun and Mykal Walker),,
3,8:18,3,2,DET 43,10,13,Craig Reynolds right guard for 3 yards (tackle by Brandon Copeland),,
3,7:39,1,10,DET 46,10,13,Tim Boyle pass complete short left to Craig Reynolds for 4 yards (tackle by Foyesade Oluokun and Dante Fowler),,
3,6:57,2,6,DET 50,10,13,Jamaal Williams right tackle for 1 yard (tackle by Anthony Rush),,
3,6:18,3,5,ATL 49,10,13,Amon-Ra St. Brown left tackle for 12 yards (tackle by Mykal Walker and Richie Grant),,
3,5:58,1,10,ATL 37,10,13,Tim Boyle pass complete deep left to Amon-Ra St. Brown for 24 yards (tackle by Foyesade Oluokun),,
3,5:17,1,10,ATL 13,10,13,"Penalty on Taylor Decker: False Start, 5 yards (accepted) (no play)",,
3,5:00,1,15,ATL 18,10,13,Craig Reynolds left end for 2 yards (tackle by Richie Grant and Fabian Moreau),,
3,4:20,2,13,ATL 16,10,13,"Penalty on Brock Wright: False Start, 5 yards (accepted) (no play)",,
3,4:00,2,18,ATL 21,10,13,Jamaal Williams right end for 2 yards (tackle by AJ Terrell and Foyesade Oluokun),,
3,3:15,3,16,ATL 19,10,13,Tim Boyle pass incomplete short left intended for Amon-Ra St. Brown,,
3,3:11,4,16,ATL 19,13,13,Riley Patterson 37 yard field goal good,,
3,3:06,,,DET 35,13,13,"Jack Fox kicks off 68 yards, returned by Cordarrelle Patterson for 32 yards (tackle by Tracy Walker)",,
3,3:01,1,10,ATL 29,13,13,Mike Davis right guard for 9 yards (tackle by Tracy Walker),,
3,2:23,2,1,ATL 38,13,13,Matt Ryan right guard for 3 yards (tackle by Levi Onwuzurike),,
3,1:53,1,10,ATL 41,13,13,Matt Ryan pass complete short right to Mike Davis for 7 yards (tackle by Anthony Pittman),,
3,1:19,2,3,ATL 48,13,13,Mike Davis right tackle for 3 yards (tackle by Jalen Reeves-Maybin and Michael Brockers),,
3,0:34,1,10,DET 49,13,13,Matt Ryan pass incomplete short middle intended for Russell Gage,,
3,0:30,2,10,DET 49,13,13,Matt Ryan pass complete short left to Russell Gage for 13 yards (tackle by Will Harris),,
Quarter,Time,Down,ToGo,Location,DET,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 36,13,13,Matt Ryan pass complete short right to Russell Gage for 7 yards (tackle by Will Harris),,
4,14:33,2,3,DET 29,13,13,Cordarrelle Patterson left end for -2 yards (tackle by Nick Williams),,
4,13:51,3,5,DET 31,13,13,Matt Ryan pass complete short left to Kyle Pitts for 19 yards (tackle by Dean Marlowe and AJ Parker),,
4,13:10,1,10,DET 12,13,19,"Matt Ryan pass complete short right to Hayden Hurst for 12 yards, touchdown",,
4,13:04,,,DET 15,13,20,Younghoe Koo kicks extra point good,,
4,13:04,,,ATL 35,13,20,"Younghoe Koo kicks off 64 yards, returned by Godwin Igwebuike for 25 yards (tackle by Keith Smith)",,
4,12:58,1,10,DET 26,13,20,Tim Boyle pass complete short right to Kalif Raymond for 2 yards (tackle by AJ Terrell and Dante Fowler),,
4,12:20,2,8,DET 28,13,20,Tim Boyle pass complete deep right to Josh Reynolds for 23 yards (tackle by Jaylinn Hawkins and Duron Harmon),,
4,11:41,1,10,ATL 49,13,20,Jamaal Williams left end for 7 yards (tackle by Deion Jones),,
4,11:10,2,3,ATL 42,13,20,Jamaal Williams left tackle for 2 yards (tackle by Mike Pennel),,
4,10:32,3,1,ATL 40,13,20,Jamaal Williams left guard for 3 yards (tackle by Jonathan Bullard),,
4,9:51,1,10,ATL 37,13,20,"Penalty on Tim Boyle: False Start, 5 yards (accepted) (no play)",,
4,9:51,1,15,ATL 42,13,20,Tim Boyle pass complete short left to Amon-Ra St. Brown for 5 yards (tackle by Mykal Walker),,
4,9:13,2,10,ATL 37,13,20,Craig Reynolds right guard for 4 yards (tackle by Foyesade Oluokun),,
4,8:36,3,6,ATL 33,13,20,Craig Reynolds right tackle for 5 yards (tackle by Richie Grant and Dante Fowler),,
4,7:48,4,1,ATL 28,13,20,Jamaal Williams right end for 2 yards (tackle by Foyesade Oluokun),,
4,7:04,1,10,ATL 26,13,20,Kalif Raymond right end for 5 yards (tackle by AJ Terrell),,
4,6:22,2,5,ATL 21,13,20,Tim Boyle pass incomplete short right intended for Craig Reynolds (defended by Deion Jones),,
4,6:18,3,5,ATL 21,13,20,Tim Boyle pass complete short left to Craig Reynolds for 4 yards (tackle by Richie Grant),,
4,5:32,4,1,ATL 17,13,20,Tim Boyle pass complete short middle to Kalif Raymond for 4 yards (tackle by Deion Jones),,
4,4:47,1,10,ATL 13,13,20,Jamaal Williams right tackle for no gain (tackle by Grady Jarrett),,
4,4:02,2,10,ATL 13,13,20,Tim Boyle pass complete short right to Amon-Ra St. Brown for 8 yards (tackle by Mykal Walker and AJ Terrell),,
4,3:18,3,2,ATL 5,13,20,Craig Reynolds left guard for -3 yards (tackle by Jaylinn Hawkins and Jonathan Bullard),,
4,2:42,4,5,ATL 8,16,20,Riley Patterson 26 yard field goal good,,
4,2:38,,,DET 35,16,20,"Jack Fox kicks off 65 yards, touchback.",,
4,2:38,1,10,ATL 25,16,20,Cordarrelle Patterson left end for 3 yards (tackle by Michael Brockers),,
4,2:33,,,,,,Timeout #1 by Detroit Lions,,
4,2:33,2,7,ATL 28,16,20,Mike Davis for no gain (tackle by Ifeatu Melifonwu),,
4,2:28,,,,,,Timeout #2 by Detroit Lions,,
4,2:28,3,7,ATL 28,16,20,"Matt Ryan pass complete short left to Russell Gage for 4 yards. Russell Gage fumbles (forced by Jalen Reeves-Maybin), recovered by Dean Marlowe at ATL-37 (tackle by Jalen Reeves-Maybin)",,
4,2:18,1,10,ATL 37,16,20,Craig Reynolds left end for 4 yards (tackle by Richie Grant),,
4,2:00,2,6,ATL 33,16,20,Craig Reynolds left tackle for 4 yards (tackle by Ta'Quon Graham and Foyesade Oluokun),,
4,1:18,3,2,ATL 29,16,20,Tim Boyle pass complete short middle to Brock Wright for 5 yards (tackle by Deion Jones),,
4,0:52,1,10,ATL 24,16,20,Jamaal Williams right guard for 7 yards (tackle by Foyesade Oluokun),,
4,0:44,,,,,,Timeout #1 by Atlanta Falcons,,
4,0:44,2,3,ATL 17,16,20,Tim Boyle pass complete short right to Tom Kennedy for 8 yards (tackle by Deion Jones),,
4,0:39,,,,,,Timeout #3 by Detroit Lions,,
4,0:39,1,9,ATL 9,16,20,Tim Boyle pass intended for Kalif Raymond is intercepted by Foyesade Oluokun at ATL-1 and returned for 6 yards,,
4,0:33,1,10,ATL 7,16,20,Matt Ryan kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
