Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Halapoulivaati Vaitai,G,67,100%,0,0%,4,17%
Evan Brown,C,67,100%,0,0%,4,17%
Jonah Jackson,G,67,100%,0,0%,4,17%
Tim Boyle,QB,67,100%,0,0%,0,0%
Penei Sewell,T,67,100%,0,0%,0,0%
Taylor Decker,T,67,100%,0,0%,0,0%
Amon-Ra St. Brown,WR,59,88%,0,0%,0,0%
Josh Reynolds,WR,53,79%,0,0%,0,0%
Brock Wright,TE,49,73%,0,0%,8,35%
Kalif Raymond,WR,46,69%,0,0%,2,9%
Jamaal Williams,RB,28,42%,0,0%,0,0%
Craig Reynolds,RB,27,40%,0,0%,10,44%
Tom Kennedy,WR,21,31%,0,0%,5,22%
Will Holden,T,14,21%,0,0%,4,17%
Shane Zylstra,TE,13,19%,0,0%,5,22%
Godwin Igwebuike,RB,10,15%,0,0%,15,65%
KhaDarel Hodge,WR,8,12%,0,0%,8,35%
Jason Cabinda,FB,7,10%,0,0%,5,22%
Jalen Reeves-Maybin,LB,0,0%,46,100%,7,31%
Will Harris,SS,0,0%,46,100%,5,22%
Tracy Walker,FS,0,0%,46,100%,5,22%
Charles Harris,LB,0,0%,46,100%,4,17%
Ifeatu Melifonwu,CB,0,0%,46,100%,2,9%
Dean Marlowe,SS,0,0%,46,100%,0,0%
Austin Bryant,LB,0,0%,33,72%,4,17%
Nick Williams,DE,0,0%,27,59%,0,0%
Anthony Pittman,LB,0,0%,24,52%,19,83%
AJ Parker,CB,0,0%,24,52%,0,0%
Levi Onwuzurike,DE,0,0%,21,46%,4,17%
Michael Brockers,DE,0,0%,21,46%,0,0%
Alim McNeill,NT,0,0%,19,41%,0,0%
Jessie Lemonier,DE,0,0%,18,39%,9,39%
Derrick Barnes,LB,0,0%,14,30%,6,26%
John Penisini,NT,0,0%,10,22%,6,26%
Rashod Berry,LB,0,0%,7,15%,0,0%
Bobby Price,FS,0,0%,6,13%,14,61%
C.J. Moore,FS,0,0%,4,9%,19,83%
Mark Gilbert,CB,0,0%,2,4%,2,9%
Brady Breeze,DB,0,0%,0,0%,16,70%
Jack Fox,P,0,0%,0,0%,12,52%
Tavante Beckett,LB,0,0%,0,0%,11,48%
Curtis Bolton,LB,0,0%,0,0%,10,44%
Scott Daly,LS,0,0%,0,0%,7,31%
Saivion Smith,CB,0,0%,0,0%,4,17%
Tommy Kraemer,G,0,0%,0,0%,4,17%
Riley Patterson,K,0,0%,0,0%,4,17%
Ryan McCollum,C,0,0%,0,0%,4,17%
