Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devin Singletary,BUF,18,56,1,3,5,0.3,51,2.8,0,
Josh Allen,BUF,3,-1,1,1,-2,-0.7,1,0.3,0,
Isaiah McKenzie,BUF,2,11,0,1,10,5.0,1,0.5,0,
Andre Roberts,BUF,1,-3,0,,-3,-3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,15,48,0,3,19,1.3,29,1.9,0,
Derek Carr,LVR,4,20,0,2,19,4.8,1,0.3,0,
Theo Riddick,LVR,2,13,0,1,6,3.0,7,3.5,0,
Alec Ingold,LVR,1,-1,0,0,-1,-1.0,0,0.0,0,
Jalen Richard,LVR,1,6,0,1,4,4.0,2,2.0,0,
