Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Stefon Diggs,BUF,7,6,115,0,5,105,17.5,10,1.7,14.7,0,,1,14.3,0,118.7
Devin Singletary,BUF,6,5,21,0,0,3,0.6,18,3.6,0.0,1,5.0,1,16.7,0,81.2
John Brown,BUF,5,4,42,0,4,32,8.0,10,2.5,7.2,0,,1,20.0,0,101.7
Cole Beasley,BUF,4,3,32,1,2,27,9.0,5,1.7,6.8,0,,0,0.0,0,137.5
Dawson Knox,BUF,3,2,16,0,,-2,-1.0,18,9.0,-1.0,0,,1,33.3,0,79.9
Tyler Kroft,BUF,3,1,12,0,1,11,11.0,1,1.0,5.7,0,,1,33.3,0,46.5
Andre Roberts,BUF,1,1,6,0,,6,6.0,0,0.0,6.0,0,,0,0.0,0,91.7
Isaiah McKenzie,BUF,1,1,18,0,1,3,3.0,15,15.0,3.0,0,,0,0.0,0,118.7
Gabriel Davis,BUF,1,1,26,1,1,26,26.0,0,0.0,26.0,0,,0,0.0,0,158.3
T.J. Yeldon,BUF,1,0,0,0,,0,,0,,-6.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Darren Waller,LVR,11,9,88,0,5,40,4.4,48,5.3,5.2,1,9.0,1,9.1,0,100.0
Hunter Renfrow,LVR,8,5,57,0,3,39,7.8,18,3.6,7.8,0,,1,12.5,0,83.9
Zay Jones,LVR,7,4,32,0,1,20,5.0,12,3.0,8.1,0,,1,14.3,0,68.7
Nelson Agholor,LVR,4,4,44,1,4,42,10.5,2,0.5,10.5,0,,0,0.0,0,152.1
Josh Jacobs,LVR,4,3,25,0,0,3,1.0,22,7.3,4.0,0,,0,0.0,0,90.6
Jalen Richard,LVR,4,2,10,0,0,1,0.5,9,4.5,1.3,0,,0,0.0,0,56.2
Alec Ingold,LVR,2,2,29,0,1,6,3.0,23,11.5,3.0,0,,0,0.0,0,118.7
Jason Witten,LVR,2,2,18,1,2,18,9.0,0,0.0,9.0,0,,0,0.0,0,143.7
Foster Moreau,LVR,1,1,8,0,,4,4.0,4,4.0,4.0,0,,0,0.0,0,100.0
