Quarter,Time,Tm,Detail,KAN,DEN
1.0,11:19,Broncos,Julius Thomas 4 yard pass from Peyton Manning (Brandon McManus kick),0,7
,2:02,Chiefs,Cairo Santos 45 yard field goal,3,7
2.0,10:32,Chiefs,Knile Davis 2 yard rush (Cairo Santos kick),10,7
,7:19,Broncos,Jacob Tamme 4 yard pass from Peyton Manning (Brandon McManus kick),10,14
,1:09,Broncos,Demaryius Thomas 12 yard pass from Peyton Manning (Brandon McManus kick),10,21
4.0,7:11,Chiefs,Knile Davis 4 yard rush (Cairo Santos kick),17,21
,3:27,Broncos,Brandon McManus 20 yard field goal,17,24
