#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NWE 39,3,2:01,6,Punt
2,1,9:46,NWE 36,3,2:41,-1,Punt
3,2,14:51,NWE 30,10,4:36,31,Field Goal
4,2,5:31,NWE 24,4,2:11,18,Punt
5,2,1:28,NWE 32,7,1:24,55,Field Goal
6,3,13:48,NWE 23,2,0:47,-9,Fumble
7,3,12:21,NWE 22,3,2:03,-7,Punt
8,3,10:09,NWE 20,3,1:17,9,Punt
9,3,7:54,NWE 26,2,0:35,-3,Interception
10,3,6:42,NWE 25,8,3:38,75,Touchdown
11,3,2:48,CHI 25,4,0:58,2,Field Goal
12,3,0:46,NWE 39,16,4:44,54,Field Goal
13,4,5:22,NWE 37,7,2:36,63,Touchdown
14,4,1:50,NWE 44,8,1:29,56,Touchdown
