Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rhamondre Stevenson,NWE,10,36,0,1,19,1.9,17,1.7,0,
Brandon Bolden,NWE,4,3,0,0,-2,-0.5,5,1.3,0,
Kendrick Bourne,NWE,2,19,0,1,15,7.5,4,2.0,0,
Mac Jones,NWE,1,12,0,1,0,0.0,12,12.0,0,
Jakobi Meyers,NWE,1,9,0,0,8,8.0,1,1.0,0,
Jonnu Smith,NWE,1,2,0,,2,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jonathan Taylor,IND,29,170,1,7,104,3.6,66,2.3,0,
Carson Wentz,IND,8,17,0,4,12,1.5,5,0.6,0,
Ashton Dulin,IND,2,39,0,1,34,17.0,5,2.5,0,
