Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Ahmad Bradshaw,NYG,0,0,,0,0,2,16,8.0,0,9
Domenik Hixon,NYG,0,0,,0,0,1,5,5.0,0,5
Sinorice Moss,NYG,4,90,22.5,0,29,0,0,,0,0
Chase Blackburn,NYG,1,3,3.0,0,3,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Patrick Crayton,DAL,0,0,,0,0,1,4,4.0,0,4
Felix Jones,DAL,6,134,22.3,0,38,0,0,,0,0
Miles Austin,DAL,1,29,29.0,0,29,0,0,,0,0
