Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,NYG 30,0,0,"Lawrence Tynes kicks off 63 yards, returned by Felix Jones for 16 yards (tackle by Chase Blackburn)",0.000,0.480
1,14:52,1,10,DAL 23,0,0,Tony Romo pass complete short left to Marion Barber for 5 yards (tackle by Michael Boley),0.480,0.610
1,14:33,2,5,DAL 28,0,0,Marion Barber right tackle for 3 yards (tackle by Barry Cofield),0.610,0.300
1,13:50,3,2,DAL 31,0,0,Tony Romo pass incomplete short middle intended for Martellus Bennett,0.300,-1.310
1,13:41,4,2,DAL 31,0,0,"Mat McBriar punts 47 yards, returned by Domenik Hixon for 5 yards (tackle by Mat McBriar). Penalty on C.C. Brown: Illegal Block Above the , 10 yards",-1.310,0.060
1,13:28,1,10,NYG 17,0,0,Eli Manning pass complete deep right to Steve Smith for 32 yards (tackle by Terence Newman),-0.060,2.190
1,12:43,1,10,NYG 49,0,0,Eli Manning pass complete short middle to Domenik Hixon for 13 yards (tackle by Ken Hamlin),2.190,3.050
1,12:04,1,10,DAL 38,0,0,Brandon Jacobs right guard for 4 yards (tackle by Bradie James and Gerald Sensabaugh),3.050,3.050
1,11:23,2,6,DAL 34,0,0,Brandon Jacobs left end for -5 yards (tackle by Jay Ratliff),3.050,1.680
1,10:41,3,11,DAL 39,0,0,Eli Manning pass complete deep right to Steve Smith for 26 yards (tackle by Bradie James),1.680,4.710
1,9:55,1,10,DAL 13,0,0,Eli Manning pass incomplete short middle intended for Domenik Hixon (defended by Orlando Scandrick),4.710,4.050
1,9:49,2,10,DAL 13,0,0,Brandon Jacobs right end for 1 yard (tackle by Ken Hamlin),4.050,3.280
1,9:09,3,9,DAL 12,0,0,Eli Manning pass incomplete short left intended for Domenik Hixon (defended by Mike Jenkins),3.280,2.630
1,9:03,4,9,DAL 12,3,0,Lawrence Tynes 30 yard field goal good,2.630,3.000
1,,,,NYG 30,3,0,"Lawrence Tynes kicks off 70 yards, returned by Felix Jones for 38 yards (tackle by C.C. Brown)",0.000,1.470
1,8:51,1,10,DAL 38,3,0,Felix Jones right end for 4 yards (tackle by Justin Tuck),1.470,1.460
1,8:20,2,6,DAL 42,3,0,Tony Romo pass complete short right to Jason Witten for 3 yards (tackle by Michael Boley),1.460,1.160
1,7:44,3,3,DAL 45,3,0,Tony Romo pass complete short right to Tashard Choice for 3 yards (tackle by Terrell Thomas),1.160,2.130
1,7:14,1,10,DAL 48,3,0,Tony Romo pass complete short left to Jason Witten for 8 yards (tackle by Michael Johnson),2.130,2.660
1,6:36,2,2,NYG 44,3,0,Marion Barber right guard for -1 yards (tackle by Mathias Kiwanuka),2.660,1.820
1,6:04,3,3,NYG 45,3,0,Tashard Choice left tackle for 5 yards (tackle by Mathias Kiwanuka and Michael Johnson),1.820,2.920
1,5:28,1,10,NYG 40,3,0,Marion Barber left end for 27 yards (tackle by Kenny Phillips),2.920,4.710
1,4:57,1,10,NYG 13,3,0,Tony Romo pass complete short left to Martellus Bennett for 11 yards (tackle by Kenny Phillips and Terrell Thomas),4.710,6.740
1,4:15,1,2,NYG 2,3,6,"Marion Barber middle for 2 yards, touchdown",6.740,7.000
1,,,,NYG 2,3,7,Nick Folk kicks extra point good,0.000,0.000
1,,,,DAL 30,3,7,"David Buehler kicks off 64 yards, returned by Sinorice Moss for 19 yards (tackle by Bobby Carpenter)",0.000,0.610
1,4:05,1,10,NYG 25,3,7,Eli Manning pass incomplete short left intended for Kevin Boss (defended by Anthony Spencer),0.610,0.060
1,4:00,2,10,NYG 25,3,7,Brandon Jacobs middle for 2 yards (tackle by Bradie James),0.060,-0.360
1,3:15,3,8,NYG 27,3,7,Eli Manning pass incomplete (defended by DeMarcus Ware),-0.360,-1.570
1,3:10,4,8,NYG 27,3,7,"Jeff Feagles punts 49 yards, fair catch by Patrick Crayton",-1.570,-0.540
1,3:03,1,10,DAL 24,3,7,Tony Romo pass incomplete short middle intended for Martellus Bennett (defended by Fred Robbins),0.540,0.000
1,3:00,2,10,DAL 24,3,7,Tony Romo pass incomplete short right intended for Roy Williams,0.000,-0.690
1,2:56,3,10,DAL 24,9,7,"Tony Romo pass incomplete short right intended for Patrick Crayton is intercepted by Bruce Johnson at DAL-34 and returned for 34 yards, touchdown",-0.690,-7.000
1,,,,DAL 2,10,7,Lawrence Tynes kicks extra point good,0.000,0.000
1,,,,NYG 30,10,7,"Lawrence Tynes kicks off 65 yards, returned by Felix Jones for 23 yards. Felix Jones fumbles, recovered by Bryan Kehl at DAL-27",0.000,-3.780
1,2:37,1,10,DAL 27,10,7,Brandon Jacobs right tackle for 6 yards (tackle by DeMarcus Ware),3.780,4.040
1,1:50,,,,10,7,Timeout #1 by New York Giants,0.000,4.040
1,1:50,2,4,DAL 21,10,7,Brandon Jacobs middle for no gain (tackle by Keith Brooking and Bradie James),4.040,3.340
1,1:04,3,4,DAL 21,10,7,Eli Manning pass complete short middle to Steve Smith for 15 yards (tackle by Ken Hamlin),3.340,5.830
1,0:25,1,6,DAL 6,10,7,Brandon Jacobs right guard for 1 yard (tackle by Keith Brooking),5.830,5.150
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,DAL 5,10,7,Ahmad Bradshaw right end for -7 yards (tackle by Jay Ratliff),5.150,3.100
2,14:18,3,12,DAL 12,10,7,Eli Manning pass complete short left to Steve Smith for 3 yards (tackle by Mike Jenkins),3.100,2.830
2,13:36,4,9,DAL 9,13,7,Lawrence Tynes 28 yard field goal good,2.830,3.000
2,,,,NYG 30,13,7,"Lawrence Tynes kicks off 61 yards, returned by Felix Jones for 18 yards (tackle by Chase Blackburn)",0.000,0.740
2,13:26,1,10,DAL 27,13,7,Marion Barber right tackle for 9 yards (tackle by Terrell Thomas and Antonio Pierce),0.740,1.410
2,12:47,2,1,DAL 36,13,7,Marion Barber right tackle for 3 yards (tackle by Kenny Phillips and Antonio Pierce),1.410,1.530
2,12:47,1,10,DAL 39,13,7,"Penalty on Osi Umenyiora: Defensive Offside, 5 yards (no play)",1.530,2.260
2,11:57,1,5,DAL 44,13,7,Marion Barber left end for no gain (tackle by Terrell Thomas),2.260,1.660
2,11:24,2,5,DAL 44,13,7,"Tony Romo pass complete short middle to Miles Austin for 20 yards (tackle by Michael Boley). Penalty on Michael Boley: Face Mask (15 Yards), 15 yards",1.660,4.170
2,10:50,1,10,NYG 21,13,7,Patrick Crayton right end for 20 yards (tackle by Corey Webster),4.170,6.970
2,10:22,1,1,NYG 1,13,7,Marion Barber left tackle for no gain (tackle by Antonio Pierce and Michael Boley),6.970,5.910
2,9:53,,,,13,7,Timeout #2 by New York Giants,0.000,5.910
2,9:53,2,1,NYG 1,13,7,Marion Barber middle for no gain (tackle by Fred Robbins),5.910,5.170
