#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,JAX 25,3,1:47,-5,Punt
2,1,8:22,JAX 25,5,1:57,15,Punt
3,1,0:22,JAX 4,9,4:14,56,Fumble
4,2,9:00,JAX 25,3,2:09,-14,Punt
5,2,4:44,JAX 25,3,1:36,15,Punt
6,2,2:00,JAX 44,8,1:45,31,Field Goal
7,3,11:29,JAX 25,7,3:56,75,Touchdown
8,3,4:21,JAX 7,3,1:32,8,Punt
9,3,2:18,JAX 20,3,1:47,0,Punt
10,4,14:14,JAX 17,4,1:02,31,Punt
11,4,9:07,ARI 38,4,1:41,38,Touchdown
12,4,3:38,JAX 42,4,0:56,20,Interception
13,4,1:14,JAX 10,3,0:58,7,Punt
14,4,0:01,,1,0:01,0,Fumble
