Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,IND 29,0,14,Patrick Mahomes pass incomplete deep middle intended for Tyreek Hill,3.240,2.540
2,14:55,3,8,IND 29,0,14,Patrick Mahomes pass complete short left to Travis Kelce for 10 yards (tackle by J.J. Wilcox),2.540,4.310
2,14:10,1,10,IND 19,0,14,Patrick Mahomes sacked by Jabaal Sheard for -7 yards,4.310,2.820
2,13:28,2,17,IND 26,0,14,"Penalty on Margus Hunt: Encroachment, 5 yards (no play)",2.820,3.490
2,13:07,2,12,IND 21,0,14,Patrick Mahomes pass incomplete short right intended for Chris Conley,3.490,2.810
2,13:01,3,12,IND 21,0,14,Patrick Mahomes pass complete short right to Damien Williams for no gain,2.810,2.060
2,12:18,4,12,IND 21,0,17,Harrison Butker 39 yard field goal good,2.060,3.000
2,12:13,,,KAN 35,0,17,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,12:13,1,10,IND 25,0,17,Marlon Mack left end for -6 yards (tackle by Derrick Nnadi),0.610,-0.810
2,11:39,2,16,IND 19,0,17,Andrew Luck pass complete short right to T.Y. Hilton for 10 yards (tackle by Jordan Lucas and Charvarius Ward),-0.810,-0.100
2,10:54,3,6,IND 29,0,17,Andrew Luck pass complete short right to Eric Ebron for 5 yards (tackle by Anthony Hitchens and Charvarius Ward),-0.100,-1.110
2,10:19,4,1,IND 34,0,17,"Rigoberto Sanchez punts 51 yards, returned by Tyreek Hill for 3 yards (tackle by Nate Hairston)",-1.110,-0.040
2,10:06,1,10,KAN 18,0,17,Patrick Mahomes pass complete short right to Tyreek Hill for no gain (tackle by Anthony Walker),0.040,-0.490
2,9:31,2,10,KAN 18,0,17,Damien Williams middle for 6 yards (tackle by Al-Quadin Muhammad),-0.490,-0.400
2,8:42,3,4,KAN 24,0,17,"Penalty on Jabaal Sheard: Neutral Zone Infraction, 5 yards (no play)",-0.400,0.870
2,8:19,1,10,KAN 29,0,17,"Penalty on Eric Fisher: False Start, 5 yards (no play)",0.870,0.540
2,7:59,1,15,KAN 24,0,17,"Patrick Mahomes pass complete short left to Tyreek Hill for 2 yards (tackle by Denico Autry). Penalty on Eric Fisher: Offensive Holding, 10 yards (no play)",0.540,-0.620
2,7:33,1,25,KAN 14,0,17,Damien Williams right guard for 1 yard (tackle by Darius Leonard and Margus Hunt),-0.620,-1.710
2,6:51,2,24,KAN 15,0,17,Patrick Mahomes pass complete short right to Damien Williams for 4 yards (tackle by Pierre Desir),-1.710,-1.790
2,6:11,3,20,KAN 19,0,17,Patrick Mahomes pass incomplete deep right intended for Travis Kelce,-1.790,-2.140
2,6:04,4,20,KAN 19,6,17,"Dustin Colquitt punts blocked by Najee Goode, recovered by Zach Pascal, touchdown",-2.140,-7.000
2,5:56,,,KAN 15,7,17,Adam Vinatieri kicks extra point good,0.000,0.000
2,5:56,,,IND 35,7,17,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,5:56,1,10,KAN 25,7,17,Patrick Mahomes pass complete short middle to Travis Kelce for 30 yards (tackle by Clayton Geathers),0.610,2.590
2,5:15,1,10,IND 45,7,17,Patrick Mahomes pass complete short right to Sammy Watkins for 5 yards (tackle by Clayton Geathers),2.590,2.720
2,4:34,2,5,IND 40,7,17,Patrick Mahomes pass complete short middle to Tyreek Hill for 14 yards (tackle by Clayton Geathers),2.720,3.840
2,4:00,1,10,IND 26,7,17,Damien Williams right tackle for 7 yards (tackle by Clayton Geathers),3.840,4.270
2,3:24,2,3,IND 19,7,17,Damien Williams right end for -3 yards (tackle by Denico Autry),4.270,3.140
2,2:41,3,6,IND 22,7,17,Patrick Mahomes pass complete short middle to Travis Kelce for 7 yards (tackle by Kenny Moore),3.140,4.580
2,2:00,1,10,IND 15,7,17,Patrick Mahomes pass complete short right to Damien Williams for 9 yards (tackle by Pierre Desir and Darius Leonard),4.580,5.600
2,1:54,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:54,2,1,IND 6,7,17,Patrick Mahomes pass complete short middle to Sammy Watkins for 4 yards (tackle by Anthony Walker),5.600,6.740
2,1:50,,,,,,Timeout #2 by Indianapolis Colts,,
2,1:50,1,2,IND 2,7,17,Sammy Watkins right end for -2 yards (tackle by George Odum),6.740,5.340
2,1:46,,,,,,Timeout #3 by Indianapolis Colts,,
2,1:46,2,4,IND 4,7,23,"Patrick Mahomes right end for 4 yards, touchdown",5.340,7.000
2,1:40,,,IND 15,7,24,Harrison Butker kicks extra point good,0.000,0.000
2,1:40,,,KAN 35,7,24,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,1:40,1,10,IND 25,7,24,Andrew Luck pass complete deep middle to Eric Ebron for 21 yards (tackle by Eric Murray and Anthony Hitchens),0.610,1.990
2,1:18,1,10,IND 46,7,24,Andrew Luck pass complete short left to Dontrelle Inman for 12 yards (tackle by Steven Nelson),1.990,2.790
2,0:51,1,10,KAN 42,7,24,Andrew Luck pass complete short right to Eric Ebron for 4 yards (tackle by Anthony Hitchens),2.790,2.780
2,0:43,2,6,KAN 38,7,24,Andrew Luck pass complete short left to Chester Rogers for 11 yards (tackle by Eric Murray),2.780,3.780
2,0:21,1,10,KAN 27,7,24,Andrew Luck pass complete short left to Dontrelle Inman for 13 yards (tackle by Steven Nelson),3.780,4.650
2,0:15,1,10,KAN 14,7,24,Andrew Luck left end for 9 yards (tackle by Anthony Hitchens),4.650,5.670
2,0:08,2,1,KAN 5,7,24,Andrew Luck pass incomplete short left intended for Mo Alie-Cox (defended by Steven Nelson),5.670,4.960
2,0:03,3,1,KAN 5,7,24,Adam Vinatieri 23 yard field goal no good,4.960,-0.350
Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,7,24,"Rigoberto Sanchez kicks off 67 yards, (tackle by Corey Moore)",0.000,-0.280
3,14:56,1,10,KAN 14,7,24,Patrick Mahomes pass complete short left to Sammy Watkins for 9 yards (tackle by Kenny Moore),-0.280,0.550
3,14:24,2,1,KAN 23,7,24,Damien Williams left guard for 5 yards (tackle by Darius Leonard),0.550,0.810
3,13:48,1,10,KAN 28,7,24,Patrick Mahomes pass incomplete deep middle intended for Tyreek Hill (defended by J.J. Wilcox),0.810,0.260
3,13:40,2,10,KAN 28,7,24,Damien Williams left end for 11 yards,0.260,1.530
3,13:03,1,10,KAN 39,7,24,Damien Williams middle for 1 yard (tackle by Jabaal Sheard and Denico Autry),1.530,1.120
3,12:27,2,9,KAN 40,7,24,Patrick Mahomes pass complete short right to Gehrig Dieter for 11 yards (tackle by Darius Leonard),1.120,2.320
3,11:44,1,10,IND 49,7,24,"Patrick Mahomes aborted snap, recovered by Patrick Mahomes at KC-44 and returned for -7 yards",2.320,0.840
3,11:05,2,17,KAN 44,7,24,Patrick Mahomes pass complete short right to Travis Kelce for 15 yards (tackle by Pierre Desir),0.840,2.150
3,10:21,3,2,IND 41,7,24,Darrel Williams up the middle for 1 yard (tackle by Clayton Geathers and Quincy Wilson),2.150,0.590
3,9:50,4,1,IND 40,7,24,Damien Williams middle for 2 yards (tackle by Darius Leonard),0.590,3.050
3,9:05,1,10,IND 38,7,24,Patrick Mahomes pass incomplete short right intended for Damien Williams,3.050,2.510
3,9:00,2,10,IND 38,7,24,Patrick Mahomes pass incomplete short left intended for Sammy Watkins,2.510,1.820
3,8:56,3,10,IND 38,7,24,"Patrick Mahomes pass deep left is intercepted by Pierre Desir at IND-1 and returned for no gain. Penalty on Margus Hunt: Defensive Offside, 5 yards (no play)",1.820,2.480
3,8:47,3,5,IND 33,7,24,Patrick Mahomes pass incomplete deep right intended for Travis Kelce,2.480,1.170
3,8:40,4,5,IND 33,7,24,"Patrick Mahomes sacked by Denico Autry for -5 yards. Penalty on Denico Autry: Unnecessary Roughness, 15 yards",1.170,-0.480
3,8:32,1,10,IND 23,7,24,Andrew Luck pass complete short right to Chester Rogers for 4 yards (tackle by Kendall Fuller),0.480,0.470
3,8:10,2,6,IND 27,7,24,Andrew Luck pass complete short right to Dontrelle Inman for 10 yards (tackle by Charvarius Ward),0.470,1.400
3,7:46,1,10,IND 37,7,24,Andrew Luck pass incomplete short right intended for Eric Ebron (defended by Charvarius Ward),1.400,0.860
3,7:39,2,10,IND 37,7,24,Andrew Luck pass incomplete short left intended for Chester Rogers,0.860,0.170
3,7:34,3,10,IND 37,7,24,Andrew Luck pass complete short left to Chester Rogers for no gain (tackle by Daniel Sorensen),0.170,-0.910
3,6:49,4,10,IND 37,7,24,"Rigoberto Sanchez punts 45 yards, returned by Tyreek Hill for no gain (tackle by Christopher Milton). Tyreek Hill fumbles (forced by Christopher Milton) (tackle by Clayton Geathers)",-0.910,-0.340
3,6:38,1,10,KAN 21,7,24,Patrick Mahomes pass complete short left to Tyreek Hill for 11 yards (tackle by Kenny Moore),0.340,1.070
3,6:02,1,10,KAN 32,7,24,Damien Williams left end for -5 yards (tackle by Darius Leonard),1.070,-0.150
3,5:25,2,15,KAN 27,7,24,Patrick Mahomes pass complete short right to Sammy Watkins for 10 yards (tackle by Quincy Wilson),-0.150,0.500
3,4:45,3,5,KAN 37,7,24,"Penalty on Cameron Erving: False Start, 5 yards (no play)",0.500,-0.160
3,4:24,3,10,KAN 32,7,24,Patrick Mahomes pass complete short middle to Tyreek Hill for 2 yards (tackle by Kenny Moore),-0.160,-1.110
3,3:52,4,8,KAN 34,7,24,"Dustin Colquitt punts 35 yards, fair catch by Chester Rogers at IND-31",-1.110,-1.000
3,3:45,1,10,IND 31,7,24,Andrew Luck pass complete deep middle to Dontrelle Inman for 20 yards (tackle by Charvarius Ward),1.000,2.320
3,3:19,1,10,KAN 49,7,24,Marlon Mack up the middle for 3 yards (tackle by Anthony Hitchens),2.320,2.190
3,2:52,2,7,KAN 46,7,24,"Marlon Mack up the middle for no gain (tackle by Jordan Lucas and Anthony Hitchens). Penalty on Braden Smith: Offensive Holding, 10 yards (no play)",2.190,0.840
3,2:24,2,17,IND 44,7,24,Andrew Luck pass complete short right to T.Y. Hilton for 11 yards (tackle by Anthony Hitchens),0.840,1.620
3,1:52,3,6,KAN 45,7,24,Andrew Luck sacked by Justin Houston for -12 yards,1.620,-0.520
3,1:15,4,18,IND 43,7,24,"Rigoberto Sanchez punts 57 yards, touchback.",-0.520,-0.280
3,1:05,1,10,KAN 20,7,24,"Patrick Mahomes pass complete short middle to Sammy Watkins for no gain (tackle by Darius Leonard). Sammy Watkins fumbles (forced by Darius Leonard), recovered by Darius Leonard at KC-20 (tackle by Sammy Watkins)",0.280,-4.240
3,1:00,1,10,KAN 20,7,24,Andrew Luck pass incomplete deep left intended for T.Y. Hilton (defended by Kendall Fuller),4.240,3.690
3,0:55,2,10,KAN 20,7,24,"Andrew Luck sacked by Dee Ford for -9 yards. Andrew Luck fumbles (forced by Dee Ford), recovered by Justin Houston at KC-32 (tackle by Andrew Luck)",3.690,-1.070
3,0:50,1,10,KAN 32,7,24,Patrick Mahomes pass complete deep right to Tyreek Hill for 17 yards (tackle by Pierre Desir),1.070,2.190
Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 49,7,24,Damien Williams middle for 14 yards,2.190,3.120
4,14:15,1,10,IND 37,7,24,"Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by Denico Autry). Penalty on Cameron Erving: Illegal Use of Hands, 10 yards (no play)",3.120,2.460
4,14:11,1,20,IND 47,7,24,Damien Williams left guard for 5 yards (tackle by Anthony Walker),2.460,1.900
4,13:35,2,15,IND 42,7,24,Patrick Mahomes pass complete short left to Damien Williams for 8 yards (tackle by Darius Leonard and Pierre Desir),1.900,2.280
4,12:54,3,7,IND 34,7,24,Patrick Mahomes sacked by Kenny Moore for -8 yards,2.280,0.460
4,12:18,4,15,IND 42,7,24,Dustin Colquitt punts 25 yards out of bounds,0.460,0.060
4,12:11,1,10,IND 17,7,24,Marlon Mack right guard for 3 yards (tackle by Xavier Williams),-0.060,-0.060
4,11:42,2,7,IND 20,7,24,Andrew Luck up the middle for 8 yards (tackle by Dee Ford),-0.060,0.810
4,11:13,1,10,IND 28,7,24,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Charvarius Ward),0.810,0.260
4,11:07,2,10,IND 28,7,24,"Penalty on Eric Ebron: False Start, 5 yards (no play)",0.260,-0.410
4,11:07,2,15,IND 23,7,24,Andrew Luck pass incomplete short left intended for T.Y. Hilton (defended by Chris Jones),-0.410,-1.090
4,11:02,3,15,IND 23,7,24,Andrew Luck pass incomplete short left intended for T.Y. Hilton,-1.090,-1.830
4,10:55,4,15,IND 23,7,24,"Rigoberto Sanchez punts 43 yards, returned by Tyreek Hill for 4 yards",-1.830,-1.470
4,10:42,1,10,KAN 38,7,24,Damien Williams left end for 4 yards (tackle by Anthony Walker),1.470,1.460
4,10:05,2,6,KAN 42,7,24,Damien Williams middle for no gain (tackle by Darius Leonard),1.460,0.760
4,9:24,3,6,KAN 42,7,24,Patrick Mahomes sacked by Kenny Moore for -5 yards,0.760,-0.910
4,8:45,4,11,KAN 37,7,24,"Dustin Colquitt punts 50 yards, fair catch by Chester Rogers at IND-13",-0.910,0.320
4,8:35,1,10,IND 13,7,24,Andrew Luck pass incomplete short right intended for T.Y. Hilton,-0.320,-0.770
4,8:31,2,10,IND 13,7,24,Marlon Mack right end for 20 yards (tackle by Jordan Lucas),-0.770,1.140
4,8:01,1,10,IND 33,7,24,Marlon Mack up the middle for 11 yards (tackle by Anthony Hitchens and Daniel Sorensen),1.140,1.860
4,7:29,1,10,IND 44,7,24,Andrew Luck pass incomplete short left intended for Jordan Wilkins,1.860,1.320
4,7:24,2,10,IND 44,7,24,Nyheim Hines up the middle for 14 yards (tackle by Jordan Lucas),1.320,2.790
4,6:57,1,10,KAN 42,7,24,Andrew Luck pass incomplete deep right intended for Eric Ebron (defended by Jordan Lucas),2.790,2.240
4,6:48,2,10,KAN 42,7,24,Nyheim Hines up the middle for 1 yard (tackle by Eric Murray),2.240,1.680
4,6:09,3,9,KAN 41,7,24,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Chris Jones),1.680,0.530
4,6:04,4,9,KAN 41,7,24,Andrew Luck pass complete short left to Chester Rogers for 12 yards (tackle by Kendall Fuller),0.530,3.640
4,5:37,1,10,KAN 29,13,24,"Andrew Luck pass complete deep left to T.Y. Hilton for 29 yards, touchdown",3.640,7.000
4,5:31,,,KAN 15,13,24,Adam Vinatieri kicks extra point no good wide right,0.000,-1.000
4,5:31,,,IND 35,13,24,"Rigoberto Sanchez kicks off 49 yards, (tackle by Nate Hairston)",0.000,1.530
4,5:25,1,10,KAN 39,13,24,Damien Williams left end for 4 yards (tackle by Clayton Geathers),1.530,1.530
4,4:44,2,6,KAN 43,13,24,Damien Williams left tackle for 12 yards (tackle by Clayton Geathers),1.530,2.590
4,4:00,1,10,IND 45,13,24,Damien Williams left end for 3 yards,2.590,2.450
4,3:54,,,,,,Timeout #1 by Indianapolis Colts,,
4,3:54,2,7,IND 42,13,24,Damien Williams right end for 4 yards (tackle by J.J. Wilcox),2.450,2.280
4,3:48,,,,,,Timeout #2 by Indianapolis Colts,,
4,3:48,3,3,IND 38,13,24,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill,2.280,0.720
4,3:42,4,3,IND 38,13,24,"Dustin Colquitt punts 34 yards. Penalty on Najee Goode: Running Into the Kicker, 5 yards (no play)",0.720,3.380
4,3:32,1,10,IND 33,13,24,Damien Williams middle for 24 yards (tackle by J.J. Wilcox),3.380,5.140
4,3:24,1,9,IND 9,13,24,Damien Williams middle for 4 yards (tackle by Darius Leonard),5.140,5.150
4,3:18,,,,,,Timeout #3 by Indianapolis Colts,,
4,3:17,2,5,IND 5,13,24,Damien Williams middle for -1 yards (tackle by Anthony Walker),5.150,4.040
4,2:32,3,6,IND 6,13,30,"Darrel Williams up the middle for 6 yards, touchdown",4.040,7.000
4,2:23,,,IND 15,13,31,Harrison Butker kicks extra point good,0.000,0.000
4,2:23,,,KAN 35,13,31,"Harrison Butker kicks off 60 yards, returned by Zach Pascal for 27 yards (tackle by Frank Zombo)",0.000,1.070
4,2:16,1,10,IND 32,13,31,Nyheim Hines up the middle for 9 yards (tackle by Kendall Fuller and Eric Murray),1.070,1.740
4,2:00,2,1,IND 41,13,31,Andrew Luck pass complete short left to T.Y. Hilton for 10 yards (tackle by Eric Murray),1.740,2.320
4,1:36,1,10,KAN 49,13,31,Andrew Luck pass complete short right to Eric Ebron for 4 yards,2.320,2.320
4,1:12,2,6,KAN 45,13,31,Andrew Luck pass complete short left to Eric Ebron for 17 yards,2.320,3.710
4,1:07,1,10,KAN 28,13,31,Andrew Luck pass complete short right to Chester Rogers for 3 yards (tackle by Reggie Ragland),3.710,3.570
4,0:41,2,7,KAN 25,13,31,"Andrew Luck pass incomplete deep right intended for Daurice Fountain. Penalty on Charvarius Ward: Defensive Pass Interference, 14 yards (no play)",3.570,4.840
4,0:34,1,10,KAN 11,13,31,Andrew Luck pass incomplete short right intended for Eric Ebron,4.840,4.140
4,0:29,2,10,KAN 11,13,31,Andrew Luck pass incomplete short middle intended for Zach Pascal (defended by Charvarius Ward),4.140,3.130
4,0:24,3,10,KAN 11,13,31,Andrew Luck pass complete short right to Zach Pascal for 7 yards (tackle by Reggie Ragland),3.130,3.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
