Quarter,Time,Down,ToGo,Location,SEA,DEN,Detail,EPB,EPA
2,8:03,3,8,SEA 47,0,3,Jay Cutler pass complete short left to Stephen Alexander for 9 yards,1.360,3.050
2,7:37,1,10,SEA 38,0,3,Tatum Bell left tackle for 31 yards (tackle by Ken Hamlin),3.050,5.600
2,7:02,1,7,SEA 7,0,3,Tatum Bell right tackle for no gain (tackle by Russell Davis),5.600,4.760
2,6:21,2,7,SEA 7,0,9,"Jay Cutler pass complete short left to Stephen Alexander for 7 yards, touchdown",4.760,7.000
2,,,,SEA 2,0,10,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,0,10,"Paul Ernster kicks off 70 yards, returned by Nate Burleson for 24 yards (tackle by Karl Paymah)",0.000,0.540
2,6:08,1,10,SEA 24,0,10,Matt Hasselbeck pass incomplete short right intended for Jerramy Stevens (defended by Al Wilson),0.540,0.000
2,6:01,2,10,SEA 24,0,10,"Penalty on Matt Hasselbeck: Delay of Game, 5 yards (no play)",0.000,-0.740
2,6:01,2,15,SEA 19,0,10,Matt Hasselbeck pass incomplete short left intended for D.J. Hackett,-0.740,-1.430
2,5:54,3,15,SEA 19,0,10,Matt Hasselbeck pass complete short right to Will Heller for 4 yards (tackle by Domonique Foxworth),-1.430,-1.830
2,5:19,4,11,SEA 23,0,10,"Ryan Plackemeier punts 46 yards, fair catch by Darrent Williams",-1.830,-1.000
2,5:11,1,10,DEN 31,6,10,"Jay Cutler pass incomplete is intercepted by Darryl Tapp at DEN-25 and returned for 25 yards, touchdown",1.000,-7.000
2,,,,DEN 2,7,10,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,7,10,"Josh Brown kicks off 70 yards, touchback",0.000,0.280
2,5:00,1,10,DEN 20,7,10,Tatum Bell right end for 11 yards (tackle by LeRoy Hill),0.280,1.000
2,4:41,1,10,DEN 31,7,10,Tatum Bell middle for 17 yards (tackle by Ken Hamlin),1.000,2.130
2,4:03,1,10,DEN 48,7,10,Tatum Bell right guard for 2 yards (tackle by Bryce Fisher and Rocky Bernard),2.130,1.850
2,3:25,2,8,DEN 50,7,10,Mike Bell middle for 4 yards (tackle by Russell Davis),1.850,1.680
2,2:45,3,4,SEA 46,7,10,"Jay Cutler pass complete short left to Rod Smith for 6 yards (tackle by Marcus Trufant). Rod Smith fumbles (forced by Marcus Trufant), recovered by Julian Peterson at SEA-40 and returned for 25 yards (tackle by Nate Jackson)",1.680,-3.250
2,2:30,1,10,DEN 35,7,10,Shaun Alexander left tackle for no gain (tackle by Michael Myers),3.250,2.700
2,2:00,2,10,DEN 35,7,10,Matt Hasselbeck pass incomplete short middle intended for Jerramy Stevens,2.700,2.010
2,1:57,3,10,DEN 35,7,10,Matt Hasselbeck pass incomplete short right intended for Jerramy Stevens,2.010,0.970
2,1:52,4,10,DEN 35,7,10,"Josh Brown 53 yard field goal no good. Penalty on Will Heller: Offensive Holding, 10 yards",0.970,-2.460
2,1:47,1,10,SEA 47,7,10,Jay Cutler pass complete short right to Javon Walker for 5 yards (tackle by Kelly Herndon),2.460,2.590
2,1:30,2,5,SEA 42,7,10,Jay Cutler pass complete short left to Tatum Bell for 8 yards (tackle by LeRoy Hill and Ken Hamlin),2.590,3.310
2,1:17,,,,7,10,Timeout #1 by Denver Broncos,0.000,3.310
2,1:17,1,10,SEA 34,7,10,Tatum Bell middle for no gain (tackle by Julian Peterson),3.310,2.770
2,1:00,2,10,SEA 34,7,10,Jay Cutler pass incomplete deep right intended for Javon Walker (defended by Kelly Jennings),2.770,2.080
2,0:54,3,10,SEA 34,7,10,Jay Cutler pass complete short left to Nate Jackson for 9 yards (tackle by Lofa Tatupu and Kelly Herndon),2.080,1.950
2,0:24,,,,7,10,Timeout #2 by Denver Broncos,0.000,1.950
2,0:24,4,1,SEA 25,7,10,Jason Elam right end for 2 yards (tackle by Lofa Tatupu),1.950,4.040
2,0:01,1,10,SEA 23,7,13,Jason Elam 41 yard field goal good,4.040,3.000
Quarter,Time,Down,ToGo,Location,SEA,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,7,13,"Josh Brown kicks off 72 yards, returned by Brian Clark for 36 yards (tackle by Kelly Jennings)",0.000,1.200
3,14:53,1,10,DEN 34,7,13,Tatum Bell middle for 1 yard (tackle by LeRoy Hill),1.200,0.790
3,14:15,2,9,DEN 35,7,13,Tatum Bell middle for 3 yards (tackle by Bryce Fisher),0.790,0.500
3,13:33,3,6,DEN 38,7,13,Jay Cutler pass complete short right to Javon Walker for 12 yards (tackle by Kelly Jennings),0.500,2.260
3,12:46,1,10,DEN 50,7,13,Tatum Bell left tackle for 3 yards (tackle by Craig Terrill and Russell Davis),2.260,2.120
3,12:04,2,7,SEA 47,7,13,Jay Cutler pass incomplete short right intended for Kyle Johnson,2.120,1.420
3,11:58,3,7,SEA 47,7,13,Jay Cutler pass complete short left to Tony Scheffler for 15 yards (tackle by Ken Hamlin),1.420,3.450
3,11:15,1,10,SEA 32,7,13,"Jay Cutler pass incomplete deep left intended for Rod Smith (defended by Marcus Trufant). Penalty on Mike Bell: Offensive Holding, 10 yards (no play)",3.450,2.790
3,11:08,1,20,SEA 42,7,13,"Jay Cutler for no gain. Jay Cutler fumbles, recovered by Rocky Bernard at SEA-46 (tackle by Jay Cutler)",2.790,-1.990
3,10:46,1,10,SEA 46,7,13,Matt Hasselbeck pass complete short right to Nate Burleson for 7 yards (tackle by Champ Bailey and John Lynch),1.990,2.400
3,10:16,2,3,DEN 47,7,13,Matt Hasselbeck pass complete short left to Shaun Alexander for 2 yards (tackle by D.J. Williams),2.400,1.950
3,9:49,3,1,DEN 45,7,13,"Penalty on Jerramy Stevens: False Start, 5 yards (no play)",1.950,1.290
3,9:26,3,6,DEN 50,7,13,Shaun Alexander middle for 3 yards (tackle by Demetrin Veal and Ebenezer Ekuban),1.290,0.130
3,8:48,4,3,DEN 47,7,13,"Ryan Plackemeier punts 36 yards, fair catch by Darrent Williams",0.130,0.370
3,8:40,1,10,DEN 11,7,13,Tatum Bell right tackle for 8 yards (tackle by LeRoy Hill),-0.370,0.170
3,8:04,2,2,DEN 19,7,13,Tatum Bell right tackle for 1 yard (tackle by Grant Wistrom),0.170,-0.370
3,7:24,3,1,DEN 20,7,13,Cecil Sapp middle for 20 yards (tackle by Jordan Babineaux and Lofa Tatupu),-0.370,1.600
3,6:42,1,10,DEN 40,7,13,Jay Cutler pass incomplete deep right intended for Javon Walker,1.600,1.050
3,6:36,2,10,DEN 40,7,13,Jay Cutler pass incomplete short right intended for Tony Scheffler (defended by LeRoy Hill),1.050,0.370
3,6:31,3,10,DEN 40,7,13,Jay Cutler sacked by Julian Peterson for -9 yards,0.370,-1.310
3,6:02,4,19,DEN 31,7,13,"Paul Ernster punts 44 yards, returned by Nate Burleson for 2 yards (tackle by Mike Leach)",-1.310,-0.740
3,5:52,1,10,SEA 27,7,13,Shaun Alexander right guard for 18 yards (tackle by Al Wilson),0.740,1.930
3,5:21,1,10,SEA 45,7,13,Shaun Alexander right tackle for 7 yards (tackle by Domonique Foxworth),1.930,2.330
3,4:37,2,3,DEN 48,7,13,Maurice Morris right end for 1 yard (tackle by D.J. Williams),2.330,1.750
3,3:55,3,2,DEN 47,7,13,Matt Hasselbeck pass complete short middle to Darrell Jackson for 7 yards (tackle by John Lynch),1.750,2.920
3,3:20,1,10,DEN 40,7,13,Matt Hasselbeck pass incomplete deep right intended for Darrell Jackson is intercepted by Champ Bailey at DEN-0,2.920,-0.280
3,3:12,1,10,DEN 20,7,13,Tatum Bell left guard for 3 yards (tackle by Bryce Fisher),0.280,0.140
3,2:37,2,7,DEN 23,7,13,Jay Cutler pass incomplete short right intended for Javon Walker (defended by Ken Hamlin),0.140,-0.560
3,2:34,3,7,DEN 23,7,13,Jay Cutler pass incomplete deep right intended for Javon Walker,-0.560,-1.830
3,2:29,4,7,DEN 23,7,13,"Paul Ernster punts 56 yards, returned by Nate Burleson for 14 yards (tackle by Karl Paymah). Penalty on Joe Tafoya: Illegal Block Above the , 10 yards",-1.830,-0.610
3,2:16,1,10,SEA 25,7,13,Shaun Alexander left guard for 13 yards (tackle by Al Wilson and Domonique Foxworth),0.610,1.470
3,1:53,1,10,SEA 38,7,13,Shaun Alexander right tackle for -3 yards (tackle by Michael Myers and Ebenezer Ekuban),1.470,0.520
3,1:20,2,13,SEA 35,7,13,Matt Hasselbeck pass complete short left to Deion Branch for 10 yards (tackle by Darrent Williams),0.520,1.160
3,0:46,3,3,SEA 45,7,13,Matt Hasselbeck pass incomplete short right intended for Darrell Jackson,1.160,-0.390
3,0:41,4,3,SEA 45,7,13,Ryan Plackemeier punts 54 yards,-0.390,0.380
3,0:29,1,10,DEN 1,7,13,Tatum Bell middle for no gain (tackle by Rocky Bernard and Grant Wistrom),-0.380,-0.780
Quarter,Time,Down,ToGo,Location,SEA,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DEN 1,7,13,Cecil Sapp middle for 4 yards (tackle by Chartric Darby),-0.780,-0.950
4,14:21,3,6,DEN 5,7,13,Jay Cutler sacked by Bryce Fisher for -3 yards,-0.950,-2.490
4,13:42,4,9,DEN 2,7,13,"Paul Ernster punts 41 yards, returned by Nate Burleson for 7 yards (tackle by Curome Cox)",-2.490,-3.180
4,13:32,1,10,DEN 36,7,13,Shaun Alexander left end for 5 yards (tackle by Darrent Williams),3.180,3.310
4,13:05,2,5,DEN 31,7,13,Shaun Alexander left guard for 1 yard (tackle by Al Wilson and John Engelberger),3.310,2.740
4,12:24,3,4,DEN 30,7,13,Matt Hasselbeck sacked by Elvis Dumervil for -6 yards,2.740,0.880
4,11:52,4,10,DEN 36,7,13,"Josh Brown punts 21 yards, muffed catch by Darrent Williams, recovered by Darrent Williams and returned for no gain",0.880,-0.340
4,11:37,1,10,DEN 21,7,13,Tatum Bell right tackle for 2 yards (tackle by Russell Davis),0.340,0.070
4,11:07,2,8,DEN 23,7,13,Mike Bell left tackle for 3 yards (tackle by Russell Davis and Darryl Tapp),0.070,-0.230
4,10:28,3,5,DEN 26,7,13,Mike Bell right tackle for -1 yards (tackle by Rocky Bernard),-0.230,-1.700
4,9:53,4,6,DEN 25,7,13,"Paul Ernster punts 41 yards, returned by Nate Burleson for 5 yards (tackle by Karl Paymah)",-1.700,-1.530
4,9:42,1,10,SEA 39,7,13,Matt Hasselbeck pass complete deep middle to Darrell Jackson for 27 yards (tackle by Champ Bailey),1.530,3.310
4,8:59,1,10,DEN 34,7,13,Matt Hasselbeck pass complete deep right to Darrell Jackson for 33 yards (tackle by John Lynch),3.310,6.970
4,8:17,1,1,DEN 1,13,13,"Shaun Alexander right guard for 1 yard, touchdown",6.970,7.000
4,,,,DEN 2,14,13,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,14,13,"Josh Brown kicks off 58 yards, returned by Brian Clark for 22 yards (tackle by Kelly Jennings). Brian Clark fumbles (forced by Kelly Jennings), recovered by Joe Tafoya at DEN-40 (tackle by Ben Hamilton)",0.000,-2.920
4,8:04,1,10,DEN 40,14,13,Shaun Alexander right tackle for 2 yards (tackle by Kenard Lang),2.920,2.640
4,7:24,2,8,DEN 38,14,13,Shaun Alexander middle for no gain (tackle by Gerard Warren and Ebenezer Ekuban),2.640,1.950
4,6:35,3,8,DEN 38,14,13,"Maurice Morris middle for -2 yards (tackle by Gerard Warren). Penalty on Demetrin Veal: Defensive Holding, 5 yards (no play)",1.950,3.380
4,6:19,1,10,DEN 33,14,13,Shaun Alexander middle for 5 yards (tackle by Gerard Warren),3.380,3.510
4,5:37,2,5,DEN 28,14,13,Shaun Alexander right tackle for 1 yard (tackle by Keith Burns),3.510,2.940
4,4:55,3,4,DEN 27,14,13,Maurice Morris left end for 1 yard (tackle by Ebenezer Ekuban),2.940,1.840
4,4:13,4,3,DEN 26,17,13,Josh Brown 44 yard field goal good,1.840,3.000
4,,,,SEA 30,17,13,"Josh Brown kicks off 67 yards, returned by Brian Clark for 26 yards (tackle by Lance Laury)",0.000,0.870
4,4:01,1,10,DEN 29,17,13,Jay Cutler pass incomplete short left intended for Rod Smith is intercepted by Jordan Babineaux at DEN-34 and returned for 20 yards,0.870,-4.650
4,3:55,1,10,DEN 14,17,13,Shaun Alexander left tackle for 2 yards (tackle by Michael Myers),4.650,4.330
4,3:48,,,,17,13,Timeout #1 by Denver Broncos,0.000,4.330
4,3:48,2,8,DEN 12,17,13,Shaun Alexander right tackle for 4 yards (tackle by Michael Myers),4.330,4.280
4,3:42,,,,17,13,Timeout #2 by Denver Broncos,0.000,4.280
4,3:42,3,4,DEN 8,17,13,Deion Branch left end for 3 yards (tackle by Ebenezer Ekuban),4.280,3.030
4,3:01,4,1,DEN 5,20,13,Josh Brown 23 yard field goal good,3.030,3.000
4,,,,SEA 30,20,13,"Josh Brown kicks off 64 yards, returned by Cecil Sapp for 23 yards (tackle by Niko Koutouvides)",0.000,0.870
4,2:51,1,10,DEN 29,20,19,"Jay Cutler pass complete short right to Brandon Marshall for 71 yards, touchdown",0.870,7.000
4,,,,SEA 2,20,20,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,20,20,"Paul Ernster kicks off 70 yards, returned by Nate Burleson for 24 yards (tackle by Darrent Williams). Penalty on Kevin Bentley: Offensive Holding, 10 yards",0.000,-0.280
4,2:31,1,10,SEA 14,20,20,Matt Hasselbeck pass complete short right to Jerramy Stevens for 6 yards (tackle by Champ Bailey and D.J. Williams),-0.280,0.150
4,2:00,2,4,SEA 20,20,20,Matt Hasselbeck pass incomplete short right intended for Jerramy Stevens (defended by Gerard Warren),0.150,-0.680
4,1:56,3,4,SEA 20,20,20,Matt Hasselbeck pass complete deep right to Nate Burleson for 16 yards (tackle by Champ Bailey),-0.680,1.330
4,1:23,1,10,SEA 36,20,20,Shaun Alexander middle for 5 yards (tackle by Keith Burns),1.330,1.470
4,1:17,,,,20,20,Timeout #1 by Seattle Seahawks,0.000,1.470
4,1:17,2,5,SEA 41,20,20,Matt Hasselbeck pass complete short left to Deion Branch for 8 yards (tackle by Domonique Foxworth),1.470,2.190
4,0:56,1,10,SEA 49,20,20,Matt Hasselbeck pass complete short right to D.J. Hackett for 13 yards (tackle by D.J. Williams),2.190,3.050
4,0:46,,,,20,20,Timeout #2 by Seattle Seahawks,0.000,3.050
4,0:46,1,10,DEN 38,20,20,Shaun Alexander middle for 3 yards (tackle by Michael Myers and Patrick Chukwurah),3.050,2.910
4,0:24,2,7,DEN 35,20,20,"Penalty on Chris Gray: False Start, 5 yards (no play)",2.910,2.240
4,0:22,,,,20,20,Timeout #3 by Seattle Seahawks,0.000,2.240
4,0:22,2,12,DEN 40,20,20,Shaun Alexander left tackle for 8 yards (tackle by Elvis Dumervil),2.240,2.610
4,0:10,3,4,DEN 32,20,20,Matt Hasselbeck spiked the ball,2.610,1.270
4,0:10,4,4,DEN 32,23,20,Josh Brown 50 yard field goal good,1.270,3.000
4,,,,SEA 30,23,20,"Josh Brown kicks off 56 yards, returned by Darrent Williams for 6 yards. Penalty on Kyle Johnson: Illegal Forward Pass (Declined)",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
