#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:57,DEN 39,3,1:35,9,Punt
2,1,11:04,DEN 43,3,1:25,2,Punt
3,1,7:29,,6,3:31,31,Field Goal
4,2,14:48,DEN 2,3,2:30,5,Punt
5,2,9:36,DEN 30,8,3:22,70,Touchdown
6,2,5:11,DEN 31,1,0:11,0,Interception
7,2,5:00,DEN 20,5,2:30,40,Fumble
8,2,1:47,SEA 47,7,1:47,24,Field Goal
9,3,15:00,DEN 34,7,4:14,21,Fumble
10,3,8:40,DEN 11,6,2:48,20,Punt
11,3,3:12,DEN 20,3,0:56,3,Punt
12,3,0:29,DEN 1,3,1:57,1,Punt
13,4,11:37,DEN 21,3,1:55,4,Punt
14,4,8:13,,0,0:09,0,Fumble
15,4,4:08,DEN 29,1,0:13,0,Interception
16,4,2:58,DEN 29,1,0:21,71,Touchdown
17,4,0:05,,0,0:05,0,End of Game
