Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
2,0:54,1,10,DAL 25,12,21,Dak Prescott pass complete short right to Jason Witten for 9 yards (tackle by Josh Hawkins and Blake Martinez),0.610,1.280
2,0:37,2,1,DAL 34,12,21,Dak Prescott pass complete short left to Jason Witten for 4 yards (tackle by Josh Jones),1.280,1.470
2,0:30,1,10,DAL 38,12,21,Dak Prescott pass incomplete deep right intended for Dez Bryant,1.470,0.920
2,0:25,2,10,DAL 38,12,21,Dak Prescott pass complete short left to Cole Beasley for 12 yards (tackle by Quinten Rollins),0.920,0.000
2,0:18,,,,,,Timeout #2 by Dallas Cowboys,0.000,-2.260
2,0:18,1,10,,12,21,"Dak Prescott sacked by Nick Perry for -6 yards. Dak Prescott fumbles (forced by Nick Perry), recovered by Jonathan Cooper at DAL-44",2.260,0.900
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,12,21,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
3,14:59,1,10,GNB 25,12,21,Aaron Jones left end for 7 yards (tackle by Kyle Wilber and Jaylon Smith),0.610,1.010
3,14:27,2,3,GNB 32,12,21,Aaron Rodgers pass complete deep right to Martellus Bennett for 33 yards (tackle by Byron Jones),1.010,3.250
3,13:48,1,10,DAL 35,12,21,Aaron Jones middle for 5 yards (tackle by Jaylon Smith and David Irving),3.250,3.380
3,13:16,2,5,DAL 30,12,21,Aaron Rodgers pass complete short middle to Jordy Nelson for 14 yards (tackle by Anthony Brown),3.380,4.510
3,12:37,1,10,DAL 16,12,21,Aaron Jones right guard for 13 yards (tackle by Anthony Brown and Jeff Heath),4.510,6.510
3,12:06,1,3,DAL 3,12,21,Aaron Jones right guard for -1 yards (tackle by Demarcus Lawrence and Maliek Collins),6.510,5.340
3,11:21,2,4,DAL 4,12,21,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson (defended by Anthony Hitchens),5.340,4.490
3,11:18,3,4,DAL 4,12,21,Aaron Rodgers pass incomplete short left intended for Geronimo Allison,4.490,0.000
3,11:12,,,,,,Timeout #1 by Dallas Cowboys,0.000,-3.030
3,11:12,4,4,DAL 4,15,21,Mason Crosby 22 yard field goal good,3.030,3.000
3,11:09,,,GNB 35,15,21,"Mason Crosby kicks off 65 yards, touchback. Penalty on Kentrell Brice: Defensive Offside, 5 yards",0.000,-0.940
3,11:09,1,10,DAL 30,15,21,Dak Prescott pass complete short right to Terrance Williams for 4 yards (tackle by Quinten Rollins and Blake Martinez),0.940,0.930
3,10:32,2,6,DAL 34,15,21,Ezekiel Elliott right end for 3 yards (tackle by Blake Martinez),0.930,0.630
3,9:54,3,3,DAL 37,15,21,Dak Prescott pass complete short middle to Dez Bryant for 5 yards (tackle by Ha Ha Clinton-Dix),0.630,1.730
3,9:16,1,10,DAL 42,15,21,Dak Prescott pass incomplete deep left intended for Dez Bryant (defended by Josh Hawkins),1.730,1.190
3,9:08,2,10,DAL 42,15,21,Ezekiel Elliott middle for -2 yards (tackle by Blake Martinez and Quinten Rollins),1.190,0.230
3,8:28,3,12,DAL 40,15,21,Dak Prescott pass complete short right to Terrance Williams for 10 yards (tackle by Quinten Rollins),0.230,-0.060
3,7:46,4,2,,15,21,Chris Jones punts 38 yards,-0.060,0.350
3,7:37,1,10,GNB 12,15,21,Aaron Rodgers middle for 6 yards (tackle by Anthony Hitchens),-0.350,-0.070
3,6:58,2,4,GNB 18,15,21,"Aaron Rodgers sacked by Demarcus Lawrence for -16 yards. Penalty on Benson Mayowa: Unnecessary Roughness, 15 yards",-0.070,-0.060
3,6:29,1,10,GNB 17,15,21,Aaron Jones right guard for 22 yards (tackle by Byron Jones),-0.060,1.530
3,5:53,1,10,GNB 39,15,21,Aaron Rodgers pass complete short left to Martellus Bennett for 6 yards (tackle by Anthony Hitchens and Chidobe Awuzie),1.530,1.800
3,5:23,2,4,GNB 45,15,21,Aaron Jones left guard for 3 yards (tackle by Maliek Collins and Jaylon Smith),1.800,1.490
3,4:44,3,1,GNB 48,15,21,Aaron Rodgers pass incomplete short left intended for Davante Adams (defended by Jourdan Lewis),1.490,0.000
3,4:43,,,,,,Timeout #1 by Green Bay Packers,0.000,0.190
3,4:43,4,1,GNB 48,15,21,Aaron Jones left end for 10 yards (tackle by Jeff Heath),-0.190,2.790
3,4:07,1,10,DAL 42,15,21,Aaron Jones left end for 7 yards (tackle by Jaylon Smith),2.790,3.190
3,3:29,2,3,DAL 35,15,21,Aaron Rodgers for 4 yards (tackle by Jaylon Smith),3.190,3.510
3,2:54,1,10,DAL 31,15,21,Jamaal Williams left guard for 1 yard (tackle by Jaylon Smith),3.510,3.100
3,2:12,2,9,DAL 30,15,21,Aaron Rodgers right end for 4 yards (tackle by David Irving),3.100,2.940
3,1:36,3,5,DAL 26,15,21,"Penalty on Justin McCray: False Start, 5 yards (no play)",2.940,2.280
3,1:11,3,10,DAL 31,15,21,"Aaron Rodgers pass incomplete deep left intended for Jordy Nelson. Penalty on Jourdan Lewis: Defensive Holding, 5 yards, Penalty on Anthony Brown: Defensive Holding (Declined) (no play)",2.280,3.840
3,1:04,1,10,DAL 26,15,21,Aaron Jones left tackle for 5 yards (tackle by Jourdan Lewis and Jaylon Smith),3.840,3.970
3,0:27,2,5,DAL 21,15,21,Aaron Rodgers pass complete short right to Davante Adams for 11 yards (tackle by Anthony Brown and Jeff Heath),3.970,4.910
Quarter,Time,Down,ToGo,Location,GNB,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 10,21,21,"Aaron Rodgers pass complete short middle to Jordy Nelson for 10 yards, touchdown",4.910,7.000
4,14:54,,,DAL 15,22,21,Mason Crosby kicks extra point good,0.000,0.000
4,14:54,,,GNB 35,22,21,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
4,14:54,1,10,DAL 25,22,21,Ezekiel Elliott left end for 25 yards (tackle by Josh Hawkins),0.610,2.260
4,14:12,1,10,,22,21,Ezekiel Elliott left tackle for 11 yards (tackle by Morgan Burnett). Penalty on Nick Perry: Defensive Offside (Declined),2.260,2.980
4,13:55,1,10,GNB 39,22,21,Ezekiel Elliott left guard for 4 yards (tackle by Clay Matthews),2.980,2.980
4,13:18,2,6,GNB 35,22,21,Dak Prescott pass complete short middle to Jason Witten for 8 yards (tackle by Blake Martinez),2.980,3.780
4,12:38,1,10,GNB 27,22,21,Ezekiel Elliott left tackle for 2 yards (tackle by Ahmad Brooks and Jake Ryan),3.780,3.500
4,11:58,2,8,GNB 25,22,21,Dak Prescott pass incomplete short right intended for Jason Witten (defended by Clay Matthews),3.500,2.810
4,11:54,3,8,GNB 25,22,21,Dak Prescott pass incomplete short middle intended for Jason Witten (defended by Kentrell Brice),2.810,1.800
4,11:49,4,8,GNB 25,22,24,Dan Bailey 43 yard field goal good,1.800,3.000
4,11:45,,,DAL 35,22,24,"Dan Bailey kicks off 63 yards, returned by Jeff Janis for 17 yards (tackle by Keith Smith)",0.000,-0.150
4,11:39,1,10,GNB 19,22,24,Aaron Jones left tackle for 4 yards (tackle by Damontre Moore),0.150,0.210
4,10:57,2,6,GNB 23,22,24,Aaron Rodgers pass incomplete short right intended for Randall Cobb (defended by Orlando Scandrick),0.210,-0.550
4,10:53,3,6,GNB 23,22,24,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson (defended by Jourdan Lewis),-0.550,-1.830
4,10:53,4,6,GNB 23,22,24,"Penalty on DAL: Defensive 12 On-field, 5 yards (no play)",-1.830,-1.500
4,10:46,4,1,GNB 28,22,24,"Justin Vogel punts 59 yards, returned by Ryan Switzer for -1 yards (tackle by Jeff Janis)",-1.500,0.350
4,10:37,1,10,DAL 12,22,24,Ezekiel Elliott right tackle for 3 yards (tackle by Kenny Clark),-0.350,-0.500
4,10:04,2,7,DAL 15,28,24,"Dak Prescott pass incomplete short right intended for Terrance Williams is intercepted by Damarious Randall at DAL-21 and returned for 21 yards, touchdown. Penalty on Damarious Randall: Unsportsmanlike Conduct, 15 yards",-0.500,-7.000
4,,,,,28,24,"Two Point Attempt: Aaron Rodgers pass incomplete intended for Jordy Nelson, conversion fails",,
4,9:56,,,GNB 20,28,24,"Mason Crosby kicks off 74 yards, returned by Ryan Switzer for 25 yards (tackle by Kentrell Brice). Penalty on Jeff Heath: Offensive Holding, 10 yards",0.000,-0.340
4,9:49,1,10,DAL 21,28,24,Dak Prescott pass complete short middle to Dez Bryant for 9 yards (tackle by Kentrell Brice and Quinten Rollins),0.340,1.020
4,9:13,2,1,DAL 30,28,24,Ezekiel Elliott left guard for 2 yards (tackle by Jake Ryan),1.020,1.070
4,8:37,1,10,DAL 32,28,24,Dak Prescott pass complete short left to Jason Witten for 6 yards (tackle by Clay Matthews),1.070,1.340
4,7:57,2,4,DAL 38,28,24,Ezekiel Elliott right guard for 9 yards (tackle by Kentrell Brice),1.340,2.060
4,7:15,1,10,DAL 47,28,24,Dak Prescott pass complete short left to Jason Witten for 5 yards (tackle by Jake Ryan),2.060,2.190
4,6:37,2,5,GNB 48,28,24,"Ezekiel Elliott left tackle for 5 yards (tackle by Mike Daniels). Penalty on Travis Frederick: Offensive Holding, 10 yards",2.190,0.000
4,6:24,,,,,,Timeout #2 by Green Bay Packers,0.000,-1.520
4,6:24,2,10,DAL 47,28,24,"Dak Prescott pass incomplete deep right intended for Terrance Williams (defended by Damarious Randall). Penalty on Nick Perry: Defensive Offside, 5 yards (no play)",1.520,2.190
4,6:18,2,5,GNB 48,28,24,Ezekiel Elliott right guard for 4 yards (tackle by Kenny Clark and Blake Martinez),2.190,2.020
4,5:35,3,1,GNB 44,28,24,Dak Prescott pass complete short left to Keith Smith for 4 yards (tackle by Davon House),2.020,2.920
4,4:56,1,10,GNB 40,28,24,Ezekiel Elliott middle for 8 yards (tackle by Blake Martinez),2.920,3.450
4,4:20,2,2,GNB 32,28,24,Ezekiel Elliott right guard for 3 yards (tackle by Mike Daniels),3.450,3.640
4,3:39,1,10,GNB 29,28,24,Dak Prescott pass incomplete short middle intended for Alfred Morris,3.640,3.100
4,3:32,2,10,GNB 29,28,24,Alfred Morris middle for 5 yards (tackle by Jake Ryan),3.100,3.070
4,2:58,3,5,GNB 24,28,24,Dak Prescott pass complete short right to Cole Beasley for 4 yards (tackle by Ha Ha Clinton-Dix),3.070,2.270
,,,,,,,"GNB challenged the first down ruling, and the original play was overturned.",,
4,2:16,4,1,GNB 20,28,24,Ezekiel Elliott middle for 1 yard (tackle by Blake Martinez),2.270,4.310
,,,,,,,"DAL challenged the short of the line to gain ruling, and the original play was overturned.",,
4,2:00,1,10,GNB 19,28,24,Ezekiel Elliott left tackle for 8 yards (tackle by Davon House and Quinten Rollins),4.310,5.140
4,1:24,2,2,GNB 11,28,24,Dak Prescott pass incomplete short left intended for Dez Bryant,5.140,4.430
4,1:18,3,2,GNB 11,28,30,"Dak Prescott left tackle for 11 yards, touchdown",4.430,7.000
4,1:13,,,GNB 15,28,31,Dan Bailey kicks extra point good,0.000,0.000
4,1:13,,,DAL 35,28,31,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
4,1:13,1,10,GNB 25,28,31,Aaron Rodgers pass complete short left to Davante Adams for 14 yards (tackle by Jourdan Lewis),0.610,1.530
4,1:09,1,10,GNB 39,28,31,Aaron Rodgers pass complete short right to Martellus Bennett for 14 yards (tackle by Xavier Woods),1.530,2.460
4,0:47,1,10,DAL 47,28,31,Aaron Rodgers pass incomplete short left intended for Davante Adams (defended by David Irving),2.460,1.910
4,0:45,2,10,DAL 47,28,31,Aaron Jones right end for 15 yards (tackle by Anthony Brown),1.910,3.450
4,0:39,1,10,DAL 32,28,31,Aaron Rodgers pass incomplete deep right intended for Geronimo Allison,3.450,2.900
4,0:35,2,10,DAL 32,28,31,Aaron Jones left tackle for 2 yards (tackle by Demarcus Lawrence and David Irving),2.900,0.000
4,0:29,,,,,,Timeout #3 by Green Bay Packers,0.000,-2.480
4,0:29,3,8,DAL 30,28,31,Aaron Rodgers for 18 yards (tackle by Byron Jones),2.480,4.780
4,0:21,1,10,DAL 12,28,31,Aaron Rodgers pass incomplete short left intended for Davante Adams (defended by Jourdan Lewis),4.780,4.100
4,0:16,2,10,DAL 12,34,31,"Aaron Rodgers pass complete short left to Davante Adams for 12 yards, touchdown",4.100,7.000
4,0:11,,,DAL 15,35,31,Mason Crosby kicks extra point good,0.000,0.000
4,0:11,,,GNB 35,35,31,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
4,0:11,1,10,DAL 25,35,31,Dak Prescott pass incomplete short middle intended for Cole Beasley,0.610,0.000
4,0:05,,,,,,Timeout #2 by Dallas Cowboys,0.000,-0.060
4,0:05,2,10,DAL 25,35,31,"Dak Prescott pass complete short left to Brice Butler for 10 yards, lateral to Ezekiel Elliott for 20 yards, lateral to Dak Prescott for -3 yards, lateral to Brice Butler for -2 yards, lateral to Dak Prescott for 3 yards, lateral to Jason Witten for no gain. Jason Witten fumbles, recovered by Nick Perry at GNB-47 and returned for 1 yards (tackle by Travis Frederick). Nick Perry fumbles (forced by Travis Frederick), recovered by Travis Frederick at GNB-49 and returned for 11 yards (tackle by Travis Frederick). Travis Frederick fumbles (forced by Travis Frederick), recovered by Quinten Rollins at GNB-42 and returned for 11 yards (tackle by Travis Frederick)",0.060,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
