Quarter,Time,Tm,Detail,NYJ,NWE
1.0,5:16,Patriots,James White 17 yard pass from Tom Brady (Stephen Gostkowski kick),0,7
,0:54,Jets,Jason Myers 40 yard field goal,3,7
2.0,12:53,Patriots,Rex Burkhead 18 yard pass from Tom Brady (Stephen Gostkowski kick),3,14
,11:03,Patriots,Phillip Dorsett 9 yard pass from Tom Brady (Stephen Gostkowski kick),3,21
3.0,10:48,Patriots,Kyle Van Noy 46 yard fumble return (Stephen Gostkowski kick),3,28
4.0,9:40,Patriots,Stephen Gostkowski 38 yard field goal,3,31
,3:26,Patriots,Julian Edelman 5 yard pass from Tom Brady (Stephen Gostkowski kick),3,38
